"RightRoughTendency_RANKTHISWEEK_2016","RightRoughTendency_RANKLASTWEEK_2016","RightRoughTendency_PLAYERNAME_2016","RightRoughTendency_ROUNDS_2016","RightRoughTendency_Pct_2016","RightRoughTendency_TOTALRIGHTROUGH_2016","RightRoughTendency_POSSIBLEFWYS_2016","RightRoughTendency_RELATIVETOPAR_2016","stat_name","year"
41,51,"Billy Horschel",45,13.08,62,474,0.05,"RightRoughTendency",2016
43,62,"Erik Compton",45,13.09,58,443,0.03,"RightRoughTendency",2016
44,55,"Rory Sabbatini",40,13.12,45,343,0.09,"RightRoughTendency",2016
45,56,"Jason Dufner",53,13.22,64,484,0.02,"RightRoughTendency",2016
46,58,"Daniel Summerhays",55,13.26,79,596,0.08,"RightRoughTendency",2016
47,43,"Lucas Glover",53,13.28,87,655,-0.03,"RightRoughTendency",2016
48,61,"Boo Weekley",53,13.31,76,571,0.07,"RightRoughTendency",2016
49,60,"Graeme McDowell",33,13.35,43,322,0.21,"RightRoughTendency",2016
50,63,"Scott Brown",59,13.36,74,554,0.09,"RightRoughTendency",2016
51,57,"Thomas Aiken",42,13.37,48,359,0.06,"RightRoughTendency",2016
52,45,"Jim Herman",55,13.42,71,529,0.13,"RightRoughTendency",2016
53,64,"Shane Bertsch",30,13.53,36,266,0.03,"RightRoughTendency",2016
54,65,"Lucas Lee",22,13.59,28,206,0.21,"RightRoughTendency",2016
55,53,"Martin Piller",37,13.61,49,360,-0.04,"RightRoughTendency",2016
56,44,"Shane Lowry",35,13.62,38,279,0.08,"RightRoughTendency",2016
57,66,"Greg Owen",56,13.64,81,594,0.07,"RightRoughTendency",2016
58,46,"Kyle Reifers",63,13.66,91,666,0.16,"RightRoughTendency",2016
59,53,"JJ Henry",44,13.68,77,563,0.26,"RightRoughTendency",2016
60,33,"Robert Streb",51,13.73,63,459,0.08,"RightRoughTendency",2016
61,51,"Padraig Harrington",38,13.83,61,441,-0.03,"RightRoughTendency",2016
62,69,"Russell Henley",42,13.87,71,512,-0.01,"RightRoughTendency",2016
63,72,"Cameron Tringale",47,13.9,77,554,0.06,"RightRoughTendency",2016
64,58,"Will Ma Kenzie",54,13.92,77,553,0.13,"RightRoughTendency",2016
65,85,"Ryan Moore",40,14.17,53,374,0.06,"RightRoughTendency",2016
66,41,"Ian Poulter",37,14.2,45,317,0.18,"RightRoughTendency",2016
67,70,"Hideki Matsuyama",40,14.33,52,363,-0.04,"RightRoughTendency",2016
68,78,"Sung Kang",51,14.36,81,564,0.05,"RightRoughTendency",2016
69,79,"DJ Trahan",23,14.38,21,146,-0.1,"RightRoughTendency",2016
70,74,"Bill Haas",42,14.4,56,389,0.07,"RightRoughTendency",2016
71,77,"Mark Hubbard",73,14.41,118,819,0.07,"RightRoughTendency",2016
71,80,"Marc Leishman",41,14.41,50,347,-0.04,"RightRoughTendency",2016
73,82,"John Huh",51,14.45,88,609,-0.03,"RightRoughTendency",2016
74,81,"Adam Hadwin",53,14.57,95,652,0.06,"RightRoughTendency",2016
75,76,"JB Holmes",39,14.62,56,383,0.05,"RightRoughTendency",2016
76,83,"Stewart Cink",45,14.63,67,458,0.09,"RightRoughTendency",2016
77,50,"Alex Cejka",47,14.71,64,435,0.2,"RightRoughTendency",2016
78,86,"Matt Kuchar",46,14.75,63,427,0,"RightRoughTendency",2016
79,70,"Brendon Todd",43,14.83,70,472,0.09,"RightRoughTendency",2016
80,29,"Byeong Hun An",23,14.84,27,182,0.11,"RightRoughTendency",2016
81,89,"Kevin Na",52,14.88,68,457,-0.03,"RightRoughTendency",2016
81,89,"Bernd Wiesberger",23,14.88,25,168,0.16,"RightRoughTendency",2016
83,73,"Tim Wilkinson",40,14.92,54,362,-0.07,"RightRoughTendency",2016
84,84,"Paul Casey",39,14.95,48,321,-0.02,"RightRoughTendency",2016
84,106,"William McGirt",54,14.95,100,669,0.04,"RightRoughTendency",2016
86,99,"Henrik Norlander",41,14.96,54,361,0.06,"RightRoughTendency",2016
87,96,"KJ Choi",47,15.04,83,552,0.17,"RightRoughTendency",2016
88,42,"Phil Mickelson",37,15.05,56,372,0.04,"RightRoughTendency",2016
88,99,"Kyle Stanley",57,15.05,96,638,0.1,"RightRoughTendency",2016
90,98,"Brandt Snedeker",47,15.06,72,478,-0.14,"RightRoughTendency",2016
91,67,"Mark Wilson",42,15.08,73,484,0.11,"RightRoughTendency",2016
92,105,"David Hearn",55,15.12,88,582,0.1,"RightRoughTendency",2016
93,67,"Roberto Castro",55,15.26,98,642,-0.01,"RightRoughTendency",2016
94,104,"Scott Piercy",45,15.27,60,393,0.07,"RightRoughTendency",2016
95,94,"Retief Goosen",37,15.37,67,436,0.13,"RightRoughTendency",2016
96,108,"Hudson Swafford",52,15.4,83,539,0.01,"RightRoughTendency",2016
97,93,"Geoff Ogilvy",37,15.42,64,415,0.14,"RightRoughTendency",2016
98,110,"Jason Day",36,15.43,48,311,-0.08,"RightRoughTendency",2016
98,91,"Jason Kokrak",52,15.43,87,564,0.06,"RightRoughTendency",2016
98,117,"Johnson Wagner",44,15.43,73,473,0.01,"RightRoughTendency",2016
101,111,"Chris Kirk",51,15.44,84,544,-0.11,"RightRoughTendency",2016
101,111,"Louis Oosthuizen",25,15.44,21,136,-0.05,"RightRoughTendency",2016
103,114,"Andres Romero",22,15.47,28,181,-0.11,"RightRoughTendency",2016
104,102,"Luke Donald",49,15.49,70,452,-0.03,"RightRoughTendency",2016
104,103,"Si Woo Kim",63,15.49,112,723,0.11,"RightRoughTendency",2016
106,88,"Sean OHair",45,15.52,86,554,-0.03,"RightRoughTendency",2016
107,75,"James Hahn",45,15.53,80,515,0,"RightRoughTendency",2016
108,116,"Ryan Palmer",46,15.54,90,579,0.01,"RightRoughTendency",2016
109,96,"Will Wilcox",47,15.56,84,540,0.13,"RightRoughTendency",2016
110,113,"Steven Bowditch",40,15.67,60,383,0.07,"RightRoughTendency",2016
110,118,"Dicky Pride",33,15.67,50,319,0.1,"RightRoughTendency",2016
110,95,"Michael Thompson",46,15.67,68,434,0.12,"RightRoughTendency",2016
113,115,"Brian Harman",60,15.7,103,656,0.07,"RightRoughTendency",2016
114,92,"Fabian Gomez",49,15.71,93,592,0.06,"RightRoughTendency",2016
115,123,"Brendon de Jonge",55,15.74,85,540,0.12,"RightRoughTendency",2016
116,119,"Branden Grace",31,15.79,39,247,0,"RightRoughTendency",2016
117,87,"Morgan Hoffmann",43,15.84,77,486,-0.03,"RightRoughTendency",2016
118,130,"Brett Stegmaier",57,15.9,103,648,0.09,"RightRoughTendency",2016
119,129,"Ben Martin",48,15.92,89,559,0.16,"RightRoughTendency",2016
119,107,"David Toms",38,15.92,71,446,0.11,"RightRoughTendency",2016
121,150,"Carlos Ortiz",47,16.05,74,461,0.01,"RightRoughTendency",2016
122,126,"Brian Gay",22,16.06,40,249,0.15,"RightRoughTendency",2016
123,127,"Dawie van der Walt",48,16.07,76,473,0.14,"RightRoughTendency",2016
124,132,"Chris Stroud",52,16.11,91,565,-0.02,"RightRoughTendency",2016
125,125,"Sam Saunders",40,16.19,57,352,-0.11,"RightRoughTendency",2016
126,131,"Jimmy Walker",43,16.29,72,442,-0.11,"RightRoughTendency",2016
127,133,"Bubba Watson",30,16.32,39,239,-0.13,"RightRoughTendency",2016
128,121,"Steve Wheatcroft",53,16.35,95,581,0.06,"RightRoughTendency",2016
129,134,"Wes Roach",33,16.38,48,293,0.02,"RightRoughTendency",2016
130,108,"Brendan Steele",48,16.42,87,530,0.08,"RightRoughTendency",2016
131,135,"Luke Guthrie",31,16.43,47,286,-0.02,"RightRoughTendency",2016
132,138,"Pat Perez",28,16.53,39,236,0.05,"RightRoughTendency",2016
132,121,"Cameron Smith",45,16.53,59,357,0.07,"RightRoughTendency",2016
134,139,"Troy Merritt",41,16.58,67,404,0.04,"RightRoughTendency",2016
135,140,"Abraham Ancer",26,16.59,37,223,0.14,"RightRoughTendency",2016
136,124,"Daniel Berger",52,16.67,83,498,0.07,"RightRoughTendency",2016
137,143,"Michael Kim",62,16.69,118,707,0.13,"RightRoughTendency",2016
138,150,"Vijay Singh",42,16.7,85,509,-0.09,"RightRoughTendency",2016
139,142,"Steve Stricker",25,16.72,48,287,0.06,"RightRoughTendency",2016
140,140,"Gary Woodland",45,16.74,80,478,-0.05,"RightRoughTendency",2016
141,153,"Graham DeLaet",50,16.75,97,579,0.01,"RightRoughTendency",2016
142,137,"Robert Allenby",35,16.91,58,343,0.33,"RightRoughTendency",2016
143,135,"Harris English",51,17.02,80,470,-0.06,"RightRoughTendency",2016
144,128,"Scott Pinckney",53,17.04,92,540,0.09,"RightRoughTendency",2016
145,162,"Rory McIlroy",37,17.05,52,305,-0.1,"RightRoughTendency",2016
146,152,"Stuart Appleby",39,17.1,85,497,0.11,"RightRoughTendency",2016
146,101,"Hunter Mahan",43,17.1,73,427,0.05,"RightRoughTendency",2016
148,160,"Angel Cabrera",42,17.26,77,446,0.12,"RightRoughTendency",2016
149,157,"Kevin Chappell",49,17.27,96,556,-0.04,"RightRoughTendency",2016
150,145,"Martin Laird",46,17.3,91,526,0.05,"RightRoughTendency",2016
151,149,"Peter Malnati",53,17.32,102,589,-0.01,"RightRoughTendency",2016
152,158,"Carl Pettersson",31,17.53,68,388,0.09,"RightRoughTendency",2016
153,147,"Harold Varner III",58,17.58,119,677,0.08,"RightRoughTendency",2016
154,144,"Justin Thomas",53,17.61,90,511,0.02,"RightRoughTendency",2016
155,155,"Tom Hoge",47,17.63,85,482,-0.05,"RightRoughTendency",2016
156,164,"Chad Collins",45,17.64,88,499,0.19,"RightRoughTendency",2016
156,167,"Jhonattan Vegas",49,17.64,88,499,0.06,"RightRoughTendency",2016
158,166,"Anirban Lahiri",44,17.68,64,362,0.05,"RightRoughTendency",2016
159,119,"Matt Jones",45,17.74,69,389,0.06,"RightRoughTendency",2016
160,159,"Bronson Burgoon",53,17.75,93,524,0,"RightRoughTendency",2016
161,146,"Derek Fathauer",58,17.8,105,590,0.1,"RightRoughTendency",2016
162,154,"Nick Taylor",57,17.81,109,612,0.12,"RightRoughTendency",2016
163,165,"Freddie Jacobson",54,17.84,96,538,-0.03,"RightRoughTendency",2016
163,156,"Tyrone Van Aswegen",67,17.84,127,712,0.06,"RightRoughTendency",2016
165,161,"Whee Kim",54,17.99,102,567,0.01,"RightRoughTendency",2016
166,169,"Dustin Johnson",37,18.15,51,281,-0.24,"RightRoughTendency",2016
167,173,"Shawn Stefani",45,18.43,89,483,0.06,"RightRoughTendency",2016
168,170,"Seung Yul Noh",54,18.44,111,602,-0.05,"RightRoughTendency",2016
169,174,"Tyler Aldridge",53,18.49,105,568,0.05,"RightRoughTendency",2016
170,171,"Jonas Blixt",46,18.7,95,508,0.01,"RightRoughTendency",2016
170,176,"Jamie Lovemark",57,18.7,129,690,-0.09,"RightRoughTendency",2016
172,175,"Cameron Percy",22,18.88,37,196,0,"RightRoughTendency",2016
173,168,"Justin Rose",35,18.91,66,349,-0.02,"RightRoughTendency",2016
174,163,"Patrick Rodgers",49,18.96,102,538,-0.01,"RightRoughTendency",2016
175,184,"Patrick Reed",53,19.37,86,444,-0.02,"RightRoughTendency",2016
176,190,"Scott Langley",41,19.72,85,431,0.12,"RightRoughTendency",2016
177,179,"George McNeill",33,19.74,76,385,0.04,"RightRoughTendency",2016
178,181,"Smylie Kaufman",57,19.75,112,567,0.03,"RightRoughTendency",2016
179,172,"John Senden",48,19.82,110,555,0.02,"RightRoughTendency",2016
180,177,"Francesco Molinari",36,19.91,91,457,0.04,"RightRoughTendency",2016
181,182,"Charlie Beljan",26,20,47,235,0.17,"RightRoughTendency",2016
182,180,"Andres Gonzales",46,20.04,93,464,0.23,"RightRoughTendency",2016
182,178,"Hiroshi Iwata",51,20.04,94,469,0,"RightRoughTendency",2016
184,186,"Camilo Villegas",50,20.1,116,577,0.08,"RightRoughTendency",2016
185,187,"Aaron Baddeley",51,20.16,98,486,-0.02,"RightRoughTendency",2016
186,193,"Patton Kizzire",57,20.17,122,605,0.04,"RightRoughTendency",2016
187,188,"Miguel Angel Carballo",24,20.21,39,193,-0.18,"RightRoughTendency",2016
188,185,"DH Lee",35,20.24,68,336,0.09,"RightRoughTendency",2016
189,192,"Charl Schwartzel",29,20.37,55,270,-0.09,"RightRoughTendency",2016
190,194,"Steve Marino",40,20.38,76,373,0.08,"RightRoughTendency",2016
191,196,"Jeff Overton",51,20.46,125,611,0.07,"RightRoughTendency",2016
192,182,"Derek Ernst",36,20.59,63,306,0.13,"RightRoughTendency",2016
193,195,"Bryce Molder",50,20.66,112,542,0.15,"RightRoughTendency",2016
194,204,"Robert Garrigus",34,20.82,66,317,0.14,"RightRoughTendency",2016
195,197,"Rhein Gibson",36,21.13,75,355,0.03,"RightRoughTendency",2016
195,200,"Luke List",51,21.13,112,530,-0.05,"RightRoughTendency",2016
197,201,"Andrew Loupe",50,21.54,120,557,0.07,"RightRoughTendency",2016
198,191,"Ernie Els",34,21.56,83,385,0.1,"RightRoughTendency",2016
199,203,"Rob Oppenheim",37,21.78,83,381,-0.06,"RightRoughTendency",2016
200,199,"Charles Howell III",63,21.95,151,688,-0.07,"RightRoughTendency",2016
201,189,"Jamie Donaldson",28,22.07,64,290,0.19,"RightRoughTendency",2016
202,206,"Tony Finau",49,22.24,113,508,0.04,"RightRoughTendency",2016
203,202,"Scott Stallings",46,22.43,118,526,0.03,"RightRoughTendency",2016
204,207,"Ricky Barnes",57,22.55,136,603,0.04,"RightRoughTendency",2016
205,205,"Charley Hoffman",49,22.74,113,497,0.04,"RightRoughTendency",2016
206,198,"Kelly Kraft",35,23.38,65,278,0.14,"RightRoughTendency",2016
207,208,"Ollie Schniederjans",23,25.97,67,258,0.12,"RightRoughTendency",2016
