"Approach250275yardsRTP_RANKTHISWEEK_2007","Approach250275yardsRTP_RANKLASTWEEK_2007","Approach250275yardsRTP_PLAYERNAME_2007","Approach250275yardsRTP_ROUNDS_2007","Approach250275yardsRTP_AVGRTP_2007","stat_name","year"
1,1,"Briny Baird",115,-0.711,"Approach250275yardsRTP",2007
2,2,"Chris Stroud",66,-0.708,"Approach250275yardsRTP",2007
3,3,"Jerry Kelly",101,-0.703,"Approach250275yardsRTP",2007
4,4,"Anders Hansen",55,-0.7,"Approach250275yardsRTP",2007
4,4,"Phil Mickelson",73,-0.7,"Approach250275yardsRTP",2007
6,6,"Steve Stricker",81,-0.692,"Approach250275yardsRTP",2007
7,7,"Harrison Frazar",88,-0.69,"Approach250275yardsRTP",2007
8,8,"Charles Howell III",89,-0.682,"Approach250275yardsRTP",2007
9,9,"Steve Flesch",100,-0.674,"Approach250275yardsRTP",2007
10,10,"Bubba Watson",80,-0.667,"Approach250275yardsRTP",2007
11,11,"Jeff Maggert",79,-0.657,"Approach250275yardsRTP",2007
12,12,"Aaron Baddeley",83,-0.629,"Approach250275yardsRTP",2007
13,13,"KJ Choi",87,-0.625,"Approach250275yardsRTP",2007
14,14,"Alex Cejka",80,-0.621,"Approach250275yardsRTP",2007
15,15,"Craig Bowden",78,-0.609,"Approach250275yardsRTP",2007
15,15,"Scott Gutschewski",67,-0.609,"Approach250275yardsRTP",2007
17,17,"Jonathan Byrd",73,-0.607,"Approach250275yardsRTP",2007
17,17,"Matt Kuchar",85,-0.607,"Approach250275yardsRTP",2007
19,19,"Jesper Parnevik",88,-0.605,"Approach250275yardsRTP",2007
20,20,"Craig Barlow",52,-0.6,"Approach250275yardsRTP",2007
20,20,"Carl Pettersson",111,-0.6,"Approach250275yardsRTP",2007
22,22,"Brett Wetterich",88,-0.593,"Approach250275yardsRTP",2007
23,23,"Steve Wheatcroft",73,-0.59,"Approach250275yardsRTP",2007
24,24,"Steve Allan",63,-0.583,"Approach250275yardsRTP",2007
25,25,"Jim Rutledge",59,-0.579,"Approach250275yardsRTP",2007
26,26,"Adam Scott",69,-0.571,"Approach250275yardsRTP",2007
26,26,"Charlie Wi",90,-0.571,"Approach250275yardsRTP",2007
26,26,"Tiger Woods",63,-0.571,"Approach250275yardsRTP",2007
29,29,"Tripp Isenhour",86,-0.567,"Approach250275yardsRTP",2007
30,30,"Kent Jones",97,-0.566,"Approach250275yardsRTP",2007
31,31,"Nathan Green",103,-0.56,"Approach250275yardsRTP",2007
32,32,"Jason Bohn",57,-0.556,"Approach250275yardsRTP",2007
32,32,"Retief Goosen",50,-0.556,"Approach250275yardsRTP",2007
32,32,"Tom Lehman",62,-0.556,"Approach250275yardsRTP",2007
32,32,"Rod Pampling",92,-0.556,"Approach250275yardsRTP",2007
36,36,"Frank Lickliter II",95,-0.553,"Approach250275yardsRTP",2007
37,37,"Brandt Snedeker",105,-0.552,"Approach250275yardsRTP",2007
38,38,"Stuart Appleby",74,-0.548,"Approach250275yardsRTP",2007
39,39,"Tim Petrovic",106,-0.545,"Approach250275yardsRTP",2007
40,40,"John Mallinger",96,-0.543,"Approach250275yardsRTP",2007
40,40,"Ted Purdy",102,-0.543,"Approach250275yardsRTP",2007
40,40,"Charles Warren",101,-0.543,"Approach250275yardsRTP",2007
43,43,"Geoff Ogilvy",84,-0.542,"Approach250275yardsRTP",2007
43,43,"Nick Watney",87,-0.542,"Approach250275yardsRTP",2007
45,45,"Justin Rose",63,-0.538,"Approach250275yardsRTP",2007
45,45,"Kevin Stadler",95,-0.538,"Approach250275yardsRTP",2007
45,45,"Chris Tidland",59,-0.538,"Approach250275yardsRTP",2007
48,48,"Johnson Wagner",97,-0.537,"Approach250275yardsRTP",2007
49,49,"Vaughn Taylor",91,-0.536,"Approach250275yardsRTP",2007
50,50,"Hunter Mahan",91,-0.533,"Approach250275yardsRTP",2007
51,51,"Brett Quigley",79,-0.529,"Approach250275yardsRTP",2007
52,52,"Kevin Na",84,-0.528,"Approach250275yardsRTP",2007
52,52,"Mike Weir",82,-0.528,"Approach250275yardsRTP",2007
54,54,"Bo Van Pelt",104,-0.525,"Approach250275yardsRTP",2007
55,55,"Ryan Moore",92,-0.524,"Approach250275yardsRTP",2007
55,55,"Arron Oberholser",69,-0.524,"Approach250275yardsRTP",2007
57,57,"DJ Trahan",99,-0.522,"Approach250275yardsRTP",2007
58,58,"Jeff Brehaut",59,-0.519,"Approach250275yardsRTP",2007
