"FirstTeeEarlyPar3ScoringAverage_RANKTHISWEEK_2005","FirstTeeEarlyPar3ScoringAverage_RANKLASTWEEK_2005","FirstTeeEarlyPar3ScoringAverage_PLAYERNAME_2005","FirstTeeEarlyPar3ScoringAverage_ROUNDS_2005","FirstTeeEarlyPar3ScoringAverage_AVG_2005","FirstTeeEarlyPar3ScoringAverage_TOTALSTROKES_2005","FirstTeeEarlyPar3ScoringAverage_TOTALHOLES_2005","stat_name","year"
1,1,"Jim Furyk",94,2.88,282,98,"FirstTeeEarlyPar3ScoringAverage",2005
1,1,"Heath Slocum",103,2.88,406,141,"FirstTeeEarlyPar3ScoringAverage",2005
1,1,"Mark Wilson",74,2.88,210,73,"FirstTeeEarlyPar3ScoringAverage",2005
4,4,"Kirk Triplett",55,2.9,151,52,"FirstTeeEarlyPar3ScoringAverage",2005
5,5,"Richard Johnson",50,2.91,131,45,"FirstTeeEarlyPar3ScoringAverage",2005
5,5,"Phil Mickelson",81,2.91,215,74,"FirstTeeEarlyPar3ScoringAverage",2005
7,7,"Olin Browne",99,2.92,298,102,"FirstTeeEarlyPar3ScoringAverage",2005
7,7,"Chris DiMarco",83,2.92,266,91,"FirstTeeEarlyPar3ScoringAverage",2005
9,9,"Loren Roberts",54,2.94,188,64,"FirstTeeEarlyPar3ScoringAverage",2005
10,10,"Bob Estes",92,2.95,419,142,"FirstTeeEarlyPar3ScoringAverage",2005
10,10,"Matt Kuchar",60,2.95,168,57,"FirstTeeEarlyPar3ScoringAverage",2005
10,10,"Davis Love III",80,2.95,221,75,"FirstTeeEarlyPar3ScoringAverage",2005
10,10,"Corey Pavin",77,2.95,298,101,"FirstTeeEarlyPar3ScoringAverage",2005
14,14,"Luke Donald",67,2.97,190,64,"FirstTeeEarlyPar3ScoringAverage",2005
14,14,"Brian Gay",101,2.97,341,115,"FirstTeeEarlyPar3ScoringAverage",2005
14,14,"Billy Mayfair",114,2.97,442,149,"FirstTeeEarlyPar3ScoringAverage",2005
14,14,"Carl Pettersson",109,2.97,362,122,"FirstTeeEarlyPar3ScoringAverage",2005
18,18,"Brian Bateman",98,2.98,370,124,"FirstTeeEarlyPar3ScoringAverage",2005
18,18,"Bart Bryant",91,2.98,385,129,"FirstTeeEarlyPar3ScoringAverage",2005
18,18,"Gavin Coles",70,2.98,289,97,"FirstTeeEarlyPar3ScoringAverage",2005
18,18,"Hunter Haas",83,2.98,265,89,"FirstTeeEarlyPar3ScoringAverage",2005
18,18,"Dudley Hart",84,2.98,262,88,"FirstTeeEarlyPar3ScoringAverage",2005
18,18,"Justin Rose",99,2.98,334,112,"FirstTeeEarlyPar3ScoringAverage",2005
18,18,"Dean Wilson",86,2.98,241,81,"FirstTeeEarlyPar3ScoringAverage",2005
25,25,"Robert Allenby",95,2.99,305,102,"FirstTeeEarlyPar3ScoringAverage",2005
25,25,"Doug Barron",70,2.99,290,97,"FirstTeeEarlyPar3ScoringAverage",2005
25,25,"Brad Faxon",75,2.99,272,91,"FirstTeeEarlyPar3ScoringAverage",2005
