"DistancefromCenterofFairway_RANKTHISWEEK_2011","DistancefromCenterofFairway_RANKLASTWEEK_2011","DistancefromCenterofFairway_PLAYERNAME_2011","DistancefromCenterofFairway_EVENTS_2011","DistancefromCenterofFairway_AVG_2011","DistancefromCenterofFairway_TOTALDISTANCEFEET_2011","DistancefromCenterofFairway_TOTALSTROKES_2011","stat_name","year"
48,48,"Jim Herman",22,NA,11148.583,445,"DistancefromCenterofFairway",2011
48,48,"Chris Stroud",28,NA,15699.5,626,"DistancefromCenterofFairway",2011
48,48,"Cameron Tringale",32,NA,20091.167,802,"DistancefromCenterofFairway",2011
52,52,"Pat Perez",24,NA,15262.917,606,"DistancefromCenterofFairway",2011
52,52,"Marc Turnesa",20,NA,9974.667,397,"DistancefromCenterofFairway",2011
54,54,"Steve Flesch",27,NA,16504.917,653,"DistancefromCenterofFairway",2011
54,54,"Rickie Fowler",24,NA,13069.25,518,"DistancefromCenterofFairway",2011
54,54,"Chris Kirk",28,NA,14864.75,588,"DistancefromCenterofFairway",2011
54,54,"Matt Kuchar",24,NA,16034.833,636,"DistancefromCenterofFairway",2011
54,54,"Billy Mayfair",29,NA,20754.833,823,"DistancefromCenterofFairway",2011
54,54,"Kevin Na",26,NA,13551.333,537,"DistancefromCenterofFairway",2011
54,54,"Nick OHern",29,NA,19173,759,"DistancefromCenterofFairway",2011
61,61,"Kris Blanks",29,NA,18113.833,715,"DistancefromCenterofFairway",2011
61,61,"Keegan Bradley",28,NA,16307.417,644,"DistancefromCenterofFairway",2011
61,61,"Stewart Cink",22,NA,10400.25,410,"DistancefromCenterofFairway",2011
61,61,"Jason Dufner",23,NA,14813.417,584,"DistancefromCenterofFairway",2011
61,61,"Davis Love III",22,NA,10987.917,434,"DistancefromCenterofFairway",2011
61,61,"Webb Simpson",26,NA,17945.667,709,"DistancefromCenterofFairway",2011
67,67,"KJ Choi",22,NA,12946.25,509,"DistancefromCenterofFairway",2011
67,67,"Colt Knost",27,NA,15599.917,613,"DistancefromCenterofFairway",2011
67,67,"John Merrick",21,NA,14174.167,557,"DistancefromCenterofFairway",2011
67,67,"Kevin Streelman",26,NA,16164.75,635,"DistancefromCenterofFairway",2011
71,71,"Shane Bertsch",20,NA,12328.167,484,"DistancefromCenterofFairway",2011
71,71,"Michael Bradley",24,NA,11495.75,451,"DistancefromCenterofFairway",2011
71,71,"Joseph Bramlett",25,NA,12510.833,491,"DistancefromCenterofFairway",2011
71,71,"James Driscoll",24,NA,11500.583,451,"DistancefromCenterofFairway",2011
71,71,"Brian Gay",26,NA,18850.667,739,"DistancefromCenterofFairway",2011
71,71,"Martin Laird",23,NA,12743,499,"DistancefromCenterofFairway",2011
71,71,"George McNeill",21,NA,12192.25,478,"DistancefromCenterofFairway",2011
71,71,"Rod Pampling",21,NA,14171,555,"DistancefromCenterofFairway",2011
79,79,"Blake Adams",34,NA,24192.583,947,"DistancefromCenterofFairway",2011
79,79,"Robert Karlsson",18,NA,9039.333,353,"DistancefromCenterofFairway",2011
79,79,"Charl Schwartzel",15,NA,8771.917,343,"DistancefromCenterofFairway",2011
82,82,"Robert Allenby",25,NA,16042.25,625,"DistancefromCenterofFairway",2011
82,82,"Retief Goosen",16,NA,8508.583,332,"DistancefromCenterofFairway",2011
82,82,"Kyle Stanley",28,NA,16641.25,649,"DistancefromCenterofFairway",2011
85,85,"Jim Furyk",26,NA,17568.583,683,"DistancefromCenterofFairway",2011
85,85,"Aron Price",18,NA,12160.833,472,"DistancefromCenterofFairway",2011
85,85,"John Rollins",27,NA,16769.583,652,"DistancefromCenterofFairway",2011
85,85,"Roland Thatcher",22,NA,12879.417,500,"DistancefromCenterofFairway",2011
89,89,"Rich Beem",21,NA,10296.667,398,"DistancefromCenterofFairway",2011
89,89,"Jason Day",21,NA,11639.5,450,"DistancefromCenterofFairway",2011
89,89,"Ernie Els",21,NA,12897.417,500,"DistancefromCenterofFairway",2011
89,89,"David Hearn",26,NA,17264,669,"DistancefromCenterofFairway",2011
89,89,"Jarrod Lyle",29,NA,15074.5,583,"DistancefromCenterofFairway",2011
89,89,"Scott Piercy",23,NA,12488.333,483,"DistancefromCenterofFairway",2011
89,89,"Justin Rose",23,NA,14342.667,555,"DistancefromCenterofFairway",2011
89,89,"Heath Slocum",29,NA,19663.667,762,"DistancefromCenterofFairway",2011
97,97,"Fabian Gomez",26,NA,15352.5,593,"DistancefromCenterofFairway",2011
97,97,"Josh Teater",31,NA,20035.083,774,"DistancefromCenterofFairway",2011
97,97,"Gary Woodland",25,NA,14317.917,552,"DistancefromCenterofFairway",2011
100,100,"DJ Brigman",23,NA,10955.667,421,"DistancefromCenterofFairway",2011
100,100,"Greg Chalmers",28,NA,17572.667,675,"DistancefromCenterofFairway",2011
100,100,"Brandt Jobe",28,NA,18995.667,731,"DistancefromCenterofFairway",2011
100,100,"Sean OHair",24,NA,11998.417,462,"DistancefromCenterofFairway",2011
100,100,"DA Points",26,NA,17250.25,663,"DistancefromCenterofFairway",2011
105,105,"Ricky Barnes",23,NA,13196.5,506,"DistancefromCenterofFairway",2011
105,105,"Graeme McDowell",16,NA,9112,349,"DistancefromCenterofFairway",2011
105,105,"Ryan Moore",22,NA,13564.417,520,"DistancefromCenterofFairway",2011
105,105,"Martin Piller",23,NA,10027.083,384,"DistancefromCenterofFairway",2011
105,105,"John Senden",26,NA,19427.917,744,"DistancefromCenterofFairway",2011
105,105,"DJ Trahan",30,NA,17520.833,672,"DistancefromCenterofFairway",2011
105,105,"Jhonattan Vegas",25,NA,13392.083,513,"DistancefromCenterofFairway",2011
112,112,"Aaron Baddeley",22,NA,12427.167,475,"DistancefromCenterofFairway",2011
112,112,"Chad Campbell",29,NA,20214.667,773,"DistancefromCenterofFairway",2011
112,112,"Scott Stallings",28,NA,13993.333,534,"DistancefromCenterofFairway",2011
115,115,"Ryuji Imada",29,NA,16526.667,629,"DistancefromCenterofFairway",2011
115,115,"Marc Leishman",27,NA,15706.333,598,"DistancefromCenterofFairway",2011
115,115,"Rocco Mediate",23,NA,12258.667,467,"DistancefromCenterofFairway",2011
115,115,"Vaughn Taylor",27,NA,19080.083,727,"DistancefromCenterofFairway",2011
119,119,"Woody Austin",18,NA,12013.5,456,"DistancefromCenterofFairway",2011
119,119,"Cameron Beckman",25,NA,14126.75,536,"DistancefromCenterofFairway",2011
119,119,"Chris DiMarco",31,NA,19826.917,754,"DistancefromCenterofFairway",2011
119,119,"Bobby Gates",29,NA,14377.25,546,"DistancefromCenterofFairway",2011
119,119,"Bio Kim",25,NA,10886.583,414,"DistancefromCenterofFairway",2011
119,119,"Tim Petrovic",29,NA,17770.333,675,"DistancefromCenterofFairway",2011
119,119,"Alexandre Rocha",22,NA,10958.833,416,"DistancefromCenterofFairway",2011
119,119,"Paul Stankowski",24,NA,13820,525,"DistancefromCenterofFairway",2011
127,127,"Steven Bowditch",28,NA,15163.25,574,"DistancefromCenterofFairway",2011
127,127,"Ben Crane",23,NA,15256.083,578,"DistancefromCenterofFairway",2011
127,127,"Johnson Wagner",25,NA,17098.083,647,"DistancefromCenterofFairway",2011
130,130,"Stuart Appleby",24,NA,12692.417,479,"DistancefromCenterofFairway",2011
130,130,"Brendon de Jonge",30,NA,21602.917,814,"DistancefromCenterofFairway",2011
130,130,"Scott Gutschewski",23,NA,11669.75,440,"DistancefromCenterofFairway",2011
130,130,"Spencer Levin",31,NA,21875.417,825,"DistancefromCenterofFairway",2011
134,134,"Briny Baird",19,NA,12252.833,461,"DistancefromCenterofFairway",2011
134,134,"Nathan Green",26,NA,15126.25,569,"DistancefromCenterofFairway",2011
134,134,"Charley Hoffman",27,NA,16052.583,604,"DistancefromCenterofFairway",2011
134,134,"Troy Matteson",28,NA,17020,640,"DistancefromCenterofFairway",2011
134,134,"Matt McQuillan",21,NA,11428.75,430,"DistancefromCenterofFairway",2011
134,134,"Steve Stricker",19,NA,12459.667,468,"DistancefromCenterofFairway",2011
140,140,"Bryce Molder",27,NA,17394.667,652,"DistancefromCenterofFairway",2011
140,140,"Carl Pettersson",27,NA,20703.583,777,"DistancefromCenterofFairway",2011
142,142,"Nate Smith",24,NA,11808.583,441,"DistancefromCenterofFairway",2011
142,142,"Jimmy Walker",24,NA,14908.75,558,"DistancefromCenterofFairway",2011
144,144,"Chris Couch",21,NA,16310.083,607,"DistancefromCenterofFairway",2011
144,144,"David Duval",24,NA,10988.583,409,"DistancefromCenterofFairway",2011
144,144,"Scott McCarron",22,NA,12730.667,474,"DistancefromCenterofFairway",2011
144,144,"Charlie Wi",25,NA,17596.5,656,"DistancefromCenterofFairway",2011
148,148,"Robert Garrigus",26,NA,13742.583,510,"DistancefromCenterofFairway",2011
148,148,"Paul Goydos",25,NA,19047.333,707,"DistancefromCenterofFairway",2011
148,148,"Anthony Kim",26,NA,10242.333,380,"DistancefromCenterofFairway",2011
148,148,"Hunter Mahan",25,NA,18057.833,670,"DistancefromCenterofFairway",2011
148,148,"Chris Riley",25,NA,17778,661,"DistancefromCenterofFairway",2011
153,153,"Troy Merritt",23,NA,13053.417,483,"DistancefromCenterofFairway",2011
153,153,"Michael Thompson",25,NA,15448.25,573,"DistancefromCenterofFairway",2011
153,153,"Dean Wilson",22,NA,13651.667,505,"DistancefromCenterofFairway",2011
156,156,"Stephen Ames",22,NA,15151.917,560,"DistancefromCenterofFairway",2011
156,156,"Zach Johnson",23,NA,17275.333,638,"DistancefromCenterofFairway",2011
156,156,"Geoff Ogilvy",21,NA,12392.833,457,"DistancefromCenterofFairway",2011
159,159,"JJ Henry",28,NA,19440.917,714,"DistancefromCenterofFairway",2011
159,159,"Matt Jones",25,NA,13182,484,"DistancefromCenterofFairway",2011
161,161,"Jason Bohn",22,NA,17233.667,630,"DistancefromCenterofFairway",2011
161,161,"Angel Cabrera",17,NA,7052.667,258,"DistancefromCenterofFairway",2011
163,163,"Richard Johnson",23,NA,13056.083,476,"DistancefromCenterofFairway",2011
164,164,"Padraig Harrington",18,NA,9101.833,331,"DistancefromCenterofFairway",2011
164,164,"Bill Lunde",28,NA,17575.667,639,"DistancefromCenterofFairway",2011
164,164,"Shaun Micheel",27,NA,13778.917,501,"DistancefromCenterofFairway",2011
167,167,"Justin Leonard",26,NA,18404.917,668,"DistancefromCenterofFairway",2011
168,168,"Michael Putnam",21,NA,10587.25,383,"DistancefromCenterofFairway",2011
169,169,"Jonathan Byrd",26,NA,16691.667,601,"DistancefromCenterofFairway",2011
170,170,"Hunter Haas",30,NA,20605.5,740,"DistancefromCenterofFairway",2011
170,170,"Trevor Immelman",25,NA,15567.25,559,"DistancefromCenterofFairway",2011
172,172,"Andres Gonzales",21,NA,11080.25,395,"DistancefromCenterofFairway",2011
173,173,"Tag Ridings",28,NA,15982.833,568,"DistancefromCenterofFairway",2011
174,174,"Michael Connell",26,NA,18478.25,654,"DistancefromCenterofFairway",2011
174,174,"JB Holmes",16,NA,9348.333,331,"DistancefromCenterofFairway",2011
176,176,"Arjun Atwal",29,NA,18482.333,652,"DistancefromCenterofFairway",2011
176,176,"Daniel Summerhays",29,NA,15889,561,"DistancefromCenterofFairway",2011
178,178,"JP Hayes",19,NA,12077.083,423,"DistancefromCenterofFairway",2011
179,179,"Ian Poulter",16,NA,10228.667,354,"DistancefromCenterofFairway",2011
180,180,"Ryan Palmer",24,NA,12643.167,436,"DistancefromCenterofFairway",2011
181,181,"Derek Lamely",26,NA,11517.417,394,"DistancefromCenterofFairway",2011
182,182,"Bubba Watson",22,NA,13592.667,463,"DistancefromCenterofFairway",2011
183,183,"Lee Janzen",19,NA,12806.167,434,"DistancefromCenterofFairway",2011
184,184,"Matt Bettencourt",30,NA,17794.667,593,"DistancefromCenterofFairway",2011
185,185,"Steve Elkington",17,NA,12157.75,402,"DistancefromCenterofFairway",2011
185,185,"Zack Miller",30,NA,17914.167,592,"DistancefromCenterofFairway",2011
