"TenthTeeLateRound1ScoringAverage_RANKTHISWEEK_2015","TenthTeeLateRound1ScoringAverage_RANKLASTWEEK_2015","TenthTeeLateRound1ScoringAverage_PLAYERNAME_2015","TenthTeeLateRound1ScoringAverage__2015","TenthTeeLateRound1ScoringAverage_AVG_2015","TenthTeeLateRound1ScoringAverage_TOTALSTROKES_2015","TenthTeeLateRound1ScoringAverage_TOTALROUNDS_2015","stat_name","year"
1,1,"Rickie Fowler",NA,67,67,1,"TenthTeeLateRound1ScoringAverage",2015
2,2,"Johnson Wagner",NA,67.67,203,3,"TenthTeeLateRound1ScoringAverage",2015
3,3,"Jeff Overton",NA,68,136,2,"TenthTeeLateRound1ScoringAverage",2015
3,3,"Pat Perez",NA,68,272,4,"TenthTeeLateRound1ScoringAverage",2015
3,3,"Nicholas Thompson",NA,68,408,6,"TenthTeeLateRound1ScoringAverage",2015
6,6,"Martin Laird",NA,68.17,409,6,"TenthTeeLateRound1ScoringAverage",2015
7,7,"Brendon de Jonge",NA,68.29,478,7,"TenthTeeLateRound1ScoringAverage",2015
8,8,"JB Holmes",NA,68.33,205,3,"TenthTeeLateRound1ScoringAverage",2015
8,8,"Jason Kokrak",NA,68.33,410,6,"TenthTeeLateRound1ScoringAverage",2015
10,10,"Seung Yul Noh",NA,68.5,274,4,"TenthTeeLateRound1ScoringAverage",2015
11,11,"Brian Harman",NA,68.67,412,6,"TenthTeeLateRound1ScoringAverage",2015
12,12,"Danny Lee",NA,68.71,481,7,"TenthTeeLateRound1ScoringAverage",2015
13,13,"Justin Thomas",NA,68.75,550,8,"TenthTeeLateRound1ScoringAverage",2015
14,14,"Martin Flores",NA,68.8,344,5,"TenthTeeLateRound1ScoringAverage",2015
15,15,"Ryan Palmer",NA,68.86,482,7,"TenthTeeLateRound1ScoringAverage",2015
16,16,"Chad Collins",NA,68.89,620,9,"TenthTeeLateRound1ScoringAverage",2015
17,17,"Brooks Koepka",NA,69,69,1,"TenthTeeLateRound1ScoringAverage",2015
17,17,"Rory Sabbatini",NA,69,483,7,"TenthTeeLateRound1ScoringAverage",2015
17,17,"Henrik Stenson",NA,69,138,2,"TenthTeeLateRound1ScoringAverage",2015
20,20,"Jhonattan Vegas",NA,69.14,484,7,"TenthTeeLateRound1ScoringAverage",2015
21,21,"Will Wilcox",NA,69.2,346,5,"TenthTeeLateRound1ScoringAverage",2015
22,22,"Matt Every",NA,69.33,208,3,"TenthTeeLateRound1ScoringAverage",2015
23,23,"Blayne Barber",NA,69.5,556,8,"TenthTeeLateRound1ScoringAverage",2015
23,23,"Angel Cabrera",NA,69.5,139,2,"TenthTeeLateRound1ScoringAverage",2015
23,23,"Chesson Hadley",NA,69.5,417,6,"TenthTeeLateRound1ScoringAverage",2015
26,26,"Stewart Cink",NA,69.67,209,3,"TenthTeeLateRound1ScoringAverage",2015
27,27,"Morgan Hoffmann",NA,69.71,488,7,"TenthTeeLateRound1ScoringAverage",2015
27,27,"Chris Kirk",NA,69.71,488,7,"TenthTeeLateRound1ScoringAverage",2015
29,29,"David Hearn",NA,69.86,489,7,"TenthTeeLateRound1ScoringAverage",2015
30,30,"Eric Axley",NA,70,210,3,"TenthTeeLateRound1ScoringAverage",2015
30,30,"Harris English",NA,70,490,7,"TenthTeeLateRound1ScoringAverage",2015
30,30,"Sergio Garcia",NA,70,70,1,"TenthTeeLateRound1ScoringAverage",2015
30,30,"Luke Guthrie",NA,70,420,6,"TenthTeeLateRound1ScoringAverage",2015
