"YTDConsecutiveCuts_RANKTHISWEEK_2005","YTDConsecutiveCuts_RANKLASTWEEK_2005","YTDConsecutiveCuts_PLAYERNAME_2005","YTDConsecutiveCuts__2005","YTDConsecutiveCuts_NUMBEROFCUTS_2005","stat_name","year"
29,29,"Sergio Garcia",NA,5,"YTDConsecutiveCuts",2005
29,29,"Lucas Glover",NA,5,"YTDConsecutiveCuts",2005
29,29,"Hunter Haas",NA,5,"YTDConsecutiveCuts",2005
29,29,"Bernhard Langer",NA,5,"YTDConsecutiveCuts",2005
29,29,"Billy Mayfair",NA,5,"YTDConsecutiveCuts",2005
29,29,"Jose Maria Olazabal",NA,5,"YTDConsecutiveCuts",2005
29,29,"Corey Pavin",NA,5,"YTDConsecutiveCuts",2005
39,39,"Arjun Atwal",NA,4,"YTDConsecutiveCuts",2005
39,39,"Daniel Chopra",NA,4,"YTDConsecutiveCuts",2005
39,39,"Jay Delsing",NA,4,"YTDConsecutiveCuts",2005
39,39,"Dan Forsman",NA,4,"YTDConsecutiveCuts",2005
39,39,"Padraig Harrington",NA,4,"YTDConsecutiveCuts",2005
39,39,"Miguel Angel Jimenez",NA,4,"YTDConsecutiveCuts",2005
39,39,"JL Lewis",NA,4,"YTDConsecutiveCuts",2005
39,39,"Davis Love III",NA,4,"YTDConsecutiveCuts",2005
39,39,"Sean OHair",NA,4,"YTDConsecutiveCuts",2005
39,39,"Joe Ogilvie",NA,4,"YTDConsecutiveCuts",2005
39,39,"Henrik Stenson",NA,4,"YTDConsecutiveCuts",2005
39,39,"Bo Van Pelt",NA,4,"YTDConsecutiveCuts",2005
39,39,"Scott Verplank",NA,4,"YTDConsecutiveCuts",2005
52,52,"Cameron Beckman",NA,3,"YTDConsecutiveCuts",2005
52,52,"Thomas Bjorn",NA,3,"YTDConsecutiveCuts",2005
52,52,"Guy Boros",NA,3,"YTDConsecutiveCuts",2005
52,52,"Stewart Cink",NA,3,"YTDConsecutiveCuts",2005
52,52,"Brian Davis",NA,3,"YTDConsecutiveCuts",2005
52,52,"Danny Ellis",NA,3,"YTDConsecutiveCuts",2005
52,52,"Bob Estes",NA,3,"YTDConsecutiveCuts",2005
52,52,"Jim Furyk",NA,3,"YTDConsecutiveCuts",2005
52,52,"Bob Heintz",NA,3,"YTDConsecutiveCuts",2005
52,52,"Brandt Jobe",NA,3,"YTDConsecutiveCuts",2005
52,52,"Rocco Mediate",NA,3,"YTDConsecutiveCuts",2005
52,52,"Scott Piercy",NA,3,"YTDConsecutiveCuts",2005
52,52,"Tag Ridings",NA,3,"YTDConsecutiveCuts",2005
52,52,"Justin Rose",NA,3,"YTDConsecutiveCuts",2005
52,52,"Joey Sindelar",NA,3,"YTDConsecutiveCuts",2005
52,52,"Chris Smith",NA,3,"YTDConsecutiveCuts",2005
52,52,"Craig Stadler",NA,3,"YTDConsecutiveCuts",2005
52,52,"Mark Wilson",NA,3,"YTDConsecutiveCuts",2005
70,70,"Steve Allan",NA,2,"YTDConsecutiveCuts",2005
70,70,"Stephen Ames",NA,2,"YTDConsecutiveCuts",2005
70,70,"Tommy Armour III",NA,2,"YTDConsecutiveCuts",2005
70,70,"Woody Austin",NA,2,"YTDConsecutiveCuts",2005
70,70,"Brian Bateman",NA,2,"YTDConsecutiveCuts",2005
70,70,"Justin Bolli",NA,2,"YTDConsecutiveCuts",2005
70,70,"Jeff Brehaut",NA,2,"YTDConsecutiveCuts",2005
70,70,"Jaxon Brigman",NA,2,"YTDConsecutiveCuts",2005
70,70,"Mark Brooks",NA,2,"YTDConsecutiveCuts",2005
70,70,"Olin Browne",NA,2,"YTDConsecutiveCuts",2005
70,70,"Angel Cabrera",NA,2,"YTDConsecutiveCuts",2005
70,70,"Paul Casey",NA,2,"YTDConsecutiveCuts",2005
70,70,"Darren Clarke",NA,2,"YTDConsecutiveCuts",2005
70,70,"Stephen Dodd",NA,2,"YTDConsecutiveCuts",2005
70,70,"Nick Dougherty",NA,2,"YTDConsecutiveCuts",2005
70,70,"Niclas Fasth",NA,2,"YTDConsecutiveCuts",2005
70,70,"Brad Faxon",NA,2,"YTDConsecutiveCuts",2005
70,70,"Kenneth Ferrie",NA,2,"YTDConsecutiveCuts",2005
70,70,"Bill Glasson",NA,2,"YTDConsecutiveCuts",2005
70,70,"Paul Goydos",NA,2,"YTDConsecutiveCuts",2005
70,70,"Richard Green",NA,2,"YTDConsecutiveCuts",2005
70,70,"Bill Haas",NA,2,"YTDConsecutiveCuts",2005
70,70,"Peter Hanson",NA,2,"YTDConsecutiveCuts",2005
70,70,"Michael Harris",NA,2,"YTDConsecutiveCuts",2005
70,70,"David Howell",NA,2,"YTDConsecutiveCuts",2005
70,70,"Thongchai Jaidee",NA,2,"YTDConsecutiveCuts",2005
70,70,"Brad Lardon",NA,2,"YTDConsecutiveCuts",2005
70,70,"Spencer Levin",NA,2,"YTDConsecutiveCuts",2005
70,70,"Spike McRoy",NA,2,"YTDConsecutiveCuts",2005
70,70,"Shaun Micheel",NA,2,"YTDConsecutiveCuts",2005
70,70,"Larry Mize",NA,2,"YTDConsecutiveCuts",2005
70,70,"Colin Montgomerie",NA,2,"YTDConsecutiveCuts",2005
70,70,"John Morgan",NA,2,"YTDConsecutiveCuts",2005
70,70,"Kevin Na",NA,2,"YTDConsecutiveCuts",2005
70,70,"Nick OHern",NA,2,"YTDConsecutiveCuts",2005
70,70,"Greg Owen",NA,2,"YTDConsecutiveCuts",2005
70,70,"Brenden Pappas",NA,2,"YTDConsecutiveCuts",2005
70,70,"Nick Price",NA,2,"YTDConsecutiveCuts",2005
70,70,"Michael Putnam",NA,2,"YTDConsecutiveCuts",2005
70,70,"Jyoti Randhawa",NA,2,"YTDConsecutiveCuts",2005
70,70,"Tom Scherrer",NA,2,"YTDConsecutiveCuts",2005
70,70,"Mike Small",NA,2,"YTDConsecutiveCuts",2005
70,70,"Hal Sutton",NA,2,"YTDConsecutiveCuts",2005
70,70,"Peter Tomasulo",NA,2,"YTDConsecutiveCuts",2005
70,70,"Bob Tway",NA,2,"YTDConsecutiveCuts",2005
70,70,"Charles Warren",NA,2,"YTDConsecutiveCuts",2005
70,70,"Brian Watts",NA,2,"YTDConsecutiveCuts",2005
70,70,"Steve Webster",NA,2,"YTDConsecutiveCuts",2005
70,70,"Brett Wetterich",NA,2,"YTDConsecutiveCuts",2005
70,70,"Charlie Wi",NA,2,"YTDConsecutiveCuts",2005
70,70,"YE Yang",NA,2,"YTDConsecutiveCuts",2005
