"DrivingPct300320Measured_RANKTHISWEEK_2016","DrivingPct300320Measured_RANKLASTWEEK_2016","DrivingPct300320Measured_PLAYERNAME_2016","DrivingPct300320Measured_ROUNDS_2016","DrivingPct300320Measured_Pct_2016","DrivingPct300320Measured_TOTALDRIVESFOR300320_2016","DrivingPct300320Measured_TOTALDRVSOVERALL_2016","DrivingPct300320Measured_RELATIVETOPAR_2016","stat_name","year"
1,1,"Brendan Steele",48,53.75,43,80,3.95,"DrivingPct300320Measured",2016
2,2,"Rory McIlroy",37,50,22,44,3.73,"DrivingPct300320Measured",2016
3,3,"Sergio Garcia",28,46.15,12,26,3.83,"DrivingPct300320Measured",2016
4,5,"Bubba Watson",30,44.12,15,34,3.73,"DrivingPct300320Measured",2016
5,4,"Scott Pinckney",53,43.48,40,92,3.68,"DrivingPct300320Measured",2016
6,7,"Ryan Palmer",46,42.86,36,84,3.83,"DrivingPct300320Measured",2016
6,7,"Scott Piercy",45,42.86,24,56,4,"DrivingPct300320Measured",2016
8,11,"Jamie Lovemark",57,42.45,45,106,3.76,"DrivingPct300320Measured",2016
9,6,"Jason Kokrak",52,42.39,39,92,4.03,"DrivingPct300320Measured",2016
10,12,"Justin Thomas",53,40.79,31,76,3.87,"DrivingPct300320Measured",2016
11,10,"Andrew Loupe",50,39.77,35,88,4.23,"DrivingPct300320Measured",2016
11,18,"Hudson Swafford",52,39.77,35,88,4.03,"DrivingPct300320Measured",2016
13,20,"Charley Hoffman",49,39.47,30,76,4.07,"DrivingPct300320Measured",2016
14,25,"Graham DeLaet",50,39.13,36,92,4.08,"DrivingPct300320Measured",2016
15,15,"Charles Howell III",63,39.09,43,110,4.14,"DrivingPct300320Measured",2016
16,22,"Jason Day",36,38.64,17,44,3.76,"DrivingPct300320Measured",2016
17,21,"Patrick Rodgers",49,38.54,37,96,3.97,"DrivingPct300320Measured",2016
18,30,"Angel Cabrera",42,38.24,26,68,4.15,"DrivingPct300320Measured",2016
19,27,"Luke List",51,38.04,35,92,3.77,"DrivingPct300320Measured",2016
20,7,"Justin Rose",35,38,19,50,3.89,"DrivingPct300320Measured",2016
21,26,"Harris English",51,37.84,28,74,4.07,"DrivingPct300320Measured",2016
22,27,"Dustin Johnson",37,37.5,15,40,4.07,"DrivingPct300320Measured",2016
22,16,"Matt Jones",45,37.5,21,56,3.9,"DrivingPct300320Measured",2016
22,27,"Brooks Koepka",39,37.5,21,56,3.9,"DrivingPct300320Measured",2016
25,17,"Gary Woodland",45,37.14,26,70,4,"DrivingPct300320Measured",2016
26,13,"Ollie Schniederjans",23,36.84,14,38,4.29,"DrivingPct300320Measured",2016
27,33,"Sean OHair",45,36.59,30,82,3.87,"DrivingPct300320Measured",2016
28,23,"Geoff Ogilvy",37,35.94,23,64,3.83,"DrivingPct300320Measured",2016
29,19,"Ernie Els",34,35.71,20,56,3.75,"DrivingPct300320Measured",2016
30,31,"Brett Stegmaier",57,35.58,37,104,3.95,"DrivingPct300320Measured",2016
31,34,"Louis Oosthuizen",25,35,7,20,4,"DrivingPct300320Measured",2016
31,34,"Charl Schwartzel",29,35,14,40,3.71,"DrivingPct300320Measured",2016
31,34,"Jordan Spieth",34,35,14,40,4.07,"DrivingPct300320Measured",2016
34,32,"Greg Owen",56,34.78,32,92,3.94,"DrivingPct300320Measured",2016
35,14,"Byeong Hun An",23,34.62,9,26,3.56,"DrivingPct300320Measured",2016
36,24,"Martin Laird",46,34.52,29,84,3.86,"DrivingPct300320Measured",2016
37,42,"Rickie Fowler",42,34.38,22,64,3.91,"DrivingPct300320Measured",2016
38,45,"Robert Garrigus",34,33.93,19,56,3.79,"DrivingPct300320Measured",2016
39,43,"Keegan Bradley",40,33.87,21,62,3.71,"DrivingPct300320Measured",2016
40,53,"Jhonattan Vegas",49,33.72,29,86,3.79,"DrivingPct300320Measured",2016
41,38,"Daniel Berger",52,33.33,24,72,4.21,"DrivingPct300320Measured",2016
41,45,"Stewart Cink",45,33.33,24,72,3.67,"DrivingPct300320Measured",2016
41,40,"Lucas Glover",53,33.33,32,96,3.69,"DrivingPct300320Measured",2016
41,37,"Phil Mickelson",37,33.33,18,54,3.89,"DrivingPct300320Measured",2016
41,45,"Seung Yul Noh",54,33.33,34,102,3.62,"DrivingPct300320Measured",2016
41,45,"Bernd Wiesberger",23,33.33,8,24,4.13,"DrivingPct300320Measured",2016
47,44,"Kevin Chappell",49,32.93,27,82,3.48,"DrivingPct300320Measured",2016
48,51,"Harold Varner III",58,32.41,35,108,3.31,"DrivingPct300320Measured",2016
49,54,"Marc Leishman",41,32,16,50,3.88,"DrivingPct300320Measured",2016
50,45,"Matt Every",34,31.03,18,58,3.67,"DrivingPct300320Measured",2016
51,56,"Anirban Lahiri",44,30.77,16,52,3.94,"DrivingPct300320Measured",2016
51,40,"Hideki Matsuyama",40,30.77,16,52,3.25,"DrivingPct300320Measured",2016
53,60,"Branden Grace",31,30.56,11,36,4.09,"DrivingPct300320Measured",2016
53,38,"Henrik Stenson",30,30.56,11,36,3.55,"DrivingPct300320Measured",2016
55,57,"Paul Casey",39,30.43,14,46,3.5,"DrivingPct300320Measured",2016
56,57,"Tom Hoge",47,29.76,25,84,4.16,"DrivingPct300320Measured",2016
57,72,"James Hahn",45,29.73,22,74,3.55,"DrivingPct300320Measured",2016
58,54,"Ryan Moore",40,29.63,16,54,4.06,"DrivingPct300320Measured",2016
59,61,"Robert Streb",51,29.41,20,68,3.45,"DrivingPct300320Measured",2016
60,59,"Andres Gonzales",46,29.27,24,82,3.71,"DrivingPct300320Measured",2016
61,52,"Adam Scott",39,29.17,14,48,3.21,"DrivingPct300320Measured",2016
62,63,"Rory Sabbatini",40,29.03,18,62,3.72,"DrivingPct300320Measured",2016
63,64,"Pat Perez",28,28.95,11,38,3.18,"DrivingPct300320Measured",2016
64,45,"JB Holmes",39,28.57,16,56,3.44,"DrivingPct300320Measured",2016
64,61,"Shawn Stefani",45,28.57,24,84,3.83,"DrivingPct300320Measured",2016
66,65,"Andy Sullivan",25,28.13,9,32,3.67,"DrivingPct300320Measured",2016
66,65,"Jimmy Walker",43,28.13,18,64,3.5,"DrivingPct300320Measured",2016
68,74,"Tony Finau",49,28.05,23,82,3.87,"DrivingPct300320Measured",2016
69,67,"Billy Horschel",45,27.94,19,68,3.74,"DrivingPct300320Measured",2016
70,71,"Russell Henley",42,27.63,21,76,4.24,"DrivingPct300320Measured",2016
71,73,"Carlos Ortiz",47,26.92,21,78,3.86,"DrivingPct300320Measured",2016
72,74,"Chesson Hadley",51,26.83,22,82,4.14,"DrivingPct300320Measured",2016
73,76,"Wes Roach",33,26.79,15,56,3.93,"DrivingPct300320Measured",2016
74,76,"Patrick Reed",53,26.56,17,64,3.71,"DrivingPct300320Measured",2016
75,70,"Scott Brown",59,26.53,26,98,4.08,"DrivingPct300320Measured",2016
76,80,"Jason Dufner",53,26.25,21,80,3.33,"DrivingPct300320Measured",2016
77,81,"Charlie Beljan",26,26.19,11,42,3.45,"DrivingPct300320Measured",2016
78,82,"Smylie Kaufman",57,26.09,24,92,3.83,"DrivingPct300320Measured",2016
79,84,"Hunter Mahan",43,25.81,16,62,3.56,"DrivingPct300320Measured",2016
79,68,"Martin Piller",37,25.81,16,62,3.94,"DrivingPct300320Measured",2016
81,85,"Scott Stallings",46,25.58,22,86,3.95,"DrivingPct300320Measured",2016
82,78,"Padraig Harrington",38,25,16,64,3.25,"DrivingPct300320Measured",2016
82,79,"Morgan Hoffmann",43,25,19,76,3.47,"DrivingPct300320Measured",2016
82,68,"Shane Lowry",35,25,10,40,4,"DrivingPct300320Measured",2016
82,82,"Nick Taylor",57,25,24,96,3.75,"DrivingPct300320Measured",2016
86,91,"Brandt Snedeker",47,24.29,17,70,4.18,"DrivingPct300320Measured",2016
87,92,"Derek Ernst",36,24.19,15,62,3.53,"DrivingPct300320Measured",2016
88,86,"Chad Campbell",54,23.91,22,92,3.41,"DrivingPct300320Measured",2016
89,86,"John Senden",48,23.75,19,80,3.53,"DrivingPct300320Measured",2016
90,86,"Kevin Streelman",46,23.61,17,72,3.82,"DrivingPct300320Measured",2016
