"Total1Putts1015_RANKTHISWEEK_2010","Total1Putts1015_RANKLASTWEEK_2010","Total1Putts1015_PLAYERNAME_2010","Total1Putts1015_ROUNDS_2010","Total1Putts1015_TOTAL_2010","Total1Putts1015_TOTALFORALLDISTANCES_2010","Total1Putts1015_PCTOFALL1PUTTS_2010","stat_name","year"
1,1,"Tom Gillis",97,91,659,13.8,"Total1Putts1015",2010
2,2,"Webb Simpson",98,89,662,13.4,"Total1Putts1015",2010
3,3,"Bo Van Pelt",104,86,618,13.9,"Total1Putts1015",2010
4,4,"Charlie Wi",95,85,687,12.4,"Total1Putts1015",2010
5,5,"Woody Austin",93,83,573,14.5,"Total1Putts1015",2010
5,5,"Brian Davis",101,83,656,12.7,"Total1Putts1015",2010
7,7,"Greg Chalmers",93,80,661,12.1,"Total1Putts1015",2010
7,7,"Brian Gay",101,80,655,12.2,"Total1Putts1015",2010
9,9,"Charles Howell III",103,79,626,12.6,"Total1Putts1015",2010
10,10,"John Merrick",109,78,588,13.3,"Total1Putts1015",2010
10,10,"Carl Pettersson",99,78,628,12.4,"Total1Putts1015",2010
12,12,"Zach Johnson",93,77,567,13.6,"Total1Putts1015",2010
12,12,"Kevin Na",94,77,571,13.5,"Total1Putts1015",2010
12,12,"Ryan Palmer",84,77,522,14.8,"Total1Putts1015",2010
15,15,"Ryuji Imada",90,76,647,11.7,"Total1Putts1015",2010
16,16,"Tim Petrovic",105,75,636,11.8,"Total1Putts1015",2010
16,16,"Scott Piercy",88,75,559,13.4,"Total1Putts1015",2010
18,18,"Rickie Fowler",98,74,586,12.6,"Total1Putts1015",2010
19,19,"JB Holmes",100,73,648,11.3,"Total1Putts1015",2010
19,19,"James Nitties",92,73,578,12.6,"Total1Putts1015",2010
19,19,"Jimmy Walker",82,73,493,14.8,"Total1Putts1015",2010
22,22,"Stuart Appleby",101,72,627,11.5,"Total1Putts1015",2010
22,22,"Ricky Barnes",103,72,577,12.5,"Total1Putts1015",2010
22,22,"Joe Ogilvie",99,72,599,12,"Total1Putts1015",2010
25,25,"Aaron Baddeley",94,71,645,11,"Total1Putts1015",2010
25,25,"Justin Leonard",89,71,515,13.8,"Total1Putts1015",2010
27,27,"Brendon de Jonge",114,70,602,11.6,"Total1Putts1015",2010
28,28,"Spencer Levin",110,69,676,10.2,"Total1Putts1015",2010
28,28,"Troy Merritt",86,69,561,12.3,"Total1Putts1015",2010
28,28,"Johnson Wagner",85,69,500,13.8,"Total1Putts1015",2010
31,31,"Pat Perez",90,68,614,11.1,"Total1Putts1015",2010
31,31,"Jeff Quinney",91,68,598,11.4,"Total1Putts1015",2010
33,33,"Michael Connell",89,67,557,12,"Total1Putts1015",2010
33,33,"Brandt Snedeker",89,67,590,11.4,"Total1Putts1015",2010
33,33,"Kevin Streelman",90,67,562,11.9,"Total1Putts1015",2010
36,36,"Briny Baird",87,66,519,12.7,"Total1Putts1015",2010
36,36,"Jerry Kelly",99,66,532,12.4,"Total1Putts1015",2010
36,36,"Matt Kuchar",97,66,560,11.8,"Total1Putts1015",2010
36,36,"Michael Letzig",84,66,554,11.9,"Total1Putts1015",2010
40,40,"Chad Collins",87,65,565,11.5,"Total1Putts1015",2010
40,40,"Ben Crane",85,65,475,13.7,"Total1Putts1015",2010
40,40,"Brian Stuard",81,65,491,13.2,"Total1Putts1015",2010
43,43,"Stephen Ames",75,64,482,13.3,"Total1Putts1015",2010
43,43,"Bill Haas",87,64,501,12.8,"Total1Putts1015",2010
43,43,"JP Hayes",79,64,474,13.5,"Total1Putts1015",2010
43,43,"Bryce Molder",84,64,528,12.1,"Total1Putts1015",2010
43,43,"DA Points",90,64,508,12.6,"Total1Putts1015",2010
43,43,"Garrett Willis",82,64,467,13.7,"Total1Putts1015",2010
49,49,"Jeff Maggert",76,63,425,14.8,"Total1Putts1015",2010
49,49,"George McNeill",79,63,492,12.8,"Total1Putts1015",2010
49,49,"Josh Teater",101,63,604,10.4,"Total1Putts1015",2010
52,52,"Jason Bohn",84,62,512,12.1,"Total1Putts1015",2010
52,52,"Jonathan Byrd",85,62,547,11.3,"Total1Putts1015",2010
52,52,"Nathan Green",86,62,597,10.4,"Total1Putts1015",2010
52,52,"Charley Hoffman",85,62,565,11,"Total1Putts1015",2010
52,52,"Ted Purdy",86,62,500,12.4,"Total1Putts1015",2010
52,52,"Andres Romero",73,62,507,12.2,"Total1Putts1015",2010
52,52,"Heath Slocum",97,62,513,12.1,"Total1Putts1015",2010
59,59,"Tim Clark",88,61,500,12.2,"Total1Putts1015",2010
59,59,"Bob Estes",79,61,479,12.7,"Total1Putts1015",2010
59,59,"Jeff Overton",89,61,527,11.6,"Total1Putts1015",2010
59,59,"DJ Trahan",92,61,528,11.6,"Total1Putts1015",2010
63,63,"Stewart Cink",84,60,464,12.9,"Total1Putts1015",2010
63,63,"Freddie Jacobson",83,60,557,10.8,"Total1Putts1015",2010
63,63,"John Mallinger",78,60,449,13.4,"Total1Putts1015",2010
63,63,"David Toms",86,60,519,11.6,"Total1Putts1015",2010
67,67,"Ben Curtis",78,59,439,13.4,"Total1Putts1015",2010
67,67,"JJ Henry",92,59,508,11.6,"Total1Putts1015",2010
67,67,"Kevin Stadler",86,59,488,12.1,"Total1Putts1015",2010
70,70,"Robert Allenby",76,58,413,14,"Total1Putts1015",2010
70,70,"Steve Flesch",78,58,463,12.5,"Total1Putts1015",2010
70,70,"Marc Leishman",87,58,518,11.2,"Total1Putts1015",2010
70,70,"Scott McCarron",90,58,584,9.9,"Total1Putts1015",2010
70,70,"Geoff Ogilvy",62,58,363,16,"Total1Putts1015",2010
70,70,"Alex Prugh",88,58,536,10.8,"Total1Putts1015",2010
70,70,"Steve Stricker",73,58,412,14.1,"Total1Putts1015",2010
70,70,"Jay Williamson",76,58,397,14.6,"Total1Putts1015",2010
70,70,"Mark Wilson",87,58,511,11.4,"Total1Putts1015",2010
79,79,"Kris Blanks",91,57,442,12.9,"Total1Putts1015",2010
79,79,"Chad Campbell",95,57,522,10.9,"Total1Putts1015",2010
