"Top10FinalRoundPerformance_RANKTHISWEEK_2012","Top10FinalRoundPerformance_RANKLASTWEEK_2012","Top10FinalRoundPerformance_PLAYERNAME_2012","Top10FinalRoundPerformance_EVENTS_2012","Top10FinalRoundPerformance_PctTIMESIMPROVED_2012","Top10FinalRoundPerformance_OFTIMESIMPROVED_2012","stat_name","year"
1,1,"Ricky Barnes",28,100,1,"Top10FinalRoundPerformance",2012
1,1,"Charlie Beljan",22,100,2,"Top10FinalRoundPerformance",2012
1,1,"Scott Brown",24,100,1,"Top10FinalRoundPerformance",2012
1,1,"Tim Clark",20,100,3,"Top10FinalRoundPerformance",2012
1,1,"John Daly",15,100,1,"Top10FinalRoundPerformance",2012
1,1,"Luke Donald",17,100,4,"Top10FinalRoundPerformance",2012
1,1,"Martin Flores",30,100,1,"Top10FinalRoundPerformance",2012
1,1,"Harrison Frazar",20,100,2,"Top10FinalRoundPerformance",2012
1,1,"Brian Gay",28,100,2,"Top10FinalRoundPerformance",2012
1,1,"Billy Horschel",17,100,1,"Top10FinalRoundPerformance",2012
1,1,"Ryuji Imada",28,100,1,"Top10FinalRoundPerformance",2012
1,1,"Matt Jones",19,100,1,"Top10FinalRoundPerformance",2012
1,1,"Troy Kelly",23,100,1,"Top10FinalRoundPerformance",2012
1,1,"Chris Kirk",27,100,3,"Top10FinalRoundPerformance",2012
1,1,"Jason Kokrak",27,100,1,"Top10FinalRoundPerformance",2012
1,1,"Martin Laird",22,100,2,"Top10FinalRoundPerformance",2012
1,1,"Marc Leishman",23,100,1,"Top10FinalRoundPerformance",2012
1,1,"Troy Matteson",32,100,2,"Top10FinalRoundPerformance",2012
1,1,"Billy Mayfair",28,100,1,"Top10FinalRoundPerformance",2012
1,1,"Nick OHern",26,100,1,"Top10FinalRoundPerformance",2012
1,1,"Tom Pernice Jr",23,100,1,"Top10FinalRoundPerformance",2012
1,1,"Carl Pettersson",26,100,5,"Top10FinalRoundPerformance",2012
1,1,"Ian Poulter",15,100,2,"Top10FinalRoundPerformance",2012
1,1,"Dicky Pride",19,100,2,"Top10FinalRoundPerformance",2012
1,1,"Alexandre Rocha",21,100,2,"Top10FinalRoundPerformance",2012
1,1,"Justin Rose",19,100,4,"Top10FinalRoundPerformance",2012
1,1,"Kyle Stanley",27,100,2,"Top10FinalRoundPerformance",2012
1,1,"Kevin Streelman",26,100,1,"Top10FinalRoundPerformance",2012
1,1,"DJ Trahan",27,100,1,"Top10FinalRoundPerformance",2012
1,1,"Mark Wilson",25,100,1,"Top10FinalRoundPerformance",2012
31,31,"Jim Furyk",24,83.3,5,"Top10FinalRoundPerformance",2012
31,31,"Bubba Watson",19,83.3,5,"Top10FinalRoundPerformance",2012
33,33,"Bud Cauley",28,80,4,"Top10FinalRoundPerformance",2012
33,33,"Ernie Els",22,80,4,"Top10FinalRoundPerformance",2012
33,33,"Rickie Fowler",23,80,4,"Top10FinalRoundPerformance",2012
33,33,"Dustin Johnson",19,80,4,"Top10FinalRoundPerformance",2012
37,37,"Rory McIlroy",16,77.8,7,"Top10FinalRoundPerformance",2012
38,38,"Bill Haas",23,75,3,"Top10FinalRoundPerformance",2012
38,38,"William McGirt",30,75,3,"Top10FinalRoundPerformance",2012
38,38,"Phil Mickelson",22,75,6,"Top10FinalRoundPerformance",2012
38,38,"John Rollins",26,75,3,"Top10FinalRoundPerformance",2012
38,38,"Lee Westwood",15,75,3,"Top10FinalRoundPerformance",2012
43,43,"Robert Garrigus",26,71.4,5,"Top10FinalRoundPerformance",2012
43,43,"Louis Oosthuizen",19,71.4,5,"Top10FinalRoundPerformance",2012
43,43,"Brandt Snedeker",22,71.4,5,"Top10FinalRoundPerformance",2012
46,46,"Chad Campbell",27,66.7,2,"Top10FinalRoundPerformance",2012
46,46,"Sergio Garcia",16,66.7,2,"Top10FinalRoundPerformance",2012
46,46,"Tom Gillis",23,66.7,2,"Top10FinalRoundPerformance",2012
46,46,"JJ Henry",28,66.7,2,"Top10FinalRoundPerformance",2012
46,46,"Colt Knost",29,66.7,2,"Top10FinalRoundPerformance",2012
46,46,"Justin Leonard",26,66.7,2,"Top10FinalRoundPerformance",2012
46,46,"Spencer Levin",26,66.7,2,"Top10FinalRoundPerformance",2012
46,46,"Davis Love III",20,66.7,2,"Top10FinalRoundPerformance",2012
46,46,"Graeme McDowell",16,66.7,4,"Top10FinalRoundPerformance",2012
46,46,"Jeff Overton",29,66.7,2,"Top10FinalRoundPerformance",2012
46,46,"Andres Romero",22,66.7,2,"Top10FinalRoundPerformance",2012
46,46,"Charl Schwartzel",16,66.7,2,"Top10FinalRoundPerformance",2012
46,46,"Daniel Summerhays",26,66.7,2,"Top10FinalRoundPerformance",2012
46,46,"Josh Teater",30,66.7,2,"Top10FinalRoundPerformance",2012
46,46,"Charlie Wi",25,66.7,4,"Top10FinalRoundPerformance",2012
61,61,"Jonas Blixt",21,60,3,"Top10FinalRoundPerformance",2012
61,61,"Matt Every",25,60,3,"Top10FinalRoundPerformance",2012
61,61,"John Mallinger",25,60,3,"Top10FinalRoundPerformance",2012
61,61,"Johnson Wagner",27,60,3,"Top10FinalRoundPerformance",2012
61,61,"Tiger Woods",19,60,6,"Top10FinalRoundPerformance",2012
