"ShortGameRating_RANKTHISWEEK_2007","ShortGameRating_RANKLASTWEEK_2007","ShortGameRating_PLAYERNAME_2007","ShortGameRating_EVENTS_2007","ShortGameRating_RATING_2007","stat_name","year"
274,274,"Charl Schwartzel",3,5.3,"ShortGameRating",2007
274,274,"Wes Short Jr",2,5.3,"ShortGameRating",2007
274,274,"YE Yang",3,5.3,"ShortGameRating",2007
274,274,"Azuma Yano",1,5.3,"ShortGameRating",2007
284,284,"Lee Westwood",3,5.2,"ShortGameRating",2007
285,285,"Angel Cabrera",4,5.1,"ShortGameRating",2007
285,285,"Spike McRoy",2,5.1,"ShortGameRating",2007
285,285,"Vance Veazey",3,5.1,"ShortGameRating",2007
288,288,"Garrett Willis",5,5,"ShortGameRating",2007
288,288,"Kaname Yokoo",1,5,"ShortGameRating",2007
290,290,"Johan Edfors",3,4.9,"ShortGameRating",2007
290,290,"Anton Haig",2,4.9,"ShortGameRating",2007
292,292,"Tony Finau",1,4.8,"ShortGameRating",2007
292,292,"Oliver Thomson",1,4.8,"ShortGameRating",2007
294,294,"Shingo Katayama",2,4.7,"ShortGameRating",2007
295,295,"Martin Rominger",1,4.5,"ShortGameRating",2007
296,296,"Michael Campbell",2,4.4,"ShortGameRating",2007
296,296,"Raphael Jacquelin",1,4.4,"ShortGameRating",2007
296,296,"Jose Manuel Lara",1,4.4,"ShortGameRating",2007
299,299,"Danny Ellis",1,4.3,"ShortGameRating",2007
299,299,"Jim Gallagher Jr",4,4.3,"ShortGameRating",2007
299,299,"Brandt Jobe",1,4.3,"ShortGameRating",2007
299,299,"Chris Smith",3,4.3,"ShortGameRating",2007
303,303,"Hideto Tanihara",1,4.2,"ShortGameRating",2007
304,304,"David Berganio Jr",1,4.1,"ShortGameRating",2007
305,305,"Andrew Ruthkoski",2,4,"ShortGameRating",2007
306,306,"Colt Knost",2,3.9,"ShortGameRating",2007
307,307,"Andres Gonzales",1,3.4,"ShortGameRating",2007
308,308,"Prom Meesawat",1,3.3,"ShortGameRating",2007
