"ShortGameRating_RANKTHISWEEK_2007","ShortGameRating_RANKLASTWEEK_2007","ShortGameRating_PLAYERNAME_2007","ShortGameRating_EVENTS_2007","ShortGameRating_RATING_2007","stat_name","year"
1,1,"Tom Watson",1,9.3,"ShortGameRating",2007
2,2,"Andres Romero",1,8,"ShortGameRating",2007
3,3,"Paul Sheehan",1,7.9,"ShortGameRating",2007
4,4,"Thomas Bjorn",1,7.7,"ShortGameRating",2007
4,4,"Tim Clark",12,7.7,"ShortGameRating",2007
4,4,"Kris Cox",1,7.7,"ShortGameRating",2007
4,4,"Nick Flanagan",2,7.7,"ShortGameRating",2007
8,8,"Michael Bradley",3,7.6,"ShortGameRating",2007
8,8,"Todd Fischer",2,7.6,"ShortGameRating",2007
8,8,"Mark OMeara",1,7.6,"ShortGameRating",2007
11,11,"Bill Lunde",1,7.4,"ShortGameRating",2007
12,12,"Luke Donald",11,7.3,"ShortGameRating",2007
12,12,"Alan Morin",1,7.3,"ShortGameRating",2007
14,14,"Daniel Chopra",20,7.2,"ShortGameRating",2007
14,14,"Dudley Hart",6,7.2,"ShortGameRating",2007
14,14,"Phil Mickelson",12,7.2,"ShortGameRating",2007
14,14,"Lee Williams",1,7.2,"ShortGameRating",2007
14,14,"Tiger Woods",8,7.2,"ShortGameRating",2007
19,19,"Ben Crane",4,7.1,"ShortGameRating",2007
19,19,"Shigeki Maruyama",13,7.1,"ShortGameRating",2007
19,19,"Jim McGovern",2,7.1,"ShortGameRating",2007
19,19,"Ian Poulter",9,7.1,"ShortGameRating",2007
19,19,"Mike Weir",15,7.1,"ShortGameRating",2007
24,24,"Tom Byrum",3,7,"ShortGameRating",2007
24,24,"Ernie Els",11,7,"ShortGameRating",2007
24,24,"Justin Leonard",16,7,"ShortGameRating",2007
24,24,"Jarrod Lyle",13,7,"ShortGameRating",2007
24,24,"Bob May",8,7,"ShortGameRating",2007
24,24,"Billy Mayfair",15,7,"ShortGameRating",2007
24,24,"Corey Pavin",14,7,"ShortGameRating",2007
24,24,"Brandt Snedeker",16,7,"ShortGameRating",2007
32,32,"Paul Azinger",7,6.9,"ShortGameRating",2007
32,32,"Jonathan Byrd",11,6.9,"ShortGameRating",2007
32,32,"Alex Cejka",16,6.9,"ShortGameRating",2007
32,32,"Brian Davis",18,6.9,"ShortGameRating",2007
32,32,"David Duval",3,6.9,"ShortGameRating",2007
32,32,"Brian Gay",19,6.9,"ShortGameRating",2007
32,32,"Bob Heintz",12,6.9,"ShortGameRating",2007
32,32,"Kevin Na",16,6.9,"ShortGameRating",2007
32,32,"Arron Oberholser",12,6.9,"ShortGameRating",2007
32,32,"Pat Perez",12,6.9,"ShortGameRating",2007
32,32,"Chris Riley",11,6.9,"ShortGameRating",2007
32,32,"Loren Roberts",1,6.9,"ShortGameRating",2007
32,32,"Justin Rose",10,6.9,"ShortGameRating",2007
32,32,"Heath Slocum",20,6.9,"ShortGameRating",2007
46,46,"Arjun Atwal",6,6.8,"ShortGameRating",2007
46,46,"Jose Coceres",8,6.8,"ShortGameRating",2007
46,46,"John Cook",3,6.8,"ShortGameRating",2007
46,46,"Jay Delsing",6,6.8,"ShortGameRating",2007
46,46,"Freddie Jacobson",15,6.8,"ShortGameRating",2007
46,46,"Jerry Kelly",16,6.8,"ShortGameRating",2007
46,46,"Franklin Langham",1,6.8,"ShortGameRating",2007
46,46,"Yusaku Miyazato",1,6.8,"ShortGameRating",2007
46,46,"Jerry Smith",4,6.8,"ShortGameRating",2007
46,46,"David Toms",14,6.8,"ShortGameRating",2007
46,46,"Bo Van Pelt",22,6.8,"ShortGameRating",2007
57,57,"Andy Bare",1,6.7,"ShortGameRating",2007
57,57,"Craig Bowden",12,6.7,"ShortGameRating",2007
57,57,"KJ Choi",15,6.7,"ShortGameRating",2007
57,57,"Marco Dawson",13,6.7,"ShortGameRating",2007
57,57,"Steve Flesch",17,6.7,"ShortGameRating",2007
57,57,"Tadd Fujikawa",1,6.7,"ShortGameRating",2007
57,57,"Robert Garrigus",15,6.7,"ShortGameRating",2007
57,57,"Hennie Otto",1,6.7,"ShortGameRating",2007
57,57,"Tim Petrovic",19,6.7,"ShortGameRating",2007
57,57,"Darron Stiles",7,6.7,"ShortGameRating",2007
67,67,"Jason Dufner",14,6.6,"ShortGameRating",2007
67,67,"Fred Funk",9,6.6,"ShortGameRating",2007
67,67,"Jim Furyk",15,6.6,"ShortGameRating",2007
67,67,"Richard Green",2,6.6,"ShortGameRating",2007
67,67,"Matt Kuchar",15,6.6,"ShortGameRating",2007
67,67,"Doug LaBelle II",14,6.6,"ShortGameRating",2007
67,67,"Paul McGinley",3,6.6,"ShortGameRating",2007
67,67,"Tom Pernice Jr",17,6.6,"ShortGameRating",2007
67,67,"Rory Sabbatini",14,6.6,"ShortGameRating",2007
67,67,"Duffy Waldorf",10,6.6,"ShortGameRating",2007
67,67,"Bubba Watson",12,6.6,"ShortGameRating",2007
67,67,"Charlie Wi",15,6.6,"ShortGameRating",2007
67,67,"Mark Wilson",17,6.6,"ShortGameRating",2007
80,80,"Stuart Appleby",10,6.5,"ShortGameRating",2007
80,80,"Woody Austin",17,6.5,"ShortGameRating",2007
80,80,"Mark Calcavecchia",16,6.5,"ShortGameRating",2007
80,80,"Chris DiMarco",13,6.5,"ShortGameRating",2007
80,80,"Ken Duke",22,6.5,"ShortGameRating",2007
80,80,"Sergio Garcia",12,6.5,"ShortGameRating",2007
80,80,"Paul Goydos",11,6.5,"ShortGameRating",2007
80,80,"Bill Haas",14,6.5,"ShortGameRating",2007
80,80,"JP Hayes",15,6.5,"ShortGameRating",2007
80,80,"Tim Herron",18,6.5,"ShortGameRating",2007
80,80,"Thongchai Jaidee",2,6.5,"ShortGameRating",2007
80,80,"Craig Kanada",18,6.5,"ShortGameRating",2007
80,80,"Cliff Kresge",23,6.5,"ShortGameRating",2007
80,80,"Ryan Palmer",14,6.5,"ShortGameRating",2007
80,80,"Rod Pampling",18,6.5,"ShortGameRating",2007
80,80,"Carl Pettersson",21,6.5,"ShortGameRating",2007
80,80,"Dicky Pride",8,6.5,"ShortGameRating",2007
80,80,"Vijay Singh",21,6.5,"ShortGameRating",2007
80,80,"Steve Stricker",14,6.5,"ShortGameRating",2007
80,80,"Scott Verplank",14,6.5,"ShortGameRating",2007
80,80,"Charles Warren",21,6.5,"ShortGameRating",2007
101,101,"Briny Baird",24,6.4,"ShortGameRating",2007
101,101,"Craig Barlow",10,6.4,"ShortGameRating",2007
101,101,"Cameron Beckman",16,6.4,"ShortGameRating",2007
101,101,"Mark Brooks",5,6.4,"ShortGameRating",2007
101,101,"Steve Elkington",16,6.4,"ShortGameRating",2007
101,101,"Robert Gamez",12,6.4,"ShortGameRating",2007
101,101,"Paul Gow",8,6.4,"ShortGameRating",2007
101,101,"Nathan Green",18,6.4,"ShortGameRating",2007
101,101,"Mark Hensby",16,6.4,"ShortGameRating",2007
101,101,"John Huston",6,6.4,"ShortGameRating",2007
101,101,"Ryuji Imada",18,6.4,"ShortGameRating",2007
101,101,"Trevor Immelman",11,6.4,"ShortGameRating",2007
101,101,"Steve Jones",2,6.4,"ShortGameRating",2007
101,101,"George McNeill",16,6.4,"ShortGameRating",2007
101,101,"Jose Maria Olazabal",6,6.4,"ShortGameRating",2007
101,101,"Brady Schnell",1,6.4,"ShortGameRating",2007
101,101,"Adam Scott",11,6.4,"ShortGameRating",2007
101,101,"John Senden",15,6.4,"ShortGameRating",2007
101,101,"Kevin Stadler",13,6.4,"ShortGameRating",2007
101,101,"Jaco Van Zyl",4,6.4,"ShortGameRating",2007
101,101,"Anthony Wall",1,6.4,"ShortGameRating",2007
122,122,"Michael Allen",13,6.3,"ShortGameRating",2007
122,122,"Aaron Baddeley",16,6.3,"ShortGameRating",2007
122,122,"Rich Barcelo",13,6.3,"ShortGameRating",2007
122,122,"John Bickerton",1,6.3,"ShortGameRating",2007
122,122,"Alejandro Canizares",1,6.3,"ShortGameRating",2007
122,122,"Joe Daley",1,6.3,"ShortGameRating",2007
122,122,"John Daly",6,6.3,"ShortGameRating",2007
122,122,"Bubba Dickerson",5,6.3,"ShortGameRating",2007
122,122,"Bob Estes",15,6.3,"ShortGameRating",2007
122,122,"Carlos Franco",5,6.3,"ShortGameRating",2007
122,122,"Todd Hamilton",8,6.3,"ShortGameRating",2007
122,122,"Tripp Isenhour",13,6.3,"ShortGameRating",2007
122,122,"Anthony Kim",16,6.3,"ShortGameRating",2007
122,122,"Greg Kraft",4,6.3,"ShortGameRating",2007
122,122,"Bernhard Langer",9,6.3,"ShortGameRating",2007
122,122,"John Mallinger",16,6.3,"ShortGameRating",2007
122,122,"Bryce Molder",7,6.3,"ShortGameRating",2007
122,122,"Sean OHair",19,6.3,"ShortGameRating",2007
122,122,"Jeff Overton",10,6.3,"ShortGameRating",2007
122,122,"Jesper Parnevik",14,6.3,"ShortGameRating",2007
122,122,"Jeff Sluman",6,6.3,"ShortGameRating",2007
122,122,"DJ Trahan",18,6.3,"ShortGameRating",2007
122,122,"Grant Waite",5,6.3,"ShortGameRating",2007
145,145,"Shane Bertsch",2,6.2,"ShortGameRating",2007
145,145,"Michael Boyd",8,6.2,"ShortGameRating",2007
145,145,"Paul Casey",4,6.2,"ShortGameRating",2007
145,145,"Stewart Cink",17,6.2,"ShortGameRating",2007
145,145,"Gavin Coles",15,6.2,"ShortGameRating",2007
145,145,"Chris Couch",9,6.2,"ShortGameRating",2007
145,145,"Harrison Frazar",10,6.2,"ShortGameRating",2007
145,145,"Retief Goosen",8,6.2,"ShortGameRating",2007
145,145,"Padraig Harrington",9,6.2,"ShortGameRating",2007
145,145,"Lee Janzen",7,6.2,"ShortGameRating",2007
145,145,"Jamie Lovemark",2,6.2,"ShortGameRating",2007
145,145,"BJ Staten",2,6.2,"ShortGameRating",2007
145,145,"Kevin Sutherland",14,6.2,"ShortGameRating",2007
145,145,"Kirk Triplett",12,6.2,"ShortGameRating",2007
159,159,"Stephen Ames",13,6.1,"ShortGameRating",2007
159,159,"Eric Axley",16,6.1,"ShortGameRating",2007
159,159,"Chris Baryla",1,6.1,"ShortGameRating",2007
159,159,"Bart Bryant",17,6.1,"ShortGameRating",2007
159,159,"Niclas Fasth",2,6.1,"ShortGameRating",2007
159,159,"Mathias Gronberg",15,6.1,"ShortGameRating",2007
159,159,"Charley Hoffman",16,6.1,"ShortGameRating",2007
159,159,"JB Holmes",11,6.1,"ShortGameRating",2007
159,159,"Zach Johnson",14,6.1,"ShortGameRating",2007
159,159,"Richard Johnson",14,6.1,"ShortGameRating",2007
159,159,"Bronson La Cassie",1,6.1,"ShortGameRating",2007
159,159,"Stephen Leaney",15,6.1,"ShortGameRating",2007
159,159,"Craig Lile",13,6.1,"ShortGameRating",2007
159,159,"Peter Lonard",13,6.1,"ShortGameRating",2007
159,159,"Steve Marino",19,6.1,"ShortGameRating",2007
159,159,"Parker McLachlin",10,6.1,"ShortGameRating",2007
159,159,"Rocco Mediate",11,6.1,"ShortGameRating",2007
159,159,"Ryan Moore",14,6.1,"ShortGameRating",2007
159,159,"Nick OHern",9,6.1,"ShortGameRating",2007
159,159,"Joe Ogilvie",17,6.1,"ShortGameRating",2007
159,159,"Geoff Ogilvy",15,6.1,"ShortGameRating",2007
159,159,"Jeff Quinney",17,6.1,"ShortGameRating",2007
159,159,"Kyle Reifers",8,6.1,"ShortGameRating",2007
159,159,"John Rollins",19,6.1,"ShortGameRating",2007
159,159,"Jim Rutledge",4,6.1,"ShortGameRating",2007
159,159,"Jeev Milkha Singh",3,6.1,"ShortGameRating",2007
159,159,"Henrik Stenson",8,6.1,"ShortGameRating",2007
159,159,"Kyle Thompson",1,6.1,"ShortGameRating",2007
159,159,"Chris Tidland",6,6.1,"ShortGameRating",2007
159,159,"Paul Trittler",1,6.1,"ShortGameRating",2007
159,159,"Nick Watney",14,6.1,"ShortGameRating",2007
190,190,"Notah Begay III",2,6,"ShortGameRating",2007
190,190,"Jeff Brehaut",7,6,"ShortGameRating",2007
190,190,"Jeff Gove",20,6,"ShortGameRating",2007
190,190,"JJ Henry",12,6,"ShortGameRating",2007
190,190,"David Howell",4,6,"ShortGameRating",2007
190,190,"Neal Lancaster",6,6,"ShortGameRating",2007
190,190,"Will Ma Kenzie",17,6,"ShortGameRating",2007
190,190,"Michael Putnam",16,6,"ShortGameRating",2007
190,190,"Michael Sim",8,6,"ShortGameRating",2007
190,190,"Joey Sindelar",12,6,"ShortGameRating",2007
190,190,"Vaughn Taylor",16,6,"ShortGameRating",2007
190,190,"Dean Wilson",15,6,"ShortGameRating",2007
202,202,"Billy Andrade",16,5.9,"ShortGameRating",2007
202,202,"Ryan Armour",17,5.9,"ShortGameRating",2007
202,202,"Olin Browne",6,5.9,"ShortGameRating",2007
202,202,"Andrew Buckle",10,5.9,"ShortGameRating",2007
202,202,"Ben Curtis",10,5.9,"ShortGameRating",2007
202,202,"Lucas Glover",17,5.9,"ShortGameRating",2007
202,202,"Scott Gutschewski",10,5.9,"ShortGameRating",2007
202,202,"Kent Jones",17,5.9,"ShortGameRating",2007
202,202,"Robert Karlsson",7,5.9,"ShortGameRating",2007
202,202,"Tom Lehman",10,5.9,"ShortGameRating",2007
202,202,"Daisuke Maruyama",14,5.9,"ShortGameRating",2007
202,202,"Troy Matteson",13,5.9,"ShortGameRating",2007
202,202,"Ted Purdy",15,5.9,"ShortGameRating",2007
202,202,"Tag Ridings",8,5.9,"ShortGameRating",2007
216,216,"Tommy Armour III",14,5.8,"ShortGameRating",2007
216,216,"Jason Bohn",9,5.8,"ShortGameRating",2007
216,216,"Chad Campbell",14,5.8,"ShortGameRating",2007
216,216,"Tom Gillis",1,5.8,"ShortGameRating",2007
216,216,"Jason Gore",15,5.8,"ShortGameRating",2007
216,216,"JL Lewis",1,5.8,"ShortGameRating",2007
216,216,"Hunter Mahan",14,5.8,"ShortGameRating",2007
216,216,"John Merrick",13,5.8,"ShortGameRating",2007
216,216,"Brett Quigley",13,5.8,"ShortGameRating",2007
216,216,"Phil Tataurangi",2,5.8,"ShortGameRating",2007
216,216,"Bob Tway",17,5.8,"ShortGameRating",2007
216,216,"Camilo Villegas",12,5.8,"ShortGameRating",2007
216,216,"Brett Wetterich",14,5.8,"ShortGameRating",2007
216,216,"Jay Williamson",9,5.8,"ShortGameRating",2007
230,230,"Brian Bateman",7,5.7,"ShortGameRating",2007
230,230,"Rich Beem",15,5.7,"ShortGameRating",2007
230,230,"DJ Brigman",8,5.7,"ShortGameRating",2007
230,230,"Darren Clarke",2,5.7,"ShortGameRating",2007
230,230,"Glen Day",14,5.7,"ShortGameRating",2007
230,230,"Brendon de Jonge",11,5.7,"ShortGameRating",2007
230,230,"Matt Every",1,5.7,"ShortGameRating",2007
230,230,"Mathew Goggin",17,5.7,"ShortGameRating",2007
230,230,"Charles Howell III",14,5.7,"ShortGameRating",2007
230,230,"Tom Johnson",10,5.7,"ShortGameRating",2007
230,230,"Jeff Maggert",14,5.7,"ShortGameRating",2007
230,230,"Louis Oosthuizen",1,5.7,"ShortGameRating",2007
230,230,"Paul Stankowski",6,5.7,"ShortGameRating",2007
230,230,"Graeme Storm",1,5.7,"ShortGameRating",2007
230,230,"Boo Weekley",16,5.7,"ShortGameRating",2007
245,245,"Steve Allan",11,5.6,"ShortGameRating",2007
245,245,"Guy Boros",1,5.6,"ShortGameRating",2007
245,245,"David Branshaw",10,5.6,"ShortGameRating",2007
245,245,"Joe Durant",15,5.6,"ShortGameRating",2007
245,245,"Brad Faxon",4,5.6,"ShortGameRating",2007
245,245,"Anders Hansen",6,5.6,"ShortGameRating",2007
245,245,"Matt Hendrix",7,5.6,"ShortGameRating",2007
245,245,"Davis Love III",9,5.6,"ShortGameRating",2007
245,245,"Shaun Micheel",14,5.6,"ShortGameRating",2007
245,245,"Larry Mize",2,5.6,"ShortGameRating",2007
245,245,"Greg Owen",11,5.6,"ShortGameRating",2007
245,245,"Kenny Perry",16,5.6,"ShortGameRating",2007
245,245,"Chris Stroud",8,5.6,"ShortGameRating",2007
245,245,"Johnson Wagner",14,5.6,"ShortGameRating",2007
245,245,"Steve Wheatcroft",9,5.6,"ShortGameRating",2007
260,260,"Robert Allenby",14,5.5,"ShortGameRating",2007
260,260,"Ryan Blaum",1,5.5,"ShortGameRating",2007
260,260,"Robert Damron",1,5.5,"ShortGameRating",2007
260,260,"Dan Forsman",4,5.5,"ShortGameRating",2007
260,260,"Brent Geiberger",5,5.5,"ShortGameRating",2007
260,260,"WC Liang",1,5.5,"ShortGameRating",2007
260,260,"Steve Lowery",13,5.5,"ShortGameRating",2007
260,260,"Kelly Mitchum",1,5.5,"ShortGameRating",2007
260,260,"Jason Schultz",8,5.5,"ShortGameRating",2007
260,260,"Richard Sterne",1,5.5,"ShortGameRating",2007
260,260,"Willie Wood",1,5.5,"ShortGameRating",2007
271,271,"Bob Burns",1,5.4,"ShortGameRating",2007
271,271,"Gregory Havret",1,5.4,"ShortGameRating",2007
271,271,"Frank Lickliter II",17,5.4,"ShortGameRating",2007
274,274,"Paul Broadhurst",1,5.3,"ShortGameRating",2007
274,274,"Russ Cochran",1,5.3,"ShortGameRating",2007
274,274,"Mike Grob",1,5.3,"ShortGameRating",2007
274,274,"Skip Kendall",1,5.3,"ShortGameRating",2007
274,274,"Blaine McCallister",1,5.3,"ShortGameRating",2007
274,274,"Colin Montgomerie",3,5.3,"ShortGameRating",2007
