"OnePuttPercentage_RANKTHISWEEK_2007","OnePuttPercentage_RANKLASTWEEK_2007","OnePuttPercentage_PLAYERNAME_2007","OnePuttPercentage_ROUNDS_2007","OnePuttPercentage_Pct_2007","OnePuttPercentage_OF1PUTTS_2007","OnePuttPercentage_OFHOLES_2007","stat_name","year"
80,80,"Troy Matteson",87,38.44,602,1566,"OnePuttPercentage",2007
82,82,"Henrik Stenson",52,38.41,318,828,"OnePuttPercentage",2007
83,83,"Cliff Kresge",107,38.37,739,1926,"OnePuttPercentage",2007
84,84,"Todd Hamilton",76,38.3,524,1368,"OnePuttPercentage",2007
85,85,"Bart Bryant",87,38.24,592,1548,"OnePuttPercentage",2007
85,85,"Andrew Buckle",77,38.24,530,1386,"OnePuttPercentage",2007
87,87,"John Daly",59,38.04,404,1062,"OnePuttPercentage",2007
88,88,"Stewart Cink",91,38.01,602,1584,"OnePuttPercentage",2007
89,89,"Vaughn Taylor",91,37.97,622,1638,"OnePuttPercentage",2007
90,90,"Charlie Wi",90,37.96,615,1620,"OnePuttPercentage",2007
91,91,"Bo Van Pelt",104,37.93,710,1872,"OnePuttPercentage",2007
92,92,"George McNeill",95,37.84,647,1710,"OnePuttPercentage",2007
93,93,"Nick OHern",72,37.83,463,1224,"OnePuttPercentage",2007
94,94,"Stephen Ames",81,37.79,517,1368,"OnePuttPercentage",2007
95,95,"Steve Lowery",74,37.76,503,1332,"OnePuttPercentage",2007
96,96,"Jason Bohn",57,37.72,387,1026,"OnePuttPercentage",2007
97,97,"Brian Davis",101,37.68,685,1818,"OnePuttPercentage",2007
98,98,"Will Ma Kenzie",100,37.67,678,1800,"OnePuttPercentage",2007
99,99,"Ben Curtis",80,37.64,542,1440,"OnePuttPercentage",2007
99,99,"Dicky Pride",71,37.64,481,1278,"OnePuttPercentage",2007
101,101,"Kevin Sutherland",85,37.52,574,1530,"OnePuttPercentage",2007
102,102,"Jarrod Lyle",77,37.45,519,1386,"OnePuttPercentage",2007
103,103,"Tripp Isenhour",86,37.34,578,1548,"OnePuttPercentage",2007
104,104,"Craig Kanada",109,37.31,732,1962,"OnePuttPercentage",2007
105,105,"Steve Elkington",87,37.29,584,1566,"OnePuttPercentage",2007
105,105,"Kent Jones",97,37.29,651,1746,"OnePuttPercentage",2007
107,107,"Steve Marino",106,37.21,710,1908,"OnePuttPercentage",2007
108,108,"Bryce Molder",56,37.2,375,1008,"OnePuttPercentage",2007
109,109,"Craig Barlow",52,37.18,348,936,"OnePuttPercentage",2007
110,110,"Jason Dufner",100,37.17,669,1800,"OnePuttPercentage",2007
111,111,"Jerry Kelly",101,37.13,675,1818,"OnePuttPercentage",2007
111,111,"Jeff Maggert",79,37.13,528,1422,"OnePuttPercentage",2007
113,113,"Jose Coceres",50,37.11,334,900,"OnePuttPercentage",2007
114,114,"Alex Cejka",80,37.08,534,1440,"OnePuttPercentage",2007
115,115,"Brian Bateman",55,37.07,367,990,"OnePuttPercentage",2007
116,116,"Billy Andrade",88,37.06,587,1584,"OnePuttPercentage",2007
116,116,"Jim Furyk",84,37.06,547,1476,"OnePuttPercentage",2007
118,118,"Matt Kuchar",85,36.99,566,1530,"OnePuttPercentage",2007
119,119,"Hunter Mahan",91,36.94,605,1638,"OnePuttPercentage",2007
120,120,"Kirk Triplett",77,36.87,511,1386,"OnePuttPercentage",2007
121,121,"Rod Pampling",92,36.79,596,1620,"OnePuttPercentage",2007
122,122,"Mathew Goggin",97,36.77,642,1746,"OnePuttPercentage",2007
123,123,"Bob Tway",103,36.73,681,1854,"OnePuttPercentage",2007
124,124,"Jaco Van Zyl",51,36.71,337,918,"OnePuttPercentage",2007
125,125,"DJ Trahan",99,36.7,654,1782,"OnePuttPercentage",2007
126,126,"Nick Watney",87,36.59,573,1566,"OnePuttPercentage",2007
127,127,"Harrison Frazar",88,36.55,579,1584,"OnePuttPercentage",2007
128,128,"Tim Herron",98,36.51,644,1764,"OnePuttPercentage",2007
129,129,"Shaun Micheel",91,36.49,578,1584,"OnePuttPercentage",2007
130,130,"Michael Boyd",61,36.43,400,1098,"OnePuttPercentage",2007
131,131,"Tom Johnson",74,36.41,485,1332,"OnePuttPercentage",2007
132,132,"Brett Quigley",79,36.32,510,1404,"OnePuttPercentage",2007
133,133,"Charles Howell III",89,36.3,562,1548,"OnePuttPercentage",2007
134,134,"Doug LaBelle II",104,36.16,677,1872,"OnePuttPercentage",2007
135,135,"Ryan Armour",107,36.14,696,1926,"OnePuttPercentage",2007
136,136,"Jeff Overton",60,36.11,390,1080,"OnePuttPercentage",2007
137,137,"David Branshaw",83,36.08,539,1494,"OnePuttPercentage",2007
137,137,"Kenny Perry",83,36.08,539,1494,"OnePuttPercentage",2007
139,139,"Pat Perez",84,36.04,545,1512,"OnePuttPercentage",2007
140,140,"Steve Wheatcroft",73,36,473,1314,"OnePuttPercentage",2007
141,141,"JB Holmes",71,35.99,460,1278,"OnePuttPercentage",2007
142,142,"Jason Schultz",63,35.98,408,1134,"OnePuttPercentage",2007
143,143,"Glen Day",85,35.95,550,1530,"OnePuttPercentage",2007
144,144,"Robert Allenby",90,35.89,575,1602,"OnePuttPercentage",2007
145,145,"Billy Mayfair",98,35.88,633,1764,"OnePuttPercentage",2007
146,146,"Charles Warren",101,35.81,651,1818,"OnePuttPercentage",2007
147,147,"Chris Tidland",59,35.78,380,1062,"OnePuttPercentage",2007
148,148,"Daisuke Maruyama",86,35.72,553,1548,"OnePuttPercentage",2007
149,149,"Steve Allan",63,35.71,405,1134,"OnePuttPercentage",2007
150,150,"Stephen Leaney",82,35.7,527,1476,"OnePuttPercentage",2007
151,151,"Jeff Brehaut",59,35.69,379,1062,"OnePuttPercentage",2007
151,151,"Lee Janzen",66,35.69,424,1188,"OnePuttPercentage",2007
153,153,"Mark Wilson",87,35.63,558,1566,"OnePuttPercentage",2007
154,154,"Bubba Dickerson",51,35.62,327,918,"OnePuttPercentage",2007
155,155,"Robert Garrigus",95,35.61,609,1710,"OnePuttPercentage",2007
156,156,"Richard Johnson",93,35.6,596,1674,"OnePuttPercentage",2007
157,157,"Duffy Waldorf",69,35.59,442,1242,"OnePuttPercentage",2007
158,158,"Briny Baird",115,35.41,733,2070,"OnePuttPercentage",2007
159,159,"Johnson Wagner",97,35.4,618,1746,"OnePuttPercentage",2007
160,160,"Fred Funk",65,35.38,414,1170,"OnePuttPercentage",2007
161,161,"Chris Stroud",66,35.35,420,1188,"OnePuttPercentage",2007
162,162,"Paul Gow",70,35.32,445,1260,"OnePuttPercentage",2007
163,163,"Bill Haas",93,35.3,591,1674,"OnePuttPercentage",2007
164,164,"Brendon de Jonge",76,35.23,482,1368,"OnePuttPercentage",2007
165,165,"Peter Lonard",85,35.16,538,1530,"OnePuttPercentage",2007
166,166,"Chad Campbell",96,35.12,569,1620,"OnePuttPercentage",2007
167,167,"Matt Hendrix",63,35.01,397,1134,"OnePuttPercentage",2007
168,168,"Boo Weekley",101,34.98,636,1818,"OnePuttPercentage",2007
169,169,"Brett Wetterich",88,34.93,547,1566,"OnePuttPercentage",2007
170,170,"Michael Allen",74,34.91,465,1332,"OnePuttPercentage",2007
171,171,"Cameron Beckman",96,34.9,603,1728,"OnePuttPercentage",2007
172,172,"Kyle Reifers",71,34.82,445,1278,"OnePuttPercentage",2007
173,173,"Paul Stankowski",52,34.72,325,936,"OnePuttPercentage",2007
174,174,"Joey Sindelar",75,34.52,466,1350,"OnePuttPercentage",2007
175,175,"Scott Gutschewski",67,34.49,416,1206,"OnePuttPercentage",2007
176,176,"Tom Lehman",62,34.41,384,1116,"OnePuttPercentage",2007
177,177,"Trevor Immelman",74,34.31,420,1224,"OnePuttPercentage",2007
178,178,"John Senden",97,34.25,598,1746,"OnePuttPercentage",2007
179,179,"JJ Henry",86,34.18,523,1530,"OnePuttPercentage",2007
180,180,"Davis Love III",66,34.02,398,1170,"OnePuttPercentage",2007
181,181,"Ted Purdy",102,33.82,621,1836,"OnePuttPercentage",2007
182,182,"DJ Brigman",67,33.75,407,1206,"OnePuttPercentage",2007
183,183,"Tommy Armour III",81,33.74,492,1458,"OnePuttPercentage",2007
184,184,"Greg Owen",81,33.68,491,1458,"OnePuttPercentage",2007
185,185,"Robert Gamez",88,33.59,532,1584,"OnePuttPercentage",2007
186,186,"Jeff Gove",103,33.55,622,1854,"OnePuttPercentage",2007
187,187,"Tom Byrum",50,33.44,301,900,"OnePuttPercentage",2007
188,188,"Jeff Sluman",60,33.43,361,1080,"OnePuttPercentage",2007
189,189,"John Merrick",92,33.39,553,1656,"OnePuttPercentage",2007
190,190,"Michael Putnam",96,33.04,571,1728,"OnePuttPercentage",2007
191,191,"Darron Stiles",65,32.99,386,1170,"OnePuttPercentage",2007
192,192,"Mark Brooks",53,32.81,313,954,"OnePuttPercentage",2007
193,193,"Joe Durant",88,32.63,511,1566,"OnePuttPercentage",2007
194,194,"Anders Hansen",55,32.22,319,990,"OnePuttPercentage",2007
195,195,"Kevin Stadler",95,31.75,543,1710,"OnePuttPercentage",2007
196,196,"Jim Rutledge",59,31.73,337,1062,"OnePuttPercentage",2007
