"Approach175200yardsRTPScore_RANKTHISWEEK_2008","Approach175200yardsRTPScore_RANKLASTWEEK_2008","Approach175200yardsRTPScore_PLAYERNAME_2008","Approach175200yardsRTPScore_ROUNDS_2008","Approach175200yardsRTPScore_AVGRTP_2008","stat_name","year"
1,1,"Angel Cabrera",55,-0.103,"Approach175200yardsRTPScore",2008
2,2,"Rory Sabbatini",77,-0.094,"Approach175200yardsRTPScore",2008
3,3,"Retief Goosen",59,-0.088,"Approach175200yardsRTPScore",2008
4,4,"Phil Mickelson",80,-0.079,"Approach175200yardsRTPScore",2008
5,5,"Andres Romero",69,-0.077,"Approach175200yardsRTPScore",2008
6,6,"Ernie Els",51,-0.073,"Approach175200yardsRTPScore",2008
7,7,"Boo Weekley",86,-0.072,"Approach175200yardsRTPScore",2008
7,7,"Mike Weir",88,-0.072,"Approach175200yardsRTPScore",2008
9,9,"Adam Scott",51,-0.056,"Approach175200yardsRTPScore",2008
10,10,"George McNeill",97,-0.049,"Approach175200yardsRTPScore",2008
10,10,"Corey Pavin",69,-0.049,"Approach175200yardsRTPScore",2008
12,12,"Tom Lehman",51,-0.046,"Approach175200yardsRTPScore",2008
13,13,"Kevin Sutherland",98,-0.043,"Approach175200yardsRTPScore",2008
14,14,"Steve Marino",119,-0.04,"Approach175200yardsRTPScore",2008
14,14,"DJ Trahan",94,-0.04,"Approach175200yardsRTPScore",2008
16,16,"KJ Choi",74,-0.039,"Approach175200yardsRTPScore",2008
16,16,"Ryan Palmer",69,-0.039,"Approach175200yardsRTPScore",2008
18,18,"Nick OHern",82,-0.036,"Approach175200yardsRTPScore",2008
19,19,"Charlie Wi",97,-0.034,"Approach175200yardsRTPScore",2008
20,20,"Robert Allenby",108,-0.032,"Approach175200yardsRTPScore",2008
21,21,"Scott Sterling",89,-0.031,"Approach175200yardsRTPScore",2008
22,22,"Glen Day",64,-0.029,"Approach175200yardsRTPScore",2008
22,22,"Vijay Singh",82,-0.029,"Approach175200yardsRTPScore",2008
24,24,"Steve Allan",58,-0.027,"Approach175200yardsRTPScore",2008
25,25,"Bob Tway",70,-0.026,"Approach175200yardsRTPScore",2008
26,26,"Davis Love III",78,-0.025,"Approach175200yardsRTPScore",2008
27,27,"Chad Campbell",94,-0.023,"Approach175200yardsRTPScore",2008
28,28,"Ryuji Imada",80,-0.021,"Approach175200yardsRTPScore",2008
29,29,"Jim Furyk",95,-0.019,"Approach175200yardsRTPScore",2008
30,30,"James Driscoll",85,-0.017,"Approach175200yardsRTPScore",2008
31,31,"Justin Leonard",101,-0.016,"Approach175200yardsRTPScore",2008
32,32,"Steve Flesch",95,-0.014,"Approach175200yardsRTPScore",2008
33,33,"Camilo Villegas",79,-0.013,"Approach175200yardsRTPScore",2008
34,34,"Scott Verplank",82,-0.011,"Approach175200yardsRTPScore",2008
35,35,"JB Holmes",86,-0.007,"Approach175200yardsRTPScore",2008
36,36,"Chris Stroud",81,-0.006,"Approach175200yardsRTPScore",2008
37,37,"Brian Gay",102,-0.004,"Approach175200yardsRTPScore",2008
38,38,"Daniel Chopra",84,0,"Approach175200yardsRTPScore",2008
38,38,"Padraig Harrington",52,0,"Approach175200yardsRTPScore",2008
38,38,"Dudley Hart",74,0,"Approach175200yardsRTPScore",2008
38,38,"Scott McCarron",63,0,"Approach175200yardsRTPScore",2008
38,38,"Vaughn Taylor",103,0,"Approach175200yardsRTPScore",2008
43,43,"Kevin Na",97,0.004,"Approach175200yardsRTPScore",2008
44,44,"Matt Jones",95,0.005,"Approach175200yardsRTPScore",2008
45,45,"Heath Slocum",104,0.007,"Approach175200yardsRTPScore",2008
46,46,"Eric Axley",113,0.008,"Approach175200yardsRTPScore",2008
47,47,"Ben Crane",86,0.01,"Approach175200yardsRTPScore",2008
48,48,"Tim Clark",90,0.011,"Approach175200yardsRTPScore",2008
48,48,"Ken Duke",116,0.011,"Approach175200yardsRTPScore",2008
48,48,"Hunter Mahan",87,0.011,"Approach175200yardsRTPScore",2008
51,51,"Stephen Ames",83,0.012,"Approach175200yardsRTPScore",2008
51,51,"Mathew Goggin",91,0.012,"Approach175200yardsRTPScore",2008
53,53,"Anthony Kim",81,0.014,"Approach175200yardsRTPScore",2008
53,53,"Troy Matteson",94,0.014,"Approach175200yardsRTPScore",2008
55,55,"Geoff Ogilvy",65,0.015,"Approach175200yardsRTPScore",2008
56,56,"Zach Johnson",85,0.016,"Approach175200yardsRTPScore",2008
56,56,"Brett Quigley",80,0.016,"Approach175200yardsRTPScore",2008
58,58,"Jeff Gove",50,0.019,"Approach175200yardsRTPScore",2008
58,58,"JJ Henry",108,0.019,"Approach175200yardsRTPScore",2008
58,58,"Martin Laird",98,0.019,"Approach175200yardsRTPScore",2008
61,61,"Alejandro Canizares",52,0.02,"Approach175200yardsRTPScore",2008
62,62,"Briny Baird",113,0.022,"Approach175200yardsRTPScore",2008
62,62,"Carl Pettersson",110,0.022,"Approach175200yardsRTPScore",2008
64,64,"Bob Sowards",61,0.023,"Approach175200yardsRTPScore",2008
65,65,"Sergio Garcia",72,0.025,"Approach175200yardsRTPScore",2008
65,65,"John Merrick",98,0.025,"Approach175200yardsRTPScore",2008
65,65,"Jeff Overton",103,0.025,"Approach175200yardsRTPScore",2008
68,68,"Chez Reavie",102,0.026,"Approach175200yardsRTPScore",2008
69,69,"Jeff Quinney",87,0.027,"Approach175200yardsRTPScore",2008
70,70,"Bob Estes",90,0.028,"Approach175200yardsRTPScore",2008
70,70,"Steve Stricker",75,0.028,"Approach175200yardsRTPScore",2008
72,72,"Lee Janzen",89,0.029,"Approach175200yardsRTPScore",2008
73,73,"Stuart Appleby",87,0.03,"Approach175200yardsRTPScore",2008
73,73,"Shane Bertsch",96,0.03,"Approach175200yardsRTPScore",2008
73,73,"John Riegger",73,0.03,"Approach175200yardsRTPScore",2008
76,76,"Mark Wilson",107,0.031,"Approach175200yardsRTPScore",2008
77,77,"Brian Davis",108,0.032,"Approach175200yardsRTPScore",2008
77,77,"Tom Pernice Jr",104,0.032,"Approach175200yardsRTPScore",2008
79,79,"Bo Van Pelt",101,0.034,"Approach175200yardsRTPScore",2008
