"PercentageofYardagecoveredbyTeeShotsPar4s_RANKTHISWEEK_2011","PercentageofYardagecoveredbyTeeShotsPar4s_RANKLASTWEEK_2011","PercentageofYardagecoveredbyTeeShotsPar4s_PLAYERNAME_2011","PercentageofYardagecoveredbyTeeShotsPar4s_ROUNDS_2011","PercentageofYardagecoveredbyTeeShotsPar4s_AVGPct_2011","PercentageofYardagecoveredbyTeeShotsPar4s_TOTALSHOTDISTANCE_2011","PercentageofYardagecoveredbyTeeShotsPar4s_TOTALDISTANCE_2011","stat_name","year"
1,1,"JB Holmes",57,70.92,150429.4,212126,"PercentageofYardagecoveredbyTeeShotsPar4s",2011
2,2,"Dustin Johnson",72,69.63,174955.8,251250,"PercentageofYardagecoveredbyTeeShotsPar4s",2011
3,3,"Robert Garrigus",83,69.54,219936,316284,"PercentageofYardagecoveredbyTeeShotsPar4s",2011
4,4,"Bubba Watson",85,69.45,186687.9,268798,"PercentageofYardagecoveredbyTeeShotsPar4s",2011
5,5,"Steven Bowditch",86,68.81,250116.1,363464,"PercentageofYardagecoveredbyTeeShotsPar4s",2011
6,6,"Charley Hoffman",93,68.56,229738.2,335090,"PercentageofYardagecoveredbyTeeShotsPar4s",2011
7,7,"Jhonattan Vegas",84,68.29,223270.1,326956,"PercentageofYardagecoveredbyTeeShotsPar4s",2011
8,8,"Harrison Frazar",58,68,134906.8,198397,"PercentageofYardagecoveredbyTeeShotsPar4s",2011
9,9,"Martin Laird",77,67.97,190420.8,280144,"PercentageofYardagecoveredbyTeeShotsPar4s",2011
10,10,"Tag Ridings",87,67.93,235799.7,347147,"PercentageofYardagecoveredbyTeeShotsPar4s",2011
11,11,"Alex Prugh",82,67.92,223024.2,328346,"PercentageofYardagecoveredbyTeeShotsPar4s",2011
11,11,"Gary Woodland",93,67.92,221903.8,326729,"PercentageofYardagecoveredbyTeeShotsPar4s",2011
13,13,"Nick Watney",80,67.79,195305,288097,"PercentageofYardagecoveredbyTeeShotsPar4s",2011
14,14,"Josh Teater",104,67.78,290240.4,428220,"PercentageofYardagecoveredbyTeeShotsPar4s",2011
14,14,"DJ Trahan",91,67.78,261361.4,385609,"PercentageofYardagecoveredbyTeeShotsPar4s",2011
16,16,"Scott Piercy",78,67.71,197720.9,292009,"PercentageofYardagecoveredbyTeeShotsPar4s",2011
16,16,"Scott Stallings",84,67.71,218543.8,322765,"PercentageofYardagecoveredbyTeeShotsPar4s",2011
18,18,"Ryan Palmer",82,67.69,184587.3,272712,"PercentageofYardagecoveredbyTeeShotsPar4s",2011
19,19,"Phil Mickelson",79,67.65,180114.6,266262,"PercentageofYardagecoveredbyTeeShotsPar4s",2011
20,20,"Angel Cabrera",50,67.62,109641,162144,"PercentageofYardagecoveredbyTeeShotsPar4s",2011
21,21,"Adam Scott",60,67.6,145638.4,215443,"PercentageofYardagecoveredbyTeeShotsPar4s",2011
22,22,"Troy Matteson",91,67.52,250557.3,371111,"PercentageofYardagecoveredbyTeeShotsPar4s",2011
23,23,"Jeff Overton",92,67.47,232183.5,344144,"PercentageofYardagecoveredbyTeeShotsPar4s",2011
24,24,"Will Strickler",51,67.44,136085.6,201799,"PercentageofYardagecoveredbyTeeShotsPar4s",2011
25,25,"Kyle Stanley",98,67.37,250817.6,372296,"PercentageofYardagecoveredbyTeeShotsPar4s",2011
26,26,"John Rollins",85,67.2,223530.1,332638,"PercentageofYardagecoveredbyTeeShotsPar4s",2011
27,27,"Boo Weekley",66,67.14,178088.2,265238,"PercentageofYardagecoveredbyTeeShotsPar4s",2011
28,28,"Bo Van Pelt",92,67.12,223843.2,333477,"PercentageofYardagecoveredbyTeeShotsPar4s",2011
29,29,"Rickie Fowler",84,67.09,206668,308023,"PercentageofYardagecoveredbyTeeShotsPar4s",2011
30,30,"Kevin Chappell",78,67.08,189148.3,281967,"PercentageofYardagecoveredbyTeeShotsPar4s",2011
31,31,"Bill Haas",93,67.06,225432.2,336151,"PercentageofYardagecoveredbyTeeShotsPar4s",2011
31,31,"Andres Romero",77,67.06,212249.2,316500,"PercentageofYardagecoveredbyTeeShotsPar4s",2011
33,33,"James Driscoll",71,67.05,188251.1,280742,"PercentageofYardagecoveredbyTeeShotsPar4s",2011
34,34,"Jim Renner",65,67.01,165069.6,246343,"PercentageofYardagecoveredbyTeeShotsPar4s",2011
35,35,"Jason Day",76,67,186467.6,278298,"PercentageofYardagecoveredbyTeeShotsPar4s",2011
36,36,"Sergio Garcia",61,66.98,141795.1,211692,"PercentageofYardagecoveredbyTeeShotsPar4s",2011
37,37,"Anthony Kim",72,66.95,184608.3,275729,"PercentageofYardagecoveredbyTeeShotsPar4s",2011
38,38,"Tommy Gainey",104,66.93,283185.2,423116,"PercentageofYardagecoveredbyTeeShotsPar4s",2011
38,38,"Jim Herman",69,66.93,177237.4,264806,"PercentageofYardagecoveredbyTeeShotsPar4s",2011
40,40,"Aaron Baddeley",77,66.81,192743.2,288512,"PercentageofYardagecoveredbyTeeShotsPar4s",2011
40,40,"Webb Simpson",98,66.81,257755.6,385797,"PercentageofYardagecoveredbyTeeShotsPar4s",2011
42,42,"Keegan Bradley",91,66.8,241675.7,361784,"PercentageofYardagecoveredbyTeeShotsPar4s",2011
43,43,"Davis Love III",70,66.75,162545.9,243517,"PercentageofYardagecoveredbyTeeShotsPar4s",2011
44,44,"Kevin Stadler",88,66.71,222165,333025,"PercentageofYardagecoveredbyTeeShotsPar4s",2011
45,45,"Chris Couch",73,66.68,207849.4,311729,"PercentageofYardagecoveredbyTeeShotsPar4s",2011
46,46,"Joe Ogilvie",75,66.65,189919.9,284962,"PercentageofYardagecoveredbyTeeShotsPar4s",2011
47,47,"Bill Lunde",92,66.61,231757.7,347933,"PercentageofYardagecoveredbyTeeShotsPar4s",2011
48,48,"Bio Kim",71,66.54,178557.3,268346,"PercentageofYardagecoveredbyTeeShotsPar4s",2011
48,48,"Derek Lamely",65,66.54,177448.1,266678,"PercentageofYardagecoveredbyTeeShotsPar4s",2011
