"EarlyPar4ScoringAverage_RANKTHISWEEK_2008","EarlyPar4ScoringAverage_RANKLASTWEEK_2008","EarlyPar4ScoringAverage_PLAYERNAME_2008","EarlyPar4ScoringAverage_ROUNDS_2008","EarlyPar4ScoringAverage_AVG_2008","EarlyPar4ScoringAverage_TOTALSTROKES_2008","EarlyPar4ScoringAverage_TOTALHOLES_2008","stat_name","year"
1,1,"Briny Baird",113,3.97,2185,550,"EarlyPar4ScoringAverage",2008
2,2,"Stuart Appleby",87,3.98,1485,373,"EarlyPar4ScoringAverage",2008
2,2,"Jim Furyk",95,3.98,1741,437,"EarlyPar4ScoringAverage",2008
2,2,"Phil Mickelson",80,3.98,1334,335,"EarlyPar4ScoringAverage",2008
2,2,"Mark Wilson",107,3.98,2596,653,"EarlyPar4ScoringAverage",2008
6,6,"Ben Curtis",80,3.99,1585,397,"EarlyPar4ScoringAverage",2008
6,6,"Joe Ogilvie",100,3.99,2388,598,"EarlyPar4ScoringAverage",2008
6,6,"Bob Tway",70,3.99,1626,408,"EarlyPar4ScoringAverage",2008
9,9,"Michael Allen",91,4,1924,481,"EarlyPar4ScoringAverage",2008
9,9,"Steve Elkington",84,4,1906,476,"EarlyPar4ScoringAverage",2008
9,9,"Sergio Garcia",72,4,1060,265,"EarlyPar4ScoringAverage",2008
9,9,"Justin Leonard",101,4,2018,504,"EarlyPar4ScoringAverage",2008
9,9,"Ryan Palmer",69,4,1420,355,"EarlyPar4ScoringAverage",2008
14,14,"Aaron Baddeley",76,4.01,1585,395,"EarlyPar4ScoringAverage",2008
14,14,"KJ Choi",74,4.01,1323,330,"EarlyPar4ScoringAverage",2008
14,14,"Stewart Cink",87,4.01,1571,392,"EarlyPar4ScoringAverage",2008
14,14,"Joe Durant",92,4.01,2192,547,"EarlyPar4ScoringAverage",2008
14,14,"Padraig Harrington",52,4.01,1062,265,"EarlyPar4ScoringAverage",2008
14,14,"Dudley Hart",74,4.01,1306,326,"EarlyPar4ScoringAverage",2008
14,14,"John Huston",56,4.01,1100,274,"EarlyPar4ScoringAverage",2008
14,14,"Kenny Perry",97,4.01,1923,480,"EarlyPar4ScoringAverage",2008
14,14,"Brett Quigley",80,4.01,1577,393,"EarlyPar4ScoringAverage",2008
14,14,"Kevin Sutherland",98,4.01,2122,529,"EarlyPar4ScoringAverage",2008
24,24,"Alejandro Canizares",52,4.02,1209,301,"EarlyPar4ScoringAverage",2008
