"BirdieAverage_RANKTHISWEEK_2015","BirdieAverage_RANKLASTWEEK_2015","BirdieAverage_PLAYERNAME_2015","BirdieAverage_ROUNDS_2015","BirdieAverage_AVG_2015","BirdieAverage_OFBIRDIES_2015","BirdieAverage_TOTALROUNDS_2015","stat_name","year"
125,125,"Gary Woodland",81,3.49,258,74,"BirdieAverage",2015
130,130,"Oscar Fraustro",58,3.48,188,54,"BirdieAverage",2015
131,131,"Angel Cabrera",53,3.47,184,53,"BirdieAverage",2015
131,131,"Gonzalo Fdez Castano",81,3.47,267,77,"BirdieAverage",2015
131,131,"Robert Garrigus",70,3.47,229,66,"BirdieAverage",2015
131,131,"Johnson Wagner",68,3.47,236,68,"BirdieAverage",2015
135,135,"Ricky Barnes",82,3.45,269,78,"BirdieAverage",2015
135,135,"Andres Romero",69,3.45,228,66,"BirdieAverage",2015
135,135,"Cameron Tringale",96,3.45,331,96,"BirdieAverage",2015
135,135,"Mark Wilson",89,3.45,293,85,"BirdieAverage",2015
139,139,"Ernie Els",57,3.44,196,57,"BirdieAverage",2015
139,139,"Michael Putnam",87,3.44,292,85,"BirdieAverage",2015
139,139,"Byron Smith",59,3.44,189,55,"BirdieAverage",2015
142,142,"Brice Garnett",81,3.43,271,79,"BirdieAverage",2015
142,142,"Bill Haas",89,3.43,295,86,"BirdieAverage",2015
144,144,"Zac Blair",108,3.42,356,104,"BirdieAverage",2015
144,144,"KJ Choi",66,3.42,212,62,"BirdieAverage",2015
144,144,"Chad Collins",79,3.42,270,79,"BirdieAverage",2015
147,147,"Jhonattan Vegas",90,3.41,293,86,"BirdieAverage",2015
148,148,"Geoff Ogilvy",50,3.4,163,48,"BirdieAverage",2015
149,149,"Retief Goosen",81,3.39,261,77,"BirdieAverage",2015
150,150,"Derek Fathauer",81,3.38,260,77,"BirdieAverage",2015
150,150,"Martin Flores",95,3.38,308,91,"BirdieAverage",2015
150,150,"Brian Stuard",97,3.38,314,93,"BirdieAverage",2015
153,153,"Greg Owen",58,3.36,195,58,"BirdieAverage",2015
154,154,"Jon Curran",83,3.35,265,79,"BirdieAverage",2015
154,154,"Charles Howell III",105,3.35,352,105,"BirdieAverage",2015
154,154,"John Huh",102,3.35,338,101,"BirdieAverage",2015
157,157,"Andrew Svoboda",80,3.33,260,78,"BirdieAverage",2015
158,158,"Padraig Harrington",60,3.32,199,60,"BirdieAverage",2015
158,158,"Spencer Levin",99,3.32,322,97,"BirdieAverage",2015
158,158,"John Peterson",84,3.32,279,84,"BirdieAverage",2015
161,161,"Jonathan Randolph",72,3.31,232,70,"BirdieAverage",2015
162,162,"Derek Ernst",75,3.3,234,71,"BirdieAverage",2015
162,162,"Troy Merritt",91,3.3,300,91,"BirdieAverage",2015
164,164,"Tyrone Van Aswegen",58,3.28,177,54,"BirdieAverage",2015
165,165,"Brian Davis",86,3.27,268,82,"BirdieAverage",2015
166,166,"Francesco Molinari",56,3.26,173,53,"BirdieAverage",2015
167,167,"Luke Donald",71,3.24,230,71,"BirdieAverage",2015
167,167,"David Toms",62,3.24,188,58,"BirdieAverage",2015
169,169,"DA Points",72,3.23,226,70,"BirdieAverage",2015
169,169,"Heath Slocum",57,3.23,171,53,"BirdieAverage",2015
171,171,"Ben Crane",62,3.21,186,58,"BirdieAverage",2015
172,172,"Roberto Castro",54,3.18,159,50,"BirdieAverage",2015
173,173,"Jamie Donaldson",50,3.17,149,47,"BirdieAverage",2015
174,174,"Bill Lunde",50,3.13,144,46,"BirdieAverage",2015
175,175,"Robert Allenby",63,3.12,184,59,"BirdieAverage",2015
176,176,"Davis Love III",51,3.1,158,51,"BirdieAverage",2015
177,177,"Eric Axley",57,3.07,169,55,"BirdieAverage",2015
178,178,"JJ Henry",94,3.04,274,90,"BirdieAverage",2015
179,179,"Justin Leonard",61,3.03,185,61,"BirdieAverage",2015
180,180,"Billy Hurley III",83,3.01,238,79,"BirdieAverage",2015
181,181,"Matt Every",73,3,210,70,"BirdieAverage",2015
182,182,"Tim Wilkinson",73,2.97,211,71,"BirdieAverage",2015
183,183,"SJ Park",79,2.94,226,77,"BirdieAverage",2015
184,184,"Jim Renner",68,2.8,185,66,"BirdieAverage",2015
