"BirdieAverage_RANKTHISWEEK_2015","BirdieAverage_RANKLASTWEEK_2015","BirdieAverage_PLAYERNAME_2015","BirdieAverage_ROUNDS_2015","BirdieAverage_AVG_2015","BirdieAverage_OFBIRDIES_2015","BirdieAverage_TOTALROUNDS_2015","stat_name","year"
1,1,"Jason Day",75,4.71,339,72,"BirdieAverage",2015
2,2,"Jordan Spieth",91,4.5,396,88,"BirdieAverage",2015
3,3,"Justin Rose",69,4.44,293,66,"BirdieAverage",2015
4,4,"Bubba Watson",71,4.29,292,68,"BirdieAverage",2015
5,5,"Dustin Johnson",75,4.22,304,72,"BirdieAverage",2015
6,6,"Justin Thomas",106,4.15,440,106,"BirdieAverage",2015
7,7,"Tony Finau",106,4.1,435,106,"BirdieAverage",2015
8,8,"Hideki Matsuyama",95,4.07,370,91,"BirdieAverage",2015
8,8,"Jimmy Walker",89,4.07,350,86,"BirdieAverage",2015
10,10,"JB Holmes",89,4.04,343,85,"BirdieAverage",2015
11,11,"Henrik Stenson",63,4.02,241,60,"BirdieAverage",2015
12,12,"Brendan Steele",88,4,336,84,"BirdieAverage",2015
13,13,"Jason Bohn",95,3.98,378,95,"BirdieAverage",2015
14,14,"Matt Jones",89,3.97,341,86,"BirdieAverage",2015
14,14,"Phil Mickelson",70,3.97,278,70,"BirdieAverage",2015
14,14,"Pat Perez",96,3.97,381,96,"BirdieAverage",2015
17,17,"Rickie Fowler",76,3.96,285,72,"BirdieAverage",2015
17,17,"Danny Lee",120,3.96,475,120,"BirdieAverage",2015
19,19,"Sergio Garcia",59,3.95,221,56,"BirdieAverage",2015
19,19,"Robert Streb",110,3.95,434,110,"BirdieAverage",2015
21,21,"Shawn Stefani",94,3.94,370,94,"BirdieAverage",2015
22,22,"Zach Johnson",90,3.93,342,87,"BirdieAverage",2015
23,23,"Patrick Reed",103,3.92,392,100,"BirdieAverage",2015
24,24,"Patrick Rodgers",57,3.91,207,53,"BirdieAverage",2015
24,24,"Hudson Swafford",97,3.91,371,95,"BirdieAverage",2015
24,24,"Will Wilcox",58,3.91,211,54,"BirdieAverage",2015
27,27,"Russell Henley",87,3.9,328,84,"BirdieAverage",2015
27,27,"Brooks Koepka",84,3.9,316,81,"BirdieAverage",2015
29,29,"Charley Hoffman",97,3.89,366,94,"BirdieAverage",2015
29,29,"Tom Hoge",83,3.89,307,79,"BirdieAverage",2015
29,29,"Kevin Na",98,3.89,370,95,"BirdieAverage",2015
32,32,"Steve Wheatcroft",87,3.88,322,83,"BirdieAverage",2015
33,33,"Daniel Berger",97,3.85,373,97,"BirdieAverage",2015
33,33,"Keegan Bradley",87,3.85,323,84,"BirdieAverage",2015
33,33,"Matt Kuchar",97,3.85,362,94,"BirdieAverage",2015
36,36,"Paul Casey",87,3.84,315,82,"BirdieAverage",2015
36,36,"Jerry Kelly",79,3.84,303,79,"BirdieAverage",2015
36,36,"Jason Kokrak",88,3.84,338,88,"BirdieAverage",2015
36,36,"Rory Sabbatini",81,3.84,311,81,"BirdieAverage",2015
40,40,"Billy Horschel",99,3.83,368,96,"BirdieAverage",2015
40,40,"Ben Martin",93,3.83,345,90,"BirdieAverage",2015
40,40,"Ryan Moore",81,3.83,299,78,"BirdieAverage",2015
43,43,"Chris Stroud",84,3.82,321,84,"BirdieAverage",2015
44,44,"Chesson Hadley",101,3.81,385,101,"BirdieAverage",2015
45,45,"Scott Piercy",90,3.79,341,90,"BirdieAverage",2015
45,45,"Lee Westwood",56,3.79,197,52,"BirdieAverage",2015
47,47,"Blayne Barber",76,3.77,279,74,"BirdieAverage",2015
47,47,"Kevin Chappell",86,3.77,324,86,"BirdieAverage",2015
47,47,"Brendon de Jonge",106,3.77,400,106,"BirdieAverage",2015
47,47,"Nick Watney",91,3.77,343,91,"BirdieAverage",2015
51,51,"Louis Oosthuizen",68,3.76,237,63,"BirdieAverage",2015
52,52,"Jason Gore",76,3.75,270,72,"BirdieAverage",2015
52,52,"Carlos Ortiz",100,3.75,360,96,"BirdieAverage",2015
52,52,"Brandt Snedeker",98,3.75,356,95,"BirdieAverage",2015
55,55,"Whee Kim",71,3.74,258,69,"BirdieAverage",2015
56,56,"Ryan Palmer",80,3.73,287,77,"BirdieAverage",2015
56,56,"Adam Scott",51,3.73,179,48,"BirdieAverage",2015
58,58,"Harris English",105,3.72,379,102,"BirdieAverage",2015
58,58,"Jim Furyk",71,3.72,238,64,"BirdieAverage",2015
58,58,"Russell Knox",96,3.72,357,96,"BirdieAverage",2015
58,58,"David Lingmerth",90,3.72,335,90,"BirdieAverage",2015
58,58,"Sean OHair",86,3.72,320,86,"BirdieAverage",2015
58,58,"Daniel Summerhays",101,3.72,376,101,"BirdieAverage",2015
64,64,"Stewart Cink",77,3.71,286,77,"BirdieAverage",2015
64,64,"Chris Kirk",76,3.71,271,73,"BirdieAverage",2015
64,64,"Boo Weekley",79,3.71,293,79,"BirdieAverage",2015
67,67,"Steven Bowditch",103,3.7,381,103,"BirdieAverage",2015
67,67,"David Hearn",97,3.7,359,97,"BirdieAverage",2015
67,67,"Ryo Ishikawa",90,3.7,326,88,"BirdieAverage",2015
67,67,"Marc Leishman",74,3.7,259,70,"BirdieAverage",2015
67,67,"Brendon Todd",96,3.7,344,93,"BirdieAverage",2015
72,72,"Jonathan Byrd",69,3.69,240,65,"BirdieAverage",2015
72,72,"Ian Poulter",68,3.69,240,65,"BirdieAverage",2015
72,72,"John Senden",80,3.69,277,75,"BirdieAverage",2015
72,72,"Nick Taylor",91,3.69,336,91,"BirdieAverage",2015
76,76,"Colt Knost",90,3.67,316,86,"BirdieAverage",2015
77,77,"Scott Brown",97,3.66,355,97,"BirdieAverage",2015
77,77,"Seung Yul Noh",65,3.66,238,65,"BirdieAverage",2015
77,77,"Camilo Villegas",83,3.66,304,83,"BirdieAverage",2015
80,80,"Bo Van Pelt",81,3.65,288,79,"BirdieAverage",2015
81,81,"Webb Simpson",81,3.64,284,78,"BirdieAverage",2015
82,82,"Luke Guthrie",84,3.63,298,82,"BirdieAverage",2015
82,82,"George McNeill",93,3.63,338,93,"BirdieAverage",2015
82,82,"Charl Schwartzel",67,3.63,229,63,"BirdieAverage",2015
85,85,"James Hahn",94,3.62,340,94,"BirdieAverage",2015
85,85,"Morgan Hoffmann",85,3.62,308,85,"BirdieAverage",2015
87,87,"Sangmoon Bae",98,3.61,354,98,"BirdieAverage",2015
87,87,"Martin Laird",77,3.61,278,77,"BirdieAverage",2015
87,87,"Carl Pettersson",106,3.61,383,106,"BirdieAverage",2015
87,87,"Chez Reavie",56,3.61,202,56,"BirdieAverage",2015
91,91,"Graham DeLaet",65,3.6,234,65,"BirdieAverage",2015
91,91,"Jason Dufner",76,3.6,263,73,"BirdieAverage",2015
91,91,"Fabian Gomez",83,3.6,299,83,"BirdieAverage",2015
91,91,"Andres Gonzales",90,3.6,310,86,"BirdieAverage",2015
91,91,"Cameron Percy",72,3.6,252,70,"BirdieAverage",2015
91,91,"Scott Stallings",60,3.6,216,60,"BirdieAverage",2015
91,91,"Michael Thompson",83,3.6,292,81,"BirdieAverage",2015
98,98,"Jonas Blixt",78,3.59,266,74,"BirdieAverage",2015
98,98,"Greg Chalmers",58,3.59,194,54,"BirdieAverage",2015
98,98,"Lucas Glover",79,3.59,284,79,"BirdieAverage",2015
98,98,"Jim Herman",88,3.59,316,88,"BirdieAverage",2015
98,98,"Alex Prugh",84,3.59,287,80,"BirdieAverage",2015
103,103,"Aaron Baddeley",76,3.57,264,74,"BirdieAverage",2015
103,103,"Erik Compton",86,3.57,307,86,"BirdieAverage",2015
103,103,"Hunter Mahan",88,3.57,300,84,"BirdieAverage",2015
103,103,"John Merrick",78,3.57,264,74,"BirdieAverage",2015
103,103,"Scott Pinckney",88,3.57,314,88,"BirdieAverage",2015
108,108,"Charlie Beljan",76,3.56,256,72,"BirdieAverage",2015
108,108,"Brian Harman",90,3.56,320,90,"BirdieAverage",2015
110,110,"Mark Hubbard",79,3.55,273,77,"BirdieAverage",2015
110,110,"Bryce Molder",91,3.55,309,87,"BirdieAverage",2015
112,112,"Alex Cejka",94,3.54,326,92,"BirdieAverage",2015
112,112,"Adam Hadwin",95,3.54,329,93,"BirdieAverage",2015
114,114,"Kevin Kisner",104,3.53,367,104,"BirdieAverage",2015
114,114,"Andrew Putnam",68,3.53,226,64,"BirdieAverage",2015
114,114,"Nicholas Thompson",90,3.53,304,86,"BirdieAverage",2015
117,117,"Kyle Reifers",96,3.52,324,92,"BirdieAverage",2015
118,118,"Ken Duke",93,3.51,312,89,"BirdieAverage",2015
118,118,"Jeff Overton",94,3.51,323,92,"BirdieAverage",2015
118,118,"Sam Saunders",83,3.51,284,81,"BirdieAverage",2015
118,118,"Vijay Singh",78,3.51,274,78,"BirdieAverage",2015
122,122,"Steven Alker",62,3.5,210,60,"BirdieAverage",2015
122,122,"William McGirt",103,3.5,361,103,"BirdieAverage",2015
122,122,"Roger Sloan",56,3.5,182,52,"BirdieAverage",2015
125,125,"Chad Campbell",97,3.49,339,97,"BirdieAverage",2015
125,125,"Max Homa",78,3.49,258,74,"BirdieAverage",2015
125,125,"Scott Langley",94,3.49,321,92,"BirdieAverage",2015
125,125,"Kevin Streelman",95,3.49,318,91,"BirdieAverage",2015
