"Back9Round2ScoringAverage_RANKTHISWEEK_2007","Back9Round2ScoringAverage_RANKLASTWEEK_2007","Back9Round2ScoringAverage_PLAYERNAME_2007","Back9Round2ScoringAverage__2007","Back9Round2ScoringAverage_AVG_2007","Back9Round2ScoringAverage_TOTALSTROKES_2007","Back9Round2ScoringAverage_TOTALROUNDS_2007","stat_name","year"
1,1,"Tiger Woods",NA,34.47,517,15,"Back9Round2ScoringAverage",2007
2,2,"Jeff Gove",NA,34.53,1036,30,"Back9Round2ScoringAverage",2007
3,3,"Ryan Armour",NA,34.69,1110,32,"Back9Round2ScoringAverage",2007
4,4,"Phil Mickelson",NA,34.7,694,20,"Back9Round2ScoringAverage",2007
5,5,"Brian Gay",NA,34.84,1115,32,"Back9Round2ScoringAverage",2007
6,6,"Steve Lowery",NA,34.86,767,22,"Back9Round2ScoringAverage",2007
7,7,"Jason Gore",NA,34.88,872,25,"Back9Round2ScoringAverage",2007
7,7,"Stephen Leaney",NA,34.88,837,24,"Back9Round2ScoringAverage",2007
9,9,"Mike Weir",NA,34.95,734,21,"Back9Round2ScoringAverage",2007
10,10,"Tommy Armour III",NA,34.96,839,24,"Back9Round2ScoringAverage",2007
10,10,"Glen Day",NA,34.96,909,26,"Back9Round2ScoringAverage",2007
10,10,"Jerry Kelly",NA,34.96,979,28,"Back9Round2ScoringAverage",2007
10,10,"Vijay Singh",NA,34.96,909,26,"Back9Round2ScoringAverage",2007
14,14,"Alex Cejka",NA,35,840,24,"Back9Round2ScoringAverage",2007
14,14,"Jeff Overton",NA,35,665,19,"Back9Round2ScoringAverage",2007
16,16,"Joe Ogilvie",NA,35.03,1086,31,"Back9Round2ScoringAverage",2007
16,16,"Boo Weekley",NA,35.03,1016,29,"Back9Round2ScoringAverage",2007
18,18,"Rich Barcelo",NA,35.04,911,26,"Back9Round2ScoringAverage",2007
18,18,"Bubba Watson",NA,35.04,876,25,"Back9Round2ScoringAverage",2007
20,20,"Michael Boyd",NA,35.05,736,21,"Back9Round2ScoringAverage",2007
21,21,"Ken Duke",NA,35.06,1087,31,"Back9Round2ScoringAverage",2007
22,22,"Hunter Mahan",NA,35.07,947,27,"Back9Round2ScoringAverage",2007
23,23,"Cameron Beckman",NA,35.11,983,28,"Back9Round2ScoringAverage",2007
23,23,"Gavin Coles",NA,35.11,948,27,"Back9Round2ScoringAverage",2007
23,23,"Sean OHair",NA,35.11,948,27,"Back9Round2ScoringAverage",2007
26,26,"Craig Bowden",NA,35.13,843,24,"Back9Round2ScoringAverage",2007
26,26,"Craig Lile",NA,35.13,843,24,"Back9Round2ScoringAverage",2007
26,26,"Justin Rose",NA,35.13,527,15,"Back9Round2ScoringAverage",2007
26,26,"Bob Tway",NA,35.13,1124,32,"Back9Round2ScoringAverage",2007
30,30,"JB Holmes",NA,35.17,809,23,"Back9Round2ScoringAverage",2007
31,31,"Jason Bohn",NA,35.18,598,17,"Back9Round2ScoringAverage",2007
32,32,"Freddie Jacobson",NA,35.2,704,20,"Back9Round2ScoringAverage",2007
33,33,"Tim Petrovic",NA,35.22,1127,32,"Back9Round2ScoringAverage",2007
34,34,"Michael Putnam",NA,35.24,1022,29,"Back9Round2ScoringAverage",2007
35,35,"Jason Dufner",NA,35.25,1128,32,"Back9Round2ScoringAverage",2007
36,36,"Briny Baird",NA,35.26,1093,31,"Back9Round2ScoringAverage",2007
36,36,"JP Hayes",NA,35.26,952,27,"Back9Round2ScoringAverage",2007
36,36,"Tim Herron",NA,35.26,952,27,"Back9Round2ScoringAverage",2007
36,36,"Ryuji Imada",NA,35.26,1093,31,"Back9Round2ScoringAverage",2007
36,36,"Chris Stroud",NA,35.26,811,23,"Back9Round2ScoringAverage",2007
41,41,"Kevin Na",NA,35.28,882,25,"Back9Round2ScoringAverage",2007
42,42,"Bart Bryant",NA,35.29,847,24,"Back9Round2ScoringAverage",2007
42,42,"Tag Ridings",NA,35.29,600,17,"Back9Round2ScoringAverage",2007
42,42,"Joey Sindelar",NA,35.29,847,24,"Back9Round2ScoringAverage",2007
42,42,"Jay Williamson",NA,35.29,494,14,"Back9Round2ScoringAverage",2007
46,46,"Mark Hensby",NA,35.3,812,23,"Back9Round2ScoringAverage",2007
46,46,"Cliff Kresge",NA,35.3,1059,30,"Back9Round2ScoringAverage",2007
48,48,"Nathan Green",NA,35.31,1024,29,"Back9Round2ScoringAverage",2007
49,49,"Craig Kanada",NA,35.32,1201,34,"Back9Round2ScoringAverage",2007
50,50,"Steve Flesch",NA,35.33,1060,30,"Back9Round2ScoringAverage",2007
51,51,"Daniel Chopra",NA,35.34,1131,32,"Back9Round2ScoringAverage",2007
51,51,"John Mallinger",NA,35.34,1025,29,"Back9Round2ScoringAverage",2007
53,53,"Mark Calcavecchia",NA,35.35,919,26,"Back9Round2ScoringAverage",2007
53,53,"Kenny Perry",NA,35.35,813,23,"Back9Round2ScoringAverage",2007
55,55,"Michael Allen",NA,35.36,778,22,"Back9Round2ScoringAverage",2007
55,55,"DJ Brigman",NA,35.36,778,22,"Back9Round2ScoringAverage",2007
55,55,"Ryan Moore",NA,35.36,990,28,"Back9Round2ScoringAverage",2007
58,58,"Mathias Gronberg",NA,35.37,1061,30,"Back9Round2ScoringAverage",2007
59,59,"Anthony Kim",NA,35.38,920,26,"Back9Round2ScoringAverage",2007
59,59,"Charles Warren",NA,35.38,1026,29,"Back9Round2ScoringAverage",2007
61,61,"Marco Dawson",NA,35.39,814,23,"Back9Round2ScoringAverage",2007
61,61,"Parker McLachlin",NA,35.39,991,28,"Back9Round2ScoringAverage",2007
63,63,"Bill Haas",NA,35.4,1062,30,"Back9Round2ScoringAverage",2007
64,64,"Jason Schultz",NA,35.41,779,22,"Back9Round2ScoringAverage",2007
65,65,"Stephen Ames",NA,35.43,744,21,"Back9Round2ScoringAverage",2007
65,65,"John Rollins",NA,35.43,992,28,"Back9Round2ScoringAverage",2007
67,67,"Tim Clark",NA,35.44,638,18,"Back9Round2ScoringAverage",2007
67,67,"Kevin Sutherland",NA,35.44,886,25,"Back9Round2ScoringAverage",2007
69,69,"Will Ma Kenzie",NA,35.45,1028,29,"Back9Round2ScoringAverage",2007
70,70,"Eric Axley",NA,35.46,1241,35,"Back9Round2ScoringAverage",2007
70,70,"Brian Davis",NA,35.46,993,28,"Back9Round2ScoringAverage",2007
72,72,"Kent Jones",NA,35.47,1064,30,"Back9Round2ScoringAverage",2007
72,72,"Chris Riley",NA,35.47,603,17,"Back9Round2ScoringAverage",2007
72,72,"DJ Trahan",NA,35.47,1064,30,"Back9Round2ScoringAverage",2007
75,75,"Steve Allan",NA,35.5,639,18,"Back9Round2ScoringAverage",2007
75,75,"Zach Johnson",NA,35.5,710,20,"Back9Round2ScoringAverage",2007
75,75,"Troy Matteson",NA,35.5,923,26,"Back9Round2ScoringAverage",2007
75,75,"David Toms",NA,35.5,710,20,"Back9Round2ScoringAverage",2007
75,75,"Charlie Wi",NA,35.5,923,26,"Back9Round2ScoringAverage",2007
80,80,"Steve Elkington",NA,35.52,888,25,"Back9Round2ScoringAverage",2007
80,80,"Peter Lonard",NA,35.52,959,27,"Back9Round2ScoringAverage",2007
80,80,"Pat Perez",NA,35.52,888,25,"Back9Round2ScoringAverage",2007
80,80,"Brandt Snedeker",NA,35.52,1030,29,"Back9Round2ScoringAverage",2007
80,80,"Steve Wheatcroft",NA,35.52,888,25,"Back9Round2ScoringAverage",2007
85,85,"David Branshaw",NA,35.53,1066,30,"Back9Round2ScoringAverage",2007
85,85,"Robert Gamez",NA,35.53,1066,30,"Back9Round2ScoringAverage",2007
85,85,"Tom Lehman",NA,35.53,675,19,"Back9Round2ScoringAverage",2007
85,85,"Billy Mayfair",NA,35.53,1066,30,"Back9Round2ScoringAverage",2007
85,85,"Carl Pettersson",NA,35.53,1066,30,"Back9Round2ScoringAverage",2007
90,90,"Billy Andrade",NA,35.54,924,26,"Back9Round2ScoringAverage",2007
90,90,"Jarrod Lyle",NA,35.54,853,24,"Back9Round2ScoringAverage",2007
92,92,"Tom Pernice Jr",NA,35.55,1102,31,"Back9Round2ScoringAverage",2007
93,93,"Chad Campbell",NA,35.56,960,27,"Back9Round2ScoringAverage",2007
93,93,"Shigeki Maruyama",NA,35.56,960,27,"Back9Round2ScoringAverage",2007
95,95,"KJ Choi",NA,35.57,818,23,"Back9Round2ScoringAverage",2007
96,96,"Paul Gow",NA,35.58,854,24,"Back9Round2ScoringAverage",2007
