"Scrambling_RANKTHISWEEK_2016","Scrambling_RANKLASTWEEK_2016","Scrambling_PLAYERNAME_2016","Scrambling_ROUNDS_2016","Scrambling_Pct_2016","Scrambling_PARORBETTER_2016","Scrambling_MISSEDGIR_2016","stat_name","year"
27,29,"Chris Kirk",51,63.76,183,287,"Scrambling",2016
28,28,"Brendon Todd",43,63.69,214,336,"Scrambling",2016
29,26,"Bill Haas",42,63.68,142,223,"Scrambling",2016
30,24,"Si Woo Kim",63,63.35,261,412,"Scrambling",2016
31,33,"Charl Schwartzel",29,63.31,88,139,"Scrambling",2016
32,34,"Russell Henley",42,63.27,155,245,"Scrambling",2016
33,35,"Matt Kuchar",46,63.24,160,253,"Scrambling",2016
34,36,"Branden Grace",31,63.23,98,155,"Scrambling",2016
35,37,"Andres Romero",22,63.19,91,144,"Scrambling",2016
36,45,"Ian Poulter",37,63.14,161,255,"Scrambling",2016
37,56,"Lucas Glover",53,63.02,167,265,"Scrambling",2016
38,40,"Jon Curran",55,62.9,234,372,"Scrambling",2016
39,43,"Kevin Chappell",49,62.89,183,291,"Scrambling",2016
40,39,"Patton Kizzire",57,62.87,210,334,"Scrambling",2016
41,31,"Tom Hoge",47,62.82,196,312,"Scrambling",2016
42,38,"Scott Langley",41,62.74,165,263,"Scrambling",2016
43,42,"Mark Hubbard",73,62.63,290,463,"Scrambling",2016
44,48,"Retief Goosen",37,62.3,157,252,"Scrambling",2016
45,46,"Andrew Landry",24,62.25,94,151,"Scrambling",2016
46,51,"Kevin Na",52,61.97,176,284,"Scrambling",2016
47,52,"Brian Gay",22,61.9,117,189,"Scrambling",2016
48,54,"Luke List",51,61.84,188,304,"Scrambling",2016
49,30,"Padraig Harrington",38,61.79,152,246,"Scrambling",2016
50,47,"William McGirt",54,61.78,194,314,"Scrambling",2016
51,53,"Jordan Spieth",34,61.73,121,196,"Scrambling",2016
52,58,"Chad Campbell",54,61.59,194,315,"Scrambling",2016
53,50,"Peter Malnati",53,61.54,216,351,"Scrambling",2016
54,44,"Nick Taylor",57,61.47,217,353,"Scrambling",2016
55,78,"David Hearn",55,61.44,196,319,"Scrambling",2016
56,41,"JB Holmes",39,61.43,137,223,"Scrambling",2016
57,60,"Danny Lee",53,61.34,192,313,"Scrambling",2016
58,83,"Camilo Villegas",50,61.31,206,336,"Scrambling",2016
59,88,"Mark Wilson",42,61.19,164,268,"Scrambling",2016
60,64,"Jason Day",36,61.18,104,170,"Scrambling",2016
60,64,"Billy Hurley III",22,61.18,93,152,"Scrambling",2016
62,66,"Graeme McDowell",33,61.17,115,188,"Scrambling",2016
63,76,"Derek Ernst",36,61.09,135,221,"Scrambling",2016
64,61,"Jamie Donaldson",28,61.05,105,172,"Scrambling",2016
65,70,"John Huh",51,61.04,188,308,"Scrambling",2016
66,55,"Webb Simpson",34,60.91,134,220,"Scrambling",2016
67,74,"Shane Bertsch",30,60.87,112,184,"Scrambling",2016
67,72,"Jim Herman",55,60.87,196,322,"Scrambling",2016
69,73,"Ricky Barnes",57,60.83,219,360,"Scrambling",2016
70,114,"Francesco Molinari",36,60.82,149,245,"Scrambling",2016
70,76,"Dicky Pride",33,60.82,149,245,"Scrambling",2016
72,61,"Jason Gore",51,60.8,183,301,"Scrambling",2016
73,63,"Henrik Norlander",41,60.76,144,237,"Scrambling",2016
74,69,"Sung Kang",51,60.67,199,328,"Scrambling",2016
75,67,"Steve Wheatcroft",53,60.63,231,381,"Scrambling",2016
76,59,"Spencer Levin",62,60.6,223,368,"Scrambling",2016
77,91,"Justin Rose",35,60.59,103,170,"Scrambling",2016
78,57,"Jason Kokrak",52,60.51,190,314,"Scrambling",2016
79,74,"Thomas Aiken",42,60.45,133,220,"Scrambling",2016
79,117,"Harris English",51,60.45,188,311,"Scrambling",2016
81,70,"Jonas Blixt",46,60.43,197,326,"Scrambling",2016
82,79,"Cameron Tringale",47,60.34,175,290,"Scrambling",2016
83,86,"Charley Hoffman",49,60.33,181,300,"Scrambling",2016
84,98,"Tony Finau",49,60.32,190,315,"Scrambling",2016
85,91,"Hideki Matsuyama",40,60.3,120,199,"Scrambling",2016
86,84,"Roberto Castro",55,60.26,182,302,"Scrambling",2016
86,87,"Lucas Lee",22,60.26,94,156,"Scrambling",2016
88,68,"Will Wilcox",47,60.25,191,317,"Scrambling",2016
89,80,"Rory McIlroy",37,60.23,103,171,"Scrambling",2016
90,101,"Daniel Summerhays",55,60.22,221,367,"Scrambling",2016
91,84,"Michael Kim",62,60.14,252,419,"Scrambling",2016
92,90,"Patrick Rodgers",49,60,159,265,"Scrambling",2016
93,97,"Anirban Lahiri",44,59.93,166,277,"Scrambling",2016
94,111,"Martin Piller",37,59.91,139,232,"Scrambling",2016
95,95,"Martin Laird",46,59.86,173,289,"Scrambling",2016
96,49,"Jhonattan Vegas",49,59.77,156,261,"Scrambling",2016
97,103,"Tyrone Van Aswegen",67,59.58,255,428,"Scrambling",2016
98,101,"Brice Garnett",29,59.52,100,168,"Scrambling",2016
99,93,"Chad Collins",45,59.5,191,321,"Scrambling",2016
100,105,"Smylie Kaufman",57,59.35,184,310,"Scrambling",2016
101,118,"Fabian Gomez",49,59.19,161,272,"Scrambling",2016
101,108,"Troy Merritt",41,59.19,161,272,"Scrambling",2016
103,93,"Bronson Burgoon",53,59.13,191,323,"Scrambling",2016
104,129,"John Senden",48,59.11,172,291,"Scrambling",2016
105,112,"Dustin Johnson",37,59.07,114,193,"Scrambling",2016
106,89,"Brian Harman",60,59.03,232,393,"Scrambling",2016
107,113,"Zach Johnson",42,59.01,131,222,"Scrambling",2016
108,115,"Daniel Berger",52,58.9,172,292,"Scrambling",2016
108,119,"Scott Brown",59,58.9,225,382,"Scrambling",2016
110,100,"Adam Scott",39,58.76,114,194,"Scrambling",2016
111,109,"Hiroshi Iwata",51,58.72,229,390,"Scrambling",2016
111,96,"Rob Oppenheim",37,58.72,138,235,"Scrambling",2016
113,99,"DA Points",32,58.65,122,208,"Scrambling",2016
114,110,"Morgan Hoffmann",43,58.62,170,290,"Scrambling",2016
115,132,"Jason Bohn",37,58.57,123,210,"Scrambling",2016
116,133,"David Lingmerth",54,58.53,175,299,"Scrambling",2016
117,122,"Luke Guthrie",31,58.5,117,200,"Scrambling",2016
117,106,"Whee Kim",54,58.5,203,347,"Scrambling",2016
119,124,"Carl Pettersson",31,58.44,142,243,"Scrambling",2016
120,107,"Paul Casey",39,58.38,115,197,"Scrambling",2016
120,104,"Derek Fathauer",58,58.38,230,394,"Scrambling",2016
122,141,"Johnson Wagner",44,58.37,143,245,"Scrambling",2016
123,128,"Wes Roach",33,58.29,123,211,"Scrambling",2016
124,126,"Ryan Moore",40,58.22,124,213,"Scrambling",2016
125,125,"Cameron Smith",45,58.03,177,305,"Scrambling",2016
126,130,"Sergio Garcia",28,57.94,73,126,"Scrambling",2016
127,116,"Brett Stegmaier",57,57.88,202,349,"Scrambling",2016
128,134,"Ryan Palmer",46,57.84,155,268,"Scrambling",2016
129,137,"Tyler Aldridge",53,57.8,189,327,"Scrambling",2016
130,135,"Hudson Swafford",52,57.79,178,308,"Scrambling",2016
131,131,"Ben Crane",48,57.73,183,317,"Scrambling",2016
132,121,"Brendon de Jonge",55,57.67,188,326,"Scrambling",2016
133,145,"Harold Varner III",58,57.58,205,356,"Scrambling",2016
134,148,"Justin Thomas",53,57.48,173,301,"Scrambling",2016
135,140,"Jimmy Walker",43,57.43,143,249,"Scrambling",2016
136,127,"Scott Stallings",46,57.39,167,291,"Scrambling",2016
137,142,"Rory Sabbatini",40,57.36,152,265,"Scrambling",2016
138,144,"Vijay Singh",42,57.34,168,293,"Scrambling",2016
139,142,"James Hahn",45,57.24,162,283,"Scrambling",2016
140,147,"Adam Hadwin",53,57.23,182,318,"Scrambling",2016
141,146,"Bubba Watson",30,57.14,76,133,"Scrambling",2016
141,139,"Boo Weekley",53,57.14,184,322,"Scrambling",2016
143,149,"Shawn Stefani",45,57.04,166,291,"Scrambling",2016
144,123,"Sam Saunders",40,57.03,150,263,"Scrambling",2016
145,136,"Ernie Els",34,56.85,141,248,"Scrambling",2016
146,120,"Chris Stroud",52,56.83,183,322,"Scrambling",2016
146,149,"DJ Trahan",23,56.83,79,139,"Scrambling",2016
148,81,"Byeong Hun An",23,56.78,67,118,"Scrambling",2016
149,165,"Robert Streb",51,56.54,173,306,"Scrambling",2016
150,162,"Chesson Hadley",51,56.48,183,324,"Scrambling",2016
151,166,"Gary Woodland",45,56.47,144,255,"Scrambling",2016
152,154,"Hunter Mahan",43,56.45,162,287,"Scrambling",2016
153,177,"Brendan Steele",48,56.44,149,264,"Scrambling",2016
154,155,"Brooks Koepka",39,56.35,111,197,"Scrambling",2016
155,157,"Abraham Ancer",26,56.32,107,190,"Scrambling",2016
156,158,"Jason Dufner",53,56.23,158,281,"Scrambling",2016
157,151,"Blayne Barber",44,56.18,159,283,"Scrambling",2016
158,159,"Scott Piercy",45,56.12,133,237,"Scrambling",2016
159,160,"Matthew Fitzpatrick",23,56.03,65,116,"Scrambling",2016
159,160,"Andy Sullivan",25,56.03,79,141,"Scrambling",2016
161,163,"Seung Yul Noh",54,55.99,187,334,"Scrambling",2016
162,138,"Henrik Stenson",30,55.97,89,159,"Scrambling",2016
163,155,"Kevin Kisner",49,55.81,149,267,"Scrambling",2016
164,167,"Bernd Wiesberger",23,55.77,58,104,"Scrambling",2016
165,168,"Rhein Gibson",36,55.76,121,217,"Scrambling",2016
166,153,"Michael Thompson",46,55.63,163,293,"Scrambling",2016
167,177,"Ben Martin",48,55.56,160,288,"Scrambling",2016
168,164,"Angel Cabrera",42,55.44,158,285,"Scrambling",2016
169,169,"Matt Jones",45,55.22,148,268,"Scrambling",2016
170,175,"Kevin Streelman",46,55.2,138,250,"Scrambling",2016
171,171,"Charlie Beljan",26,55.19,101,183,"Scrambling",2016
172,189,"Andres Gonzales",46,55.12,167,303,"Scrambling",2016
172,173,"Billy Horschel",45,55.12,140,254,"Scrambling",2016
172,172,"Geoff Ogilvy",37,55.12,140,254,"Scrambling",2016
175,151,"Davis Love III",40,55.08,141,256,"Scrambling",2016
175,174,"Cameron Percy",22,55.08,65,118,"Scrambling",2016
177,170,"Erik Compton",45,54.88,180,328,"Scrambling",2016
178,188,"Vaughn Taylor",30,54.87,107,195,"Scrambling",2016
179,180,"Miguel Angel Carballo",24,54.72,87,159,"Scrambling",2016
180,181,"Pat Perez",28,54.71,93,170,"Scrambling",2016
181,184,"Will Ma Kenzie",54,54.69,175,320,"Scrambling",2016
182,179,"Kyle Stanley",57,54.55,192,352,"Scrambling",2016
183,182,"Ken Duke",26,54.26,102,188,"Scrambling",2016
184,192,"George McNeill",33,54.04,127,235,"Scrambling",2016
185,187,"Graham DeLaet",50,53.87,146,271,"Scrambling",2016
186,190,"Keegan Bradley",40,53.81,120,223,"Scrambling",2016
187,176,"Emiliano Grillo",47,53.78,135,251,"Scrambling",2016
188,186,"Steve Marino",40,53.63,133,248,"Scrambling",2016
189,193,"Scott Pinckney",53,53.56,158,295,"Scrambling",2016
190,183,"Robert Garrigus",34,53.47,108,202,"Scrambling",2016
191,191,"JJ Henry",44,53.41,141,264,"Scrambling",2016
192,185,"Dawie van der Walt",48,53.29,154,289,"Scrambling",2016
193,194,"Stewart Cink",45,53.09,129,243,"Scrambling",2016
193,201,"Andrew Loupe",50,53.09,172,324,"Scrambling",2016
195,199,"Kyle Reifers",63,52.97,196,370,"Scrambling",2016
196,200,"Shane Lowry",35,52.88,110,208,"Scrambling",2016
197,198,"Ollie Schniederjans",23,52.78,76,144,"Scrambling",2016
198,196,"Kelly Kraft",35,52.74,106,201,"Scrambling",2016
199,197,"Matt Every",34,51.98,118,227,"Scrambling",2016
200,195,"Robert Allenby",35,51.45,124,241,"Scrambling",2016
201,203,"DH Lee",35,50.38,133,264,"Scrambling",2016
202,202,"Greg Owen",56,50.16,153,305,"Scrambling",2016
203,203,"Louis Oosthuizen",25,50,51,102,"Scrambling",2016
203,203,"Darron Stiles",28,50,98,196,"Scrambling",2016
205,206,"Carlos Ortiz",47,49.5,149,301,"Scrambling",2016
206,207,"Steven Bowditch",40,48.15,143,297,"Scrambling",2016
207,208,"Justin Hicks",26,44.23,69,156,"Scrambling",2016
