"Approach100125yardsRTPScore_RANKTHISWEEK_2009","Approach100125yardsRTPScore_RANKLASTWEEK_2009","Approach100125yardsRTPScore_PLAYERNAME_2009","Approach100125yardsRTPScore_ROUNDS_2009","Approach100125yardsRTPScore_AVGRTP_2009","stat_name","year"
1,1,"Bryce Molder",69,-0.311,"Approach100125yardsRTPScore",2009
2,2,"Ryuji Imada",85,-0.305,"Approach100125yardsRTPScore",2009
3,3,"James Nitties",86,-0.293,"Approach100125yardsRTPScore",2009
4,4,"Tim Clark",81,-0.276,"Approach100125yardsRTPScore",2009
5,5,"Ian Poulter",59,-0.274,"Approach100125yardsRTPScore",2009
6,6,"David Mathis",82,-0.272,"Approach100125yardsRTPScore",2009
7,7,"Jim Furyk",86,-0.255,"Approach100125yardsRTPScore",2009
8,8,"Bob Estes",78,-0.243,"Approach100125yardsRTPScore",2009
9,9,"Geoff Ogilvy",78,-0.24,"Approach100125yardsRTPScore",2009
10,10,"Chad Campbell",90,-0.239,"Approach100125yardsRTPScore",2009
11,11,"Kevin Sutherland",96,-0.228,"Approach100125yardsRTPScore",2009
11,11,"YE Yang",83,-0.228,"Approach100125yardsRTPScore",2009
13,13,"Justin Leonard",95,-0.227,"Approach100125yardsRTPScore",2009
14,14,"Kevin Streelman",97,-0.217,"Approach100125yardsRTPScore",2009
15,15,"Lee Janzen",74,-0.216,"Approach100125yardsRTPScore",2009
15,15,"Mike Weir",85,-0.216,"Approach100125yardsRTPScore",2009
17,17,"Charles Howell III",99,-0.211,"Approach100125yardsRTPScore",2009
17,17,"Patrick Sheehan",51,-0.211,"Approach100125yardsRTPScore",2009
19,19,"Brian Davis",103,-0.21,"Approach100125yardsRTPScore",2009
20,20,"Jason Day",61,-0.206,"Approach100125yardsRTPScore",2009
21,21,"Glen Day",79,-0.204,"Approach100125yardsRTPScore",2009
22,22,"Luke Donald",79,-0.203,"Approach100125yardsRTPScore",2009
22,22,"Anthony Kim",76,-0.203,"Approach100125yardsRTPScore",2009
24,24,"Rory Sabbatini",81,-0.202,"Approach100125yardsRTPScore",2009
25,25,"George McNeill",82,-0.195,"Approach100125yardsRTPScore",2009
26,26,"Fred Couples",54,-0.19,"Approach100125yardsRTPScore",2009
27,27,"Zach Johnson",94,-0.189,"Approach100125yardsRTPScore",2009
27,27,"Matt Weibring",65,-0.189,"Approach100125yardsRTPScore",2009
29,29,"Steve Stricker",81,-0.188,"Approach100125yardsRTPScore",2009
30,30,"Greg Chalmers",85,-0.186,"Approach100125yardsRTPScore",2009
