"EarlyPar4ScoringAverage_RANKTHISWEEK_2014","EarlyPar4ScoringAverage_RANKLASTWEEK_2014","EarlyPar4ScoringAverage_PLAYERNAME_2014","EarlyPar4ScoringAverage_ROUNDS_2014","EarlyPar4ScoringAverage_AVG_2014","EarlyPar4ScoringAverage_TOTALSTROKES_2014","EarlyPar4ScoringAverage_TOTALHOLES_2014","stat_name","year"
56,56,"Kevin Streelman",79,4.03,1522,378,"EarlyPar4ScoringAverage",2014
56,56,"Cameron Tringale",111,4.03,2731,677,"EarlyPar4ScoringAverage",2014
70,70,"Jonas Blixt",64,4.04,1489,369,"EarlyPar4ScoringAverage",2014
70,70,"Ernie Els",85,4.04,1836,454,"EarlyPar4ScoringAverage",2014
70,70,"Martin Flores",85,4.04,1942,481,"EarlyPar4ScoringAverage",2014
70,70,"Billy Hurley III",86,4.04,1972,488,"EarlyPar4ScoringAverage",2014
70,70,"Scott Langley",95,4.04,2026,502,"EarlyPar4ScoringAverage",2014
70,70,"Hideki Matsuyama",82,4.04,1735,429,"EarlyPar4ScoringAverage",2014
70,70,"Andres Romero",81,4.04,2002,496,"EarlyPar4ScoringAverage",2014
70,70,"Heath Slocum",71,4.04,1665,412,"EarlyPar4ScoringAverage",2014
70,70,"Brandt Snedeker",89,4.04,1717,425,"EarlyPar4ScoringAverage",2014
70,70,"Brendon Todd",108,4.04,2299,569,"EarlyPar4ScoringAverage",2014
80,80,"Robert Allenby",83,4.05,1904,470,"EarlyPar4ScoringAverage",2014
80,80,"Sangmoon Bae",76,4.05,1725,426,"EarlyPar4ScoringAverage",2014
80,80,"Charlie Beljan",76,4.05,1508,372,"EarlyPar4ScoringAverage",2014
80,80,"Angel Cabrera",69,4.05,1702,420,"EarlyPar4ScoringAverage",2014
80,80,"Paul Casey",56,4.05,1374,339,"EarlyPar4ScoringAverage",2014
80,80,"Stewart Cink",91,4.05,2100,519,"EarlyPar4ScoringAverage",2014
80,80,"Ben Curtis",77,4.05,1704,421,"EarlyPar4ScoringAverage",2014
80,80,"Robert Garrigus",80,4.05,1881,465,"EarlyPar4ScoringAverage",2014
80,80,"Brian Gay",81,4.05,2096,518,"EarlyPar4ScoringAverage",2014
80,80,"Justin Hicks",103,4.05,2375,586,"EarlyPar4ScoringAverage",2014
80,80,"Morgan Hoffmann",103,4.05,2144,529,"EarlyPar4ScoringAverage",2014
80,80,"Pat Perez",84,4.05,1680,415,"EarlyPar4ScoringAverage",2014
80,80,"Carl Pettersson",91,4.05,2084,515,"EarlyPar4ScoringAverage",2014
80,80,"Vijay Singh",83,4.05,2003,495,"EarlyPar4ScoringAverage",2014
94,94,"Stuart Appleby",92,4.06,2252,555,"EarlyPar4ScoringAverage",2014
94,94,"Steven Bowditch",93,4.06,2109,519,"EarlyPar4ScoringAverage",2014
94,94,"Jonathan Byrd",76,4.06,1611,397,"EarlyPar4ScoringAverage",2014
94,94,"Chad Campbell",57,4.06,1211,298,"EarlyPar4ScoringAverage",2014
94,94,"KJ Choi",80,4.06,1955,481,"EarlyPar4ScoringAverage",2014
94,94,"Brian Harman",111,4.06,2578,635,"EarlyPar4ScoringAverage",2014
94,94,"JB Holmes",86,4.06,1606,396,"EarlyPar4ScoringAverage",2014
94,94,"Billy Horschel",92,4.06,1860,458,"EarlyPar4ScoringAverage",2014
94,94,"Zach Johnson",97,4.06,2060,507,"EarlyPar4ScoringAverage",2014
94,94,"Martin Laird",66,4.06,1539,379,"EarlyPar4ScoringAverage",2014
94,94,"Spencer Levin",59,4.06,1556,383,"EarlyPar4ScoringAverage",2014
94,94,"David Lingmerth",80,4.06,1808,445,"EarlyPar4ScoringAverage",2014
94,94,"Seung Yul Noh",92,4.06,2215,546,"EarlyPar4ScoringAverage",2014
94,94,"Ted Potter Jr",68,4.06,1577,388,"EarlyPar4ScoringAverage",2014
94,94,"Josh Teater",90,4.06,2081,512,"EarlyPar4ScoringAverage",2014
94,94,"Nick Watney",80,4.06,1489,367,"EarlyPar4ScoringAverage",2014
94,94,"Lee Westwood",57,4.06,1388,342,"EarlyPar4ScoringAverage",2014
111,111,"Aaron Baddeley",74,4.07,1481,364,"EarlyPar4ScoringAverage",2014
111,111,"Brian Davis",93,4.07,2096,515,"EarlyPar4ScoringAverage",2014
111,111,"Luke Donald",57,4.07,1417,348,"EarlyPar4ScoringAverage",2014
111,111,"Ken Duke",80,4.07,2022,497,"EarlyPar4ScoringAverage",2014
111,111,"Brice Garnett",92,4.07,2160,531,"EarlyPar4ScoringAverage",2014
111,111,"Freddie Jacobson",91,4.07,2024,497,"EarlyPar4ScoringAverage",2014
111,111,"Matt Jones",83,4.07,1862,458,"EarlyPar4ScoringAverage",2014
111,111,"Martin Kaymer",65,4.07,1366,336,"EarlyPar4ScoringAverage",2014
111,111,"Will Ma Kenzie",82,4.07,1746,429,"EarlyPar4ScoringAverage",2014
111,111,"Bryce Molder",77,4.07,1819,447,"EarlyPar4ScoringAverage",2014
111,111,"Louis Oosthuizen",50,4.07,969,238,"EarlyPar4ScoringAverage",2014
111,111,"Ian Poulter",57,4.07,1311,322,"EarlyPar4ScoringAverage",2014
111,111,"Kevin Stadler",90,4.07,2206,542,"EarlyPar4ScoringAverage",2014
111,111,"Tyrone Van Aswegen",79,4.07,1919,471,"EarlyPar4ScoringAverage",2014
111,111,"Johnson Wagner",69,4.07,1509,371,"EarlyPar4ScoringAverage",2014
111,111,"Charlie Wi",72,4.07,1546,380,"EarlyPar4ScoringAverage",2014
127,127,"Jason Bohn",81,4.08,1747,428,"EarlyPar4ScoringAverage",2014
127,127,"Brendon de Jonge",109,4.08,2648,649,"EarlyPar4ScoringAverage",2014
127,127,"James Driscoll",71,4.08,1654,405,"EarlyPar4ScoringAverage",2014
127,127,"James Hahn",82,4.08,1860,456,"EarlyPar4ScoringAverage",2014
127,127,"Russell Henley",92,4.08,2320,569,"EarlyPar4ScoringAverage",2014
127,127,"Trevor Immelman",84,4.08,2272,557,"EarlyPar4ScoringAverage",2014
127,127,"Bronson La Cassie",51,4.08,1082,265,"EarlyPar4ScoringAverage",2014
127,127,"Marc Leishman",81,4.08,1675,411,"EarlyPar4ScoringAverage",2014
127,127,"Sean OHair",77,4.08,2034,498,"EarlyPar4ScoringAverage",2014
127,127,"John Rollins",84,4.08,1997,490,"EarlyPar4ScoringAverage",2014
127,127,"Boo Weekley",73,4.08,1975,484,"EarlyPar4ScoringAverage",2014
127,127,"Will Wilcox",51,4.08,931,228,"EarlyPar4ScoringAverage",2014
139,139,"Tim Clark",75,4.09,1718,420,"EarlyPar4ScoringAverage",2014
139,139,"Chad Collins",78,4.09,1705,417,"EarlyPar4ScoringAverage",2014
139,139,"Derek Ernst",80,4.09,1821,445,"EarlyPar4ScoringAverage",2014
139,139,"Matt Every",85,4.09,1844,451,"EarlyPar4ScoringAverage",2014
139,139,"Chesson Hadley",84,4.09,1633,399,"EarlyPar4ScoringAverage",2014
139,139,"John Huh",87,4.09,2131,521,"EarlyPar4ScoringAverage",2014
139,139,"Ryo Ishikawa",75,4.09,1551,379,"EarlyPar4ScoringAverage",2014
139,139,"Davis Love III",74,4.09,1894,463,"EarlyPar4ScoringAverage",2014
139,139,"John Merrick",87,4.09,2232,546,"EarlyPar4ScoringAverage",2014
139,139,"Troy Merritt",62,4.09,1546,378,"EarlyPar4ScoringAverage",2014
139,139,"Rory Sabbatini",82,4.09,1769,433,"EarlyPar4ScoringAverage",2014
139,139,"Jhonattan Vegas",77,4.09,1694,414,"EarlyPar4ScoringAverage",2014
151,151,"Gonzalo Fdez Castano",83,4.1,2026,494,"EarlyPar4ScoringAverage",2014
151,151,"Jamie Lovemark",64,4.1,1431,349,"EarlyPar4ScoringAverage",2014
151,151,"John Peterson",62,4.1,1303,318,"EarlyPar4ScoringAverage",2014
151,151,"DA Points",75,4.1,1814,442,"EarlyPar4ScoringAverage",2014
151,151,"Wes Roach",67,4.1,1566,382,"EarlyPar4ScoringAverage",2014
151,151,"Shawn Stefani",60,4.1,1585,387,"EarlyPar4ScoringAverage",2014
151,151,"Nicholas Thompson",85,4.1,1880,459,"EarlyPar4ScoringAverage",2014
151,151,"Mark Wilson",69,4.1,1624,396,"EarlyPar4ScoringAverage",2014
159,159,"Roberto Castro",76,4.11,1715,417,"EarlyPar4ScoringAverage",2014
159,159,"Tommy Gainey",73,4.11,1491,363,"EarlyPar4ScoringAverage",2014
159,159,"Lucas Glover",68,4.11,1485,361,"EarlyPar4ScoringAverage",2014
159,159,"Richard Lee",80,4.11,1745,425,"EarlyPar4ScoringAverage",2014
159,159,"Justin Leonard",75,4.11,1897,461,"EarlyPar4ScoringAverage",2014
159,159,"YE Yang",79,4.11,1953,475,"EarlyPar4ScoringAverage",2014
165,165,"Woody Austin",63,4.12,1479,359,"EarlyPar4ScoringAverage",2014
165,165,"Jim Herman",62,4.12,1380,335,"EarlyPar4ScoringAverage",2014
165,165,"Jeff Maggert",54,4.12,1244,302,"EarlyPar4ScoringAverage",2014
165,165,"Geoff Ogilvy",84,4.12,1952,474,"EarlyPar4ScoringAverage",2014
165,165,"Kyle Stanley",87,4.12,2144,520,"EarlyPar4ScoringAverage",2014
170,170,"Jason Dufner",57,4.13,1203,291,"EarlyPar4ScoringAverage",2014
170,170,"Troy Matteson",62,4.13,1388,336,"EarlyPar4ScoringAverage",2014
170,170,"Scott Stallings",77,4.13,1861,451,"EarlyPar4ScoringAverage",2014
173,173,"Jim Renner",61,4.14,1316,318,"EarlyPar4ScoringAverage",2014
173,173,"Kevin Tway",64,4.14,1409,340,"EarlyPar4ScoringAverage",2014
173,173,"Mike Weir",69,4.14,1416,342,"EarlyPar4ScoringAverage",2014
176,176,"Briny Baird",50,4.15,1373,331,"EarlyPar4ScoringAverage",2014
177,177,"DH Lee",54,4.19,1311,313,"EarlyPar4ScoringAverage",2014
