"Approachesfrom50125yards_RANKTHISWEEK_2014","Approachesfrom50125yards_RANKLASTWEEK_2014","Approachesfrom50125yards_PLAYERNAME_2014","Approachesfrom50125yards_ROUNDS_2014","Approachesfrom50125yards_AVG_2014","Approachesfrom50125yards_TOTALDISTANCEFEET_2014","Approachesfrom50125yards_OFATTEMPTS_2014","Approachesfrom50125yards_RELATIVETOPAR_2014","stat_name","year"
1,1,"Justin Leonard",75,NA,2848.5,183,-40,"Approachesfrom50125yards",2014
1,1,"Webb Simpson",87,NA,3086.75,198,-46,"Approachesfrom50125yards",2014
3,3,"Tim Clark",75,NA,3002.167,190,-34,"Approachesfrom50125yards",2014
4,4,"Hideki Matsuyama",82,NA,2320.083,145,-30,"Approachesfrom50125yards",2014
5,5,"Zach Johnson",97,NA,3801.667,236,-44,"Approachesfrom50125yards",2014
6,6,"Jim Furyk",84,NA,2936.417,182,-38,"Approachesfrom50125yards",2014
7,7,"Justin Rose",70,NA,2100.083,128,-14,"Approachesfrom50125yards",2014
7,7,"Charl Schwartzel",64,NA,1839.667,112,-27,"Approachesfrom50125yards",2014
9,9,"Bryce Molder",77,NA,2990.083,180,-22,"Approachesfrom50125yards",2014
9,9,"Adam Scott",68,NA,2089.833,126,-15,"Approachesfrom50125yards",2014
11,11,"Stewart Cink",91,NA,2848.5,171,-18,"Approachesfrom50125yards",2014
11,11,"Jason Day",54,NA,1380.583,83,-19,"Approachesfrom50125yards",2014
11,11,"Ryo Ishikawa",75,NA,2305.25,138,-20,"Approachesfrom50125yards",2014
11,11,"Ben Martin",80,NA,2740.083,164,-28,"Approachesfrom50125yards",2014
15,15,"Keegan Bradley",89,NA,2442.083,146,-28,"Approachesfrom50125yards",2014
16,16,"Jimmy Walker",98,NA,2539.667,151,-40,"Approachesfrom50125yards",2014
17,17,"Kevin Chappell",100,NA,4123.5,244,-31,"Approachesfrom50125yards",2014
17,17,"Tim Wilkinson",86,NA,3079,182,-30,"Approachesfrom50125yards",2014
19,19,"Stuart Appleby",92,NA,3871.583,228,-35,"Approachesfrom50125yards",2014
