"Top10Finishes_RANKTHISWEEK_2009","Top10Finishes_RANKLASTWEEK_2009","Top10Finishes_PLAYERNAME_2009","Top10Finishes_EVENTS_2009","Top10Finishes_TOP10_2009","Top10Finishes_1ST_2009","Top10Finishes_2ND_2009","Top10Finishes_3RD_2009","stat_name","year"
80,80,"Rickie Fowler",6,2,NA,1,NA,"Top10Finishes",2009
80,80,"Jason Gore",24,2,NA,NA,NA,"Top10Finishes",2009
80,80,"Soren Hansen",8,2,NA,NA,NA,"Top10Finishes",2009
80,80,"JB Holmes",25,2,NA,1,NA,"Top10Finishes",2009
80,80,"Lee Janzen",23,2,NA,NA,NA,"Top10Finishes",2009
80,80,"Richard Johnson",26,2,NA,NA,NA,"Top10Finishes",2009
80,80,"Matt Jones",17,2,NA,NA,NA,"Top10Finishes",2009
80,80,"Soren Kjeldsen",7,2,NA,NA,NA,"Top10Finishes",2009
80,80,"Martin Laird",24,2,1,1,NA,"Top10Finishes",2009
80,80,"Michael Letzig",28,2,NA,NA,NA,"Top10Finishes",2009
80,80,"Davis Love III",27,2,NA,1,NA,"Top10Finishes",2009
80,80,"Bill Lunde",27,2,NA,NA,NA,"Top10Finishes",2009
80,80,"Will Ma Kenzie",24,2,NA,NA,NA,"Top10Finishes",2009
80,80,"Jeff Maggert",28,2,NA,NA,NA,"Top10Finishes",2009
80,80,"Graeme McDowell",11,2,NA,NA,NA,"Top10Finishes",2009
80,80,"James Nitties",27,2,NA,NA,NA,"Top10Finishes",2009
80,80,"Nick OHern",27,2,NA,NA,1,"Top10Finishes",2009
80,80,"Pat Perez",22,2,1,NA,NA,"Top10Finishes",2009
80,80,"Tom Pernice Jr",26,2,NA,NA,NA,"Top10Finishes",2009
80,80,"Scott Piercy",28,2,NA,NA,NA,"Top10Finishes",2009
80,80,"Jeff Quinney",26,2,NA,1,NA,"Top10Finishes",2009
80,80,"Andres Romero",20,2,NA,NA,1,"Top10Finishes",2009
80,80,"Justin Rose",22,2,NA,NA,NA,"Top10Finishes",2009
80,80,"Jeev Milkha Singh",15,2,NA,NA,NA,"Top10Finishes",2009
80,80,"Kevin Streelman",29,2,NA,NA,1,"Top10Finishes",2009
80,80,"Chris Stroud",28,2,NA,NA,NA,"Top10Finishes",2009
80,80,"Kevin Sutherland",27,2,NA,NA,NA,"Top10Finishes",2009
80,80,"Vaughn Taylor",28,2,NA,1,NA,"Top10Finishes",2009
80,80,"Roland Thatcher",16,2,NA,1,NA,"Top10Finishes",2009
80,80,"Jimmy Walker",24,2,NA,NA,NA,"Top10Finishes",2009
80,80,"Bubba Watson",24,2,NA,1,NA,"Top10Finishes",2009
80,80,"Oliver Wilson",9,2,NA,NA,NA,"Top10Finishes",2009
125,125,"Brad Adamonis",25,1,NA,NA,NA,"Top10Finishes",2009
125,125,"Michael Allen",22,1,NA,NA,NA,"Top10Finishes",2009
125,125,"Stuart Appleby",25,1,NA,NA,NA,"Top10Finishes",2009
125,125,"Tommy Armour III",19,1,NA,NA,NA,"Top10Finishes",2009
125,125,"Ricky Barnes",23,1,NA,1,NA,"Top10Finishes",2009
125,125,"Chris Baryla",3,1,NA,NA,NA,"Top10Finishes",2009
125,125,"Rich Beem",26,1,NA,NA,NA,"Top10Finishes",2009
125,125,"Kris Blanks",20,1,NA,NA,NA,"Top10Finishes",2009
125,125,"Michael Bradley",17,1,1,NA,NA,"Top10Finishes",2009
125,125,"Mark Brooks",17,1,NA,NA,NA,"Top10Finishes",2009
125,125,"Bart Bryant",17,1,NA,NA,NA,"Top10Finishes",2009
125,125,"Kevin Chappell",3,1,NA,NA,NA,"Top10Finishes",2009
125,125,"KJ Choi",22,1,NA,NA,1,"Top10Finishes",2009
125,125,"Ben Curtis",18,1,NA,NA,NA,"Top10Finishes",2009
125,125,"James Driscoll",17,1,NA,1,NA,"Top10Finishes",2009
125,125,"Joe Durant",20,1,NA,NA,NA,"Top10Finishes",2009
125,125,"David Duval",22,1,NA,1,NA,"Top10Finishes",2009
125,125,"Harrison Frazar",28,1,NA,NA,NA,"Top10Finishes",2009
125,125,"Robert Garrigus",25,1,NA,NA,NA,"Top10Finishes",2009
125,125,"Nathan Green",30,1,1,NA,NA,"Top10Finishes",2009
125,125,"Mathias Gronberg",13,1,NA,NA,NA,"Top10Finishes",2009
125,125,"Todd Hamilton",29,1,NA,NA,NA,"Top10Finishes",2009
125,125,"Peter Hanson",5,1,NA,NA,NA,"Top10Finishes",2009
125,125,"JP Hayes",15,1,NA,NA,NA,"Top10Finishes",2009
125,125,"Bob Heintz",20,1,NA,NA,NA,"Top10Finishes",2009
125,125,"Miguel Angel Jimenez",8,1,NA,NA,NA,"Top10Finishes",2009
125,125,"Kent Jones",24,1,NA,NA,NA,"Top10Finishes",2009
125,125,"Shingo Katayama",6,1,NA,NA,NA,"Top10Finishes",2009
125,125,"Jonathan Kaye",17,1,NA,NA,NA,"Top10Finishes",2009
125,125,"Martin Kaymer",11,1,NA,NA,NA,"Top10Finishes",2009
125,125,"Cliff Kresge",28,1,NA,NA,NA,"Top10Finishes",2009
125,125,"Danny Lee",12,1,NA,NA,NA,"Top10Finishes",2009
125,125,"Tom Lehman",16,1,NA,NA,NA,"Top10Finishes",2009
125,125,"Spencer Levin",25,1,NA,NA,NA,"Top10Finishes",2009
125,125,"Jamie Lovemark",5,1,NA,1,NA,"Top10Finishes",2009
125,125,"Jarrod Lyle",21,1,NA,NA,NA,"Top10Finishes",2009
125,125,"Shigeki Maruyama",5,1,NA,NA,NA,"Top10Finishes",2009
125,125,"Troy Matteson",30,1,1,NA,NA,"Top10Finishes",2009
125,125,"Billy Mayfair",28,1,NA,NA,NA,"Top10Finishes",2009
125,125,"Rocco Mediate",22,1,NA,NA,NA,"Top10Finishes",2009
125,125,"Francesco Molinari",4,1,NA,NA,NA,"Top10Finishes",2009
125,125,"Joe Ogilvie",29,1,NA,NA,NA,"Top10Finishes",2009
125,125,"Jose Maria Olazabal",4,1,NA,NA,NA,"Top10Finishes",2009
125,125,"Leif Olson",21,1,NA,NA,1,"Top10Finishes",2009
125,125,"Greg Owen",30,1,NA,NA,NA,"Top10Finishes",2009
125,125,"Ryan Palmer",26,1,NA,NA,NA,"Top10Finishes",2009
125,125,"Carl Pettersson",29,1,NA,NA,NA,"Top10Finishes",2009
125,125,"Aron Price",27,1,NA,NA,NA,"Top10Finishes",2009
125,125,"Dicky Pride",10,1,NA,NA,NA,"Top10Finishes",2009
125,125,"Ted Purdy",30,1,NA,NA,NA,"Top10Finishes",2009
125,125,"Chez Reavie",27,1,NA,NA,NA,"Top10Finishes",2009
125,125,"Tag Ridings",16,1,NA,NA,NA,"Top10Finishes",2009
125,125,"Chris Riley",22,1,NA,NA,NA,"Top10Finishes",2009
125,125,"Adam Scott",19,1,NA,1,NA,"Top10Finishes",2009
125,125,"Kevin Stadler",20,1,NA,1,NA,"Top10Finishes",2009
125,125,"Darron Stiles",20,1,NA,NA,NA,"Top10Finishes",2009
125,125,"Nicholas Thompson",31,1,NA,NA,NA,"Top10Finishes",2009
125,125,"Omar Uresti",9,1,NA,NA,NA,"Top10Finishes",2009
125,125,"Brian Vranesh",20,1,NA,NA,NA,"Top10Finishes",2009
125,125,"Johnson Wagner",26,1,NA,NA,NA,"Top10Finishes",2009
125,125,"Aaron Watkins",18,1,NA,NA,NA,"Top10Finishes",2009
125,125,"Tom Watson",2,1,NA,1,NA,"Top10Finishes",2009
125,125,"Boo Weekley",22,1,NA,NA,NA,"Top10Finishes",2009
125,125,"Matt Weibring",22,1,NA,NA,NA,"Top10Finishes",2009
125,125,"Tim Wilkinson",14,1,NA,NA,NA,"Top10Finishes",2009
125,125,"Casey Wittenberg",25,1,NA,NA,NA,"Top10Finishes",2009
125,125,"Chris Wood",2,1,NA,NA,1,"Top10Finishes",2009
