"EarlyRound2ScoringAverage_RANKTHISWEEK_2015","EarlyRound2ScoringAverage_RANKLASTWEEK_2015","EarlyRound2ScoringAverage_PLAYERNAME_2015","EarlyRound2ScoringAverage__2015","EarlyRound2ScoringAverage_AVG_2015","EarlyRound2ScoringAverage_TOTALSTROKES_2015","EarlyRound2ScoringAverage_TOTALROUNDS_2015","stat_name","year"
1,1,"Jordan Spieth",NA,67.45,742,11,"EarlyRound2ScoringAverage",2015
2,2,"Russell Henley",NA,68.42,821,12,"EarlyRound2ScoringAverage",2015
3,3,"Brendan Steele",NA,68.5,685,10,"EarlyRound2ScoringAverage",2015
4,4,"Henrik Stenson",NA,68.6,686,10,"EarlyRound2ScoringAverage",2015
5,5,"James Hahn",NA,68.64,961,14,"EarlyRound2ScoringAverage",2015
6,6,"Mark Hubbard",NA,68.7,687,10,"EarlyRound2ScoringAverage",2015
7,7,"Jimmy Walker",NA,68.8,1032,15,"EarlyRound2ScoringAverage",2015
8,8,"Charles Howell III",NA,68.85,895,13,"EarlyRound2ScoringAverage",2015
9,9,"Jerry Kelly",NA,68.93,965,14,"EarlyRound2ScoringAverage",2015
10,10,"Michael Putnam",NA,69,1035,15,"EarlyRound2ScoringAverage",2015
10,10,"Bubba Watson",NA,69,552,8,"EarlyRound2ScoringAverage",2015
12,12,"Brendon de Jonge",NA,69.06,1174,17,"EarlyRound2ScoringAverage",2015
13,13,"Steve Wheatcroft",NA,69.07,967,14,"EarlyRound2ScoringAverage",2015
14,14,"Jason Bohn",NA,69.08,898,13,"EarlyRound2ScoringAverage",2015
14,14,"Nick Taylor",NA,69.08,898,13,"EarlyRound2ScoringAverage",2015
16,16,"Jason Day",NA,69.11,622,9,"EarlyRound2ScoringAverage",2015
17,17,"Patrick Rodgers",NA,69.13,553,8,"EarlyRound2ScoringAverage",2015
18,18,"Nick Watney",NA,69.2,1038,15,"EarlyRound2ScoringAverage",2015
19,19,"Russell Knox",NA,69.21,969,14,"EarlyRound2ScoringAverage",2015
20,20,"Chad Collins",NA,69.23,900,13,"EarlyRound2ScoringAverage",2015
21,21,"Hideki Matsuyama",NA,69.25,554,8,"EarlyRound2ScoringAverage",2015
22,22,"Cameron Percy",NA,69.33,624,9,"EarlyRound2ScoringAverage",2015
