"TenthTeeEarlyScoringAverage_RANKTHISWEEK_2010","TenthTeeEarlyScoringAverage_RANKLASTWEEK_2010","TenthTeeEarlyScoringAverage_PLAYERNAME_2010","TenthTeeEarlyScoringAverage_ROUNDS_2010","TenthTeeEarlyScoringAverage_AVG_2010","TenthTeeEarlyScoringAverage_TOTALSTROKES_2010","TenthTeeEarlyScoringAverage_TOTAL10THTEEEARLYRDS_2010","stat_name","year"
20,20,"Chad Campbell",95,69.67,1045,15,"TenthTeeEarlyScoringAverage",2010
21,21,"Steve Elkington",74,69.69,906,13,"TenthTeeEarlyScoringAverage",2010
21,21,"Ryan Moore",80,69.69,906,13,"TenthTeeEarlyScoringAverage",2010
23,23,"Jason Day",82,69.73,767,11,"TenthTeeEarlyScoringAverage",2010
23,23,"Mike Weir",59,69.73,767,11,"TenthTeeEarlyScoringAverage",2010
25,25,"Freddie Jacobson",83,69.75,1116,16,"TenthTeeEarlyScoringAverage",2010
26,26,"Greg Chalmers",93,69.78,1256,18,"TenthTeeEarlyScoringAverage",2010
27,27,"Ryuji Imada",90,69.8,698,10,"TenthTeeEarlyScoringAverage",2010
28,28,"Brent Delahoussaye",57,69.83,838,12,"TenthTeeEarlyScoringAverage",2010
28,28,"Brian Gay",101,69.83,838,12,"TenthTeeEarlyScoringAverage",2010
30,30,"Paul Goydos",78,69.87,1048,15,"TenthTeeEarlyScoringAverage",2010
30,30,"Justin Rose",78,69.87,1048,15,"TenthTeeEarlyScoringAverage",2010
30,30,"Vijay Singh",75,69.87,1048,15,"TenthTeeEarlyScoringAverage",2010
33,33,"Robert Allenby",76,69.88,559,8,"TenthTeeEarlyScoringAverage",2010
34,34,"Aaron Baddeley",94,69.89,1258,18,"TenthTeeEarlyScoringAverage",2010
35,35,"Matt Every",60,69.9,699,10,"TenthTeeEarlyScoringAverage",2010
35,35,"JB Holmes",100,69.9,1398,20,"TenthTeeEarlyScoringAverage",2010
37,37,"Paul Stankowski",62,69.93,979,14,"TenthTeeEarlyScoringAverage",2010
38,38,"Michael Bradley",77,70,1050,15,"TenthTeeEarlyScoringAverage",2010
38,38,"Ben Curtis",78,70,1120,16,"TenthTeeEarlyScoringAverage",2010
38,38,"Bo Van Pelt",104,70,1400,20,"TenthTeeEarlyScoringAverage",2010
38,38,"Charles Warren",64,70,840,12,"TenthTeeEarlyScoringAverage",2010
38,38,"Mark Wilson",87,70,1190,17,"TenthTeeEarlyScoringAverage",2010
43,43,"Martin Laird",91,70.06,1191,17,"TenthTeeEarlyScoringAverage",2010
44,44,"Will Ma Kenzie",72,70.07,981,14,"TenthTeeEarlyScoringAverage",2010
44,44,"Cameron Percy",73,70.07,981,14,"TenthTeeEarlyScoringAverage",2010
46,46,"Camilo Villegas",78,70.09,771,11,"TenthTeeEarlyScoringAverage",2010
47,47,"Spencer Levin",110,70.1,1472,21,"TenthTeeEarlyScoringAverage",2010
48,48,"Mark Calcavecchia",50,70.11,631,9,"TenthTeeEarlyScoringAverage",2010
48,48,"Davis Love III",79,70.11,1332,19,"TenthTeeEarlyScoringAverage",2010
48,48,"Kevin Sutherland",86,70.11,1262,18,"TenthTeeEarlyScoringAverage",2010
48,48,"Garrett Willis",82,70.11,1262,18,"TenthTeeEarlyScoringAverage",2010
52,52,"Alex Prugh",88,70.12,1192,17,"TenthTeeEarlyScoringAverage",2010
53,53,"Ryan Palmer",84,70.13,1122,16,"TenthTeeEarlyScoringAverage",2010
53,53,"Carl Pettersson",99,70.13,1122,16,"TenthTeeEarlyScoringAverage",2010
53,53,"Webb Simpson",98,70.13,1683,24,"TenthTeeEarlyScoringAverage",2010
53,53,"David Toms",86,70.13,1052,15,"TenthTeeEarlyScoringAverage",2010
57,57,"Rory McIlroy",54,70.17,421,6,"TenthTeeEarlyScoringAverage",2010
57,57,"Brett Wetterich",54,70.17,421,6,"TenthTeeEarlyScoringAverage",2010
59,59,"Andres Romero",73,70.18,1193,17,"TenthTeeEarlyScoringAverage",2010
60,60,"John Senden",103,70.2,702,10,"TenthTeeEarlyScoringAverage",2010
61,61,"Ernie Els",72,70.21,983,14,"TenthTeeEarlyScoringAverage",2010
62,62,"Jeff Quinney",91,70.22,1264,18,"TenthTeeEarlyScoringAverage",2010
63,63,"Jay Williamson",76,70.26,1335,19,"TenthTeeEarlyScoringAverage",2010
64,64,"Jimmy Walker",82,70.28,1265,18,"TenthTeeEarlyScoringAverage",2010
65,65,"Charley Hoffman",85,70.31,1125,16,"TenthTeeEarlyScoringAverage",2010
65,65,"Pat Perez",90,70.31,1125,16,"TenthTeeEarlyScoringAverage",2010
65,65,"Aron Price",70,70.31,914,13,"TenthTeeEarlyScoringAverage",2010
65,65,"Adam Scott",70,70.31,914,13,"TenthTeeEarlyScoringAverage",2010
69,69,"Chad Collins",87,70.33,1055,15,"TenthTeeEarlyScoringAverage",2010
69,69,"Jeff Overton",89,70.33,1055,15,"TenthTeeEarlyScoringAverage",2010
71,71,"Briny Baird",87,70.36,985,14,"TenthTeeEarlyScoringAverage",2010
72,72,"Troy Merritt",86,70.38,1478,21,"TenthTeeEarlyScoringAverage",2010
73,73,"JP Hayes",79,70.39,1619,23,"TenthTeeEarlyScoringAverage",2010
74,74,"Woody Austin",93,70.4,1408,20,"TenthTeeEarlyScoringAverage",2010
74,74,"Cliff Kresge",50,70.4,352,5,"TenthTeeEarlyScoringAverage",2010
76,76,"James Driscoll",78,70.41,1197,17,"TenthTeeEarlyScoringAverage",2010
76,76,"Rod Pampling",77,70.41,1197,17,"TenthTeeEarlyScoringAverage",2010
78,78,"Skip Kendall",58,70.42,845,12,"TenthTeeEarlyScoringAverage",2010
79,79,"Blake Adams",84,70.43,986,14,"TenthTeeEarlyScoringAverage",2010
80,80,"Brendon de Jonge",114,70.44,1268,18,"TenthTeeEarlyScoringAverage",2010
80,80,"Scott Verplank",74,70.44,634,9,"TenthTeeEarlyScoringAverage",2010
80,80,"Bubba Watson",77,70.44,1268,18,"TenthTeeEarlyScoringAverage",2010
83,83,"Kevin Stadler",86,70.45,775,11,"TenthTeeEarlyScoringAverage",2010
84,84,"Stewart Cink",84,70.46,916,13,"TenthTeeEarlyScoringAverage",2010
85,85,"Bryce Molder",84,70.47,1198,17,"TenthTeeEarlyScoringAverage",2010
86,86,"Chris DiMarco",88,70.5,705,10,"TenthTeeEarlyScoringAverage",2010
86,86,"Charlie Wi",95,70.5,1410,20,"TenthTeeEarlyScoringAverage",2010
88,88,"Jarrod Lyle",54,70.54,917,13,"TenthTeeEarlyScoringAverage",2010
89,89,"Joe Durant",67,70.55,776,11,"TenthTeeEarlyScoringAverage",2010
90,90,"Ricky Barnes",103,70.56,1129,16,"TenthTeeEarlyScoringAverage",2010
90,90,"Alex Cejka",81,70.56,1270,18,"TenthTeeEarlyScoringAverage",2010
92,92,"Brian Davis",101,70.57,1976,28,"TenthTeeEarlyScoringAverage",2010
92,92,"Kevin Na",94,70.57,988,14,"TenthTeeEarlyScoringAverage",2010
94,94,"Sean OHair",84,70.58,847,12,"TenthTeeEarlyScoringAverage",2010
95,95,"John Merrick",109,70.6,1765,25,"TenthTeeEarlyScoringAverage",2010
96,96,"KJ Choi",82,70.62,918,13,"TenthTeeEarlyScoringAverage",2010
96,96,"Rickie Fowler",98,70.62,1483,21,"TenthTeeEarlyScoringAverage",2010
98,98,"Scott McCarron",90,70.63,1130,16,"TenthTeeEarlyScoringAverage",2010
98,98,"Joe Ogilvie",99,70.63,1695,24,"TenthTeeEarlyScoringAverage",2010
98,98,"Chris Tidland",77,70.63,1130,16,"TenthTeeEarlyScoringAverage",2010
101,101,"Lee Janzen",77,70.64,989,14,"TenthTeeEarlyScoringAverage",2010
101,101,"Hunter Mahan",85,70.64,989,14,"TenthTeeEarlyScoringAverage",2010
103,103,"Henrik Bjornstad",72,70.65,1201,17,"TenthTeeEarlyScoringAverage",2010
103,103,"Richard Johnson",90,70.65,1201,17,"TenthTeeEarlyScoringAverage",2010
105,105,"Tim Herron",79,70.67,848,12,"TenthTeeEarlyScoringAverage",2010
105,105,"Jerry Kelly",99,70.67,1272,18,"TenthTeeEarlyScoringAverage",2010
105,105,"Chris Riley",73,70.67,848,12,"TenthTeeEarlyScoringAverage",2010
108,108,"Brandt Snedeker",89,70.69,1131,16,"TenthTeeEarlyScoringAverage",2010
108,108,"Boo Weekley",88,70.69,1131,16,"TenthTeeEarlyScoringAverage",2010
110,110,"Brett Quigley",96,70.7,1626,23,"TenthTeeEarlyScoringAverage",2010
111,111,"Shaun Micheel",70,70.73,778,11,"TenthTeeEarlyScoringAverage",2010
112,112,"Derek Lamely",81,70.78,1628,23,"TenthTeeEarlyScoringAverage",2010
113,113,"Kenny Perry",69,70.8,708,10,"TenthTeeEarlyScoringAverage",2010
114,114,"Jonathan Byrd",85,70.82,1204,17,"TenthTeeEarlyScoringAverage",2010
115,115,"Kevin Streelman",90,70.83,1275,18,"TenthTeeEarlyScoringAverage",2010
116,116,"Marc Leishman",87,70.85,1417,20,"TenthTeeEarlyScoringAverage",2010
117,117,"Matt Jones",89,70.87,1063,15,"TenthTeeEarlyScoringAverage",2010
118,118,"Trevor Immelman",55,70.88,567,8,"TenthTeeEarlyScoringAverage",2010
119,119,"Chris Couch",66,70.89,638,9,"TenthTeeEarlyScoringAverage",2010
120,120,"Heath Slocum",97,70.9,1418,20,"TenthTeeEarlyScoringAverage",2010
120,120,"Cameron Tringale",55,70.9,709,10,"TenthTeeEarlyScoringAverage",2010
122,122,"John Daly",63,70.92,922,13,"TenthTeeEarlyScoringAverage",2010
122,122,"Jason Dufner",87,70.92,922,13,"TenthTeeEarlyScoringAverage",2010
122,122,"Bill Haas",87,70.92,851,12,"TenthTeeEarlyScoringAverage",2010
125,125,"Josh Teater",101,70.95,1490,21,"TenthTeeEarlyScoringAverage",2010
126,126,"Mathias Gronberg",61,71,994,14,"TenthTeeEarlyScoringAverage",2010
126,126,"Michael Letzig",84,71,1065,15,"TenthTeeEarlyScoringAverage",2010
126,126,"Jeev Milkha Singh",59,71,923,13,"TenthTeeEarlyScoringAverage",2010
129,129,"DA Points",90,71.05,1350,19,"TenthTeeEarlyScoringAverage",2010
130,130,"Troy Matteson",84,71.06,1137,16,"TenthTeeEarlyScoringAverage",2010
131,131,"John Mallinger",78,71.07,1066,15,"TenthTeeEarlyScoringAverage",2010
131,131,"Steve Wheatcroft",74,71.07,1066,15,"TenthTeeEarlyScoringAverage",2010
133,133,"Rory Sabbatini",79,71.08,924,13,"TenthTeeEarlyScoringAverage",2010
133,133,"Vaughn Taylor",87,71.08,853,12,"TenthTeeEarlyScoringAverage",2010
135,135,"Chris Stroud",90,71.11,1280,18,"TenthTeeEarlyScoringAverage",2010
136,136,"Stuart Appleby",101,71.12,1209,17,"TenthTeeEarlyScoringAverage",2010
137,137,"Jason Bohn",84,71.14,996,14,"TenthTeeEarlyScoringAverage",2010
137,137,"YE Yang",72,71.14,498,7,"TenthTeeEarlyScoringAverage",2010
139,139,"Bob Estes",79,71.15,925,13,"TenthTeeEarlyScoringAverage",2010
140,140,"Tom Gillis",97,71.17,854,12,"TenthTeeEarlyScoringAverage",2010
141,141,"Mathew Goggin",85,71.18,1210,17,"TenthTeeEarlyScoringAverage",2010
141,141,"Dean Wilson",54,71.18,783,11,"TenthTeeEarlyScoringAverage",2010
143,143,"Roland Thatcher",72,71.2,712,10,"TenthTeeEarlyScoringAverage",2010
144,144,"Steve Flesch",78,71.21,997,14,"TenthTeeEarlyScoringAverage",2010
144,144,"Nathan Green",86,71.21,997,14,"TenthTeeEarlyScoringAverage",2010
144,144,"Roger Tambellini",77,71.21,997,14,"TenthTeeEarlyScoringAverage",2010
147,147,"Omar Uresti",74,71.29,998,14,"TenthTeeEarlyScoringAverage",2010
148,148,"Robert Garrigus",71,71.31,927,13,"TenthTeeEarlyScoringAverage",2010
148,148,"JJ Henry",92,71.31,927,13,"TenthTeeEarlyScoringAverage",2010
150,150,"Retief Goosen",75,71.33,642,9,"TenthTeeEarlyScoringAverage",2010
151,151,"Tim Petrovic",105,71.35,1213,17,"TenthTeeEarlyScoringAverage",2010
152,152,"Scott Piercy",88,71.4,1071,15,"TenthTeeEarlyScoringAverage",2010
153,153,"Brenden Pappas",66,71.44,643,9,"TenthTeeEarlyScoringAverage",2010
154,154,"Ted Purdy",86,71.46,1858,26,"TenthTeeEarlyScoringAverage",2010
155,155,"John Rollins",81,71.47,1072,15,"TenthTeeEarlyScoringAverage",2010
156,156,"Matt Bettencourt",91,71.53,1359,19,"TenthTeeEarlyScoringAverage",2010
157,157,"Ben Crane",85,71.55,787,11,"TenthTeeEarlyScoringAverage",2010
158,158,"Bill Lunde",79,71.6,1432,20,"TenthTeeEarlyScoringAverage",2010
159,159,"George McNeill",79,71.63,1361,19,"TenthTeeEarlyScoringAverage",2010
160,160,"Martin Flores",75,71.65,1433,20,"TenthTeeEarlyScoringAverage",2010
161,161,"Billy Mayfair",78,71.67,860,12,"TenthTeeEarlyScoringAverage",2010
161,161,"Rocco Mediate",71,71.67,1075,15,"TenthTeeEarlyScoringAverage",2010
161,161,"Geoff Ogilvy",62,71.67,645,9,"TenthTeeEarlyScoringAverage",2010
161,161,"Ian Poulter",55,71.67,645,9,"TenthTeeEarlyScoringAverage",2010
165,165,"Cameron Beckman",68,71.7,717,10,"TenthTeeEarlyScoringAverage",2010
166,166,"Jeff Maggert",76,71.72,1291,18,"TenthTeeEarlyScoringAverage",2010
167,167,"David Duval",71,71.75,1148,16,"TenthTeeEarlyScoringAverage",2010
168,168,"Vance Veazey",58,71.8,1077,15,"TenthTeeEarlyScoringAverage",2010
169,169,"Brian Stuard",81,71.81,1149,16,"TenthTeeEarlyScoringAverage",2010
170,170,"Michael Sim",64,71.86,503,7,"TenthTeeEarlyScoringAverage",2010
171,171,"Jeff Gove",57,71.87,1078,15,"TenthTeeEarlyScoringAverage",2010
172,172,"Garth Mulroy",53,71.92,863,12,"TenthTeeEarlyScoringAverage",2010
173,173,"Nicholas Thompson",88,72,1656,23,"TenthTeeEarlyScoringAverage",2010
173,173,"Nick Watney",91,72,936,13,"TenthTeeEarlyScoringAverage",2010
173,173,"Chris Wilson",65,72,864,12,"TenthTeeEarlyScoringAverage",2010
176,176,"Angel Cabrera",64,72.25,867,12,"TenthTeeEarlyScoringAverage",2010
176,176,"Sergio Garcia",58,72.25,867,12,"TenthTeeEarlyScoringAverage",2010
176,176,"Greg Kraft",52,72.25,867,12,"TenthTeeEarlyScoringAverage",2010
179,179,"Craig Bowden",56,72.29,1229,17,"TenthTeeEarlyScoringAverage",2010
179,179,"Daniel Chopra",74,72.29,1229,17,"TenthTeeEarlyScoringAverage",2010
181,181,"James Nitties",92,72.31,1157,16,"TenthTeeEarlyScoringAverage",2010
182,182,"Kris Blanks",91,72.33,1085,15,"TenthTeeEarlyScoringAverage",2010
183,183,"Rich Barcelo",70,72.43,1014,14,"TenthTeeEarlyScoringAverage",2010
184,184,"Jerod Turner",54,72.64,799,11,"TenthTeeEarlyScoringAverage",2010
185,185,"Steve Lowery",67,72.72,1309,18,"TenthTeeEarlyScoringAverage",2010
186,186,"Brad Faxon",58,72.82,1238,17,"TenthTeeEarlyScoringAverage",2010
187,187,"Greg Owen",69,72.93,1021,14,"TenthTeeEarlyScoringAverage",2010
187,187,"Johnson Wagner",85,72.93,1021,14,"TenthTeeEarlyScoringAverage",2010
189,189,"Andrew McLardy",52,73,730,10,"TenthTeeEarlyScoringAverage",2010
190,190,"David Lutterus",69,73.19,1171,16,"TenthTeeEarlyScoringAverage",2010
191,191,"Kevin Johnson",62,73.36,807,11,"TenthTeeEarlyScoringAverage",2010
192,192,"Justin Bolli",55,74.7,747,10,"TenthTeeEarlyScoringAverage",2010
