"Approaches100yardsRghRTP_RANKTHISWEEK_2010","Approaches100yardsRghRTP_RANKLASTWEEK_2010","Approaches100yardsRghRTP_PLAYERNAME_2010","Approaches100yardsRghRTP_ROUNDS_2010","Approaches100yardsRghRTP_AVGRTP_2010","stat_name","year"
1,1,"Bubba Watson",77,-0.059,"Approaches100yardsRghRTP",2010
2,2,"Brett Wetterich",54,-0.028,"Approaches100yardsRghRTP",2010
3,3,"Justin Rose",78,-0.019,"Approaches100yardsRghRTP",2010
4,4,"Steve Stricker",73,0.006,"Approaches100yardsRghRTP",2010
5,5,"Luke Donald",71,0.011,"Approaches100yardsRghRTP",2010
6,6,"Jonathan Byrd",85,0.012,"Approaches100yardsRghRTP",2010
6,6,"Charles Howell III",103,0.012,"Approaches100yardsRghRTP",2010
6,6,"Geoff Ogilvy",62,0.012,"Approaches100yardsRghRTP",2010
9,9,"Paul Casey",64,0.014,"Approaches100yardsRghRTP",2010
10,10,"Angel Cabrera",64,0.015,"Approaches100yardsRghRTP",2010
10,10,"Ernie Els",72,0.015,"Approaches100yardsRghRTP",2010
12,12,"Graham DeLaet",88,0.017,"Approaches100yardsRghRTP",2010
13,13,"Rory McIlroy",54,0.022,"Approaches100yardsRghRTP",2010
14,14,"Nick Watney",91,0.023,"Approaches100yardsRghRTP",2010
15,15,"Stewart Cink",84,0.025,"Approaches100yardsRghRTP",2010
16,16,"Justin Leonard",89,0.027,"Approaches100yardsRghRTP",2010
17,17,"Retief Goosen",75,0.033,"Approaches100yardsRghRTP",2010
18,18,"John Daly",63,0.034,"Approaches100yardsRghRTP",2010
19,19,"Chris Couch",66,0.036,"Approaches100yardsRghRTP",2010
20,20,"KJ Choi",82,0.037,"Approaches100yardsRghRTP",2010
20,20,"Padraig Harrington",57,0.037,"Approaches100yardsRghRTP",2010
22,22,"Webb Simpson",98,0.039,"Approaches100yardsRghRTP",2010
23,23,"Chris DiMarco",88,0.04,"Approaches100yardsRghRTP",2010
