"OnePuttPercentageRound2_RANKTHISWEEK_2013","OnePuttPercentageRound2_RANKLASTWEEK_2013","OnePuttPercentageRound2_PLAYERNAME_2013","OnePuttPercentageRound2__2013","OnePuttPercentageRound2_Pct_2013","OnePuttPercentageRound2_OF1PUTTS_2013","OnePuttPercentageRound2_OFHOLES_2013","stat_name","year"
1,1,"Chris Kirk",NA,47.92,207,432,"OnePuttPercentageRound2",2013
2,2,"Stephen Ames",NA,47.22,153,324,"OnePuttPercentageRound2",2013
2,2,"Rory McIlroy",NA,47.22,119,252,"OnePuttPercentageRound2",2013
4,4,"Tiger Woods",NA,46.3,125,270,"OnePuttPercentageRound2",2013
5,5,"Charlie Wi",NA,45.71,181,396,"OnePuttPercentageRound2",2013
6,6,"Phil Mickelson",NA,45.5,172,378,"OnePuttPercentageRound2",2013
7,7,"Aaron Baddeley",NA,44.93,186,414,"OnePuttPercentageRound2",2013
8,8,"Steve Stricker",NA,44.91,97,216,"OnePuttPercentageRound2",2013
9,9,"Bob Estes",NA,44.75,145,324,"OnePuttPercentageRound2",2013
10,10,"Brian Gay",NA,44.69,185,414,"OnePuttPercentageRound2",2013
11,11,"Greg Chalmers",NA,44.44,184,414,"OnePuttPercentageRound2",2013
11,11,"Harris English",NA,44.44,208,468,"OnePuttPercentageRound2",2013
11,11,"Bryce Molder",NA,44.44,184,414,"OnePuttPercentageRound2",2013
14,14,"Tom Gillis",NA,44.18,167,378,"OnePuttPercentageRound2",2013
14,14,"Mike Weir",NA,44.18,167,378,"OnePuttPercentageRound2",2013
16,16,"Brendon de Jonge",NA,44.07,238,540,"OnePuttPercentageRound2",2013
16,16,"Tim Herron",NA,44.07,119,270,"OnePuttPercentageRound2",2013
18,18,"Brandt Snedeker",NA,43.96,182,414,"OnePuttPercentageRound2",2013
19,19,"David Lynn",NA,43.92,166,378,"OnePuttPercentageRound2",2013
20,20,"Sangmoon Bae",NA,43.78,197,450,"OnePuttPercentageRound2",2013
21,21,"Erik Compton",NA,43.72,181,414,"OnePuttPercentageRound2",2013
22,22,"Darron Stiles",NA,43.57,149,342,"OnePuttPercentageRound2",2013
23,23,"Patrick Reed",NA,43.38,203,468,"OnePuttPercentageRound2",2013
24,24,"Cameron Percy",NA,43.27,148,342,"OnePuttPercentageRound2",2013
25,25,"David Lingmerth",NA,43.18,171,396,"OnePuttPercentageRound2",2013
26,26,"David Hearn",NA,43.16,202,468,"OnePuttPercentageRound2",2013
27,27,"KJ Choi",NA,43,178,414,"OnePuttPercentageRound2",2013
28,28,"Luke List",NA,42.86,162,378,"OnePuttPercentageRound2",2013
29,29,"Jason Kokrak",NA,42.82,185,432,"OnePuttPercentageRound2",2013
30,30,"DH Lee",NA,42.78,154,360,"OnePuttPercentageRound2",2013
31,31,"Charl Schwartzel",NA,42.59,138,324,"OnePuttPercentageRound2",2013
32,32,"Jonas Blixt",NA,42.36,183,432,"OnePuttPercentageRound2",2013
33,33,"Jason Day",NA,42.22,152,360,"OnePuttPercentageRound2",2013
34,34,"Luke Guthrie",NA,41.98,204,486,"OnePuttPercentageRound2",2013
35,35,"Andres Romero",NA,41.94,151,360,"OnePuttPercentageRound2",2013
36,36,"Ben Crane",NA,41.81,143,342,"OnePuttPercentageRound2",2013
37,37,"Chez Reavie",NA,41.67,165,396,"OnePuttPercentageRound2",2013
38,38,"Colt Knost",NA,41.55,172,414,"OnePuttPercentageRound2",2013
39,39,"Doug LaBelle II",NA,41.53,157,378,"OnePuttPercentageRound2",2013
40,40,"Padraig Harrington",NA,41.48,112,270,"OnePuttPercentageRound2",2013
41,41,"Scott Langley",NA,41.45,194,468,"OnePuttPercentageRound2",2013
42,42,"Justin Bolli",NA,41.41,164,396,"OnePuttPercentageRound2",2013
42,42,"Jeff Overton",NA,41.41,164,396,"OnePuttPercentageRound2",2013
44,44,"Steven Bowditch",NA,41.27,156,378,"OnePuttPercentageRound2",2013
45,45,"Charles Howell III",NA,41.2,178,432,"OnePuttPercentageRound2",2013
45,45,"Justin Leonard",NA,41.2,178,432,"OnePuttPercentageRound2",2013
47,47,"Matt Kuchar",NA,41.16,163,396,"OnePuttPercentageRound2",2013
48,48,"Brian Harman",NA,41.07,207,504,"OnePuttPercentageRound2",2013
49,49,"Aaron Watkins",NA,41.05,133,324,"OnePuttPercentageRound2",2013
50,50,"Tim Clark",NA,40.94,140,342,"OnePuttPercentageRound2",2013
51,51,"Ryan Palmer",NA,40.91,162,396,"OnePuttPercentageRound2",2013
52,52,"Chris Stroud",NA,40.89,184,450,"OnePuttPercentageRound2",2013
53,53,"Pat Perez",NA,40.83,147,360,"OnePuttPercentageRound2",2013
54,54,"Casey Wittenberg",NA,40.81,191,468,"OnePuttPercentageRound2",2013
55,55,"Gary Woodland",NA,40.74,176,432,"OnePuttPercentageRound2",2013
56,56,"Martin Flores",NA,40.67,183,450,"OnePuttPercentageRound2",2013
57,57,"Scott Gardiner",NA,40.66,161,396,"OnePuttPercentageRound2",2013
58,58,"George McNeill",NA,40.64,139,342,"OnePuttPercentageRound2",2013
58,58,"Jin Park",NA,40.64,139,342,"OnePuttPercentageRound2",2013
60,60,"Robert Karlsson",NA,40.52,124,306,"OnePuttPercentageRound2",2013
61,61,"Bill Haas",NA,40.51,175,432,"OnePuttPercentageRound2",2013
62,62,"Rickie Fowler",NA,40.48,153,378,"OnePuttPercentageRound2",2013
63,63,"James Driscoll",NA,40.4,160,396,"OnePuttPercentageRound2",2013
64,64,"Brad Fritsch",NA,40.34,167,414,"OnePuttPercentageRound2",2013
64,64,"Scott Piercy",NA,40.34,167,414,"OnePuttPercentageRound2",2013
64,64,"Jordan Spieth",NA,40.34,167,414,"OnePuttPercentageRound2",2013
67,67,"Stuart Appleby",NA,40.28,174,432,"OnePuttPercentageRound2",2013
67,67,"Keegan Bradley",NA,40.28,174,432,"OnePuttPercentageRound2",2013
67,67,"Hunter Mahan",NA,40.28,174,432,"OnePuttPercentageRound2",2013
70,70,"Ernie Els",NA,40.12,130,324,"OnePuttPercentageRound2",2013
70,70,"Freddie Jacobson",NA,40.12,130,324,"OnePuttPercentageRound2",2013
72,72,"Charley Hoffman",NA,40.1,166,414,"OnePuttPercentageRound2",2013
73,73,"Tommy Gainey",NA,40.08,202,504,"OnePuttPercentageRound2",2013
74,74,"William McGirt",NA,40.05,173,432,"OnePuttPercentageRound2",2013
75,75,"Morgan Hoffmann",NA,40,144,360,"OnePuttPercentageRound2",2013
76,76,"Scott Stallings",NA,39.92,194,486,"OnePuttPercentageRound2",2013
77,77,"Lee Westwood",NA,39.87,122,306,"OnePuttPercentageRound2",2013
78,78,"Shawn Stefani",NA,39.72,143,360,"OnePuttPercentageRound2",2013
79,79,"Brian Davis",NA,39.71,193,486,"OnePuttPercentageRound2",2013
80,80,"Vaughn Taylor",NA,39.68,100,252,"OnePuttPercentageRound2",2013
80,80,"David Toms",NA,39.68,100,252,"OnePuttPercentageRound2",2013
82,82,"Robert Allenby",NA,39.65,157,396,"OnePuttPercentageRound2",2013
83,83,"Luke Donald",NA,39.58,114,288,"OnePuttPercentageRound2",2013
83,83,"Jimmy Walker",NA,39.58,171,432,"OnePuttPercentageRound2",2013
85,85,"Rory Sabbatini",NA,39.56,178,450,"OnePuttPercentageRound2",2013
86,86,"Steve LeBrun",NA,39.44,142,360,"OnePuttPercentageRound2",2013
87,87,"Jason Dufner",NA,39.42,149,378,"OnePuttPercentageRound2",2013
87,87,"Ted Potter Jr",NA,39.42,149,378,"OnePuttPercentageRound2",2013
89,89,"Fabian Gomez",NA,39.39,156,396,"OnePuttPercentageRound2",2013
90,90,"Greg Owen",NA,39.37,163,414,"OnePuttPercentageRound2",2013
91,91,"Kevin Streelman",NA,39.33,177,450,"OnePuttPercentageRound2",2013
92,92,"John Huh",NA,39.29,198,504,"OnePuttPercentageRound2",2013
93,93,"John Merrick",NA,39.13,162,414,"OnePuttPercentageRound2",2013
94,94,"Ben Kohles",NA,39.12,169,432,"OnePuttPercentageRound2",2013
95,95,"James Hahn",NA,39.11,176,450,"OnePuttPercentageRound2",2013
96,96,"Bud Cauley",NA,38.89,154,396,"OnePuttPercentageRound2",2013
