"3PuttAvoidance1520_RANKTHISWEEK_2010","3PuttAvoidance1520_RANKLASTWEEK_2010","3PuttAvoidance1520_PLAYERNAME_2010","3PuttAvoidance1520_ROUNDS_2010","3PuttAvoidance1520_Pct_2010","3PuttAvoidance1520_TOTAL3PUTTS_2010","3PuttAvoidance1520_ATTEMPTS_2010","3PuttAvoidance1520_2PUTTORBETTERPct_2010","stat_name","year"
1,1,"Michael Bradley",77,0,NA,122,100,"3PuttAvoidance1520",2010
1,1,"Chad Campbell",95,0,NA,165,100,"3PuttAvoidance1520",2010
1,1,"KJ Choi",82,0,NA,103,100,"3PuttAvoidance1520",2010
1,1,"Chris Couch",66,0,NA,117,100,"3PuttAvoidance1520",2010
1,1,"Ben Crane",85,0,NA,114,100,"3PuttAvoidance1520",2010
1,1,"Ben Curtis",78,0,NA,130,100,"3PuttAvoidance1520",2010
1,1,"Steve Elkington",74,0,NA,104,100,"3PuttAvoidance1520",2010
1,1,"Ernie Els",72,0,NA,91,100,"3PuttAvoidance1520",2010
1,1,"Matt Every",60,0,NA,103,100,"3PuttAvoidance1520",2010
1,1,"Jim Furyk",76,0,NA,103,100,"3PuttAvoidance1520",2010
1,1,"Brian Gay",101,0,NA,157,100,"3PuttAvoidance1520",2010
1,1,"Retief Goosen",75,0,NA,114,100,"3PuttAvoidance1520",2010
1,1,"Padraig Harrington",57,0,NA,80,100,"3PuttAvoidance1520",2010
1,1,"JJ Henry",92,0,NA,157,100,"3PuttAvoidance1520",2010
1,1,"Ryuji Imada",90,0,NA,153,100,"3PuttAvoidance1520",2010
1,1,"Freddie Jacobson",83,0,NA,154,100,"3PuttAvoidance1520",2010
1,1,"Kevin Johnson",62,0,NA,104,100,"3PuttAvoidance1520",2010
1,1,"Zach Johnson",93,0,NA,136,100,"3PuttAvoidance1520",2010
1,1,"Matt Jones",89,0,NA,132,100,"3PuttAvoidance1520",2010
1,1,"Justin Leonard",89,0,NA,156,100,"3PuttAvoidance1520",2010
1,1,"Spencer Levin",110,0,NA,202,100,"3PuttAvoidance1520",2010
1,1,"Scott McCarron",90,0,NA,155,100,"3PuttAvoidance1520",2010
1,1,"Andrew McLardy",52,0,NA,93,100,"3PuttAvoidance1520",2010
1,1,"Rocco Mediate",71,0,NA,127,100,"3PuttAvoidance1520",2010
1,1,"John Merrick",109,0,NA,195,100,"3PuttAvoidance1520",2010
1,1,"Geoff Ogilvy",62,0,NA,102,100,"3PuttAvoidance1520",2010
1,1,"Rod Pampling",77,0,NA,148,100,"3PuttAvoidance1520",2010
1,1,"Carl Pettersson",99,0,NA,161,100,"3PuttAvoidance1520",2010
