"ApproachesLeftRoughRTPScore_RANKTHISWEEK_2016","ApproachesLeftRoughRTPScore_RANKLASTWEEK_2016","ApproachesLeftRoughRTPScore_PLAYERNAME_2016","ApproachesLeftRoughRTPScore_ROUNDS_2016","ApproachesLeftRoughRTPScore_AVGRTP_2016","stat_name","year"
1,1,"Branden Grace",31,-0.233,"ApproachesLeftRoughRTPScore",2016
2,2,"Sergio Garcia",28,-0.207,"ApproachesLeftRoughRTPScore",2016
3,5,"Brooks Koepka",39,-0.127,"ApproachesLeftRoughRTPScore",2016
4,16,"David Toms",38,-0.121,"ApproachesLeftRoughRTPScore",2016
5,4,"Gary Woodland",45,-0.104,"ApproachesLeftRoughRTPScore",2016
6,6,"Tony Finau",49,-0.089,"ApproachesLeftRoughRTPScore",2016
7,8,"Andres Romero",22,-0.087,"ApproachesLeftRoughRTPScore",2016
8,9,"Bubba Watson",30,-0.086,"ApproachesLeftRoughRTPScore",2016
9,7,"Thomas Aiken",42,-0.083,"ApproachesLeftRoughRTPScore",2016
10,10,"Smylie Kaufman",57,-0.08,"ApproachesLeftRoughRTPScore",2016
11,3,"Rory McIlroy",37,-0.079,"ApproachesLeftRoughRTPScore",2016
12,15,"Rickie Fowler",42,-0.07,"ApproachesLeftRoughRTPScore",2016
13,17,"Ken Duke",26,-0.031,"ApproachesLeftRoughRTPScore",2016
14,11,"Brian Stuard",24,-0.027,"ApproachesLeftRoughRTPScore",2016
15,21,"Jason Day",36,-0.026,"ApproachesLeftRoughRTPScore",2016
16,22,"Jordan Spieth",34,-0.025,"ApproachesLeftRoughRTPScore",2016
17,23,"Dustin Johnson",37,-0.022,"ApproachesLeftRoughRTPScore",2016
18,26,"Scott Piercy",45,-0.02,"ApproachesLeftRoughRTPScore",2016
18,19,"Adam Scott",39,-0.02,"ApproachesLeftRoughRTPScore",2016
18,55,"Tim Wilkinson",40,-0.02,"ApproachesLeftRoughRTPScore",2016
21,14,"Jhonattan Vegas",49,-0.018,"ApproachesLeftRoughRTPScore",2016
22,28,"Phil Mickelson",37,-0.015,"ApproachesLeftRoughRTPScore",2016
23,13,"Scott Brown",59,-0.014,"ApproachesLeftRoughRTPScore",2016
24,12,"Andrew Loupe",50,-0.011,"ApproachesLeftRoughRTPScore",2016
25,24,"Angel Cabrera",42,0,"ApproachesLeftRoughRTPScore",2016
25,28,"Matthew Fitzpatrick",23,0,"ApproachesLeftRoughRTPScore",2016
25,28,"Andrew Landry",24,0,"ApproachesLeftRoughRTPScore",2016
25,18,"Scott Langley",41,0,"ApproachesLeftRoughRTPScore",2016
25,28,"Marc Leishman",41,0,"ApproachesLeftRoughRTPScore",2016
25,45,"Ben Martin",48,0,"ApproachesLeftRoughRTPScore",2016
25,28,"Louis Oosthuizen",25,0,"ApproachesLeftRoughRTPScore",2016
25,28,"Martin Piller",37,0,"ApproachesLeftRoughRTPScore",2016
25,50,"Scott Pinckney",53,0,"ApproachesLeftRoughRTPScore",2016
25,24,"Scott Stallings",46,0,"ApproachesLeftRoughRTPScore",2016
25,28,"Henrik Stenson",30,0,"ApproachesLeftRoughRTPScore",2016
25,41,"Daniel Summerhays",55,0,"ApproachesLeftRoughRTPScore",2016
37,45,"Carlos Ortiz",47,0.012,"ApproachesLeftRoughRTPScore",2016
38,43,"Ryan Palmer",46,0.014,"ApproachesLeftRoughRTPScore",2016
38,28,"Patrick Rodgers",49,0.014,"ApproachesLeftRoughRTPScore",2016
40,48,"Aaron Baddeley",51,0.016,"ApproachesLeftRoughRTPScore",2016
40,48,"Billy Horschel",45,0.016,"ApproachesLeftRoughRTPScore",2016
42,51,"Kevin Na",52,0.018,"ApproachesLeftRoughRTPScore",2016
43,27,"Jason Kokrak",52,0.023,"ApproachesLeftRoughRTPScore",2016
43,54,"Justin Leonard",28,0.023,"ApproachesLeftRoughRTPScore",2016
45,55,"Jason Dufner",53,0.027,"ApproachesLeftRoughRTPScore",2016
45,58,"Lucas Glover",53,0.027,"ApproachesLeftRoughRTPScore",2016
45,43,"Will Wilcox",47,0.027,"ApproachesLeftRoughRTPScore",2016
48,28,"James Hahn",45,0.029,"ApproachesLeftRoughRTPScore",2016
48,28,"Francesco Molinari",36,0.029,"ApproachesLeftRoughRTPScore",2016
50,58,"Justin Thomas",53,0.03,"ApproachesLeftRoughRTPScore",2016
51,58,"Jimmy Walker",43,0.031,"ApproachesLeftRoughRTPScore",2016
52,75,"Webb Simpson",34,0.033,"ApproachesLeftRoughRTPScore",2016
53,20,"Patrick Reed",53,0.039,"ApproachesLeftRoughRTPScore",2016
53,52,"Mark Wilson",42,0.039,"ApproachesLeftRoughRTPScore",2016
