"TenthTeeEarlyRound1ScoringAverage_RANKTHISWEEK_2014","TenthTeeEarlyRound1ScoringAverage_RANKLASTWEEK_2014","TenthTeeEarlyRound1ScoringAverage_PLAYERNAME_2014","TenthTeeEarlyRound1ScoringAverage__2014","TenthTeeEarlyRound1ScoringAverage_AVG_2014","TenthTeeEarlyRound1ScoringAverage_TOTALSTROKES_2014","TenthTeeEarlyRound1ScoringAverage_TOTALROUNDS_2014","stat_name","year"
1,1,"Hudson Swafford",NA,67,268,4,"TenthTeeEarlyRound1ScoringAverage",2014
2,2,"Bud Cauley",NA,67.67,203,3,"TenthTeeEarlyRound1ScoringAverage",2014
3,3,"Keegan Bradley",NA,68.25,546,8,"TenthTeeEarlyRound1ScoringAverage",2014
4,4,"Ben Curtis",NA,68.6,343,5,"TenthTeeEarlyRound1ScoringAverage",2014
5,5,"Zach Johnson",NA,68.63,549,8,"TenthTeeEarlyRound1ScoringAverage",2014
6,6,"Ryan Moore",NA,68.67,412,6,"TenthTeeEarlyRound1ScoringAverage",2014
7,7,"Jason Dufner",NA,68.75,275,4,"TenthTeeEarlyRound1ScoringAverage",2014
8,8,"Freddie Jacobson",NA,68.8,344,5,"TenthTeeEarlyRound1ScoringAverage",2014
8,8,"Webb Simpson",NA,68.8,344,5,"TenthTeeEarlyRound1ScoringAverage",2014
10,10,"Adam Scott",NA,68.83,413,6,"TenthTeeEarlyRound1ScoringAverage",2014
11,11,"Jason Day",NA,68.86,482,7,"TenthTeeEarlyRound1ScoringAverage",2014
12,12,"Erik Compton",NA,69,621,9,"TenthTeeEarlyRound1ScoringAverage",2014
12,12,"James Driscoll",NA,69,207,3,"TenthTeeEarlyRound1ScoringAverage",2014
12,12,"Sergio Garcia",NA,69,207,3,"TenthTeeEarlyRound1ScoringAverage",2014
12,12,"Charley Hoffman",NA,69,69,1,"TenthTeeEarlyRound1ScoringAverage",2014
12,12,"Dustin Johnson",NA,69,483,7,"TenthTeeEarlyRound1ScoringAverage",2014
12,12,"William McGirt",NA,69,345,5,"TenthTeeEarlyRound1ScoringAverage",2014
12,12,"Michael Thompson",NA,69,138,2,"TenthTeeEarlyRound1ScoringAverage",2014
19,19,"Chris Stroud",NA,69.14,484,7,"TenthTeeEarlyRound1ScoringAverage",2014
20,20,"Heath Slocum",NA,69.2,346,5,"TenthTeeEarlyRound1ScoringAverage",2014
21,21,"Stuart Appleby",NA,69.33,416,6,"TenthTeeEarlyRound1ScoringAverage",2014
21,21,"Greg Chalmers",NA,69.33,624,9,"TenthTeeEarlyRound1ScoringAverage",2014
21,21,"Charles Howell III",NA,69.33,208,3,"TenthTeeEarlyRound1ScoringAverage",2014
24,24,"Scott Brown",NA,69.4,347,5,"TenthTeeEarlyRound1ScoringAverage",2014
25,25,"Jim Furyk",NA,69.43,486,7,"TenthTeeEarlyRound1ScoringAverage",2014
26,26,"Retief Goosen",NA,69.6,348,5,"TenthTeeEarlyRound1ScoringAverage",2014
26,26,"Lee Westwood",NA,69.6,348,5,"TenthTeeEarlyRound1ScoringAverage",2014
28,28,"Jonathan Byrd",NA,69.63,557,8,"TenthTeeEarlyRound1ScoringAverage",2014
29,29,"Jason Kokrak",NA,69.67,209,3,"TenthTeeEarlyRound1ScoringAverage",2014
29,29,"Martin Laird",NA,69.67,209,3,"TenthTeeEarlyRound1ScoringAverage",2014
31,31,"Charl Schwartzel",NA,69.75,279,4,"TenthTeeEarlyRound1ScoringAverage",2014
32,32,"Russell Knox",NA,69.86,489,7,"TenthTeeEarlyRound1ScoringAverage",2014
32,32,"Rory McIlroy",NA,69.86,489,7,"TenthTeeEarlyRound1ScoringAverage",2014
34,34,"Hideki Matsuyama",NA,69.88,559,8,"TenthTeeEarlyRound1ScoringAverage",2014
35,35,"Morgan Hoffmann",NA,69.89,629,9,"TenthTeeEarlyRound1ScoringAverage",2014
36,36,"Aaron Baddeley",NA,70,350,5,"TenthTeeEarlyRound1ScoringAverage",2014
36,36,"Charlie Beljan",NA,70,560,8,"TenthTeeEarlyRound1ScoringAverage",2014
36,36,"Jason Bohn",NA,70,420,6,"TenthTeeEarlyRound1ScoringAverage",2014
36,36,"Stewart Cink",NA,70,420,6,"TenthTeeEarlyRound1ScoringAverage",2014
36,36,"Luke Donald",NA,70,350,5,"TenthTeeEarlyRound1ScoringAverage",2014
36,36,"Brian Gay",NA,70,210,3,"TenthTeeEarlyRound1ScoringAverage",2014
36,36,"Matt Kuchar",NA,70,560,8,"TenthTeeEarlyRound1ScoringAverage",2014
36,36,"David Lingmerth",NA,70,140,2,"TenthTeeEarlyRound1ScoringAverage",2014
36,36,"Will Ma Kenzie",NA,70,420,6,"TenthTeeEarlyRound1ScoringAverage",2014
36,36,"Troy Merritt",NA,70,490,7,"TenthTeeEarlyRound1ScoringAverage",2014
36,36,"Jeff Overton",NA,70,210,3,"TenthTeeEarlyRound1ScoringAverage",2014
36,36,"Michael Putnam",NA,70,770,11,"TenthTeeEarlyRound1ScoringAverage",2014
36,36,"Andrew Svoboda",NA,70,210,3,"TenthTeeEarlyRound1ScoringAverage",2014
36,36,"Kevin Tway",NA,70,280,4,"TenthTeeEarlyRound1ScoringAverage",2014
36,36,"Gary Woodland",NA,70,210,3,"TenthTeeEarlyRound1ScoringAverage",2014
51,51,"Harris English",NA,70.11,631,9,"TenthTeeEarlyRound1ScoringAverage",2014
52,52,"George McNeill",NA,70.13,561,8,"TenthTeeEarlyRound1ScoringAverage",2014
53,53,"Brendan Steele",NA,70.14,491,7,"TenthTeeEarlyRound1ScoringAverage",2014
54,54,"Chad Campbell",NA,70.17,421,6,"TenthTeeEarlyRound1ScoringAverage",2014
54,54,"Tommy Gainey",NA,70.17,421,6,"TenthTeeEarlyRound1ScoringAverage",2014
56,56,"Ernie Els",NA,70.2,351,5,"TenthTeeEarlyRound1ScoringAverage",2014
56,56,"Matt Jones",NA,70.2,351,5,"TenthTeeEarlyRound1ScoringAverage",2014
56,56,"Seung Yul Noh",NA,70.2,351,5,"TenthTeeEarlyRound1ScoringAverage",2014
56,56,"Ian Poulter",NA,70.2,351,5,"TenthTeeEarlyRound1ScoringAverage",2014
56,56,"Jimmy Walker",NA,70.2,702,10,"TenthTeeEarlyRound1ScoringAverage",2014
56,56,"Tim Wilkinson",NA,70.2,351,5,"TenthTeeEarlyRound1ScoringAverage",2014
62,62,"Jordan Spieth",NA,70.23,913,13,"TenthTeeEarlyRound1ScoringAverage",2014
63,63,"Matt Every",NA,70.25,281,4,"TenthTeeEarlyRound1ScoringAverage",2014
64,64,"JJ Henry",NA,70.33,633,9,"TenthTeeEarlyRound1ScoringAverage",2014
65,65,"Derek Ernst",NA,70.4,352,5,"TenthTeeEarlyRound1ScoringAverage",2014
65,65,"Patrick Reed",NA,70.4,704,10,"TenthTeeEarlyRound1ScoringAverage",2014
67,67,"Pat Perez",NA,70.43,493,7,"TenthTeeEarlyRound1ScoringAverage",2014
67,67,"Camilo Villegas",NA,70.43,493,7,"TenthTeeEarlyRound1ScoringAverage",2014
69,69,"Hunter Mahan",NA,70.44,634,9,"TenthTeeEarlyRound1ScoringAverage",2014
70,70,"KJ Choi",NA,70.5,423,6,"TenthTeeEarlyRound1ScoringAverage",2014
70,70,"Brad Fritsch",NA,70.5,282,4,"TenthTeeEarlyRound1ScoringAverage",2014
70,70,"Graeme McDowell",NA,70.5,282,4,"TenthTeeEarlyRound1ScoringAverage",2014
70,70,"John Peterson",NA,70.5,282,4,"TenthTeeEarlyRound1ScoringAverage",2014
70,70,"Justin Rose",NA,70.5,423,6,"TenthTeeEarlyRound1ScoringAverage",2014
70,70,"Kevin Stadler",NA,70.5,282,4,"TenthTeeEarlyRound1ScoringAverage",2014
76,76,"Scott Langley",NA,70.56,635,9,"TenthTeeEarlyRound1ScoringAverage",2014
77,77,"Billy Hurley III",NA,70.57,494,7,"TenthTeeEarlyRound1ScoringAverage",2014
77,77,"Tyrone Van Aswegen",NA,70.57,494,7,"TenthTeeEarlyRound1ScoringAverage",2014
79,79,"Jonas Blixt",NA,70.6,353,5,"TenthTeeEarlyRound1ScoringAverage",2014
79,79,"Graham DeLaet",NA,70.6,353,5,"TenthTeeEarlyRound1ScoringAverage",2014
79,79,"Brian Harman",NA,70.6,353,5,"TenthTeeEarlyRound1ScoringAverage",2014
79,79,"Sean OHair",NA,70.6,353,5,"TenthTeeEarlyRound1ScoringAverage",2014
83,83,"Ryo Ishikawa",NA,70.67,636,9,"TenthTeeEarlyRound1ScoringAverage",2014
83,83,"Scott Stallings",NA,70.67,636,9,"TenthTeeEarlyRound1ScoringAverage",2014
85,85,"Robert Allenby",NA,70.71,495,7,"TenthTeeEarlyRound1ScoringAverage",2014
85,85,"Luke Guthrie",NA,70.71,495,7,"TenthTeeEarlyRound1ScoringAverage",2014
87,87,"Sangmoon Bae",NA,70.75,283,4,"TenthTeeEarlyRound1ScoringAverage",2014
87,87,"Nick Watney",NA,70.75,283,4,"TenthTeeEarlyRound1ScoringAverage",2014
89,89,"Gonzalo Fdez Castano",NA,70.8,354,5,"TenthTeeEarlyRound1ScoringAverage",2014
89,89,"Rory Sabbatini",NA,70.8,354,5,"TenthTeeEarlyRound1ScoringAverage",2014
89,89,"Bubba Watson",NA,70.8,354,5,"TenthTeeEarlyRound1ScoringAverage",2014
92,92,"Bill Haas",NA,70.83,425,6,"TenthTeeEarlyRound1ScoringAverage",2014
92,92,"Andrew Loupe",NA,70.83,425,6,"TenthTeeEarlyRound1ScoringAverage",2014
94,94,"Kevin Chappell",NA,70.86,496,7,"TenthTeeEarlyRound1ScoringAverage",2014
95,95,"Ben Crane",NA,70.88,567,8,"TenthTeeEarlyRound1ScoringAverage",2014
96,96,"Trevor Immelman",NA,70.89,638,9,"TenthTeeEarlyRound1ScoringAverage",2014
97,97,"Paul Casey",NA,71,71,1,"TenthTeeEarlyRound1ScoringAverage",2014
97,97,"Ken Duke",NA,71,284,4,"TenthTeeEarlyRound1ScoringAverage",2014
97,97,"Justin Hicks",NA,71,71,1,"TenthTeeEarlyRound1ScoringAverage",2014
97,97,"Justin Leonard",NA,71,426,6,"TenthTeeEarlyRound1ScoringAverage",2014
97,97,"Spencer Levin",NA,71,426,6,"TenthTeeEarlyRound1ScoringAverage",2014
97,97,"Wes Roach",NA,71,426,6,"TenthTeeEarlyRound1ScoringAverage",2014
97,97,"Robert Streb",NA,71,213,3,"TenthTeeEarlyRound1ScoringAverage",2014
97,97,"Brian Stuard",NA,71,426,6,"TenthTeeEarlyRound1ScoringAverage",2014
97,97,"Cameron Tringale",NA,71,355,5,"TenthTeeEarlyRound1ScoringAverage",2014
97,97,"Will Wilcox",NA,71,142,2,"TenthTeeEarlyRound1ScoringAverage",2014
107,107,"Phil Mickelson",NA,71.1,711,10,"TenthTeeEarlyRound1ScoringAverage",2014
108,108,"Brandt Snedeker",NA,71.13,569,8,"TenthTeeEarlyRound1ScoringAverage",2014
109,109,"Andres Romero",NA,71.14,498,7,"TenthTeeEarlyRound1ScoringAverage",2014
110,110,"David Hearn",NA,71.17,427,6,"TenthTeeEarlyRound1ScoringAverage",2014
110,110,"John Rollins",NA,71.17,427,6,"TenthTeeEarlyRound1ScoringAverage",2014
112,112,"Ricky Barnes",NA,71.25,570,8,"TenthTeeEarlyRound1ScoringAverage",2014
113,113,"Chad Collins",NA,71.29,499,7,"TenthTeeEarlyRound1ScoringAverage",2014
114,114,"Martin Flores",NA,71.33,428,6,"TenthTeeEarlyRound1ScoringAverage",2014
114,114,"Robert Garrigus",NA,71.33,642,9,"TenthTeeEarlyRound1ScoringAverage",2014
114,114,"JB Holmes",NA,71.33,428,6,"TenthTeeEarlyRound1ScoringAverage",2014
114,114,"Brooks Koepka",NA,71.33,214,3,"TenthTeeEarlyRound1ScoringAverage",2014
118,118,"Jerry Kelly",NA,71.4,357,5,"TenthTeeEarlyRound1ScoringAverage",2014
118,118,"Chris Kirk",NA,71.4,357,5,"TenthTeeEarlyRound1ScoringAverage",2014
120,120,"Brendon de Jonge",NA,71.43,500,7,"TenthTeeEarlyRound1ScoringAverage",2014
120,120,"Danny Lee",NA,71.43,500,7,"TenthTeeEarlyRound1ScoringAverage",2014
120,120,"Kevin Na",NA,71.43,500,7,"TenthTeeEarlyRound1ScoringAverage",2014
123,123,"Tim Clark",NA,71.5,143,2,"TenthTeeEarlyRound1ScoringAverage",2014
123,123,"Brice Garnett",NA,71.5,286,4,"TenthTeeEarlyRound1ScoringAverage",2014
123,123,"Lucas Glover",NA,71.5,572,8,"TenthTeeEarlyRound1ScoringAverage",2014
123,123,"Brendon Todd",NA,71.5,572,8,"TenthTeeEarlyRound1ScoringAverage",2014
123,123,"Bo Van Pelt",NA,71.5,143,2,"TenthTeeEarlyRound1ScoringAverage",2014
123,123,"Charlie Wi",NA,71.5,429,6,"TenthTeeEarlyRound1ScoringAverage",2014
