"Par3Performance_RANKTHISWEEK_2015","Par3Performance_RANKLASTWEEK_2015","Par3Performance_PLAYERNAME_2015","Par3Performance_ROUNDS_2015","Par3Performance_STATUS_2015","Par3Performance_PAR3AVG_2015","Par3Performance_TOTALPAR_2015","stat_name","year"
1,1,"Jason Day",75,-16,2.94,831,"Par3Performance",2015
2,2,"Robert Streb",110,-14,2.97,1284,"Par3Performance",2015
3,3,"Danny Lee",120,-13,2.97,1458,"Par3Performance",2015
4,4,"Jerry Kelly",79,-9,2.97,966,"Par3Performance",2015
4,4,"Johnson Wagner",68,-9,2.97,822,"Par3Performance",2015
6,6,"Webb Simpson",81,-7,2.98,918,"Par3Performance",2015
6,6,"Chris Stroud",84,-7,2.98,1014,"Par3Performance",2015
6,6,"Will Wilcox",58,-7,2.97,672,"Par3Performance",2015
9,9,"Byron Smith",59,-6,2.97,669,"Par3Performance",2015
10,10,"Billy Hurley III",83,-5,2.98,975,"Par3Performance",2015
11,11,"Graham DeLaet",65,-4,2.98,774,"Par3Performance",2015
11,11,"Bubba Watson",71,-4,2.98,792,"Par3Performance",2015
13,13,"Aaron Baddeley",76,-3,2.99,894,"Par3Performance",2015
13,13,"Chad Campbell",97,-3,2.99,1182,"Par3Performance",2015
13,13,"Tyrone Van Aswegen",58,-3,2.99,657,"Par3Performance",2015
16,16,"Scott Piercy",90,-2,2.99,1086,"Par3Performance",2015
16,16,"Jordan Spieth",91,-2,2.99,1056,"Par3Performance",2015
18,18,"Jonathan Byrd",69,-1,3,798,"Par3Performance",2015
18,18,"Whee Kim",71,-1,3,840,"Par3Performance",2015
18,18,"David Toms",62,-1,3,708,"Par3Performance",2015
21,21,"Steven Alker",62,0,3,732,"Par3Performance",2015
21,21,"Rickie Fowler",76,0,3,840,"Par3Performance",2015
21,21,"Kevin Na",98,0,3,1137,"Par3Performance",2015
24,24,"Jason Bohn",95,1,3,1161,"Par3Performance",2015
24,24,"Jim Herman",88,1,3,1068,"Par3Performance",2015
24,24,"Zach Johnson",90,1,3,1020,"Par3Performance",2015
27,27,"Brendon de Jonge",106,2,3,1299,"Par3Performance",2015
27,27,"Jim Furyk",71,2,3.01,759,"Par3Performance",2015
27,27,"Henrik Stenson",63,2,3.01,708,"Par3Performance",2015
30,30,"Mark Hubbard",79,3,3.01,942,"Par3Performance",2015
30,30,"Justin Rose",69,3,3.01,774,"Par3Performance",2015
32,32,"Chad Collins",79,4,3.01,966,"Par3Performance",2015
32,32,"Michael Putnam",87,4,3.01,1047,"Par3Performance",2015
32,32,"Brendon Todd",96,4,3.01,1101,"Par3Performance",2015
35,35,"Retief Goosen",81,5,3.02,918,"Par3Performance",2015
36,36,"Jason Gore",76,6,3.02,873,"Par3Performance",2015
36,36,"Colt Knost",90,6,3.02,1056,"Par3Performance",2015
36,36,"Jeff Overton",94,6,3.02,1131,"Par3Performance",2015
39,39,"Eric Axley",57,7,3.03,669,"Par3Performance",2015
39,39,"Ricky Barnes",82,7,3.02,957,"Par3Performance",2015
39,39,"Russell Knox",96,7,3.02,1155,"Par3Performance",2015
39,39,"Martin Laird",77,7,3.02,945,"Par3Performance",2015
39,39,"Nick Taylor",91,7,3.02,1098,"Par3Performance",2015
44,44,"Scott Brown",97,8,3.02,1185,"Par3Performance",2015
44,44,"Greg Chalmers",58,8,3.04,648,"Par3Performance",2015
44,44,"Brice Garnett",81,8,3.03,960,"Par3Performance",2015
44,44,"David Hearn",97,8,3.02,1170,"Par3Performance",2015
44,44,"Bill Lunde",50,8,3.04,564,"Par3Performance",2015
44,44,"George McNeill",93,8,3.02,1128,"Par3Performance",2015
50,50,"Sangmoon Bae",98,9,3.02,1179,"Par3Performance",2015
50,50,"Zac Blair",108,9,3.02,1269,"Par3Performance",2015
50,50,"Sergio Garcia",59,9,3.04,648,"Par3Performance",2015
50,50,"SJ Park",79,9,3.03,954,"Par3Performance",2015
50,50,"Cameron Percy",72,9,3.03,855,"Par3Performance",2015
50,50,"Alex Prugh",84,9,3.03,978,"Par3Performance",2015
50,50,"Andrew Putnam",68,9,3.03,777,"Par3Performance",2015
50,50,"Vijay Singh",78,9,3.03,960,"Par3Performance",2015
58,58,"Jon Curran",83,10,3.03,975,"Par3Performance",2015
58,58,"Tony Finau",106,10,3.02,1293,"Par3Performance",2015
