"FirstTeeLateRound2ScoringAverage_RANKTHISWEEK_2013","FirstTeeLateRound2ScoringAverage_RANKLASTWEEK_2013","FirstTeeLateRound2ScoringAverage_PLAYERNAME_2013","FirstTeeLateRound2ScoringAverage__2013","FirstTeeLateRound2ScoringAverage_AVG_2013","FirstTeeLateRound2ScoringAverage_TOTALSTROKES_2013","FirstTeeLateRound2ScoringAverage_TOTALROUNDS_2013","stat_name","year"
1,1,"Scott Brown",NA,66.5,133,2,"FirstTeeLateRound2ScoringAverage",2013
2,2,"Henrik Stenson",NA,67.67,406,6,"FirstTeeLateRound2ScoringAverage",2013
3,3,"Chris Kirk",NA,68,136,2,"FirstTeeLateRound2ScoringAverage",2013
3,3,"Jordan Spieth",NA,68,544,8,"FirstTeeLateRound2ScoringAverage",2013
5,5,"Richard Lee",NA,68.25,273,4,"FirstTeeLateRound2ScoringAverage",2013
6,6,"Martin Flores",NA,68.33,205,3,"FirstTeeLateRound2ScoringAverage",2013
7,7,"Hunter Mahan",NA,68.5,411,6,"FirstTeeLateRound2ScoringAverage",2013
8,8,"Tiger Woods",NA,68.56,617,9,"FirstTeeLateRound2ScoringAverage",2013
9,9,"Andres Romero",NA,68.57,480,7,"FirstTeeLateRound2ScoringAverage",2013
10,10,"Matt Kuchar",NA,68.67,618,9,"FirstTeeLateRound2ScoringAverage",2013
11,11,"Brendon de Jonge",NA,68.71,481,7,"FirstTeeLateRound2ScoringAverage",2013
12,12,"Charley Hoffman",NA,68.8,344,5,"FirstTeeLateRound2ScoringAverage",2013
13,13,"Bill Haas",NA,68.83,413,6,"FirstTeeLateRound2ScoringAverage",2013
14,14,"KJ Choi",NA,68.89,620,9,"FirstTeeLateRound2ScoringAverage",2013
15,15,"Colt Knost",NA,69,276,4,"FirstTeeLateRound2ScoringAverage",2013
15,15,"William McGirt",NA,69,138,2,"FirstTeeLateRound2ScoringAverage",2013
15,15,"Adam Scott",NA,69,414,6,"FirstTeeLateRound2ScoringAverage",2013
15,15,"Shawn Stefani",NA,69,414,6,"FirstTeeLateRound2ScoringAverage",2013
15,15,"DJ Trahan",NA,69,345,5,"FirstTeeLateRound2ScoringAverage",2013
20,20,"Steve Stricker",NA,69.17,415,6,"FirstTeeLateRound2ScoringAverage",2013
21,21,"David Hearn",NA,69.33,416,6,"FirstTeeLateRound2ScoringAverage",2013
21,21,"Darron Stiles",NA,69.33,208,3,"FirstTeeLateRound2ScoringAverage",2013
23,23,"Sergio Garcia",NA,69.4,347,5,"FirstTeeLateRound2ScoringAverage",2013
23,23,"Jeff Maggert",NA,69.4,347,5,"FirstTeeLateRound2ScoringAverage",2013
25,25,"Phil Mickelson",NA,69.44,625,9,"FirstTeeLateRound2ScoringAverage",2013
26,26,"Rory McIlroy",NA,69.5,417,6,"FirstTeeLateRound2ScoringAverage",2013
26,26,"John Rollins",NA,69.5,417,6,"FirstTeeLateRound2ScoringAverage",2013
26,26,"Chris Stroud",NA,69.5,417,6,"FirstTeeLateRound2ScoringAverage",2013
29,29,"Bud Cauley",NA,69.6,348,5,"FirstTeeLateRound2ScoringAverage",2013
29,29,"Rory Sabbatini",NA,69.6,348,5,"FirstTeeLateRound2ScoringAverage",2013
31,31,"Martin Laird",NA,69.67,209,3,"FirstTeeLateRound2ScoringAverage",2013
