"GIRPuttingAvg2530_RANKTHISWEEK_2015","GIRPuttingAvg2530_RANKLASTWEEK_2015","GIRPuttingAvg2530_PLAYERNAME_2015","GIRPuttingAvg2530_ROUNDS_2015","GIRPuttingAvg2530_PctMADE_2015","GIRPuttingAvg2530_ATTEMPTS_2015","GIRPuttingAvg2530_PUTTSMADE_2015","stat_name","year"
1,1,"Sergio Garcia",59,2.22,45,10,"GIRPuttingAvg2530",2015
2,2,"Greg Owen",58,1.9,42,8,"GIRPuttingAvg2530",2015
3,3,"Ian Poulter",68,1.67,54,9,"GIRPuttingAvg2530",2015
4,4,"Andrew Svoboda",80,1.52,79,12,"GIRPuttingAvg2530",2015
5,5,"John Merrick",78,1.51,53,8,"GIRPuttingAvg2530",2015
6,6,"Hideki Matsuyama",95,1.43,63,9,"GIRPuttingAvg2530",2015
7,7,"Tony Finau",106,1.41,85,12,"GIRPuttingAvg2530",2015
8,8,"Retief Goosen",81,1.36,59,8,"GIRPuttingAvg2530",2015
8,8,"Matt Kuchar",97,1.36,66,9,"GIRPuttingAvg2530",2015
10,10,"Stewart Cink",77,1.34,82,11,"GIRPuttingAvg2530",2015
11,11,"Harris English",105,1.33,83,11,"GIRPuttingAvg2530",2015
11,11,"Brian Harman",90,1.33,75,10,"GIRPuttingAvg2530",2015
13,13,"Billy Horschel",99,1.32,76,10,"GIRPuttingAvg2530",2015
14,14,"Kevin Na",98,1.31,61,8,"GIRPuttingAvg2530",2015
15,15,"Charley Hoffman",97,1.3,69,9,"GIRPuttingAvg2530",2015
16,16,"Pat Perez",96,1.29,85,11,"GIRPuttingAvg2530",2015
16,16,"Rory Sabbatini",81,1.29,62,8,"GIRPuttingAvg2530",2015
18,18,"Bryce Molder",91,1.28,78,10,"GIRPuttingAvg2530",2015
19,19,"Luke Guthrie",84,1.27,71,9,"GIRPuttingAvg2530",2015
20,20,"Ernie Els",57,1.25,32,4,"GIRPuttingAvg2530",2015
21,21,"David Lingmerth",90,1.23,81,10,"GIRPuttingAvg2530",2015
22,22,"Martin Flores",95,1.2,92,11,"GIRPuttingAvg2530",2015
22,22,"Carlos Ortiz",100,1.2,92,11,"GIRPuttingAvg2530",2015
