"VictoryLeaders_RANKTHISWEEK_2006","VictoryLeaders_RANKLASTWEEK_2006","VictoryLeaders_PLAYERNAME_2006","VictoryLeaders_EVENTS_2006","VictoryLeaders_VICTORIES_2006","stat_name","year"
1,1,"Tiger Woods",15,8,"VictoryLeaders",2006
2,2,"Stuart Appleby",23,2,"VictoryLeaders",2006
2,2,"Ben Curtis",26,2,"VictoryLeaders",2006
2,2,"Jim Furyk",24,2,"VictoryLeaders",2006
2,2,"Phil Mickelson",19,2,"VictoryLeaders",2006
2,2,"Geoff Ogilvy",20,2,"VictoryLeaders",2006
7,7,"Stephen Ames",21,1,"VictoryLeaders",2006
7,7,"Eric Axley",29,1,"VictoryLeaders",2006
7,7,"Aaron Baddeley",25,1,"VictoryLeaders",2006
7,7,"Chad Campbell",25,1,"VictoryLeaders",2006
7,7,"KJ Choi",26,1,"VictoryLeaders",2006
7,7,"Chris Couch",27,1,"VictoryLeaders",2006
7,7,"Luke Donald",18,1,"VictoryLeaders",2006
7,7,"Joe Durant",28,1,"VictoryLeaders",2006
7,7,"JJ Henry",28,1,"VictoryLeaders",2006
7,7,"Tim Herron",27,1,"VictoryLeaders",2006
7,7,"JB Holmes",26,1,"VictoryLeaders",2006
7,7,"Trevor Immelman",24,1,"VictoryLeaders",2006
7,7,"Davis Love III",23,1,"VictoryLeaders",2006
7,7,"Will Ma Kenzie",29,1,"VictoryLeaders",2006
7,7,"Jeff Maggert",26,1,"VictoryLeaders",2006
7,7,"Troy Matteson",32,1,"VictoryLeaders",2006
7,7,"Arron Oberholser",23,1,"VictoryLeaders",2006
7,7,"Rod Pampling",24,1,"VictoryLeaders",2006
7,7,"Corey Pavin",23,1,"VictoryLeaders",2006
7,7,"Carl Pettersson",28,1,"VictoryLeaders",2006
7,7,"John Rollins",28,1,"VictoryLeaders",2006
7,7,"Rory Sabbatini",24,1,"VictoryLeaders",2006
7,7,"Adam Scott",19,1,"VictoryLeaders",2006
7,7,"John Senden",28,1,"VictoryLeaders",2006
7,7,"Vijay Singh",27,1,"VictoryLeaders",2006
7,7,"David Toms",22,1,"VictoryLeaders",2006
7,7,"DJ Trahan",33,1,"VictoryLeaders",2006
7,7,"Kirk Triplett",18,1,"VictoryLeaders",2006
7,7,"Brett Wetterich",25,1,"VictoryLeaders",2006
7,7,"Dean Wilson",34,1,"VictoryLeaders",2006
37,37,"John Aber",1,NA,"VictoryLeaders",2006
37,37,"Warren Abery",1,NA,"VictoryLeaders",2006
37,37,"Adam Adams",1,NA,"VictoryLeaders",2006
37,37,"Blake Adams",0,NA,"VictoryLeaders",2006
37,37,"Thomas Aiken",1,NA,"VictoryLeaders",2006
37,37,"Lonny Alexander",1,NA,"VictoryLeaders",2006
37,37,"Steve Allan",0,NA,"VictoryLeaders",2006
37,37,"Fulton Allem",2,NA,"VictoryLeaders",2006
37,37,"Michael Allen",25,NA,"VictoryLeaders",2006
37,37,"Robert Allenby",22,NA,"VictoryLeaders",2006
37,37,"Jason Allred",2,NA,"VictoryLeaders",2006
37,37,"Jeff Amershadian",1,NA,"VictoryLeaders",2006
37,37,"Robert Ames",0,NA,"VictoryLeaders",2006
37,37,"Jeremy Anderson",0,NA,"VictoryLeaders",2006
37,37,"Billy Andrade",24,NA,"VictoryLeaders",2006
37,37,"Alex Aragon",26,NA,"VictoryLeaders",2006
37,37,"Philip Archer",1,NA,"VictoryLeaders",2006
37,37,"Tommy Armour III",25,NA,"VictoryLeaders",2006
37,37,"Ryan Armour",0,NA,"VictoryLeaders",2006
37,37,"Sam Arnold",1,NA,"VictoryLeaders",2006
37,37,"Arjun Atwal",33,NA,"VictoryLeaders",2006
37,37,"Emlyn Aubrey",0,NA,"VictoryLeaders",2006
37,37,"Woody Austin",31,NA,"VictoryLeaders",2006
37,37,"Clint Avret",1,NA,"VictoryLeaders",2006
37,37,"Paul Azinger",30,NA,"VictoryLeaders",2006
37,37,"Ryan Baca",1,NA,"VictoryLeaders",2006
37,37,"Cliff Bailey",1,NA,"VictoryLeaders",2006
37,37,"Scott Baines",1,NA,"VictoryLeaders",2006
37,37,"Briny Baird",25,NA,"VictoryLeaders",2006
37,37,"Seve Ballesteros",1,NA,"VictoryLeaders",2006
37,37,"Rich Barcelo",1,NA,"VictoryLeaders",2006
37,37,"Andy Bare",1,NA,"VictoryLeaders",2006
37,37,"Craig Barlow",22,NA,"VictoryLeaders",2006
37,37,"Ricky Barnes",2,NA,"VictoryLeaders",2006
37,37,"Doug Barron",28,NA,"VictoryLeaders",2006
37,37,"Louis Bartoletti",1,NA,"VictoryLeaders",2006
37,37,"Brian Bateman",26,NA,"VictoryLeaders",2006
37,37,"Roger Beale",0,NA,"VictoryLeaders",2006
37,37,"Chip Beck",1,NA,"VictoryLeaders",2006
37,37,"Cameron Beckman",16,NA,"VictoryLeaders",2006
37,37,"Rich Beem",27,NA,"VictoryLeaders",2006
37,37,"Notah Begay III",12,NA,"VictoryLeaders",2006
37,37,"Stephen Behr",1,NA,"VictoryLeaders",2006
37,37,"Benoit Beisser",1,NA,"VictoryLeaders",2006
37,37,"Camilo Benedetti",0,NA,"VictoryLeaders",2006
37,37,"Mike Bennett",1,NA,"VictoryLeaders",2006
37,37,"Frank Bensel",1,NA,"VictoryLeaders",2006
37,37,"David Berganio Jr",2,NA,"VictoryLeaders",2006
37,37,"Shane Bertsch",34,NA,"VictoryLeaders",2006
37,37,"Ramon Bescansa",0,NA,"VictoryLeaders",2006
37,37,"Jon Bevan",1,NA,"VictoryLeaders",2006
37,37,"Roy Biancalana",1,NA,"VictoryLeaders",2006
37,37,"John Bickerton",4,NA,"VictoryLeaders",2006
37,37,"Brett Bingham",1,NA,"VictoryLeaders",2006
37,37,"Gregory Bisconti",1,NA,"VictoryLeaders",2006
37,37,"Thomas Bjorn",7,NA,"VictoryLeaders",2006
37,37,"Henrik Bjornstad",31,NA,"VictoryLeaders",2006
37,37,"Phil Blackmar",1,NA,"VictoryLeaders",2006
37,37,"Warren Bladon",1,NA,"VictoryLeaders",2006
37,37,"Adam Bland",1,NA,"VictoryLeaders",2006
37,37,"Jason Bohn",29,NA,"VictoryLeaders",2006
37,37,"Robert Boisvert",1,NA,"VictoryLeaders",2006
37,37,"Justin Bolli",0,NA,"VictoryLeaders",2006
37,37,"Guy Boros",5,NA,"VictoryLeaders",2006
37,37,"Chris Botsford",0,NA,"VictoryLeaders",2006
37,37,"Gregory Bourdy",1,NA,"VictoryLeaders",2006
37,37,"Steven Bowditch",22,NA,"VictoryLeaders",2006
37,37,"Michael Boyd",0,NA,"VictoryLeaders",2006
37,37,"Michael Bradley",6,NA,"VictoryLeaders",2006
37,37,"David Branshaw",29,NA,"VictoryLeaders",2006
37,37,"Dustin Bray",0,NA,"VictoryLeaders",2006
37,37,"Jeff Brehaut",33,NA,"VictoryLeaders",2006
37,37,"Markus Brier",1,NA,"VictoryLeaders",2006
37,37,"Danny Briggs",0,NA,"VictoryLeaders",2006
37,37,"DJ Brigman",0,NA,"VictoryLeaders",2006
37,37,"Josh Broadaway",0,NA,"VictoryLeaders",2006
37,37,"Paul Broadhurst",4,NA,"VictoryLeaders",2006
37,37,"Mark Brooks",36,NA,"VictoryLeaders",2006
37,37,"Charlie Brown",1,NA,"VictoryLeaders",2006
37,37,"Mark Brown",2,NA,"VictoryLeaders",2006
37,37,"Olin Browne",30,NA,"VictoryLeaders",2006
37,37,"Bart Bryant",26,NA,"VictoryLeaders",2006
37,37,"Andrew Buckle",2,NA,"VictoryLeaders",2006
37,37,"JB Bump",1,NA,"VictoryLeaders",2006
37,37,"Ben Bunny",1,NA,"VictoryLeaders",2006
37,37,"Bronson Burgoon",1,NA,"VictoryLeaders",2006
37,37,"James Burke",1,NA,"VictoryLeaders",2006
37,37,"Bob Burns",9,NA,"VictoryLeaders",2006
37,37,"Keith Burt",1,NA,"VictoryLeaders",2006
37,37,"John Bushka",1,NA,"VictoryLeaders",2006
37,37,"Jonathan Byrd",20,NA,"VictoryLeaders",2006
37,37,"Tom Byrum",11,NA,"VictoryLeaders",2006
37,37,"Angel Cabrera",12,NA,"VictoryLeaders",2006
37,37,"Mark Calcavecchia",27,NA,"VictoryLeaders",2006
37,37,"Delroy Cambridge",0,NA,"VictoryLeaders",2006
37,37,"Michael Campbell",10,NA,"VictoryLeaders",2006
37,37,"Emanuele Canonica",0,NA,"VictoryLeaders",2006
37,37,"Tim Cantwell Jr",1,NA,"VictoryLeaders",2006
37,37,"Mike Capone",0,NA,"VictoryLeaders",2006
37,37,"Michael Carbone",1,NA,"VictoryLeaders",2006
37,37,"Jason Caron",1,NA,"VictoryLeaders",2006
37,37,"Jim Carter",3,NA,"VictoryLeaders",2006
37,37,"Paul Casey",8,NA,"VictoryLeaders",2006
37,37,"Nick Cassini",1,NA,"VictoryLeaders",2006
37,37,"Alex Cejka",30,NA,"VictoryLeaders",2006
37,37,"Greg Chalmers",28,NA,"VictoryLeaders",2006
37,37,"Jay Choe",1,NA,"VictoryLeaders",2006
37,37,"Daniel Chopra",33,NA,"VictoryLeaders",2006
37,37,"Victor Ciesielski",1,NA,"VictoryLeaders",2006
37,37,"Stewart Cink",26,NA,"VictoryLeaders",2006
37,37,"Bobby Clampett",1,NA,"VictoryLeaders",2006
37,37,"Michael Clark II",4,NA,"VictoryLeaders",2006
37,37,"Tim Clark",22,NA,"VictoryLeaders",2006
