"LeftRoughProximity_RANKTHISWEEK_2014","LeftRoughProximity_RANKLASTWEEK_2014","LeftRoughProximity_PLAYERNAME_2014","LeftRoughProximity_ROUNDS_2014","LeftRoughProximity_AVG_2014","LeftRoughProximity_ATTEMPTS_2014","LeftRoughProximity_TOTALDISTANCEFEET_2014","LeftRoughProximity_RELATIVETOPAR_2014","stat_name","year"
27,27,"Robert Allenby",83,NA,165,6740.667,18,"LeftRoughProximity",2014
28,28,"Chad Campbell",57,NA,80,3286.5,7,"LeftRoughProximity",2014
29,29,"Paul Casey",56,NA,81,3334.833,17,"LeftRoughProximity",2014
29,29,"Hunter Mahan",88,NA,96,3948.917,17,"LeftRoughProximity",2014
31,31,"Charlie Beljan",76,NA,122,5027.917,12,"LeftRoughProximity",2014
31,31,"Martin Flores",85,NA,129,5316.25,11,"LeftRoughProximity",2014
31,31,"Kevin Na",94,NA,145,5986.833,16,"LeftRoughProximity",2014
31,31,"Tim Wilkinson",86,NA,124,5116.25,13,"LeftRoughProximity",2014
35,35,"Jonas Blixt",64,NA,90,3722.5,15,"LeftRoughProximity",2014
35,35,"Bo Van Pelt",83,NA,110,4548.583,16,"LeftRoughProximity",2014
37,37,"George McNeill",79,NA,93,3853.167,13,"LeftRoughProximity",2014
38,38,"Heath Slocum",71,NA,96,3984.083,6,"LeftRoughProximity",2014
38,38,"Boo Weekley",73,NA,75,3113.833,0,"LeftRoughProximity",2014
40,40,"Jimmy Walker",98,NA,158,6565.917,2,"LeftRoughProximity",2014
41,41,"Jason Bohn",81,NA,124,5169.083,22,"LeftRoughProximity",2014
41,41,"James Driscoll",71,NA,148,6162,48,"LeftRoughProximity",2014
43,43,"Hudson Swafford",75,NA,97,4046,5,"LeftRoughProximity",2014
44,44,"Jim Herman",62,NA,86,3600.583,12,"LeftRoughProximity",2014
44,44,"Morgan Hoffmann",103,NA,186,7773.417,42,"LeftRoughProximity",2014
44,44,"Bubba Watson",76,NA,101,4224.083,-6,"LeftRoughProximity",2014
47,47,"Jim Furyk",84,NA,75,3153,4,"LeftRoughProximity",2014
47,47,"Andres Romero",81,NA,147,6174.75,11,"LeftRoughProximity",2014
49,49,"Phil Mickelson",71,NA,101,4246.583,5,"LeftRoughProximity",2014
50,50,"John Rollins",84,NA,119,5022.167,12,"LeftRoughProximity",2014
50,50,"YE Yang",79,NA,110,4637.833,18,"LeftRoughProximity",2014
52,52,"John Merrick",87,NA,113,4773.083,0,"LeftRoughProximity",2014
52,52,"Shawn Stefani",60,NA,107,4521.167,8,"LeftRoughProximity",2014
54,54,"James Hahn",82,NA,122,5167.417,19,"LeftRoughProximity",2014
54,54,"Seung Yul Noh",92,NA,125,5296.75,21,"LeftRoughProximity",2014
56,56,"Danny Lee",84,NA,119,5044,15,"LeftRoughProximity",2014
57,57,"Brian Harman",111,NA,185,7862,33,"LeftRoughProximity",2014
57,57,"Chris Kirk",105,NA,139,5910.75,13,"LeftRoughProximity",2014
57,57,"Camilo Villegas",95,NA,161,6840.917,26,"LeftRoughProximity",2014
60,60,"Steven Bowditch",93,NA,175,7469.25,28,"LeftRoughProximity",2014
60,60,"Matt Jones",83,NA,114,4862.333,13,"LeftRoughProximity",2014
60,60,"Troy Matteson",62,NA,97,4139.917,24,"LeftRoughProximity",2014
60,60,"Jim Renner",61,NA,115,4908.5,25,"LeftRoughProximity",2014
64,64,"Graeme McDowell",66,NA,66,2821.583,8,"LeftRoughProximity",2014
64,64,"Tyrone Van Aswegen",79,NA,147,6280.417,29,"LeftRoughProximity",2014
64,64,"Charlie Wi",72,NA,105,4492.083,4,"LeftRoughProximity",2014
67,67,"Josh Teater",90,NA,124,5306.167,13,"LeftRoughProximity",2014
68,68,"Bill Haas",107,NA,140,6004.583,16,"LeftRoughProximity",2014
69,69,"Scott Brown",100,NA,143,6169,27,"LeftRoughProximity",2014
69,69,"Kevin Chappell",100,NA,119,5135.25,13,"LeftRoughProximity",2014
69,69,"Charley Hoffman",93,NA,117,5047.5,3,"LeftRoughProximity",2014
69,69,"Matt Kuchar",91,NA,127,5479,10,"LeftRoughProximity",2014
69,69,"Andrew Loupe",65,NA,100,4314.417,14,"LeftRoughProximity",2014
74,74,"Jeff Maggert",54,NA,66,2856.75,15,"LeftRoughProximity",2014
75,75,"Brendan Steele",89,NA,125,5421,19,"LeftRoughProximity",2014
76,76,"Sangmoon Bae",76,NA,95,4121.167,7,"LeftRoughProximity",2014
76,76,"Jason Day",54,NA,66,2863.667,5,"LeftRoughProximity",2014
76,76,"William McGirt",96,NA,154,6682.167,18,"LeftRoughProximity",2014
76,76,"Brendon Todd",108,NA,146,6337.833,12,"LeftRoughProximity",2014
76,76,"David Toms",64,NA,63,2736.167,10,"LeftRoughProximity",2014
81,81,"Kevin Kisner",85,NA,111,4828.083,9,"LeftRoughProximity",2014
81,81,"Carl Pettersson",91,NA,169,7351.667,4,"LeftRoughProximity",2014
83,83,"Ricky Barnes",92,NA,167,7283.083,14,"LeftRoughProximity",2014
83,83,"Jordan Spieth",102,NA,134,5845.25,14,"LeftRoughProximity",2014
85,85,"Zach Johnson",97,NA,125,5456.75,8,"LeftRoughProximity",2014
85,85,"Michael Putnam",106,NA,168,7337.833,26,"LeftRoughProximity",2014
87,87,"Roberto Castro",76,NA,103,4509.833,8,"LeftRoughProximity",2014
87,87,"Scott Stallings",77,NA,119,5207.333,35,"LeftRoughProximity",2014
89,89,"Ken Duke",80,NA,101,4430.75,19,"LeftRoughProximity",2014
89,89,"Rory McIlroy",66,NA,99,4338.583,-13,"LeftRoughProximity",2014
91,91,"Bud Cauley",56,NA,93,4085.5,21,"LeftRoughProximity",2014
92,92,"Brendon de Jonge",109,NA,151,6647.667,6,"LeftRoughProximity",2014
92,92,"Retief Goosen",94,NA,154,6778.083,23,"LeftRoughProximity",2014
92,92,"Will Ma Kenzie",82,NA,124,5455.333,30,"LeftRoughProximity",2014
95,95,"Scott Langley",95,NA,113,4983.833,14,"LeftRoughProximity",2014
95,95,"Pat Perez",84,NA,123,5421.333,17,"LeftRoughProximity",2014
95,95,"Ian Poulter",57,NA,65,2866.667,-1,"LeftRoughProximity",2014
95,95,"Johnson Wagner",69,NA,115,5071.417,27,"LeftRoughProximity",2014
99,99,"Greg Chalmers",85,NA,110,4861.667,20,"LeftRoughProximity",2014
100,100,"Richard Lee",80,NA,105,4657.667,18,"LeftRoughProximity",2014
101,101,"Jason Kokrak",65,NA,133,5904.333,4,"LeftRoughProximity",2014
102,102,"Sean OHair",77,NA,140,6229.917,28,"LeftRoughProximity",2014
103,103,"Brice Garnett",92,NA,130,5796.167,9,"LeftRoughProximity",2014
103,103,"Billy Hurley III",86,NA,114,5085.167,21,"LeftRoughProximity",2014
103,103,"Ryo Ishikawa",75,NA,149,6647.833,24,"LeftRoughProximity",2014
103,103,"Brian Stuard",91,NA,118,5259.25,21,"LeftRoughProximity",2014
107,107,"Jason Dufner",57,NA,66,2947.167,9,"LeftRoughProximity",2014
107,107,"Russell Henley",92,NA,134,5981.167,32,"LeftRoughProximity",2014
109,109,"Tommy Gainey",73,NA,110,4938.667,20,"LeftRoughProximity",2014
109,109,"Davis Love III",74,NA,129,5797.167,20,"LeftRoughProximity",2014
109,109,"Rory Sabbatini",82,NA,114,5115.917,21,"LeftRoughProximity",2014
112,112,"Bronson La Cassie",51,NA,81,3641.833,9,"LeftRoughProximity",2014
113,113,"Justin Rose",70,NA,83,3743,15,"LeftRoughProximity",2014
113,113,"Brandt Snedeker",89,NA,111,5001.083,10,"LeftRoughProximity",2014
115,115,"Chesson Hadley",84,NA,153,6915.167,23,"LeftRoughProximity",2014
115,115,"Jeff Overton",80,NA,143,6464.083,15,"LeftRoughProximity",2014
115,115,"Ted Potter Jr",68,NA,90,4064.75,24,"LeftRoughProximity",2014
118,118,"Luke Guthrie",85,NA,135,6108.917,11,"LeftRoughProximity",2014
119,119,"Keegan Bradley",89,NA,120,5435.833,22,"LeftRoughProximity",2014
119,119,"Nick Watney",80,NA,80,3623.833,16,"LeftRoughProximity",2014
121,121,"Justin Hicks",103,NA,114,5173.833,26,"LeftRoughProximity",2014
122,122,"Woody Austin",63,NA,118,5370.5,18,"LeftRoughProximity",2014
123,123,"Russell Knox",92,NA,116,5287.167,19,"LeftRoughProximity",2014
124,124,"JJ Henry",91,NA,136,6206.667,7,"LeftRoughProximity",2014
124,124,"John Huh",87,NA,118,5392.25,29,"LeftRoughProximity",2014
124,124,"Wes Roach",67,NA,81,3698.667,16,"LeftRoughProximity",2014
127,127,"Ben Crane",81,NA,114,5211.333,16,"LeftRoughProximity",2014
127,127,"Luke Donald",57,NA,78,3566.25,12,"LeftRoughProximity",2014
129,129,"Patrick Reed",92,NA,149,6825.667,13,"LeftRoughProximity",2014
129,129,"Jhonattan Vegas",77,NA,113,5179,4,"LeftRoughProximity",2014
131,131,"Stuart Appleby",92,NA,143,6571.583,21,"LeftRoughProximity",2014
131,131,"Derek Ernst",80,NA,97,4457.583,19,"LeftRoughProximity",2014
133,133,"Robert Streb",75,NA,142,6528.583,14,"LeftRoughProximity",2014
133,133,"Michael Thompson",74,NA,104,4787.083,20,"LeftRoughProximity",2014
135,135,"Trevor Immelman",84,NA,96,4422.083,12,"LeftRoughProximity",2014
135,135,"DA Points",75,NA,101,4654.583,27,"LeftRoughProximity",2014
137,137,"Martin Laird",66,NA,98,4525.417,9,"LeftRoughProximity",2014
138,138,"Brian Davis",93,NA,149,6901.667,27,"LeftRoughProximity",2014
138,138,"Charl Schwartzel",64,NA,94,4356.833,-7,"LeftRoughProximity",2014
140,140,"Mark Wilson",69,NA,68,3164,8,"LeftRoughProximity",2014
141,141,"Erik Compton",88,NA,153,7144.333,34,"LeftRoughProximity",2014
141,141,"Gonzalo Fdez Castano",83,NA,108,5038.5,18,"LeftRoughProximity",2014
141,141,"Chris Stroud",88,NA,115,5365.417,13,"LeftRoughProximity",2014
141,141,"Andrew Svoboda",77,NA,97,4525.917,17,"LeftRoughProximity",2014
145,145,"Aaron Baddeley",74,NA,83,3883.333,4,"LeftRoughProximity",2014
145,145,"Jonathan Byrd",76,NA,110,5141.167,10,"LeftRoughProximity",2014
145,145,"JB Holmes",86,NA,164,7662.667,25,"LeftRoughProximity",2014
148,148,"Ryan Moore",86,NA,78,3655.417,16,"LeftRoughProximity",2014
148,148,"Cameron Tringale",111,NA,176,8248.667,21,"LeftRoughProximity",2014
150,150,"Brad Fritsch",50,NA,64,3006.667,9,"LeftRoughProximity",2014
151,151,"Briny Baird",50,NA,81,3818.333,24,"LeftRoughProximity",2014
152,152,"Jerry Kelly",80,NA,100,4721.333,7,"LeftRoughProximity",2014
153,153,"KJ Choi",80,NA,96,4556.583,15,"LeftRoughProximity",2014
153,153,"Graham DeLaet",80,NA,112,5324.167,18,"LeftRoughProximity",2014
155,155,"Robert Garrigus",80,NA,144,6868.75,30,"LeftRoughProximity",2014
156,156,"Ernie Els",85,NA,114,5441,18,"LeftRoughProximity",2014
156,156,"Daniel Summerhays",98,NA,141,6736.583,23,"LeftRoughProximity",2014
158,158,"Matt Every",85,NA,150,7176,10,"LeftRoughProximity",2014
158,158,"Webb Simpson",87,NA,144,6892.75,18,"LeftRoughProximity",2014
158,158,"Mike Weir",69,NA,104,4971.583,18,"LeftRoughProximity",2014
161,161,"Lee Westwood",57,NA,68,3257,6,"LeftRoughProximity",2014
162,162,"Martin Kaymer",65,NA,79,3793.833,23,"LeftRoughProximity",2014
163,163,"Will Wilcox",51,NA,80,3848.083,7,"LeftRoughProximity",2014
164,164,"Brian Gay",81,NA,126,6070.417,12,"LeftRoughProximity",2014
164,164,"David Lingmerth",80,NA,127,6116.833,34,"LeftRoughProximity",2014
166,166,"David Hearn",97,NA,95,4582.417,23,"LeftRoughProximity",2014
166,166,"Spencer Levin",59,NA,97,4680.833,21,"LeftRoughProximity",2014
168,168,"Gary Woodland",93,NA,138,6668.5,21,"LeftRoughProximity",2014
169,169,"Billy Horschel",92,NA,110,5331.917,19,"LeftRoughProximity",2014
170,170,"Kevin Streelman",79,NA,79,3876,20,"LeftRoughProximity",2014
171,171,"Ben Martin",80,NA,102,5023.833,10,"LeftRoughProximity",2014
172,172,"DH Lee",54,NA,70,3483.5,19,"LeftRoughProximity",2014
173,173,"Louis Oosthuizen",50,NA,66,3286.917,19,"LeftRoughProximity",2014
174,174,"Ben Curtis",77,NA,99,5067.75,20,"LeftRoughProximity",2014
175,175,"Justin Leonard",75,NA,105,5531.083,24,"LeftRoughProximity",2014
176,176,"Chad Collins",78,NA,115,6080,24,"LeftRoughProximity",2014
177,177,"Henrik Stenson",56,NA,48,2573,5,"LeftRoughProximity",2014
