"Par3BirdieorBetterLeaders_RANKTHISWEEK_2008","Par3BirdieorBetterLeaders_RANKLASTWEEK_2008","Par3BirdieorBetterLeaders_PLAYERNAME_2008","Par3BirdieorBetterLeaders_ROUNDS_2008","Par3BirdieorBetterLeaders_Pct_2008","Par3BirdieorBetterLeaders_PAR3BIRDIESORBETTER_2008","Par3BirdieorBetterLeaders_PAR3HOLES_2008","stat_name","year"
1,1,"Bob Tway",70,20,57,285,"Par3BirdieorBetterLeaders",2008
2,2,"Lee Janzen",89,18.41,67,364,"Par3BirdieorBetterLeaders",2008
3,3,"Shane Bertsch",96,16.75,66,394,"Par3BirdieorBetterLeaders",2008
4,4,"Ryan Palmer",69,16.73,47,281,"Par3BirdieorBetterLeaders",2008
5,5,"Tom Pernice Jr",104,16.71,71,425,"Par3BirdieorBetterLeaders",2008
6,6,"Zach Johnson",85,16.57,55,332,"Par3BirdieorBetterLeaders",2008
7,7,"Ken Duke",116,16.24,77,474,"Par3BirdieorBetterLeaders",2008
8,8,"David Lutterus",59,16.18,39,241,"Par3BirdieorBetterLeaders",2008
9,9,"Paul Casey",55,16.04,34,212,"Par3BirdieorBetterLeaders",2008
10,10,"Stephen Ames",83,15.85,52,328,"Par3BirdieorBetterLeaders",2008
11,11,"George McNeill",97,15.78,62,393,"Par3BirdieorBetterLeaders",2008
12,12,"Steve Allan",58,15.74,37,235,"Par3BirdieorBetterLeaders",2008
13,13,"Craig Kanada",65,15.59,41,263,"Par3BirdieorBetterLeaders",2008
14,14,"Glen Day",64,15.33,40,261,"Par3BirdieorBetterLeaders",2008
15,15,"Steve Elkington",84,15.2,52,342,"Par3BirdieorBetterLeaders",2008
16,16,"James Driscoll",85,15.19,53,349,"Par3BirdieorBetterLeaders",2008
17,17,"Kent Jones",68,15.11,42,278,"Par3BirdieorBetterLeaders",2008
18,18,"Corey Pavin",69,15.03,43,286,"Par3BirdieorBetterLeaders",2008
19,19,"Alejandro Canizares",52,15.02,32,213,"Par3BirdieorBetterLeaders",2008
