"GoingfortheGreen_RANKTHISWEEK_2012","GoingfortheGreen_RANKLASTWEEK_2012","GoingfortheGreen_PLAYERNAME_2012","GoingfortheGreen_ROUNDS_2012","GoingfortheGreen_Pct_2012","GoingfortheGreen_ATTEMPTS_2012","GoingfortheGreen_NONATTEMPTS_2012","GoingfortheGreen_RTPGOINGFORTHEGREEN_2012","GoingfortheGreen_RTPNOTGOINGFORTHEGRN_2012","stat_name","year"
1,1,"Bubba Watson",68,80.61,158,38,-100,-4,"GoingfortheGreen",2012
2,2,"Rory McIlroy",60,75.38,98,32,-69,-6,"GoingfortheGreen",2012
3,3,"Robert Garrigus",89,75.09,199,66,-103,0,"GoingfortheGreen",2012
4,4,"John Daly",50,72.81,83,31,-45,-6,"GoingfortheGreen",2012
5,5,"Kyle Stanley",86,71.66,177,70,-109,-3,"GoingfortheGreen",2012
6,6,"Lee Westwood",60,70.63,101,42,-54,4,"GoingfortheGreen",2012
7,7,"Keegan Bradley",90,70.04,180,77,-103,-8,"GoingfortheGreen",2012
8,8,"Gary Woodland",70,69.46,141,62,-88,14,"GoingfortheGreen",2012
9,9,"Sergio Garcia",57,69.44,100,44,-64,-7,"GoingfortheGreen",2012
10,10,"Chris Couch",61,69.35,129,57,-70,11,"GoingfortheGreen",2012
11,11,"Dustin Johnson",70,69.14,121,54,-83,1,"GoingfortheGreen",2012
12,12,"Henrik Stenson",51,66.9,95,47,-48,-7,"GoingfortheGreen",2012
13,13,"Scott Stallings",78,66.67,164,82,-94,-1,"GoingfortheGreen",2012
14,14,"Martin Laird",77,66.2,141,72,-78,0,"GoingfortheGreen",2012
15,15,"Jhonattan Vegas",77,65.74,165,86,-81,1,"GoingfortheGreen",2012
16,16,"JB Holmes",90,65.48,184,97,-116,7,"GoingfortheGreen",2012
17,17,"Robert Karlsson",54,65.1,97,52,-55,-4,"GoingfortheGreen",2012
18,18,"Bill Haas",79,64.5,149,82,-72,-2,"GoingfortheGreen",2012
19,19,"Scott Piercy",95,64.06,205,115,-115,-2,"GoingfortheGreen",2012
20,20,"Charlie Beljan",61,63.89,92,52,-51,1,"GoingfortheGreen",2012
21,21,"Tiger Woods",69,63.58,103,59,-73,-8,"GoingfortheGreen",2012
22,22,"Vijay Singh",99,63.48,179,103,-107,2,"GoingfortheGreen",2012
23,23,"Rory Sabbatini",84,63.42,163,94,-87,-5,"GoingfortheGreen",2012
24,24,"Charley Hoffman",88,63.35,178,103,-99,0,"GoingfortheGreen",2012
25,25,"Adam Scott",59,63.31,88,51,-63,3,"GoingfortheGreen",2012
26,26,"Josh Teater",97,63.19,194,113,-117,0,"GoingfortheGreen",2012
27,27,"John Senden",81,63.09,147,86,-77,-6,"GoingfortheGreen",2012
28,28,"Charl Schwartzel",56,63.08,82,48,-41,-6,"GoingfortheGreen",2012
29,29,"Bobby Gates",87,63,172,101,-82,0,"GoingfortheGreen",2012
