"LateRound2ScoringAverage_RANKTHISWEEK_2013","LateRound2ScoringAverage_RANKLASTWEEK_2013","LateRound2ScoringAverage_PLAYERNAME_2013","LateRound2ScoringAverage__2013","LateRound2ScoringAverage_AVG_2013","LateRound2ScoringAverage_TOTALSTROKES_2013","LateRound2ScoringAverage_TOTALROUNDS_2013","stat_name","year"
1,1,"Henrik Stenson",NA,68.36,752,11,"LateRound2ScoringAverage",2013
2,2,"Tiger Woods",NA,68.56,617,9,"LateRound2ScoringAverage",2013
3,3,"Charles Howell III",NA,68.64,755,11,"LateRound2ScoringAverage",2013
4,4,"Jordan Spieth",NA,68.8,688,10,"LateRound2ScoringAverage",2013
5,5,"Martin Flores",NA,68.83,826,12,"LateRound2ScoringAverage",2013
6,6,"Steve Stricker",NA,68.86,482,7,"LateRound2ScoringAverage",2013
7,7,"Andres Romero",NA,68.88,551,8,"LateRound2ScoringAverage",2013
8,8,"Brendon de Jonge",NA,68.94,1103,16,"LateRound2ScoringAverage",2013
9,9,"Adam Scott",NA,69,414,6,"LateRound2ScoringAverage",2013
10,10,"Matt Kuchar",NA,69.1,691,10,"LateRound2ScoringAverage",2013
11,11,"Jim Furyk",NA,69.2,692,10,"LateRound2ScoringAverage",2013
12,12,"KJ Choi",NA,69.21,969,14,"LateRound2ScoringAverage",2013
13,13,"Chris Kirk",NA,69.22,623,9,"LateRound2ScoringAverage",2013
14,14,"Sergio Garcia",NA,69.4,347,5,"LateRound2ScoringAverage",2013
15,15,"Phil Mickelson",NA,69.44,625,9,"LateRound2ScoringAverage",2013
16,16,"Chris Stroud",NA,69.45,764,11,"LateRound2ScoringAverage",2013
17,17,"Rory McIlroy",NA,69.5,417,6,"LateRound2ScoringAverage",2013
18,18,"Bill Haas",NA,69.67,836,12,"LateRound2ScoringAverage",2013
19,19,"Hunter Mahan",NA,69.73,767,11,"LateRound2ScoringAverage",2013
20,20,"Steven Bowditch",NA,69.75,837,12,"LateRound2ScoringAverage",2013
20,20,"Cameron Percy",NA,69.75,558,8,"LateRound2ScoringAverage",2013
20,20,"John Rollins",NA,69.75,837,12,"LateRound2ScoringAverage",2013
23,23,"David Hearn",NA,69.8,1047,15,"LateRound2ScoringAverage",2013
24,24,"Bubba Watson",NA,69.91,769,11,"LateRound2ScoringAverage",2013
25,25,"Stuart Appleby",NA,70,910,13,"LateRound2ScoringAverage",2013
25,25,"Bob Estes",NA,70,700,10,"LateRound2ScoringAverage",2013
25,25,"Fabian Gomez",NA,70,770,11,"LateRound2ScoringAverage",2013
25,25,"Richard Lee",NA,70,700,10,"LateRound2ScoringAverage",2013
25,25,"Justin Rose",NA,70,630,9,"LateRound2ScoringAverage",2013
25,25,"Gary Woodland",NA,70,770,11,"LateRound2ScoringAverage",2013
31,31,"Steve LeBrun",NA,70.13,561,8,"LateRound2ScoringAverage",2013
32,32,"David Toms",NA,70.14,491,7,"LateRound2ScoringAverage",2013
33,33,"Graham DeLaet",NA,70.23,913,13,"LateRound2ScoringAverage",2013
