"PuttsMadePerEventOver20_RANKTHISWEEK_2016","PuttsMadePerEventOver20_RANKLASTWEEK_2016","PuttsMadePerEventOver20_PLAYERNAME_2016","PuttsMadePerEventOver20_ROUNDS_2016","PuttsMadePerEventOver20_PUTTSMADE_2016","stat_name","year"
1,1,"Ryan Moore",40,2.6,"PuttsMadePerEventOver20",2016
2,2,"Matthew Fitzpatrick",23,2.3,"PuttsMadePerEventOver20",2016
2,5,"Charles Howell III",63,2.3,"PuttsMadePerEventOver20",2016
2,2,"Bernd Wiesberger",23,2.3,"PuttsMadePerEventOver20",2016
5,6,"Jason Day",36,2,"PuttsMadePerEventOver20",2016
5,6,"Zach Johnson",42,2,"PuttsMadePerEventOver20",2016
5,14,"Michael Kim",62,2,"PuttsMadePerEventOver20",2016
5,2,"Shane Lowry",35,2,"PuttsMadePerEventOver20",2016
5,6,"Jordan Spieth",34,2,"PuttsMadePerEventOver20",2016
5,6,"Andy Sullivan",25,2,"PuttsMadePerEventOver20",2016
11,6,"Patton Kizzire",57,1.9,"PuttsMadePerEventOver20",2016
11,12,"Marc Leishman",41,1.9,"PuttsMadePerEventOver20",2016
13,14,"Charley Hoffman",49,1.8,"PuttsMadePerEventOver20",2016
13,14,"Colt Knost",56,1.8,"PuttsMadePerEventOver20",2016
13,14,"Ben Martin",48,1.8,"PuttsMadePerEventOver20",2016
13,14,"Rory McIlroy",37,1.8,"PuttsMadePerEventOver20",2016
13,6,"Adam Scott",39,1.8,"PuttsMadePerEventOver20",2016
13,12,"Jhonattan Vegas",49,1.8,"PuttsMadePerEventOver20",2016
19,14,"Paul Casey",39,1.7,"PuttsMadePerEventOver20",2016
19,23,"Jason Dufner",53,1.7,"PuttsMadePerEventOver20",2016
19,14,"Rickie Fowler",42,1.7,"PuttsMadePerEventOver20",2016
19,23,"Brooks Koepka",39,1.7,"PuttsMadePerEventOver20",2016
19,23,"Matt Kuchar",46,1.7,"PuttsMadePerEventOver20",2016
19,23,"Louis Oosthuizen",25,1.7,"PuttsMadePerEventOver20",2016
25,31,"Ernie Els",34,1.6,"PuttsMadePerEventOver20",2016
25,31,"Russell Henley",42,1.6,"PuttsMadePerEventOver20",2016
25,31,"JB Holmes",39,1.6,"PuttsMadePerEventOver20",2016
25,23,"Davis Love III",40,1.6,"PuttsMadePerEventOver20",2016
25,23,"William McGirt",54,1.6,"PuttsMadePerEventOver20",2016
25,31,"Kyle Reifers",63,1.6,"PuttsMadePerEventOver20",2016
25,31,"Charl Schwartzel",29,1.6,"PuttsMadePerEventOver20",2016
25,31,"Brett Stegmaier",57,1.6,"PuttsMadePerEventOver20",2016
25,31,"Bubba Watson",30,1.6,"PuttsMadePerEventOver20",2016
34,31,"Zac Blair",56,1.5,"PuttsMadePerEventOver20",2016
34,52,"Angel Cabrera",42,1.5,"PuttsMadePerEventOver20",2016
34,14,"Jamie Donaldson",28,1.5,"PuttsMadePerEventOver20",2016
34,31,"Harris English",51,1.5,"PuttsMadePerEventOver20",2016
34,52,"Tony Finau",49,1.5,"PuttsMadePerEventOver20",2016
34,42,"Billy Horschel",45,1.5,"PuttsMadePerEventOver20",2016
34,42,"Dustin Johnson",37,1.5,"PuttsMadePerEventOver20",2016
34,23,"Kevin Kisner",49,1.5,"PuttsMadePerEventOver20",2016
34,42,"David Lingmerth",54,1.5,"PuttsMadePerEventOver20",2016
34,31,"Daniel Summerhays",55,1.5,"PuttsMadePerEventOver20",2016
34,23,"Gary Woodland",45,1.5,"PuttsMadePerEventOver20",2016
45,52,"Thomas Aiken",42,1.4,"PuttsMadePerEventOver20",2016
45,52,"KJ Choi",47,1.4,"PuttsMadePerEventOver20",2016
45,42,"Derek Fathauer",58,1.4,"PuttsMadePerEventOver20",2016
