"ProximitytoHole_RANKTHISWEEK_2005","ProximitytoHole_RANKLASTWEEK_2005","ProximitytoHole_PLAYERNAME_2005","ProximitytoHole_ROUNDS_2005","ProximitytoHole_AVG_2005","ProximitytoHole_TOTALDISTANCEFEET_2005","ProximitytoHole_OFATTEMPTS_2005","ProximitytoHole_GIRRANK_2005","stat_name","year"
32,32,"Stewart Cink",98,NA,43917,1269,77,"ProximitytoHole",2005
32,32,"Marco Dawson",82,NA,48441.25,1400,37,"ProximitytoHole",2005
32,32,"Brendan Jones",81,NA,44718.083,1292,53,"ProximitytoHole",2005
39,39,"Woody Austin",100,NA,56011.75,1614,120,"ProximitytoHole",2005
39,39,"Doug Barron",70,NA,39877,1150,46,"ProximitytoHole",2005
39,39,"Glen Hnatiuk",59,NA,31095.25,896,32,"ProximitytoHole",2005
39,39,"Jerry Kelly",101,NA,47197.75,1360,70,"ProximitytoHole",2005
39,39,"Rocco Mediate",73,NA,40342.667,1165,87,"ProximitytoHole",2005
39,39,"Jeff Sluman",94,NA,52496.583,1514,45,"ProximitytoHole",2005
39,39,"Scott Verplank",87,NA,41104.417,1185,61,"ProximitytoHole",2005
46,46,"KJ Choi",78,NA,33607.417,968,124,"ProximitytoHole",2005
46,46,"Geoff Ogilvy",97,NA,46106.083,1327,53,"ProximitytoHole",2005
46,46,"Mark Wilson",74,NA,39410.5,1135,75,"ProximitytoHole",2005
49,49,"Briny Baird",98,NA,55616,1596,12,"ProximitytoHole",2005
49,49,"Jason Bohn",91,NA,50801.75,1457,74,"ProximitytoHole",2005
49,49,"Bart Bryant",91,NA,47724.75,1370,17,"ProximitytoHole",2005
49,49,"Chris DiMarco",83,NA,36898.917,1059,125,"ProximitytoHole",2005
49,49,"Sergio Garcia",73,NA,32429.417,930,1,"ProximitytoHole",2005
49,49,"Jonathan Kaye",77,NA,39985.167,1149,53,"ProximitytoHole",2005
49,49,"Rory Sabbatini",81,NA,37439.917,1076,188,"ProximitytoHole",2005
56,56,"Gavin Coles",70,NA,39446.167,1130,165,"ProximitytoHole",2005
56,56,"John Huston",90,NA,49665.583,1422,130,"ProximitytoHole",2005
56,56,"Richard Johnson",50,NA,28701.417,822,28,"ProximitytoHole",2005
56,56,"Vaughn Taylor",99,NA,55820.667,1600,80,"ProximitytoHole",2005
60,60,"Tom Byrum",83,NA,47563.167,1360,105,"ProximitytoHole",2005
60,60,"Jay Haas",54,NA,24504.583,700,176,"ProximitytoHole",2005
62,62,"Joe Durant",81,NA,42809.667,1221,2,"ProximitytoHole",2005
62,62,"Jose Maria Olazabal",55,NA,25740,733,89,"ProximitytoHole",2005
64,64,"Robert Allenby",95,NA,45735.333,1299,11,"ProximitytoHole",2005
64,64,"Ben Curtis",65,NA,31064.333,884,175,"ProximitytoHole",2005
64,64,"Brian Davis",75,NA,40110.833,1140,79,"ProximitytoHole",2005
64,64,"David Hearn",68,NA,38341.583,1091,27,"ProximitytoHole",2005
64,64,"Peter Lonard",85,NA,41563.75,1183,122,"ProximitytoHole",2005
64,64,"Billy Mayfair",114,NA,63929.417,1820,10,"ProximitytoHole",2005
64,64,"Hidemichi Tanaka",106,NA,59542.833,1693,48,"ProximitytoHole",2005
71,71,"Brian Gay",101,NA,58313.5,1653,162,"ProximitytoHole",2005
71,71,"Zach Johnson",96,NA,52333.667,1485,53,"ProximitytoHole",2005
71,71,"Ian Poulter",62,NA,22796.25,646,172,"ProximitytoHole",2005
74,74,"Todd Hamilton",94,NA,47179.833,1334,140,"ProximitytoHole",2005
74,74,"Jay Williamson",53,NA,29341.5,831,142,"ProximitytoHole",2005
76,76,"Stephen Ames",82,NA,38820.583,1097,169,"ProximitytoHole",2005
76,76,"Stephen Leaney",89,NA,47965.417,1354,61,"ProximitytoHole",2005
76,76,"Corey Pavin",77,NA,38855.833,1097,157,"ProximitytoHole",2005
76,76,"Bob Tway",87,NA,41866.667,1182,36,"ProximitytoHole",2005
80,80,"Carl Pettersson",109,NA,59387,1673,73,"ProximitytoHole",2005
81,81,"Cameron Beckman",96,NA,53766.25,1511,109,"ProximitytoHole",2005
81,81,"Dan Forsman",52,NA,30053.083,844,14,"ProximitytoHole",2005
81,81,"Carlos Franco",78,NA,42718.083,1200,65,"ProximitytoHole",2005
81,81,"Retief Goosen",71,NA,27281,767,38,"ProximitytoHole",2005
81,81,"Hunter Mahan",103,NA,59071.583,1659,52,"ProximitytoHole",2005
81,81,"Mario Tiziani",67,NA,38458,1080,67,"ProximitytoHole",2005
87,87,"Billy Andrade",83,NA,46839.667,1313,132,"ProximitytoHole",2005
87,87,"Bob Heintz",67,NA,39344.25,1104,189,"ProximitytoHole",2005
87,87,"Freddie Jacobson",72,NA,35412,993,163,"ProximitytoHole",2005
87,87,"Brandt Jobe",96,NA,51918.75,1454,85,"ProximitytoHole",2005
87,87,"JL Lewis",98,NA,52043.083,1458,72,"ProximitytoHole",2005
87,87,"Tiger Woods",76,NA,35098.667,985,6,"ProximitytoHole",2005
93,93,"Jim Carter",62,NA,34728.583,972,176,"ProximitytoHole",2005
93,93,"Jose Coceres",56,NA,33718.917,944,193,"ProximitytoHole",2005
93,93,"Matt Kuchar",60,NA,35423.083,990,150,"ProximitytoHole",2005
93,93,"Ryan Palmer",101,NA,51461.583,1440,89,"ProximitytoHole",2005
93,93,"Brenden Pappas",51,NA,31252.25,874,108,"ProximitytoHole",2005
93,93,"Ted Purdy",122,NA,63887.75,1788,98,"ProximitytoHole",2005
93,93,"Duffy Waldorf",86,NA,45437.167,1270,64,"ProximitytoHole",2005
100,100,"DA Points",94,NA,52659.333,1470,103,"ProximitytoHole",2005
101,101,"Bradley Hughes",52,NA,31570.25,879,107,"ProximitytoHole",2005
101,101,"Kent Jones",99,NA,56513.25,1575,86,"ProximitytoHole",2005
103,103,"Michael Allen",90,NA,49531.417,1375,156,"ProximitytoHole",2005
103,103,"Joey Snyder III",102,NA,58775.417,1633,21,"ProximitytoHole",2005
105,105,"Harrison Frazar",105,NA,60244.75,1671,58,"ProximitytoHole",2005
105,105,"JJ Henry",102,NA,55968.167,1551,8,"ProximitytoHole",2005
105,105,"Franklin Langham",91,NA,49234.25,1366,158,"ProximitytoHole",2005
105,105,"Tom Lehman",69,NA,32410.333,898,34,"ProximitytoHole",2005
105,105,"Davis Love III",80,NA,36465,1010,51,"ProximitytoHole",2005
105,105,"Steve Stricker",62,NA,38045,1055,180,"ProximitytoHole",2005
111,111,"Frank Lickliter II",100,NA,55670.5,1538,83,"ProximitytoHole",2005
111,111,"Charles Warren",89,NA,51957.083,1437,16,"ProximitytoHole",2005
113,113,"Chris Anderson",66,NA,37628,1039,185,"ProximitytoHole",2005
113,113,"Brian Bateman",98,NA,55347.917,1527,117,"ProximitytoHole",2005
113,113,"Steve Lowery",100,NA,55943.667,1543,113,"ProximitytoHole",2005
113,113,"Joe Ogilvie",103,NA,50804.583,1400,172,"ProximitytoHole",2005
113,113,"Lee Westwood",50,NA,21514.583,593,133,"ProximitytoHole",2005
118,118,"Robert Damron",89,NA,51550.083,1420,137,"ProximitytoHole",2005
118,118,"Tim Herron",100,NA,50461.083,1389,96,"ProximitytoHole",2005
118,118,"Sean OHair",103,NA,55688.167,1531,41,"ProximitytoHole",2005
118,118,"Patrick Sheehan",114,NA,62349.583,1717,144,"ProximitytoHole",2005
118,118,"Brett Wetterich",76,NA,43624,1201,24,"ProximitytoHole",2005
118,118,"Dean Wilson",86,NA,51584.583,1421,81,"ProximitytoHole",2005
124,124,"Rich Beem",66,NA,31300.417,860,143,"ProximitytoHole",2005
124,124,"Jonathan Byrd",103,NA,60516.25,1662,115,"ProximitytoHole",2005
124,124,"Ben Crane",78,NA,42169.667,1159,161,"ProximitytoHole",2005
124,124,"Brad Faxon",75,NA,37175.333,1021,167,"ProximitytoHole",2005
124,124,"Greg Owen",84,NA,46032,1263,43,"ProximitytoHole",2005
129,129,"Neal Lancaster",95,NA,55788.917,1529,92,"ProximitytoHole",2005
129,129,"Kevin Na",88,NA,51904.917,1422,194,"ProximitytoHole",2005
129,129,"John Senden",101,NA,59096.5,1618,30,"ProximitytoHole",2005
132,132,"John Cook",72,NA,38247.667,1045,133,"ProximitytoHole",2005
132,132,"Steve Flesch",90,NA,41297.833,1129,148,"ProximitytoHole",2005
132,132,"Paul Gow",78,NA,44022.833,1202,170,"ProximitytoHole",2005
132,132,"Mike Weir",71,NA,30825.417,843,171,"ProximitytoHole",2005
136,136,"Arjun Atwal",65,NA,40092.667,1094,106,"ProximitytoHole",2005
136,136,"Glen Day",80,NA,48128.667,1312,174,"ProximitytoHole",2005
136,136,"Rod Pampling",89,NA,45491.833,1242,82,"ProximitytoHole",2005
136,136,"Kevin Stadler",96,NA,54010.083,1472,116,"ProximitytoHole",2005
140,140,"Roland Thatcher",75,NA,44423.25,1208,9,"ProximitytoHole",2005
141,141,"DJ Brigman",76,NA,40553.75,1100,138,"ProximitytoHole",2005
141,141,"Scott Gutschewski",86,NA,47039.25,1278,33,"ProximitytoHole",2005
141,141,"Bernhard Langer",67,NA,29842.417,810,101,"ProximitytoHole",2005
141,141,"Shaun Micheel",81,NA,41926.417,1139,100,"ProximitytoHole",2005
141,141,"Craig Perks",67,NA,38500.25,1046,167,"ProximitytoHole",2005
141,141,"Tim Petrovic",97,NA,52396.417,1421,102,"ProximitytoHole",2005
141,141,"DJ Trahan",81,NA,46505.083,1263,31,"ProximitytoHole",2005
148,148,"Justin Bolli",65,NA,38940.417,1056,185,"ProximitytoHole",2005
148,148,"Ryuji Imada",78,NA,43765.75,1185,127,"ProximitytoHole",2005
148,148,"Mark OMeara",66,NA,33992.083,921,196,"ProximitytoHole",2005
148,148,"Vijay Singh",111,NA,57910.833,1568,4,"ProximitytoHole",2005
152,152,"Danny Briggs",70,NA,40561.667,1096,133,"ProximitytoHole",2005
152,152,"Brent Geiberger",61,NA,34411.333,929,141,"ProximitytoHole",2005
152,152,"Lucas Glover",88,NA,51948.083,1404,35,"ProximitytoHole",2005
155,155,"Mark Brooks",72,NA,41491.417,1118,197,"ProximitytoHole",2005
155,155,"Paul Claxton",79,NA,43843.583,1182,110,"ProximitytoHole",2005
155,155,"Todd Fischer",99,NA,57963.333,1563,181,"ProximitytoHole",2005
155,155,"Mathias Gronberg",60,NA,37087.083,1001,103,"ProximitytoHole",2005
155,155,"John Rollins",97,NA,54734.167,1476,78,"ProximitytoHole",2005
160,160,"Paul Azinger",66,NA,38676.083,1041,190,"ProximitytoHole",2005
160,160,"Tom Gillis",77,NA,45371.5,1221,125,"ProximitytoHole",2005
160,160,"Skip Kendall",80,NA,46741.5,1258,153,"ProximitytoHole",2005
160,160,"Brett Quigley",96,NA,56276.75,1513,112,"ProximitytoHole",2005
164,164,"Charles Howell III",95,NA,48097.25,1290,71,"ProximitytoHole",2005
164,164,"Tom Pernice Jr",111,NA,58950.75,1581,151,"ProximitytoHole",2005
164,164,"Tag Ridings",93,NA,55591.25,1493,97,"ProximitytoHole",2005
167,167,"Rob Rashell",65,NA,36117.667,967,200,"ProximitytoHole",2005
167,167,"Kevin Sutherland",89,NA,49653.5,1329,44,"ProximitytoHole",2005
167,167,"Nick Watney",91,NA,52921.083,1416,68,"ProximitytoHole",2005
167,167,"Charlie Wi",67,NA,40378.417,1081,195,"ProximitytoHole",2005
171,171,"Hunter Haas",83,NA,48567.333,1297,128,"ProximitytoHole",2005
171,171,"Padraig Harrington",50,NA,27030.333,723,154,"ProximitytoHole",2005
171,171,"Pat Perez",89,NA,49057.5,1312,139,"ProximitytoHole",2005
171,171,"Chris Smith",93,NA,57156.917,1528,13,"ProximitytoHole",2005
171,171,"Hideto Tanihara",50,NA,29795.167,797,187,"ProximitytoHole",2005
176,176,"Lee Janzen",75,NA,39910.917,1062,131,"ProximitytoHole",2005
176,176,"Will Ma Kenzie",75,NA,45732.833,1217,93,"ProximitytoHole",2005
178,178,"Michael Long",72,NA,43204.833,1146,111,"ProximitytoHole",2005
178,178,"Scott McCarron",78,NA,40772.833,1082,147,"ProximitytoHole",2005
180,180,"Steve Elkington",67,NA,37224.167,985,42,"ProximitytoHole",2005
180,180,"Larry Mize",54,NA,31193.833,827,165,"ProximitytoHole",2005
182,182,"Mark Hensby",70,NA,33399,882,149,"ProximitytoHole",2005
183,183,"Matt Gogel",78,NA,45788.5,1206,159,"ProximitytoHole",2005
183,183,"Phil Mickelson",81,NA,34013.167,896,47,"ProximitytoHole",2005
183,183,"Chris Riley",67,NA,28626.417,754,199,"ProximitytoHole",2005
186,186,"Tjaart van der Walt",56,NA,36894,968,66,"ProximitytoHole",2005
187,187,"Daniel Chopra",108,NA,62832.583,1648,133,"ProximitytoHole",2005
187,187,"Steve Jones",56,NA,31544.833,826,182,"ProximitytoHole",2005
189,189,"Steve Allan",102,NA,60485.583,1581,128,"ProximitytoHole",2005
190,190,"Aaron Baddeley",84,NA,51666.75,1347,191,"ProximitytoHole",2005
190,190,"John Daly",78,NA,38382.833,1001,152,"ProximitytoHole",2005
190,190,"Thomas Levet",54,NA,24821.5,647,179,"ProximitytoHole",2005
193,193,"Andrew Magee",82,NA,48335,1258,183,"ProximitytoHole",2005
194,194,"Matt Davidson",53,NA,35098.25,897,192,"ProximitytoHole",2005
194,194,"Hank Kuehne",84,NA,51904.917,1325,178,"ProximitytoHole",2005
196,196,"James Driscoll",73,NA,44009.917,1116,145,"ProximitytoHole",2005
197,197,"Jesper Parnevik",84,NA,47797.25,1206,183,"ProximitytoHole",2005
198,198,"Scott Hend",75,NA,46540.083,1149,146,"ProximitytoHole",2005
199,199,"Jason Allred",75,NA,45933.25,1132,198,"ProximitytoHole",2005
200,200,"Dennis Paulson",63,NA,41330.667,1005,164,"ProximitytoHole",2005
201,201,"John Elliott",58,NA,37846.5,917,200,"ProximitytoHole",2005
202,202,"Len Mattiace",86,NA,57567.5,1357,202,"ProximitytoHole",2005
