"GIRPuttingInside5_RANKTHISWEEK_2005","GIRPuttingInside5_RANKLASTWEEK_2005","GIRPuttingInside5_PLAYERNAME_2005","GIRPuttingInside5_ROUNDS_2005","GIRPuttingInside5_Pct_2005","GIRPuttingInside5_ATTEMPTS_2005","GIRPuttingInside5_PUTTSMADE_2005","stat_name","year"
1,1,"Briny Baird",98,97.56,41,40,"GIRPuttingInside5",2005
2,2,"Jeff Hart",63,94.74,19,18,"GIRPuttingInside5",2005
3,3,"Mark OMeara",66,94.44,18,17,"GIRPuttingInside5",2005
4,4,"Patrick Sheehan",114,93.65,63,59,"GIRPuttingInside5",2005
5,5,"Brian Bateman",98,93.33,45,42,"GIRPuttingInside5",2005
5,5,"Stewart Cink",98,93.33,30,28,"GIRPuttingInside5",2005
5,5,"Tom Lehman",69,93.33,30,28,"GIRPuttingInside5",2005
8,8,"Arron Oberholser",65,93.1,29,27,"GIRPuttingInside5",2005
9,9,"John Rollins",97,93.02,43,40,"GIRPuttingInside5",2005
10,10,"Skip Kendall",80,92.86,28,26,"GIRPuttingInside5",2005
10,10,"Tim Petrovic",97,92.86,42,39,"GIRPuttingInside5",2005
12,12,"Len Mattiace",86,92.59,27,25,"GIRPuttingInside5",2005
13,13,"Charles Warren",89,92.45,53,49,"GIRPuttingInside5",2005
14,14,"Justin Bolli",65,92.31,39,36,"GIRPuttingInside5",2005
14,14,"Retief Goosen",71,92.31,26,24,"GIRPuttingInside5",2005
14,14,"Tim Herron",100,92.31,52,48,"GIRPuttingInside5",2005
17,17,"Michael Allen",90,91.67,48,44,"GIRPuttingInside5",2005
17,17,"John Cook",72,91.67,36,33,"GIRPuttingInside5",2005
17,17,"Lee Janzen",75,91.67,36,33,"GIRPuttingInside5",2005
17,17,"Richard Johnson",50,91.67,24,22,"GIRPuttingInside5",2005
17,17,"Mario Tiziani",67,91.67,36,33,"GIRPuttingInside5",2005
22,22,"Bo Van Pelt",112,91.53,59,54,"GIRPuttingInside5",2005
23,23,"Kevin Stadler",96,91.49,47,43,"GIRPuttingInside5",2005
24,24,"Brendan Jones",81,91.18,34,31,"GIRPuttingInside5",2005
25,25,"James Driscoll",73,90.91,33,30,"GIRPuttingInside5",2005
25,25,"Steve Elkington",67,90.91,33,30,"GIRPuttingInside5",2005
25,25,"Robert Gamez",91,90.91,44,40,"GIRPuttingInside5",2005
28,28,"Tiger Woods",76,90.7,43,39,"GIRPuttingInside5",2005
29,29,"Robert Allenby",95,90.63,32,29,"GIRPuttingInside5",2005
30,30,"Luke Donald",67,90.48,21,19,"GIRPuttingInside5",2005
30,30,"Loren Roberts",54,90.48,21,19,"GIRPuttingInside5",2005
32,32,"John Elliott",58,90.32,31,28,"GIRPuttingInside5",2005
32,32,"JP Hayes",63,90.32,31,28,"GIRPuttingInside5",2005
34,34,"Brandt Jobe",96,90,50,45,"GIRPuttingInside5",2005
34,34,"Ian Poulter",62,90,10,9,"GIRPuttingInside5",2005
34,34,"Duffy Waldorf",86,90,40,36,"GIRPuttingInside5",2005
37,37,"Freddie Jacobson",72,89.66,29,26,"GIRPuttingInside5",2005
37,37,"Bob Tway",87,89.66,29,26,"GIRPuttingInside5",2005
39,39,"Dennis Paulson",63,89.47,19,17,"GIRPuttingInside5",2005
40,40,"Zach Johnson",96,89.29,56,50,"GIRPuttingInside5",2005
40,40,"Corey Pavin",77,89.29,28,25,"GIRPuttingInside5",2005
42,42,"Hunter Mahan",103,89.09,55,49,"GIRPuttingInside5",2005
43,43,"Peter Lonard",85,88.89,36,32,"GIRPuttingInside5",2005
43,43,"Jesper Parnevik",84,88.89,36,32,"GIRPuttingInside5",2005
45,45,"Jim Furyk",94,88.64,44,39,"GIRPuttingInside5",2005
46,46,"Brad Faxon",75,88.57,35,31,"GIRPuttingInside5",2005
47,47,"KJ Choi",78,88.46,26,23,"GIRPuttingInside5",2005
47,47,"Chris Riley",67,88.46,26,23,"GIRPuttingInside5",2005
49,49,"Sean OHair",103,88.37,43,38,"GIRPuttingInside5",2005
49,49,"Kenny Perry",82,88.37,43,38,"GIRPuttingInside5",2005
51,51,"Robert Damron",89,88.24,34,30,"GIRPuttingInside5",2005
51,51,"Scott Hend",75,88.24,34,30,"GIRPuttingInside5",2005
53,53,"Bart Bryant",91,88.1,42,37,"GIRPuttingInside5",2005
53,53,"Todd Fischer",99,88.1,42,37,"GIRPuttingInside5",2005
55,55,"Brenden Pappas",51,88,25,22,"GIRPuttingInside5",2005
55,55,"Adam Scott",72,88,25,22,"GIRPuttingInside5",2005
57,57,"Jonathan Kaye",77,87.88,33,29,"GIRPuttingInside5",2005
58,58,"Mathias Gronberg",60,87.5,24,21,"GIRPuttingInside5",2005
59,59,"Tag Ridings",93,87.23,47,41,"GIRPuttingInside5",2005
60,60,"Rob Rashell",65,87.1,31,27,"GIRPuttingInside5",2005
60,60,"Mark Wilson",74,87.1,31,27,"GIRPuttingInside5",2005
62,62,"Jonathan Byrd",103,86.84,38,33,"GIRPuttingInside5",2005
63,63,"Jose Coceres",56,86.67,30,26,"GIRPuttingInside5",2005
63,63,"Brett Quigley",96,86.67,45,39,"GIRPuttingInside5",2005
63,63,"Steve Stricker",62,86.67,30,26,"GIRPuttingInside5",2005
63,63,"Kirk Triplett",55,86.67,15,13,"GIRPuttingInside5",2005
67,67,"Mark Hensby",70,86.49,37,32,"GIRPuttingInside5",2005
68,68,"Bill Glasson",54,86.36,22,19,"GIRPuttingInside5",2005
68,68,"Steve Jones",56,86.36,22,19,"GIRPuttingInside5",2005
68,68,"Larry Mize",54,86.36,22,19,"GIRPuttingInside5",2005
71,71,"Rocco Mediate",73,86.27,51,44,"GIRPuttingInside5",2005
72,72,"Cameron Beckman",96,85.71,49,42,"GIRPuttingInside5",2005
72,72,"Tom Byrum",83,85.71,35,30,"GIRPuttingInside5",2005
72,72,"Tom Gillis",77,85.71,28,24,"GIRPuttingInside5",2005
72,72,"Hunter Haas",83,85.71,35,30,"GIRPuttingInside5",2005
72,72,"Padraig Harrington",50,85.71,21,18,"GIRPuttingInside5",2005
72,72,"Dudley Hart",84,85.71,28,24,"GIRPuttingInside5",2005
72,72,"Vijay Singh",111,85.71,49,42,"GIRPuttingInside5",2005
72,72,"Kevin Sutherland",89,85.71,35,30,"GIRPuttingInside5",2005
80,80,"Tim Clark",92,85.42,48,41,"GIRPuttingInside5",2005
80,80,"Roland Thatcher",75,85.42,48,41,"GIRPuttingInside5",2005
82,82,"Geoff Ogilvy",97,85.37,41,35,"GIRPuttingInside5",2005
83,83,"Ben Crane",78,85.29,34,29,"GIRPuttingInside5",2005
84,84,"Hidemichi Tanaka",106,85.25,61,52,"GIRPuttingInside5",2005
85,85,"Tjaart van der Walt",56,85.19,27,23,"GIRPuttingInside5",2005
85,85,"Charlie Wi",67,85.19,27,23,"GIRPuttingInside5",2005
87,87,"JJ Henry",102,85,60,51,"GIRPuttingInside5",2005
87,87,"Neal Lancaster",95,85,60,51,"GIRPuttingInside5",2005
89,89,"Vaughn Taylor",99,84.75,59,50,"GIRPuttingInside5",2005
90,90,"Charles Howell III",95,84.62,26,22,"GIRPuttingInside5",2005
90,90,"Kent Jones",99,84.62,39,33,"GIRPuttingInside5",2005
92,92,"Woody Austin",100,84.44,45,38,"GIRPuttingInside5",2005
93,93,"Mark Calcavecchia",92,84.31,51,43,"GIRPuttingInside5",2005
94,94,"Marco Dawson",82,84.21,38,32,"GIRPuttingInside5",2005
94,94,"Bob Heintz",67,84.21,38,32,"GIRPuttingInside5",2005
94,94,"Phillip Price",77,84.21,38,32,"GIRPuttingInside5",2005
97,97,"Shigeki Maruyama",99,84.09,44,37,"GIRPuttingInside5",2005
98,98,"Olin Browne",99,83.72,43,36,"GIRPuttingInside5",2005
99,99,"Tommy Armour III",103,83.67,49,41,"GIRPuttingInside5",2005
100,100,"Rich Beem",66,83.33,30,25,"GIRPuttingInside5",2005
100,100,"Mark Brooks",72,83.33,30,25,"GIRPuttingInside5",2005
100,100,"Ben Curtis",65,83.33,24,20,"GIRPuttingInside5",2005
100,100,"Matt Davidson",53,83.33,18,15,"GIRPuttingInside5",2005
100,100,"David Hearn",68,83.33,36,30,"GIRPuttingInside5",2005
100,100,"Jerry Kelly",101,83.33,42,35,"GIRPuttingInside5",2005
100,100,"Franklin Langham",91,83.33,48,40,"GIRPuttingInside5",2005
100,100,"Jeff Maggert",79,83.33,42,35,"GIRPuttingInside5",2005
100,100,"Ryan Palmer",101,83.33,48,40,"GIRPuttingInside5",2005
100,100,"Craig Perks",67,83.33,36,30,"GIRPuttingInside5",2005
110,110,"Carl Pettersson",109,83.08,65,54,"GIRPuttingInside5",2005
111,111,"Joe Ogilvie",103,83.02,53,44,"GIRPuttingInside5",2005
111,111,"Ted Purdy",122,83.02,53,44,"GIRPuttingInside5",2005
113,113,"Joe Durant",81,82.98,47,39,"GIRPuttingInside5",2005
113,113,"Joey Snyder III",102,82.98,47,39,"GIRPuttingInside5",2005
115,115,"Jeff Brehaut",71,82.93,41,34,"GIRPuttingInside5",2005
115,115,"Jeff Sluman",94,82.93,41,34,"GIRPuttingInside5",2005
117,117,"Stephen Ames",82,82.86,35,29,"GIRPuttingInside5",2005
117,117,"Dean Wilson",86,82.86,35,29,"GIRPuttingInside5",2005
119,119,"Fred Couples",72,82.76,29,24,"GIRPuttingInside5",2005
119,119,"Chris DiMarco",83,82.76,29,24,"GIRPuttingInside5",2005
119,119,"David Toms",87,82.76,29,24,"GIRPuttingInside5",2005
122,122,"Bob Estes",92,82.69,52,43,"GIRPuttingInside5",2005
123,123,"Gavin Coles",70,82.61,23,19,"GIRPuttingInside5",2005
123,123,"Matt Gogel",78,82.61,23,19,"GIRPuttingInside5",2005
123,123,"Todd Hamilton",94,82.61,46,38,"GIRPuttingInside5",2005
126,126,"Will Ma Kenzie",75,82.5,40,33,"GIRPuttingInside5",2005
127,127,"Scott Gutschewski",86,82.22,45,37,"GIRPuttingInside5",2005
127,127,"Brett Wetterich",76,82.22,45,37,"GIRPuttingInside5",2005
129,129,"Fred Funk",102,82.05,39,32,"GIRPuttingInside5",2005
129,129,"Davis Love III",80,82.05,39,32,"GIRPuttingInside5",2005
129,129,"Kevin Na",88,82.05,39,32,"GIRPuttingInside5",2005
132,132,"Stuart Appleby",84,81.82,33,27,"GIRPuttingInside5",2005
132,132,"Aaron Baddeley",84,81.82,33,27,"GIRPuttingInside5",2005
132,132,"Thomas Levet",54,81.82,11,9,"GIRPuttingInside5",2005
132,132,"Heath Slocum",103,81.82,55,45,"GIRPuttingInside5",2005
132,132,"Darron Stiles",78,81.82,44,36,"GIRPuttingInside5",2005
137,137,"Billy Mayfair",114,81.67,60,49,"GIRPuttingInside5",2005
