"GIRPuttingInside5_RANKTHISWEEK_2005","GIRPuttingInside5_RANKLASTWEEK_2005","GIRPuttingInside5_PLAYERNAME_2005","GIRPuttingInside5_ROUNDS_2005","GIRPuttingInside5_Pct_2005","GIRPuttingInside5_ATTEMPTS_2005","GIRPuttingInside5_PUTTSMADE_2005","stat_name","year"
138,138,"Lucas Glover",88,81.63,49,40,"GIRPuttingInside5",2005
139,139,"Billy Andrade",83,81.58,38,31,"GIRPuttingInside5",2005
140,140,"Joey Sindelar",104,81.54,65,53,"GIRPuttingInside5",2005
141,141,"Chad Campbell",95,81.4,43,35,"GIRPuttingInside5",2005
142,142,"Ryuji Imada",78,81.25,32,26,"GIRPuttingInside5",2005
143,143,"Bradley Hughes",52,80.95,21,17,"GIRPuttingInside5",2005
143,143,"Stephen Leaney",89,80.95,42,34,"GIRPuttingInside5",2005
145,145,"Tom Pernice Jr",111,80.85,47,38,"GIRPuttingInside5",2005
146,146,"Steve Lowery",100,80.77,52,42,"GIRPuttingInside5",2005
147,147,"Justin Rose",99,80.65,62,50,"GIRPuttingInside5",2005
148,148,"Phil Mickelson",81,80.56,36,29,"GIRPuttingInside5",2005
149,149,"Scott Verplank",87,80.49,41,33,"GIRPuttingInside5",2005
150,150,"Daniel Chopra",108,80.39,51,41,"GIRPuttingInside5",2005
151,151,"Steve Allan",102,80,55,44,"GIRPuttingInside5",2005
151,151,"Chris Anderson",66,80,30,24,"GIRPuttingInside5",2005
151,151,"John Daly",78,80,30,24,"GIRPuttingInside5",2005
151,151,"Sergio Garcia",73,80,40,32,"GIRPuttingInside5",2005
151,151,"Paul Gow",78,80,40,32,"GIRPuttingInside5",2005
151,151,"Michael Long",72,80,25,20,"GIRPuttingInside5",2005
157,157,"Doug Barron",70,79.55,44,35,"GIRPuttingInside5",2005
158,158,"Arjun Atwal",65,79.49,39,31,"GIRPuttingInside5",2005
158,158,"Brian Gay",101,79.49,39,31,"GIRPuttingInside5",2005
160,160,"Bernhard Langer",67,79.17,24,19,"GIRPuttingInside5",2005
161,161,"Hank Kuehne",84,78.95,38,30,"GIRPuttingInside5",2005
162,162,"Glen Hnatiuk",59,78.38,37,29,"GIRPuttingInside5",2005
162,162,"Nick Watney",91,78.38,37,29,"GIRPuttingInside5",2005
164,164,"Jay Haas",54,78.26,23,18,"GIRPuttingInside5",2005
165,165,"Harrison Frazar",105,78.18,55,43,"GIRPuttingInside5",2005
166,166,"Jason Allred",75,77.78,27,21,"GIRPuttingInside5",2005
166,166,"Scott McCarron",78,77.78,36,28,"GIRPuttingInside5",2005
168,168,"Carlos Franco",78,77.42,31,24,"GIRPuttingInside5",2005
169,169,"Andrew Magee",82,77.14,35,27,"GIRPuttingInside5",2005
170,170,"Steve Flesch",90,76.92,26,20,"GIRPuttingInside5",2005
171,171,"Jason Bohn",91,76.79,56,43,"GIRPuttingInside5",2005
172,172,"Paul Claxton",79,76.67,30,23,"GIRPuttingInside5",2005
173,173,"John Senden",101,76.47,51,39,"GIRPuttingInside5",2005
174,174,"Greg Owen",84,76.32,38,29,"GIRPuttingInside5",2005
174,174,"DJ Trahan",81,76.32,38,29,"GIRPuttingInside5",2005
176,176,"Frank Lickliter II",100,76.19,42,32,"GIRPuttingInside5",2005
176,176,"Chris Smith",93,76.19,42,32,"GIRPuttingInside5",2005
178,178,"Paul Azinger",66,76,25,19,"GIRPuttingInside5",2005
178,178,"Brent Geiberger",61,76,25,19,"GIRPuttingInside5",2005
180,180,"Rory Sabbatini",81,75.86,29,22,"GIRPuttingInside5",2005
181,181,"Justin Leonard",78,75.68,37,28,"GIRPuttingInside5",2005
182,182,"Hideto Tanihara",50,75,24,18,"GIRPuttingInside5",2005
183,183,"Danny Briggs",70,74.19,31,23,"GIRPuttingInside5",2005
184,184,"JL Lewis",98,74.07,54,40,"GIRPuttingInside5",2005
184,184,"Jay Williamson",53,74.07,27,20,"GIRPuttingInside5",2005
186,186,"Brian Davis",75,74,50,37,"GIRPuttingInside5",2005
186,186,"Rod Pampling",89,74,50,37,"GIRPuttingInside5",2005
188,188,"Jose Maria Olazabal",55,73.91,23,17,"GIRPuttingInside5",2005
189,189,"Pat Perez",89,73.68,38,28,"GIRPuttingInside5",2005
190,190,"Shaun Micheel",81,73.33,30,22,"GIRPuttingInside5",2005
191,191,"Omar Uresti",84,72.92,48,35,"GIRPuttingInside5",2005
192,192,"Craig Barlow",81,71.88,32,23,"GIRPuttingInside5",2005
193,193,"Mike Weir",71,71.43,21,15,"GIRPuttingInside5",2005
194,194,"DJ Brigman",76,70.83,24,17,"GIRPuttingInside5",2005
195,195,"DA Points",94,70,40,28,"GIRPuttingInside5",2005
196,196,"John Huston",90,69.81,53,37,"GIRPuttingInside5",2005
197,197,"Glen Day",80,69.23,39,27,"GIRPuttingInside5",2005
198,198,"Lee Westwood",50,65,20,13,"GIRPuttingInside5",2005
199,199,"Dan Forsman",52,63.64,22,14,"GIRPuttingInside5",2005
200,200,"Alex Cejka",84,63.33,30,19,"GIRPuttingInside5",2005
201,201,"Jim Carter",62,61.29,31,19,"GIRPuttingInside5",2005
202,202,"Matt Kuchar",60,61.11,18,11,"GIRPuttingInside5",2005
