"3PuttAvoidance_RANKTHISWEEK_2007","3PuttAvoidance_RANKLASTWEEK_2007","3PuttAvoidance_PLAYERNAME_2007","3PuttAvoidance_ROUNDS_2007","3PuttAvoidance_Pct_2007","3PuttAvoidance_TOTAL3PUTTS_2007","3PuttAvoidance_TOTALHOLESOVERALL_2007","stat_name","year"
24,24,"Arron Oberholser",69,2.45,30,1224,"3PuttAvoidance",2007
26,26,"Bob Heintz",85,2.48,38,1530,"3PuttAvoidance",2007
27,27,"Steve Elkington",87,2.49,39,1566,"3PuttAvoidance",2007
28,28,"Bo Van Pelt",104,2.51,47,1872,"3PuttAvoidance",2007
29,29,"Craig Lile",77,2.53,35,1386,"3PuttAvoidance",2007
30,30,"Dean Wilson",92,2.54,42,1656,"3PuttAvoidance",2007
31,31,"Matt Kuchar",85,2.55,39,1530,"3PuttAvoidance",2007
32,32,"Doug LaBelle II",104,2.56,48,1872,"3PuttAvoidance",2007
32,32,"Joe Ogilvie",102,2.56,47,1836,"3PuttAvoidance",2007
32,32,"Michael Sim",52,2.56,24,936,"3PuttAvoidance",2007
35,35,"Mark Brooks",53,2.62,25,954,"3PuttAvoidance",2007
36,36,"Craig Kanada",109,2.65,52,1962,"3PuttAvoidance",2007
36,36,"Jesper Parnevik",88,2.65,42,1584,"3PuttAvoidance",2007
38,38,"Jonathan Byrd",73,2.66,35,1314,"3PuttAvoidance",2007
38,38,"Henrik Stenson",52,2.66,22,828,"3PuttAvoidance",2007
40,40,"Tommy Armour III",81,2.67,39,1458,"3PuttAvoidance",2007
40,40,"Mark Hensby",81,2.67,39,1458,"3PuttAvoidance",2007
42,42,"Stephen Ames",81,2.7,37,1368,"3PuttAvoidance",2007
42,42,"Ryan Armour",107,2.7,52,1926,"3PuttAvoidance",2007
44,44,"Stephen Leaney",82,2.71,40,1476,"3PuttAvoidance",2007
45,45,"Daniel Chopra",106,2.73,52,1908,"3PuttAvoidance",2007
45,45,"Chris Tidland",59,2.73,29,1062,"3PuttAvoidance",2007
47,47,"Chris DiMarco",79,2.74,38,1386,"3PuttAvoidance",2007
48,48,"Cliff Kresge",107,2.75,53,1926,"3PuttAvoidance",2007
48,48,"George McNeill",95,2.75,47,1710,"3PuttAvoidance",2007
50,50,"Ken Duke",112,2.78,56,2016,"3PuttAvoidance",2007
50,50,"Retief Goosen",50,2.78,24,864,"3PuttAvoidance",2007
52,52,"KJ Choi",87,2.81,43,1530,"3PuttAvoidance",2007
52,52,"Glen Day",85,2.81,43,1530,"3PuttAvoidance",2007
54,54,"Michael Boyd",61,2.82,31,1098,"3PuttAvoidance",2007
55,55,"Stewart Cink",91,2.84,45,1584,"3PuttAvoidance",2007
55,55,"Robert Gamez",88,2.84,45,1584,"3PuttAvoidance",2007
57,57,"Michael Allen",74,2.85,38,1332,"3PuttAvoidance",2007
57,57,"Jim Furyk",84,2.85,42,1476,"3PuttAvoidance",2007
59,59,"Bryce Molder",56,2.88,29,1008,"3PuttAvoidance",2007
59,59,"Rory Sabbatini",81,2.88,41,1422,"3PuttAvoidance",2007
61,61,"Charley Hoffman",97,2.92,51,1746,"3PuttAvoidance",2007
61,61,"Johnson Wagner",97,2.92,51,1746,"3PuttAvoidance",2007
63,63,"Ryuji Imada",104,2.94,55,1872,"3PuttAvoidance",2007
63,63,"Vijay Singh",102,2.94,53,1800,"3PuttAvoidance",2007
65,65,"David Toms",80,2.96,41,1386,"3PuttAvoidance",2007
66,66,"Marco Dawson",73,2.97,39,1314,"3PuttAvoidance",2007
67,67,"Rich Barcelo",80,2.99,43,1440,"3PuttAvoidance",2007
68,68,"Todd Hamilton",76,3,41,1368,"3PuttAvoidance",2007
69,69,"Kevin Sutherland",85,3.01,46,1530,"3PuttAvoidance",2007
70,70,"Brian Davis",101,3.03,55,1818,"3PuttAvoidance",2007
70,70,"Lee Janzen",66,3.03,36,1188,"3PuttAvoidance",2007
72,72,"Kevin Na",84,3.04,46,1512,"3PuttAvoidance",2007
72,72,"Jeff Quinney",95,3.04,52,1710,"3PuttAvoidance",2007
74,74,"Jeff Overton",60,3.06,33,1080,"3PuttAvoidance",2007
75,75,"Carl Pettersson",111,3.08,61,1980,"3PuttAvoidance",2007
76,76,"Bob Estes",88,3.09,49,1584,"3PuttAvoidance",2007
77,77,"Paul Gow",70,3.1,39,1260,"3PuttAvoidance",2007
78,78,"Pat Perez",84,3.11,47,1512,"3PuttAvoidance",2007
78,78,"Vaughn Taylor",91,3.11,51,1638,"3PuttAvoidance",2007
80,80,"JP Hayes",89,3.12,50,1602,"3PuttAvoidance",2007
81,81,"Brett Quigley",79,3.13,44,1404,"3PuttAvoidance",2007
82,82,"Brendon de Jonge",76,3.14,43,1368,"3PuttAvoidance",2007
83,83,"Luke Donald",69,3.15,38,1206,"3PuttAvoidance",2007
83,83,"Parker McLachlin",83,3.15,47,1494,"3PuttAvoidance",2007
85,85,"Matt Hendrix",63,3.17,36,1134,"3PuttAvoidance",2007
85,85,"Jarrod Lyle",77,3.17,44,1386,"3PuttAvoidance",2007
87,87,"Alex Cejka",80,3.19,46,1440,"3PuttAvoidance",2007
87,87,"Ben Curtis",80,3.19,46,1440,"3PuttAvoidance",2007
87,87,"Adam Scott",69,3.19,39,1224,"3PuttAvoidance",2007
90,90,"Chris Riley",59,3.2,34,1062,"3PuttAvoidance",2007
91,91,"Craig Bowden",78,3.21,45,1404,"3PuttAvoidance",2007
91,91,"Dicky Pride",71,3.21,41,1278,"3PuttAvoidance",2007
93,93,"Corey Pavin",81,3.22,47,1458,"3PuttAvoidance",2007
94,94,"Padraig Harrington",64,3.23,36,1116,"3PuttAvoidance",2007
94,94,"Tim Herron",98,3.23,57,1764,"3PuttAvoidance",2007
94,94,"Jeff Maggert",79,3.23,46,1422,"3PuttAvoidance",2007
97,97,"Hunter Mahan",91,3.24,53,1638,"3PuttAvoidance",2007
98,98,"Ernie Els",59,3.26,34,1044,"3PuttAvoidance",2007
98,98,"Lucas Glover",98,3.26,57,1746,"3PuttAvoidance",2007
100,100,"Bubba Dickerson",51,3.27,30,918,"3PuttAvoidance",2007
100,100,"Justin Leonard",95,3.27,56,1710,"3PuttAvoidance",2007
102,102,"Bart Bryant",87,3.29,51,1548,"3PuttAvoidance",2007
102,102,"Charles Howell III",89,3.29,51,1548,"3PuttAvoidance",2007
104,104,"Ryan Palmer",91,3.3,54,1638,"3PuttAvoidance",2007
105,105,"Paul Stankowski",52,3.31,31,936,"3PuttAvoidance",2007
106,106,"Rocco Mediate",72,3.32,43,1296,"3PuttAvoidance",2007
107,107,"Steve Allan",63,3.35,38,1134,"3PuttAvoidance",2007
107,107,"Anthony Kim",93,3.35,56,1674,"3PuttAvoidance",2007
109,109,"Mike Weir",82,3.36,49,1458,"3PuttAvoidance",2007
110,110,"Eric Axley",107,3.37,65,1926,"3PuttAvoidance",2007
110,110,"Chris Stroud",66,3.37,40,1188,"3PuttAvoidance",2007
112,112,"Mark Wilson",87,3.38,53,1566,"3PuttAvoidance",2007
113,113,"Cameron Beckman",96,3.41,59,1728,"3PuttAvoidance",2007
113,113,"Tom Lehman",62,3.41,38,1116,"3PuttAvoidance",2007
113,113,"Tim Petrovic",106,3.41,65,1908,"3PuttAvoidance",2007
116,116,"Tom Pernice Jr",104,3.42,64,1872,"3PuttAvoidance",2007
117,117,"Ted Purdy",102,3.43,63,1836,"3PuttAvoidance",2007
118,118,"Bill Haas",93,3.46,58,1674,"3PuttAvoidance",2007
118,118,"JJ Henry",86,3.46,53,1530,"3PuttAvoidance",2007
118,118,"Rod Pampling",92,3.46,56,1620,"3PuttAvoidance",2007
118,118,"Duffy Waldorf",69,3.46,43,1242,"3PuttAvoidance",2007
122,122,"Scott Gutschewski",67,3.48,42,1206,"3PuttAvoidance",2007
123,123,"Mathias Gronberg",95,3.51,60,1710,"3PuttAvoidance",2007
123,123,"Billy Mayfair",98,3.51,62,1764,"3PuttAvoidance",2007
125,125,"John Rollins",102,3.52,64,1818,"3PuttAvoidance",2007
125,125,"Camilo Villegas",82,3.52,52,1476,"3PuttAvoidance",2007
127,127,"Peter Lonard",85,3.53,54,1530,"3PuttAvoidance",2007
128,128,"Paul Goydos",60,3.58,38,1062,"3PuttAvoidance",2007
129,129,"Michael Putnam",96,3.59,62,1728,"3PuttAvoidance",2007
130,130,"Jason Bohn",57,3.61,37,1026,"3PuttAvoidance",2007
130,130,"Kenny Perry",83,3.61,54,1494,"3PuttAvoidance",2007
132,132,"Frank Lickliter II",95,3.63,62,1710,"3PuttAvoidance",2007
132,132,"Geoff Ogilvy",84,3.63,51,1404,"3PuttAvoidance",2007
132,132,"Joey Sindelar",75,3.63,49,1350,"3PuttAvoidance",2007
135,135,"Troy Matteson",87,3.64,57,1566,"3PuttAvoidance",2007
136,136,"Tom Byrum",50,3.67,33,900,"3PuttAvoidance",2007
136,136,"Jose Coceres",50,3.67,33,900,"3PuttAvoidance",2007
138,138,"Robert Garrigus",95,3.68,63,1710,"3PuttAvoidance",2007
138,138,"Daisuke Maruyama",86,3.68,57,1548,"3PuttAvoidance",2007
140,140,"John Mallinger",96,3.7,64,1728,"3PuttAvoidance",2007
140,140,"Jason Schultz",63,3.7,42,1134,"3PuttAvoidance",2007
142,142,"Stuart Appleby",74,3.73,49,1314,"3PuttAvoidance",2007
143,143,"Boo Weekley",101,3.74,68,1818,"3PuttAvoidance",2007
144,144,"Mark Calcavecchia",93,3.76,63,1674,"3PuttAvoidance",2007
145,145,"Justin Rose",63,3.77,40,1062,"3PuttAvoidance",2007
146,146,"Ryan Moore",92,3.8,63,1656,"3PuttAvoidance",2007
146,146,"Ian Poulter",63,3.8,41,1080,"3PuttAvoidance",2007
146,146,"Jeff Sluman",60,3.8,41,1080,"3PuttAvoidance",2007
149,149,"DJ Brigman",67,3.81,46,1206,"3PuttAvoidance",2007
150,150,"Andrew Buckle",77,3.82,53,1386,"3PuttAvoidance",2007
151,151,"Kent Jones",97,3.84,67,1746,"3PuttAvoidance",2007
152,152,"Fred Funk",65,3.85,45,1170,"3PuttAvoidance",2007
152,152,"Jerry Kelly",101,3.85,70,1818,"3PuttAvoidance",2007
154,154,"David Branshaw",83,3.88,58,1494,"3PuttAvoidance",2007
154,154,"Steve Marino",106,3.88,74,1908,"3PuttAvoidance",2007
156,156,"Trevor Immelman",74,3.92,48,1224,"3PuttAvoidance",2007
156,156,"Kevin Stadler",95,3.92,67,1710,"3PuttAvoidance",2007
158,158,"Steve Wheatcroft",73,3.96,52,1314,"3PuttAvoidance",2007
159,159,"Briny Baird",115,4.01,83,2070,"3PuttAvoidance",2007
159,159,"Jason Gore",86,4.01,62,1548,"3PuttAvoidance",2007
161,161,"Davis Love III",66,4.02,47,1170,"3PuttAvoidance",2007
162,162,"Bubba Watson",80,4.03,58,1440,"3PuttAvoidance",2007
163,163,"Harrison Frazar",88,4.04,64,1584,"3PuttAvoidance",2007
163,163,"Shaun Micheel",91,4.04,64,1584,"3PuttAvoidance",2007
165,165,"Steve Flesch",100,4.06,73,1800,"3PuttAvoidance",2007
166,166,"Chris Couch",76,4.09,56,1368,"3PuttAvoidance",2007
167,167,"Jeff Brehaut",59,4.14,44,1062,"3PuttAvoidance",2007
167,167,"Chad Campbell",96,4.14,67,1620,"3PuttAvoidance",2007
169,169,"Craig Barlow",52,4.17,39,936,"3PuttAvoidance",2007
170,170,"John Senden",97,4.18,73,1746,"3PuttAvoidance",2007
171,171,"Tom Johnson",74,4.2,56,1332,"3PuttAvoidance",2007
171,171,"Steve Lowery",74,4.2,56,1332,"3PuttAvoidance",2007
173,173,"DJ Trahan",99,4.21,75,1782,"3PuttAvoidance",2007
174,174,"Brian Bateman",55,4.24,42,990,"3PuttAvoidance",2007
175,175,"Woody Austin",95,4.27,73,1710,"3PuttAvoidance",2007
176,176,"John Merrick",92,4.29,71,1656,"3PuttAvoidance",2007
177,177,"Jason Dufner",100,4.33,78,1800,"3PuttAvoidance",2007
177,177,"Jim Rutledge",59,4.33,46,1062,"3PuttAvoidance",2007
179,179,"Billy Andrade",88,4.36,69,1584,"3PuttAvoidance",2007
180,180,"Will Ma Kenzie",100,4.39,79,1800,"3PuttAvoidance",2007
181,181,"Mathew Goggin",97,4.41,77,1746,"3PuttAvoidance",2007
181,181,"Nick Watney",87,4.41,69,1566,"3PuttAvoidance",2007
183,183,"Rich Beem",89,4.43,71,1602,"3PuttAvoidance",2007
183,183,"John Daly",59,4.43,47,1062,"3PuttAvoidance",2007
185,185,"Charles Warren",101,4.46,81,1818,"3PuttAvoidance",2007
186,186,"Jeff Gove",103,4.48,83,1854,"3PuttAvoidance",2007
186,186,"Sean OHair",98,4.48,79,1764,"3PuttAvoidance",2007
188,188,"Joe Durant",88,4.6,72,1566,"3PuttAvoidance",2007
188,188,"Greg Owen",81,4.6,67,1458,"3PuttAvoidance",2007
190,190,"Kirk Triplett",77,4.69,65,1386,"3PuttAvoidance",2007
191,191,"Darron Stiles",65,4.79,56,1170,"3PuttAvoidance",2007
191,191,"Jaco Van Zyl",51,4.79,44,918,"3PuttAvoidance",2007
193,193,"Robert Allenby",90,4.81,77,1602,"3PuttAvoidance",2007
194,194,"JB Holmes",71,4.85,62,1278,"3PuttAvoidance",2007
194,194,"Brett Wetterich",88,4.85,76,1566,"3PuttAvoidance",2007
196,196,"Kyle Reifers",71,4.93,63,1278,"3PuttAvoidance",2007
