"TenthTeeLatePar5ScoringAverage_RANKTHISWEEK_2014","TenthTeeLatePar5ScoringAverage_RANKLASTWEEK_2014","TenthTeeLatePar5ScoringAverage_PLAYERNAME_2014","TenthTeeLatePar5ScoringAverage_ROUNDS_2014","TenthTeeLatePar5ScoringAverage_AVG_2014","TenthTeeLatePar5ScoringAverage_TOTALSTROKES_2014","TenthTeeLatePar5ScoringAverage_TOTALHOLES_2014","stat_name","year"
1,1,"Jordan Spieth",102,4.25,17,4,"TenthTeeLatePar5ScoringAverage",2014
2,2,"Bubba Watson",76,4.27,64,15,"TenthTeeLatePar5ScoringAverage",2014
3,3,"Charl Schwartzel",64,4.3,116,27,"TenthTeeLatePar5ScoringAverage",2014
4,4,"Jason Day",54,4.33,39,9,"TenthTeeLatePar5ScoringAverage",2014
4,4,"Rory McIlroy",66,4.33,26,6,"TenthTeeLatePar5ScoringAverage",2014
4,4,"Patrick Reed",92,4.33,91,21,"TenthTeeLatePar5ScoringAverage",2014
4,4,"Justin Rose",70,4.33,39,9,"TenthTeeLatePar5ScoringAverage",2014
8,8,"Andrew Loupe",65,4.34,139,32,"TenthTeeLatePar5ScoringAverage",2014
9,9,"Harris English",95,4.42,106,24,"TenthTeeLatePar5ScoringAverage",2014
9,9,"Sergio Garcia",61,4.42,53,12,"TenthTeeLatePar5ScoringAverage",2014
11,11,"Brad Fritsch",50,4.45,98,22,"TenthTeeLatePar5ScoringAverage",2014
12,12,"Woody Austin",63,4.46,174,39,"TenthTeeLatePar5ScoringAverage",2014
12,12,"Robert Garrigus",80,4.46,205,46,"TenthTeeLatePar5ScoringAverage",2014
12,12,"Luke Guthrie",85,4.46,205,46,"TenthTeeLatePar5ScoringAverage",2014
12,12,"Bill Haas",107,4.46,174,39,"TenthTeeLatePar5ScoringAverage",2014
12,12,"Hideki Matsuyama",82,4.46,125,28,"TenthTeeLatePar5ScoringAverage",2014
17,17,"Shawn Stefani",60,4.47,134,30,"TenthTeeLatePar5ScoringAverage",2014
18,18,"Ryan Palmer",85,4.49,166,37,"TenthTeeLatePar5ScoringAverage",2014
18,18,"John Senden",99,4.49,229,51,"TenthTeeLatePar5ScoringAverage",2014
20,20,"Zach Johnson",97,4.5,63,14,"TenthTeeLatePar5ScoringAverage",2014
20,20,"Dustin Johnson",58,4.5,36,8,"TenthTeeLatePar5ScoringAverage",2014
20,20,"Jason Kokrak",65,4.5,207,46,"TenthTeeLatePar5ScoringAverage",2014
23,23,"Billy Horschel",92,4.51,212,47,"TenthTeeLatePar5ScoringAverage",2014
23,23,"Kevin Na",94,4.51,266,59,"TenthTeeLatePar5ScoringAverage",2014
23,23,"Chris Stroud",88,4.51,185,41,"TenthTeeLatePar5ScoringAverage",2014
23,23,"Brian Stuard",91,4.51,248,55,"TenthTeeLatePar5ScoringAverage",2014
27,27,"Trevor Immelman",84,4.52,140,31,"TenthTeeLatePar5ScoringAverage",2014
28,28,"Brendon de Jonge",109,4.53,267,59,"TenthTeeLatePar5ScoringAverage",2014
28,28,"James Hahn",82,4.53,204,45,"TenthTeeLatePar5ScoringAverage",2014
28,28,"Marc Leishman",81,4.53,204,45,"TenthTeeLatePar5ScoringAverage",2014
28,28,"Will Wilcox",51,4.53,172,38,"TenthTeeLatePar5ScoringAverage",2014
32,32,"Roberto Castro",76,4.54,286,63,"TenthTeeLatePar5ScoringAverage",2014
32,32,"Kevin Chappell",100,4.54,209,46,"TenthTeeLatePar5ScoringAverage",2014
34,34,"Martin Kaymer",65,4.56,73,16,"TenthTeeLatePar5ScoringAverage",2014
34,34,"Johnson Wagner",69,4.56,196,43,"TenthTeeLatePar5ScoringAverage",2014
36,36,"Davis Love III",74,4.57,128,28,"TenthTeeLatePar5ScoringAverage",2014
36,36,"Brandt Snedeker",89,4.57,96,21,"TenthTeeLatePar5ScoringAverage",2014
36,36,"Henrik Stenson",56,4.57,105,23,"TenthTeeLatePar5ScoringAverage",2014
36,36,"Josh Teater",90,4.57,256,56,"TenthTeeLatePar5ScoringAverage",2014
36,36,"Boo Weekley",73,4.57,160,35,"TenthTeeLatePar5ScoringAverage",2014
41,41,"Scott Brown",100,4.58,371,81,"TenthTeeLatePar5ScoringAverage",2014
41,41,"Morgan Hoffmann",103,4.58,165,36,"TenthTeeLatePar5ScoringAverage",2014
43,43,"Ryo Ishikawa",75,4.59,133,29,"TenthTeeLatePar5ScoringAverage",2014
43,43,"George McNeill",79,4.59,170,37,"TenthTeeLatePar5ScoringAverage",2014
43,43,"Bo Van Pelt",83,4.59,266,58,"TenthTeeLatePar5ScoringAverage",2014
46,46,"Steven Bowditch",93,4.6,331,72,"TenthTeeLatePar5ScoringAverage",2014
46,46,"Spencer Levin",59,4.6,138,30,"TenthTeeLatePar5ScoringAverage",2014
46,46,"Sean OHair",77,4.6,193,42,"TenthTeeLatePar5ScoringAverage",2014
46,46,"Jhonattan Vegas",77,4.6,253,55,"TenthTeeLatePar5ScoringAverage",2014
46,46,"Lee Westwood",57,4.6,69,15,"TenthTeeLatePar5ScoringAverage",2014
51,51,"Matt Every",85,4.61,281,61,"TenthTeeLatePar5ScoringAverage",2014
52,52,"Jason Dufner",57,4.62,60,13,"TenthTeeLatePar5ScoringAverage",2014
53,53,"Brian Davis",93,4.63,403,87,"TenthTeeLatePar5ScoringAverage",2014
53,53,"James Driscoll",71,4.63,222,48,"TenthTeeLatePar5ScoringAverage",2014
53,53,"Chesson Hadley",84,4.63,250,54,"TenthTeeLatePar5ScoringAverage",2014
53,53,"Charles Howell III",106,4.63,375,81,"TenthTeeLatePar5ScoringAverage",2014
53,53,"William McGirt",96,4.63,199,43,"TenthTeeLatePar5ScoringAverage",2014
53,53,"Pat Perez",84,4.63,273,59,"TenthTeeLatePar5ScoringAverage",2014
53,53,"Wes Roach",67,4.63,162,35,"TenthTeeLatePar5ScoringAverage",2014
53,53,"Kyle Stanley",87,4.63,241,52,"TenthTeeLatePar5ScoringAverage",2014
53,53,"Nicholas Thompson",85,4.63,213,46,"TenthTeeLatePar5ScoringAverage",2014
53,53,"Tim Wilkinson",86,4.63,222,48,"TenthTeeLatePar5ScoringAverage",2014
63,63,"Jerry Kelly",80,4.64,167,36,"TenthTeeLatePar5ScoringAverage",2014
63,63,"Troy Matteson",62,4.64,232,50,"TenthTeeLatePar5ScoringAverage",2014
63,63,"Seung Yul Noh",92,4.64,255,55,"TenthTeeLatePar5ScoringAverage",2014
63,63,"Camilo Villegas",95,4.64,260,56,"TenthTeeLatePar5ScoringAverage",2014
63,63,"Charlie Wi",72,4.64,204,44,"TenthTeeLatePar5ScoringAverage",2014
68,68,"Aaron Baddeley",74,4.65,237,51,"TenthTeeLatePar5ScoringAverage",2014
68,68,"Angel Cabrera",69,4.65,107,23,"TenthTeeLatePar5ScoringAverage",2014
68,68,"Martin Flores",85,4.65,316,68,"TenthTeeLatePar5ScoringAverage",2014
68,68,"Russell Henley",92,4.65,293,63,"TenthTeeLatePar5ScoringAverage",2014
68,68,"Jeff Overton",80,4.65,214,46,"TenthTeeLatePar5ScoringAverage",2014
68,68,"Michael Putnam",106,4.65,237,51,"TenthTeeLatePar5ScoringAverage",2014
74,74,"Ernie Els",85,4.66,205,44,"TenthTeeLatePar5ScoringAverage",2014
74,74,"Kevin Kisner",85,4.66,331,71,"TenthTeeLatePar5ScoringAverage",2014
