"PuttingfromGrtr10_RANKTHISWEEK_2006","PuttingfromGrtr10_RANKLASTWEEK_2006","PuttingfromGrtr10_PLAYERNAME_2006","PuttingfromGrtr10_ROUNDS_2006","PuttingfromGrtr10_PctMADE_2006","PuttingfromGrtr10_ATTEMPTS_2006","PuttingfromGrtr10_PUTTSMADE_2006","stat_name","year"
1,1,"Chris Riley",86,20.06,678,136,"PuttingfromGrtr10",2006
2,2,"Ben Crane",85,19.53,640,125,"PuttingfromGrtr10",2006
3,3,"Rod Pampling",89,18.96,670,127,"PuttingfromGrtr10",2006
4,4,"Brian Gay",107,18.84,1003,189,"PuttingfromGrtr10",2006
5,5,"Davis Love III",85,18.81,590,111,"PuttingfromGrtr10",2006
6,6,"Vaughn Taylor",88,18.75,784,147,"PuttingfromGrtr10",2006
7,7,"Stewart Cink",93,18.58,791,147,"PuttingfromGrtr10",2006
8,8,"Len Mattiace",59,18.57,544,101,"PuttingfromGrtr10",2006
9,9,"Stephen Ames",63,18.56,485,90,"PuttingfromGrtr10",2006
10,10,"Shigeki Maruyama",94,18.37,811,149,"PuttingfromGrtr10",2006
11,11,"Dean Wilson",115,18.15,1008,183,"PuttingfromGrtr10",2006
12,12,"JP Hayes",55,18.11,497,90,"PuttingfromGrtr10",2006
13,13,"Tom Pernice Jr",108,18.07,924,167,"PuttingfromGrtr10",2006
14,14,"Arjun Atwal",97,17.96,852,153,"PuttingfromGrtr10",2006
15,15,"David Duval",71,17.93,552,99,"PuttingfromGrtr10",2006
16,16,"Daniel Chopra",110,17.58,916,161,"PuttingfromGrtr10",2006
16,16,"Tiger Woods",55,17.58,421,74,"PuttingfromGrtr10",2006
18,18,"David McKenzie",82,17.55,752,132,"PuttingfromGrtr10",2006
19,19,"David Toms",76,17.44,648,113,"PuttingfromGrtr10",2006
20,20,"Brent Geiberger",99,17.4,954,166,"PuttingfromGrtr10",2006
21,21,"Freddie Jacobson",56,17.38,581,101,"PuttingfromGrtr10",2006
22,22,"Woody Austin",107,17.35,945,164,"PuttingfromGrtr10",2006
23,23,"Carl Pettersson",95,17.31,797,138,"PuttingfromGrtr10",2006
24,24,"John Huston",74,17.26,672,116,"PuttingfromGrtr10",2006
25,25,"Brett Quigley",109,17.22,1051,181,"PuttingfromGrtr10",2006
26,26,"Kent Jones",103,17.21,924,159,"PuttingfromGrtr10",2006
27,27,"Jose Maria Olazabal",62,17.17,431,74,"PuttingfromGrtr10",2006
28,28,"Lee Janzen",79,17.16,711,122,"PuttingfromGrtr10",2006
