"PresidentsCupInternational_RANKTHISWEEK_2012","PresidentsCupInternational_RANKLASTWEEK_2012","PresidentsCupInternational_PLAYERNAME_2012","PresidentsCupInternational_EVENTS_2012","PresidentsCupInternational_AVGPOINTS_2012","PresidentsCupInternational_TOTALPOINTS_2012","PresidentsCupInternational_POINTSLOST_2012","PresidentsCupInternational_POINTSGAINED_2012","stat_name","year"
41,41,"Rory Sabbatini",52,1.23,64.14,-99.68,56.96,"PresidentsCupInternational",2012
42,42,"Andres Romero",49,1.23,60.33,-52.41,51.76,"PresidentsCupInternational",2012
43,43,"Brad Kennedy",44,1.18,52.05,-32.97,31.06,"PresidentsCupInternational",2012
44,44,"Jaco Van Zyl",52,1.17,61.06,-52.19,50.31,"PresidentsCupInternational",2012
45,45,"Darren Fichardt",42,1.15,48.46,-17.68,50.6,"PresidentsCupInternational",2012
46,46,"Richard Sterne",40,1.12,44.69,-11.6,53.95,"PresidentsCupInternational",2012
47,47,"Junggon Hwang",51,1.11,56.8,-19.98,46.28,"PresidentsCupInternational",2012
48,49,"Hyunwoo Ryu",41,1.11,45.38,-10.44,43.3,"PresidentsCupInternational",2012
49,48,"Shingo Katayama",47,1.1,51.83,-50.81,34.16,"PresidentsCupInternational",2012
50,50,"Prom Meesawat",42,1.09,45.78,-18.56,46.07,"PresidentsCupInternational",2012
51,51,"Garth Mulroy",52,1.08,56.09,-39.04,43.56,"PresidentsCupInternational",2012
52,53,"Wu Ashun",40,1.05,42.12,-3.81,42.67,"PresidentsCupInternational",2012
53,52,"Kurt Barnes",40,1.05,42.09,-36.04,25.7,"PresidentsCupInternational",2012
54,54,"Kyoung Hoon Lee",40,1.04,41.52,-10.34,45.99,"PresidentsCupInternational",2012
55,56,"Peter Senior",40,1.01,40.59,-18.49,35.8,"PresidentsCupInternational",2012
56,55,"Graham DeLaet",40,1.01,40.28,-18.31,49.02,"PresidentsCupInternational",2012
57,57,"Hennie Otto",52,0.99,51.47,-53.88,28.22,"PresidentsCupInternational",2012
58,59,"Hideto Tanihara",51,0.97,49.51,-25.05,50.56,"PresidentsCupInternational",2012
59,58,"Tomohiro Kondo",49,0.96,47.23,-49.7,27.83,"PresidentsCupInternational",2012
60,60,"Jbe Kruger",52,0.94,48.98,-58.85,51.48,"PresidentsCupInternational",2012
61,61,"WC Liang",49,0.94,45.94,-32.15,45.71,"PresidentsCupInternational",2012
62,62,"Kiradech Aphibarnrat",52,0.92,47.9,-50.49,42.87,"PresidentsCupInternational",2012
63,63,"I J Jang",47,0.91,42.84,-19.95,43.7,"PresidentsCupInternational",2012
64,64,"Robert Allenby",52,0.89,46.2,-103.72,31.65,"PresidentsCupInternational",2012
65,65,"Trevor Immelman",50,0.88,44.21,-49.71,33.44,"PresidentsCupInternational",2012
66,66,"Cameron Percy",49,0.88,42.89,-19.92,43.09,"PresidentsCupInternational",2012
67,67,"Anirban Lahiri",40,0.87,34.84,-23.25,38.71,"PresidentsCupInternational",2012
68,68,"Masamichi Uehira",48,0.87,41.53,-13.88,40.96,"PresidentsCupInternational",2012
69,69,"Siddikur Rahman",42,0.85,35.86,-41.93,32.65,"PresidentsCupInternational",2012
70,70,"Richard Green",46,0.84,38.7,-66.48,30.03,"PresidentsCupInternational",2012
71,71,"Do Hoon Kim",52,0.84,43.58,-47.07,33,"PresidentsCupInternational",2012
72,72,"Rod Pampling",52,0.84,43.51,-26.65,42.89,"PresidentsCupInternational",2012
73,73,"Tetsuji Hiratsuka",52,0.83,43.12,-79.68,22.25,"PresidentsCupInternational",2012
74,74,"Brett Rumford",52,0.83,43.12,-39.65,41.35,"PresidentsCupInternational",2012
75,75,"Keith Horne",52,0.82,42.86,-31.55,48.44,"PresidentsCupInternational",2012
76,76,"David Hearn",52,0.81,41.99,-34.75,39.4,"PresidentsCupInternational",2012
77,77,"Masanori Kobayashi",52,0.78,40.75,-17.15,38.6,"PresidentsCupInternational",2012
78,78,"DH Lee",46,0.77,35.63,-26.43,21.14,"PresidentsCupInternational",2012
79,80,"Yusaku Miyazato",51,0.76,38.63,-20.92,25.31,"PresidentsCupInternational",2012
80,81,"Kunihiro Kamii",49,0.76,37.01,-23.52,30.27,"PresidentsCupInternational",2012
81,79,"Felipe Aguilar",52,0.75,39.08,-39.18,26.65,"PresidentsCupInternational",2012
82,82,"Jhonattan Vegas",52,0.74,38.46,-69.96,32.71,"PresidentsCupInternational",2012
83,83,"Camilo Villegas",52,0.73,38.17,-76.21,22.1,"PresidentsCupInternational",2012
84,84,"Ricardo Gonzalez",40,0.73,29.3,-29.89,27.77,"PresidentsCupInternational",2012
85,85,"Danny Lee",52,0.73,37.85,-40.99,20.39,"PresidentsCupInternational",2012
86,88,"Kazuhiro Yamashita",50,0.72,35.95,-14.69,30.93,"PresidentsCupInternational",2012
87,87,"Trevor Fisher Jr",40,0.72,28.68,-11.88,29.73,"PresidentsCupInternational",2012
88,86,"Nick OHern",52,0.72,37.22,-41.1,20.68,"PresidentsCupInternational",2012
89,89,"Scott Hend",52,0.71,36.73,-23.55,38.29,"PresidentsCupInternational",2012
90,90,"Jake Roos",41,0.7,28.72,-8.47,29.13,"PresidentsCupInternational",2012
91,91,"Fabrizio Zanotti",52,0.69,35.84,-34.59,30.7,"PresidentsCupInternational",2012
92,93,"Ryuichi Oda",46,0.69,31.59,-26.74,28.7,"PresidentsCupInternational",2012
93,92,"Angel Cabrera",43,0.69,29.48,-44.54,20.81,"PresidentsCupInternational",2012
94,95,"Arnond Vongvanij",40,0.68,27.36,-2.38,29.74,"PresidentsCupInternational",2012
95,94,"Kieran Pratt",40,0.68,27.33,-13.54,28.55,"PresidentsCupInternational",2012
96,96,"Mike Hendry",40,0.67,26.68,-11.43,28.04,"PresidentsCupInternational",2012
97,97,"Shiv Kapur",52,0.65,33.83,-20.97,33.18,"PresidentsCupInternational",2012
98,98,"Thitiphan Chuayprako",40,0.63,25.24,-3.24,24.2,"PresidentsCupInternational",2012
99,99,"Michael Campbell",50,0.62,31.2,-6.94,30.41,"PresidentsCupInternational",2012
100,101,"Nick Cullen",40,0.61,24.51,-8,25.77,"PresidentsCupInternational",2012
101,100,"Prayad Marksaeng",52,0.61,31.78,-41.93,24.77,"PresidentsCupInternational",2012
102,102,"Justin Walters",46,0.61,27.86,-14.66,25.77,"PresidentsCupInternational",2012
103,103,"SK Ho",47,0.6,28.28,-29.64,18.77,"PresidentsCupInternational",2012
104,105,"Antonio Lascuna",40,0.6,23.92,-8.06,24.94,"PresidentsCupInternational",2012
105,104,"Jay Choi",51,0.6,30.48,-32.65,27.87,"PresidentsCupInternational",2012
106,106,"Michio Matsumura",52,0.6,30.97,-57.84,15.33,"PresidentsCupInternational",2012
107,107,"Brad Fritsch",40,0.59,23.57,-6.04,25.08,"PresidentsCupInternational",2012
108,108,"Daehyun Kim",40,0.59,23.45,-16.12,18.64,"PresidentsCupInternational",2012
109,109,"Tadahiro Takayama",52,0.57,29.89,-47.32,9.8,"PresidentsCupInternational",2012
110,110,"Scott Gardiner",52,0.57,29.51,-12.55,31.21,"PresidentsCupInternational",2012
111,111,"Sanghee Lee",40,0.56,22.58,-6.25,21.54,"PresidentsCupInternational",2012
112,112,"Whee Kim",40,0.56,22.58,-7.02,17.99,"PresidentsCupInternational",2012
113,113,"Kyung Nam Kang",40,0.56,22.29,-19.75,18.21,"PresidentsCupInternational",2012
114,115,"Ariel Canete",40,0.55,22.09,-3.78,22.02,"PresidentsCupInternational",2012
115,114,"Park Sangeon",40,0.55,21.93,-18.83,16.96,"PresidentsCupInternational",2012
116,116,"Adam Hadwin",43,0.54,23.43,-23.63,16.9,"PresidentsCupInternational",2012
117,117,"Mardan Mamat",52,0.54,28.21,-29.81,27.39,"PresidentsCupInternational",2012
118,119,"Taichi Teshima",46,0.53,24.54,-16.37,19.44,"PresidentsCupInternational",2012
119,118,"Cho Minjun",49,0.53,26.11,-34.77,11.72,"PresidentsCupInternational",2012
120,120,"Katsumasa Miyamoto",49,0.52,25.48,-37.39,18.01,"PresidentsCupInternational",2012
121,121,"Alistair Presnell",52,0.52,27,-25.24,27.36,"PresidentsCupInternational",2012
122,122,"Joong Kyung Mo",41,0.51,21.07,-19.71,18.23,"PresidentsCupInternational",2012
123,124,"Chapchai Nirat",50,0.51,25.31,-13.54,22.72,"PresidentsCupInternational",2012
124,123,"Lu Weichih",40,0.5,20.17,-23.79,5.39,"PresidentsCupInternational",2012
125,125,"Allan Versfeld",40,0.5,20.1,-5.07,19.99,"PresidentsCupInternational",2012
126,127,"David Smail",47,0.5,23.56,-14.43,20.95,"PresidentsCupInternational",2012
127,126,"Bio Kim",52,0.5,25.95,-20.66,27.97,"PresidentsCupInternational",2012
128,128,"Oliver Bekker",40,0.48,19.3,-12.06,24.97,"PresidentsCupInternational",2012
129,129,"Adilson da Silva",45,0.48,21.69,-14.01,17.76,"PresidentsCupInternational",2012
130,133,"Daniel Popovic",40,0.48,19.2,0,19.2,"PresidentsCupInternational",2012
131,134,"Jake Higginbottom",40,0.48,19.11,-0.61,18.5,"PresidentsCupInternational",2012
132,130,"Shunsuke Sonoda",49,0.48,23.29,-37.85,15.24,"PresidentsCupInternational",2012
133,132,"Kiyoshi Miyazato",48,0.47,22.77,-15.26,14.07,"PresidentsCupInternational",2012
134,131,"Seong Ho Lee",40,0.47,18.91,-10.67,16.58,"PresidentsCupInternational",2012
135,135,"Mark Brown",50,0.47,23.32,-14.32,21.44,"PresidentsCupInternational",2012
136,136,"Jaco Ahlers",40,0.47,18.62,-5.48,19.26,"PresidentsCupInternational",2012
137,138,"Camilo Benedetti",48,0.46,22.03,-12.98,20.16,"PresidentsCupInternational",2012
138,139,"Stuart Appleby",52,0.46,23.7,-54.86,20.68,"PresidentsCupInternational",2012
139,137,"Mathew Goggin",49,0.46,22.34,-31.14,13.5,"PresidentsCupInternational",2012
140,141,"Angelo Que",40,0.45,18.07,-12.18,16.96,"PresidentsCupInternational",2012
141,140,"Jarrod Lyle",40,0.45,17.85,-25.15,18.07,"PresidentsCupInternational",2012
142,144,"Kim Daesub",40,0.45,17.8,-0.44,18,"PresidentsCupInternational",2012
143,142,"Mark Tullo",52,0.44,23.12,-29.04,19.33,"PresidentsCupInternational",2012
144,143,"Scott Barr",43,0.44,19.09,-12.96,18.15,"PresidentsCupInternational",2012
145,145,"Masahiro Kawamura",40,0.44,17.44,-3.09,20.53,"PresidentsCupInternational",2012
146,146,"Koichiro Kawano",47,0.43,20,-23.34,4.8,"PresidentsCupInternational",2012
147,148,"Tyrone Van Aswegen",52,0.42,22,-7.7,22.77,"PresidentsCupInternational",2012
148,149,"Emiliano Grillo",40,0.42,16.9,-3.19,18.73,"PresidentsCupInternational",2012
149,147,"Tjaart van der Walt",43,0.42,18.1,-21.18,16.58,"PresidentsCupInternational",2012
150,151,"Alexandre Rocha",52,0.42,21.77,-6.2,19.92,"PresidentsCupInternational",2012
151,153,"Oscar Fraustro",40,0.42,16.72,-1.77,16.88,"PresidentsCupInternational",2012
152,150,"Chawalit Plaphol",52,0.42,21.61,-30.49,9.72,"PresidentsCupInternational",2012
153,152,"Dawie van der Walt",47,0.41,19.5,-12.44,21.79,"PresidentsCupInternational",2012
154,156,"Seukhyun Baek",40,0.41,16.45,-10.54,18.44,"PresidentsCupInternational",2012
155,155,"Daisuke Maruyama",52,0.41,21.35,-37.91,11.12,"PresidentsCupInternational",2012
156,154,"Steven Conran",40,0.41,16.39,-13.29,13.18,"PresidentsCupInternational",2012
157,157,"Yui Ueda",46,0.4,18.4,-12.14,14.57,"PresidentsCupInternational",2012
158,158,"Shaun Norris",44,0.4,17.54,-11.72,13.41,"PresidentsCupInternational",2012
159,159,"Yoshinobu Tsukada",42,0.4,16.68,-6.39,15.95,"PresidentsCupInternational",2012
160,160,"Yasuharu Imano",40,0.4,15.82,-9.44,13.53,"PresidentsCupInternational",2012
161,162,"Tano Goya",52,0.39,20.42,-28.13,17.5,"PresidentsCupInternational",2012
162,163,"Hiroo Kawai",47,0.39,18.26,-30.53,5.6,"PresidentsCupInternational",2012
163,161,"James Kingston",52,0.39,20.17,-45.36,17.74,"PresidentsCupInternational",2012
164,167,"Clodomiro Carranza",40,0.39,15.41,-3.64,16.19,"PresidentsCupInternational",2012
165,164,"Himmat Rai",43,0.38,16.54,-13.69,8.06,"PresidentsCupInternational",2012
166,165,"Azuma Yano",50,0.38,19.14,-25.46,13.63,"PresidentsCupInternational",2012
167,166,"Alex Haindl",41,0.38,15.69,-15.69,16.85,"PresidentsCupInternational",2012
168,169,"Nick Flanagan",42,0.38,15.78,-9.16,16.24,"PresidentsCupInternational",2012
169,168,"Chan Yihshin",40,0.38,15.02,-13.93,8.19,"PresidentsCupInternational",2012
170,175,"Peter Wilson",40,0.37,14.89,-1.55,14,"PresidentsCupInternational",2012
171,173,"SSP Chawrasia",52,0.37,19.28,-23.77,20.37,"PresidentsCupInternational",2012
172,170,"Sung Kang",52,0.37,19.28,-29.98,7.62,"PresidentsCupInternational",2012
173,171,"Masatsugo Morofuji",46,0.37,17.02,-16.14,7.35,"PresidentsCupInternational",2012
174,174,"Akio Sadakata",40,0.37,14.73,-10.34,12.48,"PresidentsCupInternational",2012
175,172,"Matt Jones",48,0.37,17.66,-37.65,13.78,"PresidentsCupInternational",2012
176,176,"Adam Crawford",40,0.36,14.55,-7.54,7.4,"PresidentsCupInternational",2012
177,177,"Takashi Kanemoto",48,0.36,17.38,-27.58,15.39,"PresidentsCupInternational",2012
178,178,"Christiaan Basson",40,0.36,14.27,-10.79,12.96,"PresidentsCupInternational",2012
179,180,"Desvonde Botes",40,0.35,14.18,-5.47,13.36,"PresidentsCupInternational",2012
180,181,"Merrick Bremner",40,0.35,14.18,-3.26,14.22,"PresidentsCupInternational",2012
181,182,"Matthew Griffin",40,0.35,14.12,-7,13.52,"PresidentsCupInternational",2012
182,179,"Chinnarat Phadungsil",51,0.35,18,-17.04,13.67,"PresidentsCupInternational",2012
183,183,"Jang Dong Kyu",40,0.35,14.03,-2.49,13.26,"PresidentsCupInternational",2012
184,184,"Chehuang Tsai",40,0.35,13.85,-1.87,14,"PresidentsCupInternational",2012
185,185,"Yoshikazu Haku",49,0.34,16.74,-17.12,14.37,"PresidentsCupInternational",2012
186,186,"Sushi Ishigaki",47,0.34,16.02,-10.99,15.46,"PresidentsCupInternational",2012
187,187,"Daniel Alfredo Vancsik",52,0.34,17.63,-9.08,17.4,"PresidentsCupInternational",2012
188,188,"Miguel Angel Carballo",52,0.33,17.38,-19.5,7.68,"PresidentsCupInternational",2012
189,190,"Gareth Paddison",40,0.33,13.3,-7.91,14.28,"PresidentsCupInternational",2012
190,189,"Sihwan Kim",40,0.33,13.27,-1.95,15.22,"PresidentsCupInternational",2012
191,191,"Norio Shinozaki",41,0.32,13.2,-2.76,13.23,"PresidentsCupInternational",2012
192,192,"Ruan de Smidt",40,0.32,12.79,-0.93,13.72,"PresidentsCupInternational",2012
193,194,"Vaughn Groenewald",40,0.31,12.58,-3.41,12.6,"PresidentsCupInternational",2012
194,193,"Gavin Coles",51,0.31,15.94,-21.13,5.77,"PresidentsCupInternational",2012
195,196,"Kaname Yokoo",47,0.31,14.66,-12.57,12.49,"PresidentsCupInternational",2012
196,195,"James Nitties",48,0.31,14.95,-16.95,6.81,"PresidentsCupInternational",2012
197,198,"Aaron Townsend",40,0.31,12.38,-5.81,10.59,"PresidentsCupInternational",2012
198,197,"Divan van den Heever",40,0.31,12.36,-9.03,11.13,"PresidentsCupInternational",2012
199,199,"Hyun Bin Park",40,0.31,12.3,-3.83,11.86,"PresidentsCupInternational",2012
200,200,"Richard Scott",40,0.3,12.14,-5.43,12.35,"PresidentsCupInternational",2012
201,201,"Lee Inwoo",40,0.3,12.09,-3.48,14,"PresidentsCupInternational",2012
202,202,"Panuphol Pittayarat",40,0.3,11.97,-7.48,8.07,"PresidentsCupInternational",2012
203,204,"Nathan Green",52,0.29,15.29,-15.77,12.62,"PresidentsCupInternational",2012
204,203,"Choi Hosung",40,0.29,11.74,-13.98,7.1,"PresidentsCupInternational",2012
205,205,"Jinho Choi",40,0.29,11.72,-9.66,9.14,"PresidentsCupInternational",2012
206,206,"David Gleeson",40,0.29,11.63,-14.54,1.2,"PresidentsCupInternational",2012
207,209,"Tommy Cocha",40,0.29,11.55,-1.56,12.24,"PresidentsCupInternational",2012
208,210,"Darren Beck",42,0.29,12.08,-7.91,9.1,"PresidentsCupInternational",2012
209,208,"Inn Choon Hwang",40,0.29,11.49,-12.38,9.48,"PresidentsCupInternational",2012
210,207,"SS Hong",40,0.28,11.39,-15.38,3.6,"PresidentsCupInternational",2012
211,212,"Eugene Wong",40,0.28,11.35,-0.65,12,"PresidentsCupInternational",2012
212,215,"Ashley Hall",40,0.28,11.31,-6.84,7.12,"PresidentsCupInternational",2012
213,211,"Jaebum Park",49,0.28,13.78,-24.52,5.51,"PresidentsCupInternational",2012
214,213,"Cesar Costilla",40,0.28,11.23,-10.01,7.88,"PresidentsCupInternational",2012
215,214,"Mamo Osanai",46,0.28,12.92,-21.05,8.53,"PresidentsCupInternational",2012
216,217,"Anthony Brown",40,0.28,11.14,-5.27,9,"PresidentsCupInternational",2012
217,218,"Gi Whan Kim",40,0.28,11.09,-2.52,13.61,"PresidentsCupInternational",2012
218,221,"Colin Nel",40,0.28,11.02,-4.17,11.02,"PresidentsCupInternational",2012
219,216,"Arjun Atwal",52,0.28,14.31,-35.74,11.67,"PresidentsCupInternational",2012
220,219,"Jyoti Randhawa",40,0.27,11,-10.65,8.4,"PresidentsCupInternational",2012
221,220,"Pariya Junhasavasdikul",46,0.27,12.57,-25.27,6.6,"PresidentsCupInternational",2012
222,222,"Andres Echavarria",40,0.27,10.88,-4.88,9.82,"PresidentsCupInternational",2012
223,223,"Digvijay Singh",40,0.27,10.8,-6.48,14,"PresidentsCupInternational",2012
224,224,"Eun Shin Park",40,0.27,10.69,-4.49,10.31,"PresidentsCupInternational",2012
225,226,"Ryutaro Nagano",40,0.27,10.7,-1.02,11.49,"PresidentsCupInternational",2012
226,227,"Keiichiro Fukabori",40,0.26,10.59,-4.84,13.33,"PresidentsCupInternational",2012
227,225,"Cesar Monasterio",40,0.26,10.59,-11.04,5.46,"PresidentsCupInternational",2012
228,229,"Tyrone Ferreira",52,0.26,13.64,-11.14,16.18,"PresidentsCupInternational",2012
229,228,"Ryuji Imada",52,0.26,13.5,-35.49,5.95,"PresidentsCupInternational",2012
230,232,"Matias OCurry",40,0.26,10.37,-0.13,10.5,"PresidentsCupInternational",2012
231,230,"Justin Harding",40,0.26,10.36,-3.29,10.84,"PresidentsCupInternational",2012
232,233,"Andrew Dodt",52,0.26,13.4,-15.84,12.39,"PresidentsCupInternational",2012
233,231,"Daisuke Kataoka",50,0.26,12.8,-11.01,7.75,"PresidentsCupInternational",2012
234,234,"Jean Hugo",40,0.25,10.13,-10,5.14,"PresidentsCupInternational",2012
235,236,"Ockert Strydom",40,0.25,10.08,-5.19,5.24,"PresidentsCupInternational",2012
236,238,"Bryce Easton",40,0.25,10.06,-3.27,12.1,"PresidentsCupInternational",2012
237,235,"Chris Swanepoel",40,0.25,10.05,-6.57,10.98,"PresidentsCupInternational",2012
238,240,"Ulrich Van den Berg",40,0.25,9.93,-6.78,9.18,"PresidentsCupInternational",2012
239,237,"Andre Stolz",40,0.25,9.93,-24.19,3.06,"PresidentsCupInternational",2012
240,239,"Stephen Ames",42,0.25,10.36,-22.51,9.01,"PresidentsCupInternational",2012
241,244,"Jason Norris",40,0.24,9.75,0,9.75,"PresidentsCupInternational",2012
242,241,"Kim Sung Yoon",41,0.24,9.98,-9.49,7.19,"PresidentsCupInternational",2012
243,242,"Elmer Salvador",40,0.24,9.72,-6.32,9.6,"PresidentsCupInternational",2012
244,247,"Sebastian Fernandez",40,0.24,9.57,-2.73,8.4,"PresidentsCupInternational",2012
245,243,"Kim Hyung Tae",52,0.24,12.42,-26.46,2.67,"PresidentsCupInternational",2012
246,246,"Boonchu Ruangkit",40,0.24,9.55,-3.12,9.87,"PresidentsCupInternational",2012
247,248,"Matthew Millar",40,0.24,9.46,-5.3,5.63,"PresidentsCupInternational",2012
248,245,"Jose de Jesus Rodriguez",40,0.24,9.46,-12.19,5.48,"PresidentsCupInternational",2012
249,249,"Kazuhiko Hosokawa",40,0.24,9.43,-9.94,7.74,"PresidentsCupInternational",2012
250,250,"Steven Bowditch",52,0.23,12.2,-27.22,8.91,"PresidentsCupInternational",2012
251,251,"Steven Alker",41,0.23,9.6,-3.07,11.42,"PresidentsCupInternational",2012
252,254,"Steven Jones",40,0.23,9.32,-2.95,7.51,"PresidentsCupInternational",2012
253,252,"Satoshi Tomiyama",42,0.23,9.75,-9.31,6.6,"PresidentsCupInternational",2012
254,256,"Gunn Charoenkul",40,0.23,9.19,-0.07,9.26,"PresidentsCupInternational",2012
255,253,"Matthew Zions",52,0.23,11.87,-20.97,6.96,"PresidentsCupInternational",2012
256,255,"SJ Park",43,0.23,9.78,-11,5.89,"PresidentsCupInternational",2012
257,257,"Puma Dominguez",40,0.22,8.99,-4.99,6.66,"PresidentsCupInternational",2012
258,259,"Nelson Ledesma",40,0.22,8.96,-5.03,5.68,"PresidentsCupInternational",2012
259,261,"Danie van Tonder",40,0.22,8.95,-0.97,9.92,"PresidentsCupInternational",2012
260,258,"Julian Etulain",40,0.22,8.9,-9.01,8.24,"PresidentsCupInternational",2012
261,260,"Fabian Gomez",51,0.22,11.33,-14.69,11.75,"PresidentsCupInternational",2012
262,262,"Kodai Ichihara",52,0.22,11.49,-15.64,8.69,"PresidentsCupInternational",2012
263,263,"Junwon Park",40,0.22,8.79,-3.47,8.81,"PresidentsCupInternational",2012
264,265,"Julio Zapata",40,0.22,8.75,-7.87,9.1,"PresidentsCupInternational",2012
265,264,"Nobuhiro Masuda",46,0.22,9.9,-19.42,3.55,"PresidentsCupInternational",2012
266,268,"Scott Laycock",40,0.21,8.58,-2.28,7.21,"PresidentsCupInternational",2012
267,267,"Hiroshi Iwata",49,0.21,10.5,-14.35,7.62,"PresidentsCupInternational",2012
268,269,"James Kamte",40,0.21,8.49,-3.89,8.48,"PresidentsCupInternational",2012
269,270,"Dean Burmester",40,0.21,8.48,-1.91,10.39,"PresidentsCupInternational",2012
270,266,"Benjamin Alvarado",40,0.21,8.46,-16.79,3.16,"PresidentsCupInternational",2012
271,271,"Rafael Echenique",52,0.21,10.88,-16.04,10.22,"PresidentsCupInternational",2012
272,272,"Tetsuya Haraguchi",46,0.21,9.57,-18.21,5.81,"PresidentsCupInternational",2012
273,274,"Kim Felton",40,0.21,8.29,-5.03,7.89,"PresidentsCupInternational",2012
274,277,"Matthew Stieger",40,0.21,8.24,0,8.24,"PresidentsCupInternational",2012
275,273,"Matt Hill",40,0.21,8.2,-1.4,9.6,"PresidentsCupInternational",2012
276,275,"Maximiliano Godoy",40,0.21,8.2,-3.77,4.71,"PresidentsCupInternational",2012
277,276,"Matt Carvell",40,0.2,8.16,-7.14,6,"PresidentsCupInternational",2012
278,279,"Michael Gligic",40,0.2,7.99,-1.31,9.3,"PresidentsCupInternational",2012
279,278,"Hirohito Koizumi",41,0.2,8.17,-8.29,3.84,"PresidentsCupInternational",2012
280,280,"Thanyakorn Khrongpha",40,0.2,7.93,-4.85,6.85,"PresidentsCupInternational",2012
281,281,"Zaw Moe",40,0.2,7.87,-8.42,5.13,"PresidentsCupInternational",2012
282,282,"Peter Lonard",52,0.2,10.16,-8.01,7.65,"PresidentsCupInternational",2012
