"Roundsinthe60s_RANKTHISWEEK_2010","Roundsinthe60s_RANKLASTWEEK_2010","Roundsinthe60s_PLAYERNAME_2010","Roundsinthe60s_EVENTS_2010","Roundsinthe60s_TOTALRNDS_2010","stat_name","year"
145,NA,"Tim Herron",24,22,"Roundsinthe60s",2010
145,NA,"Rory McIlroy",16,22,"Roundsinthe60s",2010
145,NA,"Sean OHair",25,22,"Roundsinthe60s",2010
145,NA,"Geoff Ogilvy",19,22,"Roundsinthe60s",2010
145,NA,"Ted Purdy",30,22,"Roundsinthe60s",2010
145,NA,"YE Yang",21,22,"Roundsinthe60s",2010
153,NA,"Arjun Atwal",13,21,"Roundsinthe60s",2010
153,NA,"Angel Cabrera",19,21,"Roundsinthe60s",2010
153,NA,"Martin Flores",26,21,"Roundsinthe60s",2010
153,NA,"Rocco Mediate",25,21,"Roundsinthe60s",2010
153,NA,"Omar Uresti",27,21,"Roundsinthe60s",2010
153,NA,"Brett Wetterich",16,21,"Roundsinthe60s",2010
159,NA,"Brent Delahoussaye",21,20,"Roundsinthe60s",2010
159,NA,"Roland Thatcher",26,20,"Roundsinthe60s",2010
159,NA,"Steve Wheatcroft",27,20,"Roundsinthe60s",2010
162,NA,"Daniel Chopra",28,19,"Roundsinthe60s",2010
162,NA,"Padraig Harrington",18,19,"Roundsinthe60s",2010
162,NA,"Adam Scott",20,19,"Roundsinthe60s",2010
165,NA,"Rich Barcelo",25,18,"Roundsinthe60s",2010
165,NA,"Henrik Bjornstad",26,18,"Roundsinthe60s",2010
165,NA,"Trevor Immelman",19,18,"Roundsinthe60s",2010
165,NA,"Greg Owen",27,18,"Roundsinthe60s",2010
165,NA,"Rod Pampling",26,18,"Roundsinthe60s",2010
165,NA,"Kirk Triplett",11,18,"Roundsinthe60s",2010
171,NA,"Steve Flesch",25,17,"Roundsinthe60s",2010
171,NA,"Mathias Gronberg",22,17,"Roundsinthe60s",2010
171,NA,"Skip Kendall",18,17,"Roundsinthe60s",2010
171,NA,"Anthony Kim",14,17,"Roundsinthe60s",2010
171,NA,"Steve Lowery",25,17,"Roundsinthe60s",2010
171,NA,"Brenden Pappas",24,17,"Roundsinthe60s",2010
171,NA,"Mike Weir",19,17,"Roundsinthe60s",2010
178,NA,"Garth Mulroy",19,16,"Roundsinthe60s",2010
179,NA,"Glen Day",13,15,"Roundsinthe60s",2010
179,NA,"Sergio Garcia",15,15,"Roundsinthe60s",2010
179,NA,"Todd Hamilton",20,15,"Roundsinthe60s",2010
179,NA,"Jarrod Lyle",18,15,"Roundsinthe60s",2010
179,NA,"Corey Pavin",8,15,"Roundsinthe60s",2010
179,NA,"Lee Westwood",11,15,"Roundsinthe60s",2010
185,NA,"Michael Allen",17,14,"Roundsinthe60s",2010
185,NA,"Craig Bowden",20,14,"Roundsinthe60s",2010
185,NA,"Cliff Kresge",17,14,"Roundsinthe60s",2010
185,NA,"Cameron Tringale",22,14,"Roundsinthe60s",2010
189,NA,"Jerod Turner",21,13,"Roundsinthe60s",2010
190,NA,"Mark Calcavecchia",16,12,"Roundsinthe60s",2010
190,NA,"Marco Dawson",10,12,"Roundsinthe60s",2010
190,NA,"Henrik Stenson",15,12,"Roundsinthe60s",2010
190,NA,"Tiger Woods",12,12,"Roundsinthe60s",2010
194,NA,"Justin Bolli",23,11,"Roundsinthe60s",2010
194,NA,"Jeff Gove",22,11,"Roundsinthe60s",2010
194,NA,"Mark Hensby",12,11,"Roundsinthe60s",2010
194,NA,"Kent Jones",9,11,"Roundsinthe60s",2010
194,NA,"Jeff Klauk",13,11,"Roundsinthe60s",2010
194,NA,"David Lutterus",25,11,"Roundsinthe60s",2010
194,NA,"Andrew McLardy",21,11,"Roundsinthe60s",2010
194,NA,"Ian Poulter",15,11,"Roundsinthe60s",2010
194,NA,"Chris Wilson",26,11,"Roundsinthe60s",2010
203,NA,"Brad Faxon",23,10,"Roundsinthe60s",2010
203,NA,"Nick OHern",11,10,"Roundsinthe60s",2010
203,NA,"Vance Veazey",23,10,"Roundsinthe60s",2010
203,NA,"Matt Weibring",10,10,"Roundsinthe60s",2010
207,NA,"Craig Barlow",10,9,"Roundsinthe60s",2010
207,NA,"Kevin Johnson",26,9,"Roundsinthe60s",2010
207,NA,"Martin Kaymer",10,9,"Roundsinthe60s",2010
207,NA,"Tom Lehman",9,9,"Roundsinthe60s",2010
207,NA,"Graeme McDowell",10,9,"Roundsinthe60s",2010
207,NA,"Charl Schwartzel",11,9,"Roundsinthe60s",2010
213,NA,"Rich Beem",11,8,"Roundsinthe60s",2010
213,NA,"Mark Brooks",14,8,"Roundsinthe60s",2010
213,NA,"Fred Couples",7,8,"Roundsinthe60s",2010
213,NA,"Jason Gore",10,8,"Roundsinthe60s",2010
213,NA,"John Huston",13,8,"Roundsinthe60s",2010
213,NA,"Robert Karlsson",11,8,"Roundsinthe60s",2010
213,NA,"Greg Kraft",22,8,"Roundsinthe60s",2010
213,NA,"Alvaro Quiros",9,8,"Roundsinthe60s",2010
221,NA,"Frank Lickliter II",6,7,"Roundsinthe60s",2010
221,NA,"Tim Wilkinson",15,7,"Roundsinthe60s",2010
223,NA,"Erik Compton",7,6,"Roundsinthe60s",2010
223,NA,"Ken Duke",5,6,"Roundsinthe60s",2010
223,NA,"Ross Fisher",10,6,"Roundsinthe60s",2010
223,NA,"Harrison Frazar",17,6,"Roundsinthe60s",2010
223,NA,"Peter Hanson",7,6,"Roundsinthe60s",2010
223,NA,"Bob Heintz",3,6,"Roundsinthe60s",2010
223,NA,"Francesco Molinari",8,6,"Roundsinthe60s",2010
223,NA,"Chez Reavie",15,6,"Roundsinthe60s",2010
223,NA,"Sam Saunders",7,6,"Roundsinthe60s",2010
223,NA,"Marc Turnesa",7,6,"Roundsinthe60s",2010
223,NA,"Gary Woodland",8,6,"Roundsinthe60s",2010
234,NA,"Shane Bertsch",4,5,"Roundsinthe60s",2010
234,NA,"Billy Horschel",4,5,"Roundsinthe60s",2010
234,NA,"Yuta Ikeda",11,5,"Roundsinthe60s",2010
234,NA,"Jonathan Kaye",6,5,"Roundsinthe60s",2010
234,NA,"WC Liang",4,5,"Roundsinthe60s",2010
234,NA,"Jamie Lovemark",4,5,"Roundsinthe60s",2010
234,NA,"Parker McLachlin",20,5,"Roundsinthe60s",2010
234,NA,"Louis Oosthuizen",5,5,"Roundsinthe60s",2010
234,NA,"Fran Quinn",7,5,"Roundsinthe60s",2010
234,NA,"Oliver Wilson",9,5,"Roundsinthe60s",2010
244,NA,"Guy Boros",6,4,"Roundsinthe60s",2010
244,NA,"Alex Hamilton",2,4,"Roundsinthe60s",2010
244,NA,"Ryo Ishikawa",10,4,"Roundsinthe60s",2010
244,NA,"Miguel Jimenez",7,4,"Roundsinthe60s",2010
244,NA,"Chris Kirk",1,4,"Roundsinthe60s",2010
244,NA,"Jesper Parnevik",5,4,"Roundsinthe60s",2010
244,NA,"Jordan Spieth",2,4,"Roundsinthe60s",2010
244,NA,"Drew Weaver",2,4,"Roundsinthe60s",2010
252,NA,"Brad Adamonis",4,3,"Roundsinthe60s",2010
252,NA,"Alejandro Canizares",2,3,"Roundsinthe60s",2010
252,NA,"Kevin Chappell",2,3,"Roundsinthe60s",2010
252,NA,"Robert Gamez",8,3,"Roundsinthe60s",2010
252,NA,"Brock Mackenzie",1,3,"Roundsinthe60s",2010
252,NA,"Shigeki Maruyama",4,3,"Roundsinthe60s",2010
252,NA,"Ross McGowan",6,3,"Roundsinthe60s",2010
252,NA,"Edoardo Molinari",8,3,"Roundsinthe60s",2010
252,NA,"Dicky Pride",5,3,"Roundsinthe60s",2010
252,NA,"Jerry Richardson Jr",1,3,"Roundsinthe60s",2010
252,NA,"Robert Rock",1,3,"Roundsinthe60s",2010
252,NA,"Jason Schultz",1,3,"Roundsinthe60s",2010
252,NA,"Mike Small",8,3,"Roundsinthe60s",2010
252,NA,"Kyle Stanley",3,3,"Roundsinthe60s",2010
252,NA,"Jhonattan Vegas",1,3,"Roundsinthe60s",2010
267,NA,"Steve Allan",2,2,"Roundsinthe60s",2010
267,NA,"Tommy Armour III",5,2,"Roundsinthe60s",2010
267,NA,"Paul Azinger",1,2,"Roundsinthe60s",2010
267,NA,"Daniel Barbetti",1,2,"Roundsinthe60s",2010
267,NA,"Notah Begay III",9,2,"Roundsinthe60s",2010
267,NA,"Jim Carter",5,2,"Roundsinthe60s",2010
267,NA,"Michael Clark II",6,2,"Roundsinthe60s",2010
267,NA,"Simon Dyson",8,2,"Roundsinthe60s",2010
267,NA,"John Ellis",1,2,"Roundsinthe60s",2010
267,NA,"Benjamin Fox",3,2,"Roundsinthe60s",2010
267,NA,"Carlos Franco",11,2,"Roundsinthe60s",2010
267,NA,"Fred Funk",6,2,"Roundsinthe60s",2010
267,NA,"Rob Grube",1,2,"Roundsinthe60s",2010
267,NA,"Peter Gustafsson",1,2,"Roundsinthe60s",2010
267,NA,"Adam Hadwin",1,2,"Roundsinthe60s",2010
267,NA,"Soren Hansen",7,2,"Roundsinthe60s",2010
267,NA,"Matt Hill",5,2,"Roundsinthe60s",2010
267,NA,"Brandt Jobe",1,2,"Roundsinthe60s",2010
267,NA,"Simon Khan",4,2,"Roundsinthe60s",2010
267,NA,"Soren Kjeldsen",7,2,"Roundsinthe60s",2010
267,NA,"Thomas Levet",2,2,"Roundsinthe60s",2010
267,NA,"JL Lewis",4,2,"Roundsinthe60s",2010
267,NA,"Jon Mills",1,2,"Roundsinthe60s",2010
267,NA,"Patrick Moore",4,2,"Roundsinthe60s",2010
267,NA,"Seung Yul Noh",5,2,"Roundsinthe60s",2010
267,NA,"Alexander Noren",3,2,"Roundsinthe60s",2010
267,NA,"Mark OMeara",3,2,"Roundsinthe60s",2010
267,NA,"Michael ONeal",2,2,"Roundsinthe60s",2010
267,NA,"Ryuichi Oda",2,2,"Roundsinthe60s",2010
267,NA,"Warren Schutte",1,2,"Roundsinthe60s",2010
267,NA,"Chris Smith",10,2,"Roundsinthe60s",2010
267,NA,"Phil Tataurangi",4,2,"Roundsinthe60s",2010
267,NA,"Manuel Villegas",2,2,"Roundsinthe60s",2010
300,NA,"Joe Affrunti",1,1,"Roundsinthe60s",2010
300,NA,"Byeong Hun An",8,1,"Roundsinthe60s",2010
300,NA,"Fredrik Andersson Hed",2,1,"Roundsinthe60s",2010
300,NA,"Eric Axley",6,1,"Roundsinthe60s",2010
300,NA,"Jonathan Bartlett",1,1,"Roundsinthe60s",2010
300,NA,"Chris Baryla",7,1,"Roundsinthe60s",2010
300,NA,"Brian Bateman",4,1,"Roundsinthe60s",2010
300,NA,"Brad Benjamin",2,1,"Roundsinthe60s",2010
300,NA,"Ronnie Black",1,1,"Roundsinthe60s",2010
300,NA,"Gregory Bourdy",2,1,"Roundsinthe60s",2010
300,NA,"Ted Brown",1,1,"Roundsinthe60s",2010
300,NA,"Jason Caron",1,1,"Roundsinthe60s",2010
300,NA,"Danny Chia",1,1,"Roundsinthe60s",2010
300,NA,"Wil Collins",1,1,"Roundsinthe60s",2010
300,NA,"Andrew Coltart",1,1,"Roundsinthe60s",2010
300,NA,"Robert Damron",4,1,"Roundsinthe60s",2010
300,NA,"Rhys Davies",4,1,"Roundsinthe60s",2010
300,NA,"Jay Delsing",4,1,"Roundsinthe60s",2010
300,NA,"Nick Dougherty",1,1,"Roundsinthe60s",2010
300,NA,"Bradley Dredge",1,1,"Roundsinthe60s",2010
300,NA,"Brian Duncan",1,1,"Roundsinthe60s",2010
300,NA,"Gonzalo Fdez Castano",3,1,"Roundsinthe60s",2010
300,NA,"Todd Fischer",1,1,"Roundsinthe60s",2010
300,NA,"Trevor Fisher Jr",1,1,"Roundsinthe60s",2010
300,NA,"Philip Francis",1,1,"Roundsinthe60s",2010
300,NA,"Marcus Fraser",1,1,"Roundsinthe60s",2010
300,NA,"Stephen Gallacher",2,1,"Roundsinthe60s",2010
300,NA,"Jim Gallagher Jr",3,1,"Roundsinthe60s",2010
300,NA,"Ignacio Garrido",1,1,"Roundsinthe60s",2010
300,NA,"Brendan Gielow",1,1,"Roundsinthe60s",2010
300,NA,"Derek Gillespie",1,1,"Roundsinthe60s",2010
300,NA,"Anders Hansen",6,1,"Roundsinthe60s",2010
300,NA,"Brian Harman",1,1,"Roundsinthe60s",2010
300,NA,"Gregory Havret",2,1,"Roundsinthe60s",2010
300,NA,"Kevin Hayashi",1,1,"Roundsinthe60s",2010
300,NA,"Jim Herman",1,1,"Roundsinthe60s",2010
300,NA,"David Horsey",2,1,"Roundsinthe60s",2010
300,NA,"Billy Hurley III",1,1,"Roundsinthe60s",2010
300,NA,"Raphael Jacquelin",1,1,"Roundsinthe60s",2010
300,NA,"Thongchai Jaidee",8,1,"Roundsinthe60s",2010
300,NA,"Jin Jeong",1,1,"Roundsinthe60s",2010
300,NA,"James Kingston",1,1,"Roundsinthe60s",2010
300,NA,"Colt Knost",1,1,"Roundsinthe60s",2010
300,NA,"TJ Kua",1,1,"Roundsinthe60s",2010
300,NA,"Scott Langley",1,1,"Roundsinthe60s",2010
300,NA,"Paul Lawrie",1,1,"Roundsinthe60s",2010
300,NA,"Danny Lee",2,1,"Roundsinthe60s",2010
300,NA,"Beon Yeong Lee",1,1,"Roundsinthe60s",2010
300,NA,"Luke List",1,1,"Roundsinthe60s",2010
300,NA,"Shane Lowry",2,1,"Roundsinthe60s",2010
300,NA,"Santiago Luna",1,1,"Roundsinthe60s",2010
300,NA,"Sandy Lyle",3,1,"Roundsinthe60s",2010
300,NA,"Braxton Marquez",1,1,"Roundsinthe60s",2010
300,NA,"Len Mattiace",6,1,"Roundsinthe60s",2010
300,NA,"Spike McRoy",4,1,"Roundsinthe60s",2010
300,NA,"Katsumasa Miyamoto",2,1,"Roundsinthe60s",2010
300,NA,"John Morse",5,1,"Roundsinthe60s",2010
300,NA,"Alistair Presnell",1,1,"Roundsinthe60s",2010
300,NA,"Michael Putnam",1,1,"Roundsinthe60s",2010
300,NA,"Alexandre Rocha",1,1,"Roundsinthe60s",2010
300,NA,"Chris Rogers",2,1,"Roundsinthe60s",2010
300,NA,"Christopher Ross",1,1,"Roundsinthe60s",2010
300,NA,"Phil Schmitt",2,1,"Roundsinthe60s",2010
300,NA,"Marcel Siem",1,1,"Roundsinthe60s",2010
300,NA,"Bob Sowards",1,1,"Roundsinthe60s",2010
300,NA,"Nick Taylor",2,1,"Roundsinthe60s",2010
300,NA,"Steven Tiley",1,1,"Roundsinthe60s",2010
300,NA,"Blake Trimble",1,1,"Roundsinthe60s",2010
300,NA,"Tom Watson",3,1,"Roundsinthe60s",2010
300,NA,"Danny Wax",1,1,"Roundsinthe60s",2010
300,NA,"Tim Weinhart",1,1,"Roundsinthe60s",2010
300,NA,"Isaac Weintraub",1,1,"Roundsinthe60s",2010
300,NA,"Casey Wittenberg",1,1,"Roundsinthe60s",2010
300,NA,"Chris Wood",5,1,"Roundsinthe60s",2010
