"FirstTeeEarlyRound4ScoringAverage_RANKTHISWEEK_2012","FirstTeeEarlyRound4ScoringAverage_RANKLASTWEEK_2012","FirstTeeEarlyRound4ScoringAverage_PLAYERNAME_2012","FirstTeeEarlyRound4ScoringAverage__2012","FirstTeeEarlyRound4ScoringAverage_AVG_2012","FirstTeeEarlyRound4ScoringAverage_TOTALSTROKES_2012","FirstTeeEarlyRound4ScoringAverage_TOTALROUNDS_2012","stat_name","year"
1,1,"Scott Brown",NA,66.67,200,3,"FirstTeeEarlyRound4ScoringAverage",2012
2,2,"Patrick Sheehan",NA,67,67,1,"FirstTeeEarlyRound4ScoringAverage",2012
3,3,"Charlie Beljan",NA,67.33,202,3,"FirstTeeEarlyRound4ScoringAverage",2012
4,4,"David Mathis",NA,68,272,4,"FirstTeeEarlyRound4ScoringAverage",2012
4,4,"John Rollins",NA,68,136,2,"FirstTeeEarlyRound4ScoringAverage",2012
6,6,"Matt Bettencourt",NA,68.33,205,3,"FirstTeeEarlyRound4ScoringAverage",2012
7,7,"Danny Lee",NA,68.5,274,4,"FirstTeeEarlyRound4ScoringAverage",2012
7,7,"Kevin Na",NA,68.5,411,6,"FirstTeeEarlyRound4ScoringAverage",2012
7,7,"Bubba Watson",NA,68.5,411,6,"FirstTeeEarlyRound4ScoringAverage",2012
10,10,"Tiger Woods",NA,68.75,275,4,"FirstTeeEarlyRound4ScoringAverage",2012
11,11,"Justin Rose",NA,68.8,344,5,"FirstTeeEarlyRound4ScoringAverage",2012
11,11,"Bo Van Pelt",NA,68.8,344,5,"FirstTeeEarlyRound4ScoringAverage",2012
13,13,"Matt Kuchar",NA,68.83,413,6,"FirstTeeEarlyRound4ScoringAverage",2012
14,14,"Richard Lee",NA,68.86,482,7,"FirstTeeEarlyRound4ScoringAverage",2012
15,15,"Jeff Overton",NA,68.91,758,11,"FirstTeeEarlyRound4ScoringAverage",2012
16,16,"Davis Love III",NA,69,69,1,"FirstTeeEarlyRound4ScoringAverage",2012
16,16,"Vaughn Taylor",NA,69,345,5,"FirstTeeEarlyRound4ScoringAverage",2012
16,16,"Brendon Todd",NA,69,69,1,"FirstTeeEarlyRound4ScoringAverage",2012
19,19,"JB Holmes",NA,69.17,415,6,"FirstTeeEarlyRound4ScoringAverage",2012
20,20,"Ryan Moore",NA,69.33,208,3,"FirstTeeEarlyRound4ScoringAverage",2012
21,21,"Jerry Kelly",NA,69.4,694,10,"FirstTeeEarlyRound4ScoringAverage",2012
22,22,"KJ Choi",NA,69.44,625,9,"FirstTeeEarlyRound4ScoringAverage",2012
23,23,"Henrik Stenson",NA,69.5,278,4,"FirstTeeEarlyRound4ScoringAverage",2012
24,24,"Derek Lamely",NA,69.6,348,5,"FirstTeeEarlyRound4ScoringAverage",2012
24,24,"Hunter Mahan",NA,69.6,696,10,"FirstTeeEarlyRound4ScoringAverage",2012
26,26,"Hunter Haas",NA,69.67,418,6,"FirstTeeEarlyRound4ScoringAverage",2012
26,26,"Billy Horschel",NA,69.67,209,3,"FirstTeeEarlyRound4ScoringAverage",2012
26,26,"DA Points",NA,69.67,418,6,"FirstTeeEarlyRound4ScoringAverage",2012
26,26,"Gary Woodland",NA,69.67,209,3,"FirstTeeEarlyRound4ScoringAverage",2012
30,30,"Bryce Molder",NA,69.71,488,7,"FirstTeeEarlyRound4ScoringAverage",2012
30,30,"Ian Poulter",NA,69.71,488,7,"FirstTeeEarlyRound4ScoringAverage",2012
32,32,"Angel Cabrera",NA,69.75,279,4,"FirstTeeEarlyRound4ScoringAverage",2012
32,32,"Dustin Johnson",NA,69.75,279,4,"FirstTeeEarlyRound4ScoringAverage",2012
32,32,"Kevin Stadler",NA,69.75,279,4,"FirstTeeEarlyRound4ScoringAverage",2012
35,35,"Greg Owen",NA,69.82,768,11,"FirstTeeEarlyRound4ScoringAverage",2012
36,36,"Kris Blanks",NA,70,350,5,"FirstTeeEarlyRound4ScoringAverage",2012
36,36,"John Daly",NA,70,280,4,"FirstTeeEarlyRound4ScoringAverage",2012
36,36,"Chris DiMarco",NA,70,350,5,"FirstTeeEarlyRound4ScoringAverage",2012
36,36,"Colt Knost",NA,70,350,5,"FirstTeeEarlyRound4ScoringAverage",2012
36,36,"Russell Knox",NA,70,420,6,"FirstTeeEarlyRound4ScoringAverage",2012
36,36,"William McGirt",NA,70,420,6,"FirstTeeEarlyRound4ScoringAverage",2012
36,36,"Scott Stallings",NA,70,350,5,"FirstTeeEarlyRound4ScoringAverage",2012
36,36,"Chris Stroud",NA,70,280,4,"FirstTeeEarlyRound4ScoringAverage",2012
36,36,"Kyle Thompson",NA,70,70,1,"FirstTeeEarlyRound4ScoringAverage",2012
36,36,"David Toms",NA,70,350,5,"FirstTeeEarlyRound4ScoringAverage",2012
46,46,"Jeff Maggert",NA,70.11,631,9,"FirstTeeEarlyRound4ScoringAverage",2012
46,46,"Scott Piercy",NA,70.11,631,9,"FirstTeeEarlyRound4ScoringAverage",2012
48,48,"Charles Howell III",NA,70.13,561,8,"FirstTeeEarlyRound4ScoringAverage",2012
49,49,"Kyle Stanley",NA,70.22,632,9,"FirstTeeEarlyRound4ScoringAverage",2012
50,50,"Roberto Castro",NA,70.25,562,8,"FirstTeeEarlyRound4ScoringAverage",2012
50,50,"Jason Day",NA,70.25,281,4,"FirstTeeEarlyRound4ScoringAverage",2012
50,50,"Ken Duke",NA,70.25,562,8,"FirstTeeEarlyRound4ScoringAverage",2012
50,50,"Dicky Pride",NA,70.25,281,4,"FirstTeeEarlyRound4ScoringAverage",2012
54,54,"Geoff Ogilvy",NA,70.27,773,11,"FirstTeeEarlyRound4ScoringAverage",2012
55,55,"Brendan Steele",NA,70.29,492,7,"FirstTeeEarlyRound4ScoringAverage",2012
56,56,"Blake Adams",NA,70.33,633,9,"FirstTeeEarlyRound4ScoringAverage",2012
56,56,"Martin Flores",NA,70.33,633,9,"FirstTeeEarlyRound4ScoringAverage",2012
56,56,"Kevin Kisner",NA,70.33,211,3,"FirstTeeEarlyRound4ScoringAverage",2012
56,56,"Edward Loar",NA,70.33,211,3,"FirstTeeEarlyRound4ScoringAverage",2012
56,56,"Kyle Reifers",NA,70.33,422,6,"FirstTeeEarlyRound4ScoringAverage",2012
56,56,"Brandt Snedeker",NA,70.33,422,6,"FirstTeeEarlyRound4ScoringAverage",2012
62,62,"Keegan Bradley",NA,70.38,563,8,"FirstTeeEarlyRound4ScoringAverage",2012
63,63,"Brendon de Jonge",NA,70.4,704,10,"FirstTeeEarlyRound4ScoringAverage",2012
63,63,"Chez Reavie",NA,70.4,352,5,"FirstTeeEarlyRound4ScoringAverage",2012
65,65,"Bill Haas",NA,70.43,493,7,"FirstTeeEarlyRound4ScoringAverage",2012
66,66,"Mark Anderson",NA,70.5,423,6,"FirstTeeEarlyRound4ScoringAverage",2012
66,66,"Gary Christian",NA,70.5,423,6,"FirstTeeEarlyRound4ScoringAverage",2012
66,66,"Ben Curtis",NA,70.5,141,2,"FirstTeeEarlyRound4ScoringAverage",2012
66,66,"Boo Weekley",NA,70.5,564,8,"FirstTeeEarlyRound4ScoringAverage",2012
70,70,"Chris Couch",NA,70.6,353,5,"FirstTeeEarlyRound4ScoringAverage",2012
70,70,"Josh Teater",NA,70.6,706,10,"FirstTeeEarlyRound4ScoringAverage",2012
72,72,"Marco Dawson",NA,70.67,212,3,"FirstTeeEarlyRound4ScoringAverage",2012
