"Approach200yardsRTPScore_RANKTHISWEEK_2010","Approach200yardsRTPScore_RANKLASTWEEK_2010","Approach200yardsRTPScore_PLAYERNAME_2010","Approach200yardsRTPScore_ROUNDS_2010","Approach200yardsRTPScore_AVGRTP_2010","stat_name","year"
1,1,"Paul Stankowski",62,-0.322,"Approach200yardsRTPScore",2010
2,2,"Charley Hoffman",85,-0.283,"Approach200yardsRTPScore",2010
3,3,"Davis Love III",79,-0.281,"Approach200yardsRTPScore",2010
4,4,"Tom Gillis",97,-0.261,"Approach200yardsRTPScore",2010
5,5,"Steve Stricker",73,-0.247,"Approach200yardsRTPScore",2010
6,6,"Bo Van Pelt",104,-0.244,"Approach200yardsRTPScore",2010
7,7,"Matt Bettencourt",91,-0.242,"Approach200yardsRTPScore",2010
8,8,"John Senden",103,-0.239,"Approach200yardsRTPScore",2010
9,9,"Bill Haas",87,-0.234,"Approach200yardsRTPScore",2010
10,10,"Charles Howell III",103,-0.233,"Approach200yardsRTPScore",2010
10,10,"Aron Price",70,-0.233,"Approach200yardsRTPScore",2010
12,12,"Chris Couch",66,-0.232,"Approach200yardsRTPScore",2010
13,13,"Troy Merritt",86,-0.229,"Approach200yardsRTPScore",2010
14,14,"Retief Goosen",75,-0.228,"Approach200yardsRTPScore",2010
15,15,"Matt Kuchar",97,-0.224,"Approach200yardsRTPScore",2010
15,15,"John Merrick",109,-0.224,"Approach200yardsRTPScore",2010
17,17,"Josh Teater",101,-0.221,"Approach200yardsRTPScore",2010
18,18,"Rory Sabbatini",79,-0.22,"Approach200yardsRTPScore",2010
18,18,"Camilo Villegas",78,-0.22,"Approach200yardsRTPScore",2010
20,20,"Martin Laird",91,-0.217,"Approach200yardsRTPScore",2010
21,21,"Jason Day",82,-0.216,"Approach200yardsRTPScore",2010
22,22,"DJ Trahan",92,-0.215,"Approach200yardsRTPScore",2010
23,23,"Garth Mulroy",53,-0.213,"Approach200yardsRTPScore",2010
24,24,"Pat Perez",90,-0.211,"Approach200yardsRTPScore",2010
25,25,"Steve Wheatcroft",74,-0.208,"Approach200yardsRTPScore",2010
26,26,"JB Holmes",100,-0.205,"Approach200yardsRTPScore",2010
27,27,"Paul Casey",64,-0.204,"Approach200yardsRTPScore",2010
28,28,"John Mallinger",78,-0.202,"Approach200yardsRTPScore",2010
29,29,"Chris Stroud",90,-0.2,"Approach200yardsRTPScore",2010
30,30,"Boo Weekley",88,-0.197,"Approach200yardsRTPScore",2010
31,31,"Rich Barcelo",70,-0.195,"Approach200yardsRTPScore",2010
31,31,"Jonathan Byrd",85,-0.195,"Approach200yardsRTPScore",2010
31,31,"Brendon de Jonge",114,-0.195,"Approach200yardsRTPScore",2010
31,31,"Ryan Moore",80,-0.195,"Approach200yardsRTPScore",2010
35,35,"Lucas Glover",75,-0.194,"Approach200yardsRTPScore",2010
35,35,"Phil Mickelson",76,-0.194,"Approach200yardsRTPScore",2010
37,37,"Aaron Baddeley",94,-0.192,"Approach200yardsRTPScore",2010
38,38,"Bob Estes",79,-0.19,"Approach200yardsRTPScore",2010
39,39,"Mark Calcavecchia",50,-0.188,"Approach200yardsRTPScore",2010
40,40,"Chris Tidland",77,-0.186,"Approach200yardsRTPScore",2010
41,41,"Jason Bohn",84,-0.185,"Approach200yardsRTPScore",2010
41,41,"Padraig Harrington",57,-0.185,"Approach200yardsRTPScore",2010
43,43,"Michael Letzig",84,-0.183,"Approach200yardsRTPScore",2010
44,44,"Marc Leishman",87,-0.182,"Approach200yardsRTPScore",2010
44,44,"Vaughn Taylor",87,-0.182,"Approach200yardsRTPScore",2010
46,46,"Hunter Mahan",85,-0.178,"Approach200yardsRTPScore",2010
47,47,"Jason Dufner",87,-0.177,"Approach200yardsRTPScore",2010
48,48,"Joe Ogilvie",99,-0.176,"Approach200yardsRTPScore",2010
48,48,"Rod Pampling",77,-0.176,"Approach200yardsRTPScore",2010
48,48,"Alex Prugh",88,-0.176,"Approach200yardsRTPScore",2010
51,51,"James Nitties",92,-0.174,"Approach200yardsRTPScore",2010
52,52,"Kenny Perry",69,-0.173,"Approach200yardsRTPScore",2010
52,52,"Brett Quigley",96,-0.173,"Approach200yardsRTPScore",2010
52,52,"Brett Wetterich",54,-0.173,"Approach200yardsRTPScore",2010
55,55,"John Daly",63,-0.172,"Approach200yardsRTPScore",2010
56,56,"Cameron Percy",73,-0.171,"Approach200yardsRTPScore",2010
57,57,"Steve Elkington",74,-0.169,"Approach200yardsRTPScore",2010
58,58,"Kevin Na",94,-0.167,"Approach200yardsRTPScore",2010
59,59,"Martin Flores",75,-0.166,"Approach200yardsRTPScore",2010
60,60,"Zach Johnson",93,-0.165,"Approach200yardsRTPScore",2010
60,60,"Justin Rose",78,-0.165,"Approach200yardsRTPScore",2010
62,62,"Woody Austin",93,-0.164,"Approach200yardsRTPScore",2010
62,62,"Dustin Johnson",83,-0.164,"Approach200yardsRTPScore",2010
62,62,"David Toms",86,-0.164,"Approach200yardsRTPScore",2010
65,65,"Bill Lunde",79,-0.162,"Approach200yardsRTPScore",2010
66,66,"James Driscoll",78,-0.161,"Approach200yardsRTPScore",2010
67,67,"Kris Blanks",91,-0.16,"Approach200yardsRTPScore",2010
67,67,"Shaun Micheel",70,-0.16,"Approach200yardsRTPScore",2010
69,69,"Blake Adams",84,-0.159,"Approach200yardsRTPScore",2010
69,69,"Jarrod Lyle",54,-0.159,"Approach200yardsRTPScore",2010
69,69,"Scott Piercy",88,-0.159,"Approach200yardsRTPScore",2010
72,72,"Cameron Tringale",55,-0.156,"Approach200yardsRTPScore",2010
73,73,"Rickie Fowler",98,-0.155,"Approach200yardsRTPScore",2010
74,74,"Will Ma Kenzie",72,-0.153,"Approach200yardsRTPScore",2010
74,74,"Scott McCarron",90,-0.153,"Approach200yardsRTPScore",2010
74,74,"Michael Sim",64,-0.153,"Approach200yardsRTPScore",2010
77,77,"Andres Romero",73,-0.151,"Approach200yardsRTPScore",2010
77,77,"Kevin Streelman",90,-0.151,"Approach200yardsRTPScore",2010
79,79,"Ernie Els",72,-0.15,"Approach200yardsRTPScore",2010
79,79,"Derek Lamely",81,-0.15,"Approach200yardsRTPScore",2010
79,79,"Sean OHair",84,-0.15,"Approach200yardsRTPScore",2010
79,79,"Charles Warren",64,-0.15,"Approach200yardsRTPScore",2010
83,83,"JJ Henry",92,-0.149,"Approach200yardsRTPScore",2010
83,83,"Rory McIlroy",54,-0.149,"Approach200yardsRTPScore",2010
83,83,"Adam Scott",70,-0.149,"Approach200yardsRTPScore",2010
86,86,"Mike Weir",59,-0.148,"Approach200yardsRTPScore",2010
87,87,"Graham DeLaet",88,-0.147,"Approach200yardsRTPScore",2010
87,87,"Steve Marino",81,-0.147,"Approach200yardsRTPScore",2010
87,87,"John Rollins",81,-0.147,"Approach200yardsRTPScore",2010
90,90,"JP Hayes",79,-0.145,"Approach200yardsRTPScore",2010
90,90,"David Lutterus",69,-0.145,"Approach200yardsRTPScore",2010
92,92,"Mathew Goggin",85,-0.143,"Approach200yardsRTPScore",2010
93,93,"Robert Allenby",76,-0.141,"Approach200yardsRTPScore",2010
