"StrokesGainedPutting_RANKTHISWEEK_2013","StrokesGainedPutting_RANKLASTWEEK_2013","StrokesGainedPutting_PLAYERNAME_2013","StrokesGainedPutting_ROUNDS_2013","StrokesGainedPutting_AVERAGE_2013","StrokesGainedPutting_TOTALPUTTSGAINED_2013","StrokesGainedPutting_MEASUREDROUNDS_2013","stat_name","year"
55,55,"William McGirt",75,0.227,16.12,71,"StrokesGainedPutting",2013
56,56,"Daniel Summerhays",83,0.219,17.056,78,"StrokesGainedPutting",2013
57,57,"Ben Curtis",59,0.212,9.731,46,"StrokesGainedPutting",2013
58,58,"Morgan Hoffmann",64,0.207,10.976,53,"StrokesGainedPutting",2013
59,59,"Jason Bohn",70,0.185,12.189,66,"StrokesGainedPutting",2013
60,60,"Jordan Spieth",82,0.18,12.078,67,"StrokesGainedPutting",2013
61,61,"Charlie Wi",75,0.178,11.761,66,"StrokesGainedPutting",2013
62,62,"Ian Poulter",59,0.176,6.873,39,"StrokesGainedPutting",2013
63,63,"Tom Gillis",69,0.175,10.483,60,"StrokesGainedPutting",2013
64,64,"Scott Stallings",79,0.149,9.801,66,"StrokesGainedPutting",2013
65,65,"Fabian Gomez",65,0.148,8.299,56,"StrokesGainedPutting",2013
66,66,"Brian Harman",89,0.146,11.087,76,"StrokesGainedPutting",2013
66,66,"Matt Jones",83,0.146,10.233,70,"StrokesGainedPutting",2013
68,68,"JJ Henry",83,0.144,10.622,74,"StrokesGainedPutting",2013
69,69,"Cameron Percy",68,0.136,7.769,57,"StrokesGainedPutting",2013
70,70,"Martin Kaymer",61,0.134,5.627,42,"StrokesGainedPutting",2013
70,70,"Graeme McDowell",53,0.134,4.97,37,"StrokesGainedPutting",2013
72,72,"Charley Hoffman",84,0.127,9.264,73,"StrokesGainedPutting",2013
73,73,"Andres Romero",63,0.118,6.157,52,"StrokesGainedPutting",2013
74,74,"Cameron Tringale",80,0.106,7.982,75,"StrokesGainedPutting",2013
75,75,"Vaughn Taylor",50,0.104,4.152,40,"StrokesGainedPutting",2013
76,76,"Graham DeLaet",94,0.097,7.847,81,"StrokesGainedPutting",2013
77,77,"Jim Furyk",80,0.092,5.874,64,"StrokesGainedPutting",2013
78,78,"Tommy Gainey",84,0.082,6.113,75,"StrokesGainedPutting",2013
79,79,"Martin Flores",83,0.081,6.137,76,"StrokesGainedPutting",2013
79,79,"Marc Leishman",77,0.081,5.19,64,"StrokesGainedPutting",2013
81,81,"Brian Stuard",78,0.08,5.065,63,"StrokesGainedPutting",2013
82,82,"John Merrick",79,0.064,4.345,68,"StrokesGainedPutting",2013
83,83,"Gary Woodland",94,0.062,5.11,83,"StrokesGainedPutting",2013
84,84,"Angel Cabrera",73,0.058,3.285,57,"StrokesGainedPutting",2013
84,84,"Tim Clark",64,0.058,2.512,43,"StrokesGainedPutting",2013
86,86,"Scott Langley",79,0.052,3.303,64,"StrokesGainedPutting",2013
87,87,"Tag Ridings",69,0.051,2.954,58,"StrokesGainedPutting",2013
88,88,"DH Lee",65,0.048,2.759,58,"StrokesGainedPutting",2013
89,89,"Ben Kohles",75,0.043,2.639,62,"StrokesGainedPutting",2013
90,90,"Brendan Steele",86,0.04,3.078,77,"StrokesGainedPutting",2013
91,91,"Justin Bolli",59,0.038,1.728,46,"StrokesGainedPutting",2013
92,92,"Brandt Jobe",62,0.029,1.548,53,"StrokesGainedPutting",2013
93,93,"Andrew Svoboda",46,0.027,0.954,35,"StrokesGainedPutting",2013
94,94,"Brendon de Jonge",110,0.025,2.426,97,"StrokesGainedPutting",2013
95,95,"Josh Teater",86,0.023,1.414,61,"StrokesGainedPutting",2013
96,96,"Ben Crane",62,0.022,1.232,55,"StrokesGainedPutting",2013
97,97,"Bobby Gates",49,0.014,0.531,38,"StrokesGainedPutting",2013
98,98,"Henrik Stenson",65,0.005,0.239,44,"StrokesGainedPutting",2013
99,99,"Nick Watney",88,0.004,0.278,73,"StrokesGainedPutting",2013
100,100,"Troy Matteson",68,0.003,0.169,59,"StrokesGainedPutting",2013
100,100,"Robert Streb",75,0.003,0.157,62,"StrokesGainedPutting",2013
102,102,"James Hahn",78,0.002,0.136,67,"StrokesGainedPutting",2013
103,103,"Adam Scott",61,-0.001,-0.036,44,"StrokesGainedPutting",2013
104,104,"Dicky Pride",71,-0.009,-0.554,59,"StrokesGainedPutting",2013
104,104,"Chez Reavie",72,-0.009,-0.601,67,"StrokesGainedPutting",2013
106,106,"David Lingmerth",68,-0.015,-0.878,57,"StrokesGainedPutting",2013
107,107,"Alistair Presnell",59,-0.018,-0.805,46,"StrokesGainedPutting",2013
108,108,"Ken Duke",87,-0.027,-2.021,75,"StrokesGainedPutting",2013
108,108,"Ryan Moore",72,-0.027,-1.537,57,"StrokesGainedPutting",2013
110,110,"George McNeill",68,-0.029,-1.886,64,"StrokesGainedPutting",2013
110,110,"Carl Pettersson",82,-0.029,-1.879,64,"StrokesGainedPutting",2013
112,112,"Pat Perez",69,-0.031,-1.98,64,"StrokesGainedPutting",2013
113,113,"Jin Park",52,-0.036,-1.529,43,"StrokesGainedPutting",2013
114,114,"Tim Herron",45,-0.044,-1.932,44,"StrokesGainedPutting",2013
115,115,"Steven Bowditch",67,-0.05,-2.881,58,"StrokesGainedPutting",2013
116,116,"YE Yang",56,-0.071,-2.912,41,"StrokesGainedPutting",2013
117,117,"Rory McIlroy",56,-0.091,-3.741,41,"StrokesGainedPutting",2013
118,118,"Bubba Watson",76,-0.092,-5.414,59,"StrokesGainedPutting",2013
119,119,"Matt Every",89,-0.093,-7.438,80,"StrokesGainedPutting",2013
120,120,"Dustin Johnson",71,-0.103,-5.248,51,"StrokesGainedPutting",2013
121,121,"Michael Thompson",66,-0.12,-6.369,53,"StrokesGainedPutting",2013
122,122,"Martin Laird",68,-0.127,-6.743,53,"StrokesGainedPutting",2013
123,123,"Jason Kokrak",78,-0.129,-9.291,72,"StrokesGainedPutting",2013
124,124,"Padraig Harrington",52,-0.13,-4.552,35,"StrokesGainedPutting",2013
125,125,"Ernie Els",63,-0.138,-6.613,48,"StrokesGainedPutting",2013
126,126,"John Senden",79,-0.139,-8.478,61,"StrokesGainedPutting",2013
127,127,"Camilo Villegas",79,-0.149,-9.548,64,"StrokesGainedPutting",2013
128,128,"Henrik Norlander",70,-0.163,-9.628,59,"StrokesGainedPutting",2013
128,128,"DA Points",87,-0.163,-11.105,68,"StrokesGainedPutting",2013
130,130,"Steve LeBrun",66,-0.176,-9.351,53,"StrokesGainedPutting",2013
131,131,"Bo Van Pelt",72,-0.182,-9.849,54,"StrokesGainedPutting",2013
132,132,"Scott Piercy",78,-0.184,-11.398,62,"StrokesGainedPutting",2013
133,133,"Justin Rose",62,-0.191,-8.779,46,"StrokesGainedPutting",2013
134,134,"Mark Wilson",56,-0.194,-9.72,50,"StrokesGainedPutting",2013
135,135,"Charlie Beljan",62,-0.205,-11.281,55,"StrokesGainedPutting",2013
136,136,"Luke Guthrie",82,-0.207,-13.427,65,"StrokesGainedPutting",2013
137,137,"Justin Hicks",79,-0.213,-14.041,66,"StrokesGainedPutting",2013
138,138,"Derek Ernst",58,-0.215,-10.549,49,"StrokesGainedPutting",2013
139,139,"Scott Brown",65,-0.216,-11.882,55,"StrokesGainedPutting",2013
140,140,"Brad Fritsch",81,-0.224,-15.205,68,"StrokesGainedPutting",2013
141,141,"John Huh",88,-0.228,-17.095,75,"StrokesGainedPutting",2013
142,142,"Jason Dufner",78,-0.23,-14.039,61,"StrokesGainedPutting",2013
143,143,"Jim Herman",59,-0.232,-10.187,44,"StrokesGainedPutting",2013
144,144,"Stewart Cink",71,-0.243,-13.624,56,"StrokesGainedPutting",2013
145,145,"John Rollins",77,-0.249,-16.928,68,"StrokesGainedPutting",2013
145,145,"DJ Trahan",48,-0.249,-9.461,38,"StrokesGainedPutting",2013
147,147,"Chad Campbell",78,-0.25,-17.986,72,"StrokesGainedPutting",2013
148,148,"Rory Sabbatini",86,-0.267,-19.213,72,"StrokesGainedPutting",2013
149,149,"Luke List",65,-0.269,-13.984,52,"StrokesGainedPutting",2013
150,150,"Sean OHair",56,-0.275,-14.04,51,"StrokesGainedPutting",2013
151,151,"Nicholas Thompson",99,-0.281,-24.187,86,"StrokesGainedPutting",2013
152,152,"Kevin Stadler",83,-0.284,-19.573,69,"StrokesGainedPutting",2013
153,153,"Jeff Maggert",63,-0.321,-18.302,57,"StrokesGainedPutting",2013
154,154,"Scott Gardiner",61,-0.325,-16.885,52,"StrokesGainedPutting",2013
155,155,"Robert Karlsson",56,-0.333,-12.308,37,"StrokesGainedPutting",2013
155,155,"Geoff Ogilvy",57,-0.333,-14.003,42,"StrokesGainedPutting",2013
157,157,"Robert Allenby",58,-0.34,-17.682,52,"StrokesGainedPutting",2013
158,158,"Kevin Chappell",80,-0.348,-23.343,67,"StrokesGainedPutting",2013
159,159,"Trevor Immelman",73,-0.363,-22.523,62,"StrokesGainedPutting",2013
160,160,"David Toms",49,-0.397,-12.711,32,"StrokesGainedPutting",2013
161,161,"Lee Williams",62,-0.426,-21.704,51,"StrokesGainedPutting",2013
162,162,"Darron Stiles",51,-0.428,-17.973,42,"StrokesGainedPutting",2013
163,163,"Robert Garrigus",69,-0.44,-21.538,49,"StrokesGainedPutting",2013
164,164,"David Mathis",71,-0.45,-27.871,62,"StrokesGainedPutting",2013
165,165,"Michael Bradley",56,-0.453,-19.463,43,"StrokesGainedPutting",2013
166,166,"Seung Yul Noh",71,-0.464,-28.774,62,"StrokesGainedPutting",2013
167,167,"Roberto Castro",97,-0.469,-39.419,84,"StrokesGainedPutting",2013
168,168,"Lee Westwood",70,-0.484,-24.7,51,"StrokesGainedPutting",2013
169,169,"Rod Pampling",46,-0.562,-19.672,35,"StrokesGainedPutting",2013
170,170,"Bud Cauley",67,-0.571,-31.952,56,"StrokesGainedPutting",2013
171,171,"Nicolas Colsaerts",50,-0.575,-20.711,36,"StrokesGainedPutting",2013
172,172,"Ricky Barnes",74,-0.584,-37.931,65,"StrokesGainedPutting",2013
173,173,"Ryo Ishikawa",72,-0.665,-36.573,55,"StrokesGainedPutting",2013
174,174,"Greg Owen",73,-0.67,-44.231,66,"StrokesGainedPutting",2013
175,175,"Boo Weekley",100,-0.678,-56.238,83,"StrokesGainedPutting",2013
176,176,"Kyle Stanley",71,-0.68,-40.792,60,"StrokesGainedPutting",2013
177,177,"Will Claxton",67,-0.709,-39.717,56,"StrokesGainedPutting",2013
178,178,"Lucas Glover",65,-0.858,-44.616,52,"StrokesGainedPutting",2013
179,179,"Vijay Singh",61,-0.901,-43.232,48,"StrokesGainedPutting",2013
180,180,"Eric Meierdierks",48,-0.957,-35.427,37,"StrokesGainedPutting",2013
