"Total1Putts2025_RANKTHISWEEK_2013","Total1Putts2025_RANKLASTWEEK_2013","Total1Putts2025_PLAYERNAME_2013","Total1Putts2025_ROUNDS_2013","Total1Putts2025_TOTAL_2013","Total1Putts2025_TOTALFORALLDISTANCES_2013","Total1Putts2025_PCTOFALL1PUTTS_2013","stat_name","year"
1,1,"Nicholas Thompson",99,22,589,3.7,"Total1Putts2025",2013
2,2,"Graham DeLaet",94,21,539,3.9,"Total1Putts2025",2013
2,2,"Scott Langley",79,21,455,4.6,"Total1Putts2025",2013
4,4,"Bryce Molder",82,20,540,3.7,"Total1Putts2025",2013
4,4,"Jordan Spieth",82,20,515,3.9,"Total1Putts2025",2013
6,6,"Sangmoon Bae",83,19,533,3.6,"Total1Putts2025",2013
7,7,"Matt Kuchar",93,18,520,3.5,"Total1Putts2025",2013
7,7,"Pat Perez",69,18,427,4.2,"Total1Putts2025",2013
7,7,"Nick Watney",88,18,479,3.8,"Total1Putts2025",2013
10,10,"Harris English",95,17,603,2.8,"Total1Putts2025",2013
10,10,"Morgan Hoffmann",64,17,392,4.3,"Total1Putts2025",2013
12,12,"Greg Chalmers",77,16,547,2.9,"Total1Putts2025",2013
12,12,"James Driscoll",76,16,469,3.4,"Total1Putts2025",2013
12,12,"Matt Every",89,16,593,2.7,"Total1Putts2025",2013
12,12,"Russell Henley",80,16,476,3.4,"Total1Putts2025",2013
12,12,"Billy Horschel",96,16,595,2.7,"Total1Putts2025",2013
12,12,"Chez Reavie",72,16,460,3.5,"Total1Putts2025",2013
12,12,"Kevin Stadler",83,16,470,3.4,"Total1Putts2025",2013
12,12,"Chris Stroud",88,16,596,2.7,"Total1Putts2025",2013
20,20,"Erik Compton",74,15,469,3.2,"Total1Putts2025",2013
20,20,"Charles Howell III",87,15,596,2.5,"Total1Putts2025",2013
20,20,"Jerry Kelly",75,15,462,3.2,"Total1Putts2025",2013
20,20,"Jeff Overton",78,15,543,2.8,"Total1Putts2025",2013
20,20,"Boo Weekley",100,15,531,2.8,"Total1Putts2025",2013
25,25,"Aaron Baddeley",68,14,477,2.9,"Total1Putts2025",2013
25,25,"Keegan Bradley",88,14,505,2.8,"Total1Putts2025",2013
25,25,"Angel Cabrera",73,14,376,3.7,"Total1Putts2025",2013
25,25,"Bob Estes",66,14,461,3,"Total1Putts2025",2013
25,25,"Luke Guthrie",82,14,482,2.9,"Total1Putts2025",2013
25,25,"Chris Kirk",89,14,643,2.2,"Total1Putts2025",2013
25,25,"Jason Kokrak",78,14,517,2.7,"Total1Putts2025",2013
25,25,"Hunter Mahan",91,14,457,3.1,"Total1Putts2025",2013
25,25,"Rory McIlroy",56,14,313,4.5,"Total1Putts2025",2013
25,25,"Scott Piercy",78,14,434,3.2,"Total1Putts2025",2013
25,25,"Patrick Reed",83,14,558,2.5,"Total1Putts2025",2013
25,25,"Tag Ridings",69,14,392,3.6,"Total1Putts2025",2013
25,25,"John Rollins",77,14,452,3.1,"Total1Putts2025",2013
25,25,"Charl Schwartzel",69,14,385,3.6,"Total1Putts2025",2013
25,25,"Kevin Streelman",86,14,476,2.9,"Total1Putts2025",2013
25,25,"Cameron Tringale",80,14,525,2.7,"Total1Putts2025",2013
41,41,"Stuart Appleby",88,13,576,2.3,"Total1Putts2025",2013
41,41,"Jonas Blixt",76,13,513,2.5,"Total1Putts2025",2013
41,41,"Stewart Cink",71,13,361,3.6,"Total1Putts2025",2013
41,41,"Martin Flores",83,13,554,2.3,"Total1Putts2025",2013
41,41,"John Huh",88,13,506,2.6,"Total1Putts2025",2013
41,41,"Ben Kohles",75,13,412,3.2,"Total1Putts2025",2013
41,41,"Doug LaBelle II",72,13,423,3.1,"Total1Putts2025",2013
41,41,"Ted Potter Jr",65,13,400,3.3,"Total1Putts2025",2013
41,41,"Scott Stallings",79,13,491,2.6,"Total1Putts2025",2013
41,41,"Robert Streb",75,13,425,3.1,"Total1Putts2025",2013
41,41,"Josh Teater",86,13,440,3,"Total1Putts2025",2013
