"TenthTeeEarlyPar5ScoringAverage_RANKTHISWEEK_2009","TenthTeeEarlyPar5ScoringAverage_RANKLASTWEEK_2009","TenthTeeEarlyPar5ScoringAverage_PLAYERNAME_2009","TenthTeeEarlyPar5ScoringAverage_ROUNDS_2009","TenthTeeEarlyPar5ScoringAverage_AVG_2009","TenthTeeEarlyPar5ScoringAverage_TOTALSTROKES_2009","TenthTeeEarlyPar5ScoringAverage_TOTALHOLES_2009","stat_name","year"
1,1,"Retief Goosen",74,4.4,207,47,"TenthTeeEarlyPar5ScoringAverage",2009
2,2,"Sergio Garcia",59,4.41,150,34,"TenthTeeEarlyPar5ScoringAverage",2009
2,2,"Tiger Woods",64,4.41,181,41,"TenthTeeEarlyPar5ScoringAverage",2009
4,4,"Charles Howell III",99,4.44,280,63,"TenthTeeEarlyPar5ScoringAverage",2009
4,4,"Matt Jones",56,4.44,142,32,"TenthTeeEarlyPar5ScoringAverage",2009
6,6,"Jonathan Byrd",89,4.46,241,54,"TenthTeeEarlyPar5ScoringAverage",2009
7,7,"Stephen Ames",77,4.48,112,25,"TenthTeeEarlyPar5ScoringAverage",2009
7,7,"Brendon de Jonge",90,4.48,260,58,"TenthTeeEarlyPar5ScoringAverage",2009
7,7,"Matt Kuchar",82,4.48,148,33,"TenthTeeEarlyPar5ScoringAverage",2009
10,10,"John Mallinger",90,4.49,247,55,"TenthTeeEarlyPar5ScoringAverage",2009
10,10,"Brett Quigley",92,4.49,184,41,"TenthTeeEarlyPar5ScoringAverage",2009
12,12,"Mark Calcavecchia",72,4.51,203,45,"TenthTeeEarlyPar5ScoringAverage",2009
12,12,"George McNeill",82,4.51,248,55,"TenthTeeEarlyPar5ScoringAverage",2009
14,14,"Brad Adamonis",70,4.52,208,46,"TenthTeeEarlyPar5ScoringAverage",2009
14,14,"Robert Garrigus",83,4.52,253,56,"TenthTeeEarlyPar5ScoringAverage",2009
14,14,"Nick Watney",86,4.52,226,50,"TenthTeeEarlyPar5ScoringAverage",2009
