"GIRPutting510_RANKTHISWEEK_2012","GIRPutting510_RANKLASTWEEK_2012","GIRPutting510_PLAYERNAME_2012","GIRPutting510_ROUNDS_2012","GIRPutting510_Pct_2012","GIRPutting510_ATTEMPTS_2012","GIRPutting510_PUTTSMADE_2012","stat_name","year"
1,1,"Sangmoon Bae",81,65.17,89,58,"GIRPutting510",2012
2,2,"Rory McIlroy",60,62.32,69,43,"GIRPutting510",2012
3,3,"Bo Van Pelt",84,62.31,130,81,"GIRPutting510",2012
4,4,"Jimmy Walker",101,61.88,160,99,"GIRPutting510",2012
5,5,"Bill Haas",79,61.54,91,56,"GIRPutting510",2012
6,6,"Ian Poulter",57,60.61,66,40,"GIRPutting510",2012
7,7,"Carl Pettersson",92,59.6,151,90,"GIRPutting510",2012
8,8,"Ryan Moore",89,59.59,146,87,"GIRPutting510",2012
9,9,"David Hearn",95,59.49,158,94,"GIRPutting510",2012
10,10,"Padraig Harrington",67,59.3,86,51,"GIRPutting510",2012
11,11,"Kevin Streelman",89,59.29,140,83,"GIRPutting510",2012
12,12,"Steve Stricker",73,59.26,108,64,"GIRPutting510",2012
13,13,"Aaron Baddeley",73,58.95,95,56,"GIRPutting510",2012
14,14,"Blake Adams",107,58.66,179,105,"GIRPutting510",2012
15,15,"Chris Stroud",86,58.59,128,75,"GIRPutting510",2012
16,16,"Jonas Blixt",72,58.54,123,72,"GIRPutting510",2012
17,17,"Stephen Gangluff",57,58.46,65,38,"GIRPutting510",2012
18,18,"Luke Donald",63,58.23,79,46,"GIRPutting510",2012
19,19,"Tom Gillis",75,58.06,124,72,"GIRPutting510",2012
20,20,"David Toms",60,57.83,83,48,"GIRPutting510",2012
21,21,"James Driscoll",83,57.02,114,65,"GIRPutting510",2012
22,22,"David Mathis",83,56.91,123,70,"GIRPutting510",2012
23,23,"Billy Hurley III",70,56.82,88,50,"GIRPutting510",2012
24,24,"Angel Cabrera",54,56.58,76,43,"GIRPutting510",2012
25,25,"Tommy Biershenk",74,56.44,101,57,"GIRPutting510",2012
