"PercentageofYardagecoveredbyTeeShotsPar5s_RANKTHISWEEK_2015","PercentageofYardagecoveredbyTeeShotsPar5s_RANKLASTWEEK_2015","PercentageofYardagecoveredbyTeeShotsPar5s_PLAYERNAME_2015","PercentageofYardagecoveredbyTeeShotsPar5s_ROUNDS_2015","PercentageofYardagecoveredbyTeeShotsPar5s_AVGPct_2015","PercentageofYardagecoveredbyTeeShotsPar5s_TOTALSHOTDISTANCE_2015","PercentageofYardagecoveredbyTeeShotsPar5s_TOTALDISTANCE_2015","stat_name","year"
66,66,"Louis Oosthuizen",68,52.65,44574.3,84655,"PercentageofYardagecoveredbyTeeShotsPar5s",2015
67,67,"Rickie Fowler",76,52.64,54625.1,103773,"PercentageofYardagecoveredbyTeeShotsPar5s",2015
68,68,"Chesson Hadley",101,52.63,88912,168953,"PercentageofYardagecoveredbyTeeShotsPar5s",2015
68,68,"Davis Love III",51,52.63,35821.9,68064,"PercentageofYardagecoveredbyTeeShotsPar5s",2015
70,70,"Paul Casey",87,52.61,50768.9,96504,"PercentageofYardagecoveredbyTeeShotsPar5s",2015
71,71,"Johnson Wagner",68,52.58,49371.8,93897,"PercentageofYardagecoveredbyTeeShotsPar5s",2015
72,72,"JJ Henry",94,52.55,69444.2,132152,"PercentageofYardagecoveredbyTeeShotsPar5s",2015
73,73,"Phil Mickelson",70,52.54,53391.6,101627,"PercentageofYardagecoveredbyTeeShotsPar5s",2015
74,74,"Kevin Chappell",86,52.53,70250.6,133727,"PercentageofYardagecoveredbyTeeShotsPar5s",2015
75,75,"Retief Goosen",81,52.5,62057.8,118212,"PercentageofYardagecoveredbyTeeShotsPar5s",2015
76,76,"Vijay Singh",78,52.48,62294.2,118694,"PercentageofYardagecoveredbyTeeShotsPar5s",2015
77,77,"Sergio Garcia",59,52.44,33270.7,63447,"PercentageofYardagecoveredbyTeeShotsPar5s",2015
78,78,"Rory Sabbatini",81,52.42,58626.2,111845,"PercentageofYardagecoveredbyTeeShotsPar5s",2015
79,79,"Tom Hoge",83,52.41,56942.1,108642,"PercentageofYardagecoveredbyTeeShotsPar5s",2015
80,80,"Gonzalo Fdez Castano",81,52.37,57292.8,109406,"PercentageofYardagecoveredbyTeeShotsPar5s",2015
81,81,"Greg Owen",58,52.35,37897.4,72387,"PercentageofYardagecoveredbyTeeShotsPar5s",2015
82,82,"Bill Lunde",50,52.32,29655.9,56682,"PercentageofYardagecoveredbyTeeShotsPar5s",2015
83,83,"Scott Pinckney",88,52.29,66146.8,126503,"PercentageofYardagecoveredbyTeeShotsPar5s",2015
84,84,"Jason Gore",76,52.28,50254.1,96122,"PercentageofYardagecoveredbyTeeShotsPar5s",2015
85,85,"Geoff Ogilvy",50,52.24,34576.5,66191,"PercentageofYardagecoveredbyTeeShotsPar5s",2015
86,86,"Andrew Svoboda",80,52.23,63833.8,122217,"PercentageofYardagecoveredbyTeeShotsPar5s",2015
87,87,"Brian Harman",90,52.22,67366.3,129004,"PercentageofYardagecoveredbyTeeShotsPar5s",2015
88,88,"Derek Fathauer",81,52.16,61207.8,117356,"PercentageofYardagecoveredbyTeeShotsPar5s",2015
88,88,"Patrick Reed",103,52.16,70413,134994,"PercentageofYardagecoveredbyTeeShotsPar5s",2015
90,90,"Henrik Stenson",63,52.12,42449.6,81443,"PercentageofYardagecoveredbyTeeShotsPar5s",2015
91,91,"Jonathan Randolph",72,52.1,50786.6,97478,"PercentageofYardagecoveredbyTeeShotsPar5s",2015
91,91,"Tyrone Van Aswegen",58,52.1,37187.4,71382,"PercentageofYardagecoveredbyTeeShotsPar5s",2015
93,93,"Kevin Streelman",95,52.09,69189.7,132818,"PercentageofYardagecoveredbyTeeShotsPar5s",2015
94,94,"Oscar Fraustro",58,52.04,35680.9,68559,"PercentageofYardagecoveredbyTeeShotsPar5s",2015
95,95,"Erik Compton",86,52.03,66491.9,127804,"PercentageofYardagecoveredbyTeeShotsPar5s",2015
96,96,"Michael Putnam",87,51.97,64944.6,124971,"PercentageofYardagecoveredbyTeeShotsPar5s",2015
97,97,"Eric Axley",57,51.95,36501,70260,"PercentageofYardagecoveredbyTeeShotsPar5s",2015
97,97,"Carl Pettersson",106,51.95,87405.9,168250,"PercentageofYardagecoveredbyTeeShotsPar5s",2015
99,99,"Adam Hadwin",95,51.94,74848.7,144118,"PercentageofYardagecoveredbyTeeShotsPar5s",2015
100,100,"Blayne Barber",76,51.93,59554.5,114683,"PercentageofYardagecoveredbyTeeShotsPar5s",2015
101,101,"Jamie Donaldson",50,51.92,30549.7,58845,"PercentageofYardagecoveredbyTeeShotsPar5s",2015
102,102,"Michael Thompson",83,51.88,68085,131230,"PercentageofYardagecoveredbyTeeShotsPar5s",2015
103,103,"Sangmoon Bae",98,51.85,80113.7,154511,"PercentageofYardagecoveredbyTeeShotsPar5s",2015
104,104,"Padraig Harrington",60,51.77,45048.5,87017,"PercentageofYardagecoveredbyTeeShotsPar5s",2015
104,104,"Steve Wheatcroft",87,51.77,66925.9,129267,"PercentageofYardagecoveredbyTeeShotsPar5s",2015
106,106,"Ricky Barnes",82,51.73,57191.5,110552,"PercentageofYardagecoveredbyTeeShotsPar5s",2015
106,106,"Matt Every",73,51.73,51187.4,98959,"PercentageofYardagecoveredbyTeeShotsPar5s",2015
106,106,"Jeff Overton",94,51.73,65139.8,125911,"PercentageofYardagecoveredbyTeeShotsPar5s",2015
109,109,"Jordan Spieth",91,51.68,61919.1,119812,"PercentageofYardagecoveredbyTeeShotsPar5s",2015
110,110,"Brice Garnett",81,51.67,56554.4,109459,"PercentageofYardagecoveredbyTeeShotsPar5s",2015
111,111,"Nicholas Thompson",90,51.57,62750.4,121676,"PercentageofYardagecoveredbyTeeShotsPar5s",2015
112,112,"Chez Reavie",56,51.56,43845.6,85039,"PercentageofYardagecoveredbyTeeShotsPar5s",2015
112,112,"John Senden",80,51.56,49752.8,96502,"PercentageofYardagecoveredbyTeeShotsPar5s",2015
114,114,"Scott Brown",97,51.55,71815.4,139317,"PercentageofYardagecoveredbyTeeShotsPar5s",2015
114,114,"Bill Haas",89,51.55,63573.8,123318,"PercentageofYardagecoveredbyTeeShotsPar5s",2015
114,114,"Lee Westwood",56,51.55,30579.7,59326,"PercentageofYardagecoveredbyTeeShotsPar5s",2015
117,117,"Bo Van Pelt",81,51.54,61295.1,118928,"PercentageofYardagecoveredbyTeeShotsPar5s",2015
118,118,"Kyle Reifers",96,51.46,71235.9,138440,"PercentageofYardagecoveredbyTeeShotsPar5s",2015
119,119,"Ben Martin",93,51.43,65903.4,128140,"PercentageofYardagecoveredbyTeeShotsPar5s",2015
120,120,"John Peterson",84,51.42,70994,138061,"PercentageofYardagecoveredbyTeeShotsPar5s",2015
121,121,"John Merrick",78,51.4,53126.1,103352,"PercentageofYardagecoveredbyTeeShotsPar5s",2015
122,122,"Jonathan Byrd",69,51.39,45413.2,88363,"PercentageofYardagecoveredbyTeeShotsPar5s",2015
123,123,"Webb Simpson",81,51.38,54985.2,107026,"PercentageofYardagecoveredbyTeeShotsPar5s",2015
124,124,"Roberto Castro",54,51.37,28921.7,56300,"PercentageofYardagecoveredbyTeeShotsPar5s",2015
125,125,"Jonas Blixt",78,51.31,46608.4,90836,"PercentageofYardagecoveredbyTeeShotsPar5s",2015
125,125,"Chris Kirk",76,51.31,52051.2,101447,"PercentageofYardagecoveredbyTeeShotsPar5s",2015
127,127,"Matt Kuchar",97,51.3,72419.7,141173,"PercentageofYardagecoveredbyTeeShotsPar5s",2015
128,128,"George McNeill",93,51.26,77755.2,151692,"PercentageofYardagecoveredbyTeeShotsPar5s",2015
129,129,"Chad Campbell",97,51.23,79372.5,154938,"PercentageofYardagecoveredbyTeeShotsPar5s",2015
129,129,"Spencer Levin",99,51.23,72066.1,140672,"PercentageofYardagecoveredbyTeeShotsPar5s",2015
131,131,"David Lingmerth",90,51.17,64980.1,126998,"PercentageofYardagecoveredbyTeeShotsPar5s",2015
132,132,"Luke Guthrie",84,51.16,61095.2,119421,"PercentageofYardagecoveredbyTeeShotsPar5s",2015
133,133,"Pat Perez",96,51.15,77590.2,151700,"PercentageofYardagecoveredbyTeeShotsPar5s",2015
134,134,"Jim Renner",68,51.14,48032.1,93931,"PercentageofYardagecoveredbyTeeShotsPar5s",2015
135,135,"Kevin Kisner",104,51.08,83410.3,163280,"PercentageofYardagecoveredbyTeeShotsPar5s",2015
136,136,"Brandt Snedeker",98,51.07,66185.5,129591,"PercentageofYardagecoveredbyTeeShotsPar5s",2015
137,137,"Brendon de Jonge",106,51.02,83169,162997,"PercentageofYardagecoveredbyTeeShotsPar5s",2015
138,138,"Chris Stroud",84,51,60790.6,119193,"PercentageofYardagecoveredbyTeeShotsPar5s",2015
139,139,"Scott Langley",94,50.96,68759.3,134936,"PercentageofYardagecoveredbyTeeShotsPar5s",2015
140,140,"Robert Allenby",63,50.92,42970.7,84393,"PercentageofYardagecoveredbyTeeShotsPar5s",2015
140,140,"Troy Merritt",91,50.92,75789.9,148849,"PercentageofYardagecoveredbyTeeShotsPar5s",2015
142,142,"Alex Cejka",94,50.82,71702.1,141092,"PercentageofYardagecoveredbyTeeShotsPar5s",2015
143,143,"SJ Park",79,50.81,55627.6,109481,"PercentageofYardagecoveredbyTeeShotsPar5s",2015
144,144,"Daniel Summerhays",101,50.79,77273.1,152145,"PercentageofYardagecoveredbyTeeShotsPar5s",2015
145,145,"Steven Alker",62,50.77,42147.7,83021,"PercentageofYardagecoveredbyTeeShotsPar5s",2015
146,146,"Russell Knox",96,50.68,77758.7,153418,"PercentageofYardagecoveredbyTeeShotsPar5s",2015
147,147,"Fabian Gomez",83,50.65,58095.6,114695,"PercentageofYardagecoveredbyTeeShotsPar5s",2015
148,148,"Mark Hubbard",79,50.62,53125.7,104949,"PercentageofYardagecoveredbyTeeShotsPar5s",2015
148,148,"Andrew Putnam",68,50.62,50454.4,99675,"PercentageofYardagecoveredbyTeeShotsPar5s",2015
150,150,"DA Points",72,50.55,54320.3,107463,"PercentageofYardagecoveredbyTeeShotsPar5s",2015
151,151,"Jim Furyk",71,50.54,50892.8,100708,"PercentageofYardagecoveredbyTeeShotsPar5s",2015
152,152,"Whee Kim",71,50.53,48373.1,95734,"PercentageofYardagecoveredbyTeeShotsPar5s",2015
153,153,"Jason Dufner",76,50.49,42137.1,83463,"PercentageofYardagecoveredbyTeeShotsPar5s",2015
154,154,"Danny Lee",120,50.46,88420.3,175217,"PercentageofYardagecoveredbyTeeShotsPar5s",2015
155,155,"Ryan Moore",81,50.43,58230.1,115471,"PercentageofYardagecoveredbyTeeShotsPar5s",2015
155,155,"Ian Poulter",68,50.43,43136.5,85530,"PercentageofYardagecoveredbyTeeShotsPar5s",2015
157,157,"Tim Wilkinson",73,50.42,50607.6,100370,"PercentageofYardagecoveredbyTeeShotsPar5s",2015
158,158,"Chad Collins",79,50.4,54525.1,108174,"PercentageofYardagecoveredbyTeeShotsPar5s",2015
159,159,"Brian Stuard",97,50.39,69617.1,138157,"PercentageofYardagecoveredbyTeeShotsPar5s",2015
160,160,"Heath Slocum",57,50.38,33915.8,67321,"PercentageofYardagecoveredbyTeeShotsPar5s",2015
161,161,"Greg Chalmers",58,50.35,33369.4,66270,"PercentageofYardagecoveredbyTeeShotsPar5s",2015
162,162,"Zach Johnson",90,50.34,57938.7,115088,"PercentageofYardagecoveredbyTeeShotsPar5s",2015
163,163,"Ken Duke",93,50.24,66903.6,133163,"PercentageofYardagecoveredbyTeeShotsPar5s",2015
164,164,"John Huh",102,50.19,79795.9,158979,"PercentageofYardagecoveredbyTeeShotsPar5s",2015
165,165,"David Hearn",97,50.13,77584.8,154769,"PercentageofYardagecoveredbyTeeShotsPar5s",2015
166,166,"William McGirt",103,50.09,83322.2,166348,"PercentageofYardagecoveredbyTeeShotsPar5s",2015
167,167,"Francesco Molinari",56,50.08,39170.6,78209,"PercentageofYardagecoveredbyTeeShotsPar5s",2015
168,168,"Mark Wilson",89,49.99,69302.7,138633,"PercentageofYardagecoveredbyTeeShotsPar5s",2015
169,169,"Cameron Tringale",96,49.92,72164,144557,"PercentageofYardagecoveredbyTeeShotsPar5s",2015
170,170,"Luke Donald",71,49.87,43930.8,88091,"PercentageofYardagecoveredbyTeeShotsPar5s",2015
170,170,"Colt Knost",90,49.87,63759.7,127842,"PercentageofYardagecoveredbyTeeShotsPar5s",2015
172,172,"Jerry Kelly",79,49.79,55194,110848,"PercentageofYardagecoveredbyTeeShotsPar5s",2015
173,173,"KJ Choi",66,49.76,54281.5,109081,"PercentageofYardagecoveredbyTeeShotsPar5s",2015
174,174,"Kevin Na",98,49.65,60870.4,122595,"PercentageofYardagecoveredbyTeeShotsPar5s",2015
175,175,"Jason Bohn",95,49.52,76644.3,154782,"PercentageofYardagecoveredbyTeeShotsPar5s",2015
176,176,"Brian Davis",86,49.45,60229.2,121798,"PercentageofYardagecoveredbyTeeShotsPar5s",2015
177,177,"Bryce Molder",91,49.35,64518.3,130725,"PercentageofYardagecoveredbyTeeShotsPar5s",2015
178,178,"Zac Blair",108,49.28,72810.2,147760,"PercentageofYardagecoveredbyTeeShotsPar5s",2015
179,179,"Brendon Todd",96,49.26,62703,127294,"PercentageofYardagecoveredbyTeeShotsPar5s",2015
180,180,"Ben Crane",62,49.13,44903,91396,"PercentageofYardagecoveredbyTeeShotsPar5s",2015
181,181,"Billy Hurley III",83,48.9,53969.1,110358,"PercentageofYardagecoveredbyTeeShotsPar5s",2015
182,182,"Justin Leonard",61,48.72,44035.3,90378,"PercentageofYardagecoveredbyTeeShotsPar5s",2015
182,182,"David Toms",62,48.72,47981.7,98479,"PercentageofYardagecoveredbyTeeShotsPar5s",2015
184,184,"Jon Curran",83,48.5,53013.5,109312,"PercentageofYardagecoveredbyTeeShotsPar5s",2015
