"ProximitytoHolefromSand_RANKTHISWEEK_2008","ProximitytoHolefromSand_RANKLASTWEEK_2008","ProximitytoHolefromSand_PLAYERNAME_2008","ProximitytoHolefromSand_ROUNDS_2008","ProximitytoHolefromSand_AVGDTP_2008","ProximitytoHolefromSand_TOTALDISTANCEFEET_2008","ProximitytoHolefromSand_OFSHOTS_2008","ProximitytoHolefromSand_SCRAMBLINGRANK_2008","stat_name","year"
29,29,"Charles Howell III",101,NA,1095,131,116,"ProximitytoHolefromSand",2008
29,29,"Matt Kuchar",88,NA,758.667,91,14,"ProximitytoHolefromSand",2008
32,32,"Briny Baird",113,NA,1120.083,133,5,"ProximitytoHolefromSand",2008
32,32,"Bill Haas",99,NA,1225.167,146,148,"ProximitytoHolefromSand",2008
32,32,"Heath Slocum",104,NA,885.167,105,75,"ProximitytoHolefromSand",2008
32,32,"Mark Wilson",107,NA,1111.167,132,31,"ProximitytoHolefromSand",2008
36,36,"Rich Beem",90,NA,956,113,169,"ProximitytoHolefromSand",2008
36,36,"Mark Calcavecchia",67,NA,610.417,72,161,"ProximitytoHolefromSand",2008
36,36,"Sergio Garcia",72,NA,736.75,87,89,"ProximitytoHolefromSand",2008
36,36,"JB Holmes",86,NA,792.75,93,152,"ProximitytoHolefromSand",2008
36,36,"Charlie Wi",97,NA,984.75,116,4,"ProximitytoHolefromSand",2008
41,41,"Cameron Beckman",87,NA,934.667,109,69,"ProximitytoHolefromSand",2008
41,41,"Jonathan Byrd",88,NA,1023.5,119,72,"ProximitytoHolefromSand",2008
41,41,"Carlos Franco",73,NA,792.5,92,153,"ProximitytoHolefromSand",2008
41,41,"Brian Gay",102,NA,1151.333,134,1,"ProximitytoHolefromSand",2008
41,41,"Doug LaBelle II",65,NA,669.25,78,68,"ProximitytoHolefromSand",2008
41,41,"Pat Perez",93,NA,895.667,104,124,"ProximitytoHolefromSand",2008
41,41,"Travis Perkins",53,NA,530.833,62,193,"ProximitytoHolefromSand",2008
48,48,"Justin Leonard",101,NA,845.667,98,34,"ProximitytoHolefromSand",2008
48,48,"Joe Ogilvie",100,NA,1156.083,133,62,"ProximitytoHolefromSand",2008
48,48,"Tom Pernice Jr",104,NA,1269.5,146,11,"ProximitytoHolefromSand",2008
48,48,"Nicholas Thompson",113,NA,1443.917,166,85,"ProximitytoHolefromSand",2008
52,52,"KJ Choi",74,NA,824.167,94,95,"ProximitytoHolefromSand",2008
52,52,"Richard Johnson",77,NA,1104.5,126,67,"ProximitytoHolefromSand",2008
52,52,"Davis Love III",78,NA,863.667,99,145,"ProximitytoHolefromSand",2008
52,52,"John Mallinger",95,NA,1183.333,135,61,"ProximitytoHolefromSand",2008
52,52,"Sean OHair",81,NA,1037.833,119,134,"ProximitytoHolefromSand",2008
52,52,"Rod Pampling",83,NA,1068.75,122,129,"ProximitytoHolefromSand",2008
52,52,"Brenden Pappas",66,NA,657.25,75,50,"ProximitytoHolefromSand",2008
52,52,"Ted Purdy",68,NA,620.417,71,123,"ProximitytoHolefromSand",2008
52,52,"Tom Scherrer",56,NA,369.083,42,126,"ProximitytoHolefromSand",2008
52,52,"Vaughn Taylor",103,NA,1133.583,129,92,"ProximitytoHolefromSand",2008
62,62,"Tim Herron",97,NA,1115.5,126,10,"ProximitytoHolefromSand",2008
62,62,"Jerry Kelly",89,NA,1040.583,118,83,"ProximitytoHolefromSand",2008
64,64,"Gavin Coles",54,NA,519.417,58,9,"ProximitytoHolefromSand",2008
64,64,"Charley Hoffman",94,NA,1131.5,127,93,"ProximitytoHolefromSand",2008
64,64,"Stephen Leaney",53,NA,545.417,61,53,"ProximitytoHolefromSand",2008
64,64,"Parker McLachlin",88,NA,1168.917,131,42,"ProximitytoHolefromSand",2008
68,68,"Alejandro Canizares",52,NA,528.667,59,111,"ProximitytoHolefromSand",2008
68,68,"Chad Collins",72,NA,826.583,92,88,"ProximitytoHolefromSand",2008
68,68,"Mathew Goggin",91,NA,1130.833,126,77,"ProximitytoHolefromSand",2008
68,68,"Lee Janzen",89,NA,1002.25,111,91,"ProximitytoHolefromSand",2008
68,68,"Marc Turnesa",87,NA,963.667,107,41,"ProximitytoHolefromSand",2008
73,73,"Ken Duke",116,NA,1603.083,176,82,"ProximitytoHolefromSand",2008
73,73,"Trevor Immelman",70,NA,689.917,76,181,"ProximitytoHolefromSand",2008
73,73,"Bob Tway",70,NA,519.417,57,27,"ProximitytoHolefromSand",2008
73,73,"Bo Van Pelt",101,NA,1248.917,138,118,"ProximitytoHolefromSand",2008
77,77,"Todd Demsey",80,NA,1146.833,125,65,"ProximitytoHolefromSand",2008
77,77,"James Driscoll",85,NA,1062.583,116,155,"ProximitytoHolefromSand",2008
77,77,"Ernie Els",51,NA,588.333,64,112,"ProximitytoHolefromSand",2008
77,77,"Carl Pettersson",110,NA,1431.25,156,49,"ProximitytoHolefromSand",2008
81,81,"Stephen Ames",83,NA,831.75,90,57,"ProximitytoHolefromSand",2008
81,81,"Ben Crane",86,NA,1008.833,109,16,"ProximitytoHolefromSand",2008
81,81,"Freddie Jacobson",78,NA,938.417,101,81,"ProximitytoHolefromSand",2008
81,81,"Brett Quigley",80,NA,1023.333,111,97,"ProximitytoHolefromSand",2008
85,85,"Robert Allenby",108,NA,1227.25,132,149,"ProximitytoHolefromSand",2008
85,85,"Tim Clark",90,NA,1088.417,117,65,"ProximitytoHolefromSand",2008
85,85,"Lucas Glover",91,NA,1006.167,108,115,"ProximitytoHolefromSand",2008
85,85,"Kent Jones",68,NA,782.417,84,105,"ProximitytoHolefromSand",2008
85,85,"George McNeill",97,NA,1168.583,125,191,"ProximitytoHolefromSand",2008
85,85,"Boo Weekley",86,NA,824.833,88,106,"ProximitytoHolefromSand",2008
85,85,"Tim Wilkinson",95,NA,1272.083,136,28,"ProximitytoHolefromSand",2008
92,92,"Bart Bryant",81,NA,797.25,85,47,"ProximitytoHolefromSand",2008
92,92,"Nathan Green",95,NA,1475.25,156,32,"ProximitytoHolefromSand",2008
92,92,"Steve Lowery",74,NA,1094.833,116,141,"ProximitytoHolefromSand",2008
92,92,"David Lutterus",59,NA,807.75,86,184,"ProximitytoHolefromSand",2008
92,92,"YE Yang",89,NA,1193.083,127,137,"ProximitytoHolefromSand",2008
97,97,"Michael Allen",91,NA,892,94,110,"ProximitytoHolefromSand",2008
97,97,"Billy Andrade",71,NA,936.833,99,163,"ProximitytoHolefromSand",2008
97,97,"Kenny Perry",97,NA,1130.833,119,90,"ProximitytoHolefromSand",2008
97,97,"Ian Poulter",51,NA,568.917,60,120,"ProximitytoHolefromSand",2008
97,97,"John Senden",93,NA,1048.417,110,156,"ProximitytoHolefromSand",2008
102,102,"Olin Browne",77,NA,883.167,92,113,"ProximitytoHolefromSand",2008
102,102,"Matt Jones",95,NA,1287.583,134,62,"ProximitytoHolefromSand",2008
102,102,"Jeff Maggert",86,NA,1021.667,107,133,"ProximitytoHolefromSand",2008
102,102,"Jim McGovern",75,NA,852,89,167,"ProximitytoHolefromSand",2008
102,102,"Rocco Mediate",87,NA,956.417,100,109,"ProximitytoHolefromSand",2008
107,107,"Brad Adamonis",87,NA,1287.833,133,131,"ProximitytoHolefromSand",2008
107,107,"Tag Ridings",88,NA,1237.917,128,118,"ProximitytoHolefromSand",2008
107,107,"DJ Trahan",94,NA,1193.833,124,139,"ProximitytoHolefromSand",2008
110,110,"JP Hayes",67,NA,1007.917,103,73,"ProximitytoHolefromSand",2008
110,110,"Michael Letzig",88,NA,1085.667,111,108,"ProximitytoHolefromSand",2008
110,110,"Tim Petrovic",97,NA,1287,132,53,"ProximitytoHolefromSand",2008
110,110,"Brandt Snedeker",85,NA,1045,107,100,"ProximitytoHolefromSand",2008
110,110,"Jimmy Walker",73,NA,971.833,100,134,"ProximitytoHolefromSand",2008
110,110,"Bubba Watson",97,NA,1179.25,121,156,"ProximitytoHolefromSand",2008
110,110,"Ron Whittaker",54,NA,469.917,48,164,"ProximitytoHolefromSand",2008
110,110,"Dean Wilson",109,NA,1173.833,120,97,"ProximitytoHolefromSand",2008
118,118,"Chad Campbell",94,NA,963.167,98,158,"ProximitytoHolefromSand",2008
118,118,"Paul Goydos",78,NA,1041.083,106,74,"ProximitytoHolefromSand",2008
118,118,"Jon Mills",95,NA,1252.333,127,154,"ProximitytoHolefromSand",2008
118,118,"Chris Stroud",81,NA,873.833,89,165,"ProximitytoHolefromSand",2008
122,122,"Troy Matteson",94,NA,1041.417,105,173,"ProximitytoHolefromSand",2008
122,122,"Jin Park",85,NA,941.75,95,128,"ProximitytoHolefromSand",2008
122,122,"Jay Williamson",96,NA,871.333,88,159,"ProximitytoHolefromSand",2008
125,125,"Justin Bolli",87,NA,891.25,89,182,"ProximitytoHolefromSand",2008
125,125,"Mark Hensby",71,NA,970,97,185,"ProximitytoHolefromSand",2008
125,125,"Steve Stricker",75,NA,768.417,77,12,"ProximitytoHolefromSand",2008
128,128,"Jason Day",81,NA,1219.083,121,94,"ProximitytoHolefromSand",2008
128,128,"David Duval",51,NA,576.917,57,195,"ProximitytoHolefromSand",2008
128,128,"Robert Garrigus",90,NA,1332.5,132,190,"ProximitytoHolefromSand",2008
128,128,"Will Ma Kenzie",62,NA,748.917,74,130,"ProximitytoHolefromSand",2008
128,128,"Billy Mayfair",103,NA,1487.083,147,34,"ProximitytoHolefromSand",2008
128,128,"Kevin Streelman",114,NA,1366.5,135,56,"ProximitytoHolefromSand",2008
134,134,"Paul Claxton",63,NA,762.667,75,178,"ProximitytoHolefromSand",2008
134,134,"Chris DiMarco",87,NA,1289,127,114,"ProximitytoHolefromSand",2008
134,134,"Harrison Frazar",73,NA,804.75,79,175,"ProximitytoHolefromSand",2008
134,134,"Mathias Gronberg",87,NA,1188.417,117,121,"ProximitytoHolefromSand",2008
134,134,"Jesper Parnevik",88,NA,1207.833,119,23,"ProximitytoHolefromSand",2008
134,134,"Charles Warren",79,NA,1134.583,112,196,"ProximitytoHolefromSand",2008
140,140,"Frank Lickliter II",107,NA,1518.667,148,87,"ProximitytoHolefromSand",2008
141,141,"Alex Cejka",75,NA,870.917,84,140,"ProximitytoHolefromSand",2008
141,141,"Brad Elder",67,NA,772.75,75,37,"ProximitytoHolefromSand",2008
141,141,"Cody Freeman",66,NA,992.75,96,177,"ProximitytoHolefromSand",2008
141,141,"Anthony Kim",81,NA,948.333,92,45,"ProximitytoHolefromSand",2008
141,141,"Nick OHern",82,NA,900.167,87,22,"ProximitytoHolefromSand",2008
147,147,"Stuart Appleby",87,NA,951.167,91,30,"ProximitytoHolefromSand",2008
147,147,"Bob Estes",90,NA,1269.333,122,33,"ProximitytoHolefromSand",2008
147,147,"Tommy Gainey",60,NA,747.417,72,197,"ProximitytoHolefromSand",2008
150,150,"Jason Allred",63,NA,747.583,71,127,"ProximitytoHolefromSand",2008
150,150,"Shane Bertsch",96,NA,1483.917,141,18,"ProximitytoHolefromSand",2008
150,150,"Nick Flanagan",89,NA,995.083,95,179,"ProximitytoHolefromSand",2008
150,150,"Ryan Palmer",69,NA,997.667,95,138,"ProximitytoHolefromSand",2008
150,150,"Chez Reavie",102,NA,1289.333,123,52,"ProximitytoHolefromSand",2008
150,150,"Nick Watney",96,NA,1260.75,120,101,"ProximitytoHolefromSand",2008
156,156,"Stewart Cink",87,NA,927.917,88,142,"ProximitytoHolefromSand",2008
156,156,"John Merrick",98,NA,996.833,94,160,"ProximitytoHolefromSand",2008
156,156,"Jeff Quinney",87,NA,921.667,87,70,"ProximitytoHolefromSand",2008
156,156,"John Rollins",94,NA,1299.583,123,43,"ProximitytoHolefromSand",2008
160,160,"Tommy Armour III",77,NA,760.167,71,132,"ProximitytoHolefromSand",2008
160,160,"Aaron Baddeley",76,NA,929.167,87,60,"ProximitytoHolefromSand",2008
160,160,"Angel Cabrera",55,NA,513.75,48,180,"ProximitytoHolefromSand",2008
160,160,"Todd Hamilton",92,NA,1079.917,101,168,"ProximitytoHolefromSand",2008
160,160,"Zach Johnson",85,NA,770.25,72,103,"ProximitytoHolefromSand",2008
160,160,"Hunter Mahan",87,NA,962.333,90,170,"ProximitytoHolefromSand",2008
166,166,"Jason Gore",94,NA,1402,130,136,"ProximitytoHolefromSand",2008
166,166,"Andres Romero",69,NA,880.167,82,85,"ProximitytoHolefromSand",2008
166,166,"Bob Sowards",61,NA,959.417,89,150,"ProximitytoHolefromSand",2008
169,169,"Eric Axley",113,NA,1395.167,129,40,"ProximitytoHolefromSand",2008
169,169,"JJ Henry",108,NA,1376.667,127,143,"ProximitytoHolefromSand",2008
169,169,"Steve Marino",119,NA,1618,149,55,"ProximitytoHolefromSand",2008
169,169,"Chris Riley",51,NA,682.417,63,2,"ProximitytoHolefromSand",2008
169,169,"Scott Sterling",89,NA,982.833,91,19,"ProximitytoHolefromSand",2008
174,174,"Jim Furyk",95,NA,1124.833,103,29,"ProximitytoHolefromSand",2008
174,174,"Tom Lehman",51,NA,590.667,54,101,"ProximitytoHolefromSand",2008
174,174,"Johnson Wagner",83,NA,1192.833,109,103,"ProximitytoHolefromSand",2008
177,177,"Fred Couples",60,NA,850.167,77,71,"ProximitytoHolefromSand",2008
177,177,"Cliff Kresge",84,NA,1130.583,103,166,"ProximitytoHolefromSand",2008
177,177,"Kyle Thompson",70,NA,965.333,88,183,"ProximitytoHolefromSand",2008
180,180,"Peter Lonard",92,NA,1228.833,111,107,"ProximitytoHolefromSand",2008
180,180,"Scott McCarron",63,NA,753.75,68,59,"ProximitytoHolefromSand",2008
180,180,"John Riegger",73,NA,729.417,66,58,"ProximitytoHolefromSand",2008
183,183,"Steve Allan",58,NA,805.417,72,175,"ProximitytoHolefromSand",2008
183,183,"Greg Kraft",63,NA,805.583,72,64,"ProximitytoHolefromSand",2008
183,183,"Ryan Moore",72,NA,1117.583,100,48,"ProximitytoHolefromSand",2008
186,186,"Brandt Jobe",52,NA,665.083,59,172,"ProximitytoHolefromSand",2008
186,186,"Martin Laird",98,NA,1257.5,112,117,"ProximitytoHolefromSand",2008
188,188,"Kevin Stadler",90,NA,1080.5,95,186,"ProximitytoHolefromSand",2008
189,189,"Woody Austin",109,NA,1209.667,106,147,"ProximitytoHolefromSand",2008
190,190,"Kenneth Ferrie",72,NA,1094.083,94,145,"ProximitytoHolefromSand",2008
190,190,"Jeff Overton",103,NA,1385.583,119,125,"ProximitytoHolefromSand",2008
192,192,"Steve Elkington",84,NA,1151.917,98,78,"ProximitytoHolefromSand",2008
193,193,"Paul Casey",55,NA,466.667,39,188,"ProximitytoHolefromSand",2008
194,194,"Patrick Sheehan",124,NA,1708.333,140,39,"ProximitytoHolefromSand",2008
195,195,"Dustin Johnson",92,NA,1389.833,113,192,"ProximitytoHolefromSand",2008
196,196,"Joe Durant",92,NA,1358.833,105,189,"ProximitytoHolefromSand",2008
197,197,"Ryan Armour",87,NA,1363.417,101,194,"ProximitytoHolefromSand",2008
