"TenthTeeLatePar4ScoringAverage_RANKTHISWEEK_2013","TenthTeeLatePar4ScoringAverage_RANKLASTWEEK_2013","TenthTeeLatePar4ScoringAverage_PLAYERNAME_2013","TenthTeeLatePar4ScoringAverage_ROUNDS_2013","TenthTeeLatePar4ScoringAverage_AVG_2013","TenthTeeLatePar4ScoringAverage_TOTALSTROKES_2013","TenthTeeLatePar4ScoringAverage_TOTALHOLES_2013","stat_name","year"
1,1,"Steve Stricker",51,3.77,83,22,"TenthTeeLatePar4ScoringAverage",2013
2,2,"Graeme McDowell",53,3.82,130,34,"TenthTeeLatePar4ScoringAverage",2013
2,2,"Adam Scott",61,3.82,42,11,"TenthTeeLatePar4ScoringAverage",2013
4,4,"Sergio Garcia",65,3.86,216,56,"TenthTeeLatePar4ScoringAverage",2013
5,5,"Jim Furyk",80,3.88,380,98,"TenthTeeLatePar4ScoringAverage",2013
6,6,"Luke Donald",60,3.93,165,42,"TenthTeeLatePar4ScoringAverage",2013
7,7,"Stewart Cink",71,3.94,386,98,"TenthTeeLatePar4ScoringAverage",2013
7,7,"Graham DeLaet",94,3.94,493,125,"TenthTeeLatePar4ScoringAverage",2013
7,7,"James Driscoll",76,3.94,583,148,"TenthTeeLatePar4ScoringAverage",2013
7,7,"Charles Howell III",87,3.94,587,149,"TenthTeeLatePar4ScoringAverage",2013
7,7,"Jimmy Walker",84,3.94,977,248,"TenthTeeLatePar4ScoringAverage",2013
12,12,"Ben Crane",62,3.95,553,140,"TenthTeeLatePar4ScoringAverage",2013
13,13,"Steven Bowditch",67,3.96,550,139,"TenthTeeLatePar4ScoringAverage",2013
13,13,"Morgan Hoffmann",64,3.96,606,153,"TenthTeeLatePar4ScoringAverage",2013
13,13,"Webb Simpson",92,3.96,210,53,"TenthTeeLatePar4ScoringAverage",2013
13,13,"David Toms",49,3.96,356,90,"TenthTeeLatePar4ScoringAverage",2013
13,13,"Mark Wilson",56,3.96,388,98,"TenthTeeLatePar4ScoringAverage",2013
18,18,"Stuart Appleby",88,3.97,461,116,"TenthTeeLatePar4ScoringAverage",2013
18,18,"Chris Kirk",89,3.97,946,238,"TenthTeeLatePar4ScoringAverage",2013
18,18,"Ted Potter Jr",65,3.97,492,124,"TenthTeeLatePar4ScoringAverage",2013
18,18,"Bo Van Pelt",72,3.97,341,86,"TenthTeeLatePar4ScoringAverage",2013
22,22,"KJ Choi",85,3.98,517,130,"TenthTeeLatePar4ScoringAverage",2013
22,22,"Bob Estes",66,3.98,370,93,"TenthTeeLatePar4ScoringAverage",2013
22,22,"Martin Flores",83,3.98,772,194,"TenthTeeLatePar4ScoringAverage",2013
22,22,"David Hearn",88,3.98,529,133,"TenthTeeLatePar4ScoringAverage",2013
22,22,"Brandt Snedeker",79,3.98,207,52,"TenthTeeLatePar4ScoringAverage",2013
22,22,"Gary Woodland",94,3.98,545,137,"TenthTeeLatePar4ScoringAverage",2013
28,28,"Brian Davis",91,3.99,558,140,"TenthTeeLatePar4ScoringAverage",2013
28,28,"Harris English",95,3.99,491,123,"TenthTeeLatePar4ScoringAverage",2013
28,28,"Tom Gillis",69,3.99,379,95,"TenthTeeLatePar4ScoringAverage",2013
