"AverageApproachDistanceBirdieorBetter_RANKTHISWEEK_2007","AverageApproachDistanceBirdieorBetter_RANKLASTWEEK_2007","AverageApproachDistanceBirdieorBetter_PLAYERNAME_2007","AverageApproachDistanceBirdieorBetter_ROUNDS_2007","AverageApproachDistanceBirdieorBetter_AVGYARDS_2007","AverageApproachDistanceBirdieorBetter_TOTALDISTANCEINCHES_2007","AverageApproachDistanceBirdieorBetter_NUMBEROFAPPROACHSHOTS_2007","stat_name","year"
50,50,"Rich Barcelo",80,167.9,1474905,244,"AverageApproachDistanceBirdieorBetter",2007
51,51,"Geoff Ogilvy",84,168,1469679,243,"AverageApproachDistanceBirdieorBetter",2007
52,52,"Jim Rutledge",59,168.1,707953,117,"AverageApproachDistanceBirdieorBetter",2007
53,53,"Nick OHern",72,168.3,1102532,182,"AverageApproachDistanceBirdieorBetter",2007
54,54,"Chris DiMarco",79,168.4,1121641,185,"AverageApproachDistanceBirdieorBetter",2007
54,54,"Brandt Snedeker",105,168.4,1788475,295,"AverageApproachDistanceBirdieorBetter",2007
56,56,"Jerry Kelly",101,168.5,1613573,266,"AverageApproachDistanceBirdieorBetter",2007
56,56,"Jay Williamson",50,168.5,1079915,178,"AverageApproachDistanceBirdieorBetter",2007
58,58,"Stephen Ames",81,168.7,1208588,199,"AverageApproachDistanceBirdieorBetter",2007
58,58,"Luke Donald",69,168.7,1117556,184,"AverageApproachDistanceBirdieorBetter",2007
60,60,"Todd Hamilton",76,168.9,1027856,169,"AverageApproachDistanceBirdieorBetter",2007
60,60,"Doug LaBelle II",104,168.9,1641625,270,"AverageApproachDistanceBirdieorBetter",2007
62,62,"Ryuji Imada",104,169,2001991,329,"AverageApproachDistanceBirdieorBetter",2007
63,63,"Matt Kuchar",85,169.1,1400462,230,"AverageApproachDistanceBirdieorBetter",2007
64,64,"Steve Elkington",87,169.4,1500509,246,"AverageApproachDistanceBirdieorBetter",2007
65,65,"Cliff Kresge",107,169.6,2008932,329,"AverageApproachDistanceBirdieorBetter",2007
66,66,"Eric Axley",107,170,1872473,306,"AverageApproachDistanceBirdieorBetter",2007
66,66,"Brett Quigley",79,170,1303942,213,"AverageApproachDistanceBirdieorBetter",2007
68,68,"Jose Coceres",50,170.2,790632,129,"AverageApproachDistanceBirdieorBetter",2007
68,68,"Frank Lickliter II",95,170.2,1947881,318,"AverageApproachDistanceBirdieorBetter",2007
70,70,"Tom Johnson",74,170.3,1275444,208,"AverageApproachDistanceBirdieorBetter",2007
71,71,"Chad Campbell",96,170.6,1535329,250,"AverageApproachDistanceBirdieorBetter",2007
72,72,"Arron Oberholser",69,170.8,1125364,183,"AverageApproachDistanceBirdieorBetter",2007
73,73,"Tom Lehman",62,171.1,1059187,172,"AverageApproachDistanceBirdieorBetter",2007
73,73,"Jesper Parnevik",88,171.1,1817382,295,"AverageApproachDistanceBirdieorBetter",2007
75,75,"Michael Allen",74,171.4,1413078,229,"AverageApproachDistanceBirdieorBetter",2007
76,76,"David Branshaw",83,171.5,1370497,222,"AverageApproachDistanceBirdieorBetter",2007
76,76,"Paul Gow",70,171.5,1099004,178,"AverageApproachDistanceBirdieorBetter",2007
78,78,"George McNeill",95,171.6,1741953,282,"AverageApproachDistanceBirdieorBetter",2007
79,79,"Billy Andrade",88,171.7,1718455,278,"AverageApproachDistanceBirdieorBetter",2007
80,80,"Zach Johnson",76,171.8,1292785,209,"AverageApproachDistanceBirdieorBetter",2007
81,81,"Stuart Appleby",74,172,1200900,194,"AverageApproachDistanceBirdieorBetter",2007
81,81,"Andrew Buckle",77,172,1436270,232,"AverageApproachDistanceBirdieorBetter",2007
83,83,"Ken Duke",112,172.1,2044716,330,"AverageApproachDistanceBirdieorBetter",2007
83,83,"Freddie Jacobson",70,172.1,1722146,278,"AverageApproachDistanceBirdieorBetter",2007
83,83,"Ryan Palmer",91,172.1,1697170,274,"AverageApproachDistanceBirdieorBetter",2007
86,86,"DJ Brigman",67,172.2,1078733,174,"AverageApproachDistanceBirdieorBetter",2007
87,87,"Brian Bateman",55,172.4,868651,140,"AverageApproachDistanceBirdieorBetter",2007
88,88,"Joe Ogilvie",102,172.5,2061705,332,"AverageApproachDistanceBirdieorBetter",2007
88,88,"Ted Purdy",102,172.5,1826247,294,"AverageApproachDistanceBirdieorBetter",2007
90,90,"Briny Baird",115,172.7,2381067,383,"AverageApproachDistanceBirdieorBetter",2007
91,91,"Ben Curtis",80,172.8,1163192,187,"AverageApproachDistanceBirdieorBetter",2007
91,91,"Shaun Micheel",91,172.8,1437367,231,"AverageApproachDistanceBirdieorBetter",2007
93,93,"Kenny Perry",83,172.9,1680554,270,"AverageApproachDistanceBirdieorBetter",2007
94,94,"Jaco Van Zyl",51,173,797054,128,"AverageApproachDistanceBirdieorBetter",2007
95,95,"Mark Calcavecchia",93,173.1,1838430,295,"AverageApproachDistanceBirdieorBetter",2007
95,95,"Robert Garrigus",95,173.1,1975219,317,"AverageApproachDistanceBirdieorBetter",2007
97,97,"Charley Hoffman",97,173.2,1927090,309,"AverageApproachDistanceBirdieorBetter",2007
98,98,"Tim Herron",98,173.5,1736763,278,"AverageApproachDistanceBirdieorBetter",2007
98,98,"Jose Maria Olazabal",52,173.5,730860,117,"AverageApproachDistanceBirdieorBetter",2007
98,98,"Tag Ridings",52,173.5,1049401,168,"AverageApproachDistanceBirdieorBetter",2007
101,101,"Cameron Beckman",96,173.7,1931951,309,"AverageApproachDistanceBirdieorBetter",2007
102,102,"Dean Wilson",92,174,1634524,261,"AverageApproachDistanceBirdieorBetter",2007
103,103,"Steve Flesch",100,174.1,1861298,297,"AverageApproachDistanceBirdieorBetter",2007
104,104,"Steve Allan",63,174.2,1316596,210,"AverageApproachDistanceBirdieorBetter",2007
104,104,"Charlie Wi",90,174.2,1862144,297,"AverageApproachDistanceBirdieorBetter",2007
106,106,"Greg Owen",81,174.3,1424308,227,"AverageApproachDistanceBirdieorBetter",2007
107,107,"Daniel Chopra",106,174.4,2203577,351,"AverageApproachDistanceBirdieorBetter",2007
107,107,"Peter Lonard",85,174.4,1532034,244,"AverageApproachDistanceBirdieorBetter",2007
107,107,"Parker McLachlin",83,174.4,1525461,243,"AverageApproachDistanceBirdieorBetter",2007
107,107,"Bob Tway",103,174.4,1795155,286,"AverageApproachDistanceBirdieorBetter",2007
111,111,"Craig Barlow",52,174.6,980798,156,"AverageApproachDistanceBirdieorBetter",2007
112,112,"Brian Davis",101,174.7,2075926,330,"AverageApproachDistanceBirdieorBetter",2007
112,112,"Tom Pernice Jr",104,174.7,1886334,300,"AverageApproachDistanceBirdieorBetter",2007
114,114,"John Merrick",92,174.8,1830950,291,"AverageApproachDistanceBirdieorBetter",2007
114,114,"Pat Perez",84,174.8,1504362,239,"AverageApproachDistanceBirdieorBetter",2007
116,116,"Will Ma Kenzie",100,175,2079164,330,"AverageApproachDistanceBirdieorBetter",2007
117,117,"Alex Cejka",80,175.2,1728175,274,"AverageApproachDistanceBirdieorBetter",2007
117,117,"Bubba Dickerson",51,175.2,845110,134,"AverageApproachDistanceBirdieorBetter",2007
119,119,"Rich Beem",89,175.3,1672693,265,"AverageApproachDistanceBirdieorBetter",2007
119,119,"Jonathan Byrd",73,175.3,1571269,249,"AverageApproachDistanceBirdieorBetter",2007
119,119,"Chris Tidland",59,175.3,1028842,163,"AverageApproachDistanceBirdieorBetter",2007
119,119,"Bo Van Pelt",104,175.3,2228133,353,"AverageApproachDistanceBirdieorBetter",2007
123,123,"Stephen Leaney",82,175.6,1523576,241,"AverageApproachDistanceBirdieorBetter",2007
123,123,"Hunter Mahan",91,175.6,1668739,264,"AverageApproachDistanceBirdieorBetter",2007
123,123,"Kyle Reifers",71,175.6,1232558,195,"AverageApproachDistanceBirdieorBetter",2007
123,123,"Justin Rose",63,175.6,960953,152,"AverageApproachDistanceBirdieorBetter",2007
127,127,"Jason Dufner",100,175.7,1859100,294,"AverageApproachDistanceBirdieorBetter",2007
128,128,"Tiger Woods",63,175.8,1240227,196,"AverageApproachDistanceBirdieorBetter",2007
129,129,"Joe Durant",88,176,1476252,233,"AverageApproachDistanceBirdieorBetter",2007
129,129,"Jason Gore",86,176,1742243,275,"AverageApproachDistanceBirdieorBetter",2007
129,129,"Steve Marino",106,176,2066107,326,"AverageApproachDistanceBirdieorBetter",2007
132,132,"Rory Sabbatini",81,176.3,1573887,248,"AverageApproachDistanceBirdieorBetter",2007
133,133,"Chris Couch",76,176.5,1544007,243,"AverageApproachDistanceBirdieorBetter",2007
134,134,"Mathew Goggin",97,176.6,1875536,295,"AverageApproachDistanceBirdieorBetter",2007
134,134,"Kent Jones",97,176.6,1996666,314,"AverageApproachDistanceBirdieorBetter",2007
134,134,"Jeff Quinney",95,176.6,1952146,307,"AverageApproachDistanceBirdieorBetter",2007
137,137,"John Rollins",102,176.7,1857637,292,"AverageApproachDistanceBirdieorBetter",2007
137,137,"Steve Wheatcroft",73,176.7,1272187,200,"AverageApproachDistanceBirdieorBetter",2007
139,139,"Jeff Brehaut",59,176.8,999046,157,"AverageApproachDistanceBirdieorBetter",2007
139,139,"Matt Hendrix",63,176.8,1088195,171,"AverageApproachDistanceBirdieorBetter",2007
139,139,"Jeff Overton",60,176.8,1272731,200,"AverageApproachDistanceBirdieorBetter",2007
142,142,"Mark Hensby",81,177,1560779,245,"AverageApproachDistanceBirdieorBetter",2007
143,143,"Billy Mayfair",98,177.1,1861869,292,"AverageApproachDistanceBirdieorBetter",2007
143,143,"Sean OHair",98,177.1,2059827,323,"AverageApproachDistanceBirdieorBetter",2007
143,143,"Jason Schultz",63,177.1,1109452,174,"AverageApproachDistanceBirdieorBetter",2007
146,146,"Daisuke Maruyama",86,177.2,1594681,250,"AverageApproachDistanceBirdieorBetter",2007
146,146,"John Senden",97,177.2,1907208,299,"AverageApproachDistanceBirdieorBetter",2007
148,148,"Davis Love III",66,177.4,1130194,177,"AverageApproachDistanceBirdieorBetter",2007
148,148,"Tim Petrovic",106,177.4,2197195,344,"AverageApproachDistanceBirdieorBetter",2007
150,150,"Duffy Waldorf",69,177.8,1216004,190,"AverageApproachDistanceBirdieorBetter",2007
151,151,"Steve Lowery",74,177.9,1581734,247,"AverageApproachDistanceBirdieorBetter",2007
152,152,"Bubba Watson",80,178.1,1628213,254,"AverageApproachDistanceBirdieorBetter",2007
153,153,"Ryan Moore",92,178.4,1766007,275,"AverageApproachDistanceBirdieorBetter",2007
154,154,"Charles Warren",101,178.6,2288867,356,"AverageApproachDistanceBirdieorBetter",2007
155,155,"Carl Pettersson",111,178.7,2322621,361,"AverageApproachDistanceBirdieorBetter",2007
156,156,"Marco Dawson",73,178.8,1448017,225,"AverageApproachDistanceBirdieorBetter",2007
156,156,"Harrison Frazar",88,178.8,1686072,262,"AverageApproachDistanceBirdieorBetter",2007
158,158,"Vijay Singh",102,178.9,2035108,316,"AverageApproachDistanceBirdieorBetter",2007
159,159,"Vaughn Taylor",91,179,1784859,277,"AverageApproachDistanceBirdieorBetter",2007
160,160,"Lucas Glover",98,179.1,2005459,311,"AverageApproachDistanceBirdieorBetter",2007
161,161,"Anders Hansen",55,179.5,723573,112,"AverageApproachDistanceBirdieorBetter",2007
162,162,"Robert Allenby",90,179.6,1804100,279,"AverageApproachDistanceBirdieorBetter",2007
162,162,"Trevor Immelman",74,179.6,1111875,172,"AverageApproachDistanceBirdieorBetter",2007
164,164,"Nathan Green",103,179.8,1993542,308,"AverageApproachDistanceBirdieorBetter",2007
165,165,"Troy Matteson",87,180.1,1744025,269,"AverageApproachDistanceBirdieorBetter",2007
166,166,"Sergio Garcia",68,180.6,1378710,212,"AverageApproachDistanceBirdieorBetter",2007
167,167,"Kevin Sutherland",85,181,1459526,224,"AverageApproachDistanceBirdieorBetter",2007
168,168,"Ernie Els",59,181.1,1134706,174,"AverageApproachDistanceBirdieorBetter",2007
168,168,"Charles Howell III",89,181.1,1512519,232,"AverageApproachDistanceBirdieorBetter",2007
168,168,"Camilo Villegas",82,181.1,1733774,266,"AverageApproachDistanceBirdieorBetter",2007
171,171,"Henrik Stenson",52,181.2,763202,117,"AverageApproachDistanceBirdieorBetter",2007
172,172,"Adam Scott",69,181.4,1508639,231,"AverageApproachDistanceBirdieorBetter",2007
173,173,"Mathias Gronberg",95,181.5,2031960,311,"AverageApproachDistanceBirdieorBetter",2007
174,174,"Kevin Na",84,181.7,1923476,294,"AverageApproachDistanceBirdieorBetter",2007
175,175,"Nick Watney",87,181.8,1682029,257,"AverageApproachDistanceBirdieorBetter",2007
176,176,"Jason Bohn",57,181.9,1145925,175,"AverageApproachDistanceBirdieorBetter",2007
176,176,"Jeff Gove",103,181.9,2036488,311,"AverageApproachDistanceBirdieorBetter",2007
178,178,"Kevin Stadler",95,182.2,1587040,242,"AverageApproachDistanceBirdieorBetter",2007
179,179,"Aaron Baddeley",83,182.4,1713638,261,"AverageApproachDistanceBirdieorBetter",2007
180,180,"JJ Henry",86,182.7,1572081,239,"AverageApproachDistanceBirdieorBetter",2007
181,181,"Retief Goosen",50,182.9,651870,99,"AverageApproachDistanceBirdieorBetter",2007
182,182,"Brett Wetterich",88,183.3,1761954,267,"AverageApproachDistanceBirdieorBetter",2007
183,183,"Phil Mickelson",73,183.8,1376389,208,"AverageApproachDistanceBirdieorBetter",2007
184,184,"JB Holmes",71,184.1,1544404,233,"AverageApproachDistanceBirdieorBetter",2007
184,184,"Rod Pampling",92,184.1,1743092,263,"AverageApproachDistanceBirdieorBetter",2007
184,184,"Johnson Wagner",97,184.1,1955312,295,"AverageApproachDistanceBirdieorBetter",2007
187,187,"John Daly",59,184.3,1247627,188,"AverageApproachDistanceBirdieorBetter",2007
188,188,"Bill Haas",93,185,1911727,287,"AverageApproachDistanceBirdieorBetter",2007
189,189,"Anthony Kim",93,185.2,2040455,306,"AverageApproachDistanceBirdieorBetter",2007
189,189,"Mike Weir",82,185.2,1419976,213,"AverageApproachDistanceBirdieorBetter",2007
191,191,"KJ Choi",87,185.3,1774897,266,"AverageApproachDistanceBirdieorBetter",2007
191,191,"Padraig Harrington",64,185.3,1160878,174,"AverageApproachDistanceBirdieorBetter",2007
193,193,"DJ Trahan",99,186.3,1991919,297,"AverageApproachDistanceBirdieorBetter",2007
194,194,"Paul Stankowski",52,187.4,971734,144,"AverageApproachDistanceBirdieorBetter",2007
195,195,"Michael Putnam",96,187.6,1877585,278,"AverageApproachDistanceBirdieorBetter",2007
196,196,"Scott Gutschewski",67,189.1,1354530,199,"AverageApproachDistanceBirdieorBetter",2007
