"610FinalRoundPerformance_RANKTHISWEEK_2013","610FinalRoundPerformance_RANKLASTWEEK_2013","610FinalRoundPerformance_PLAYERNAME_2013","610FinalRoundPerformance_EVENTS_2013","610FinalRoundPerformance_PctTIMESIMPROVED_2013","610FinalRoundPerformance_OFTIMESIMPROVED_2013","stat_name","year"
1,1,"Justin Bolli",23,100,1,"610FinalRoundPerformance",2013
1,1,"Kevin Chappell",24,100,1,"610FinalRoundPerformance",2013
1,1,"KJ Choi",24,100,2,"610FinalRoundPerformance",2013
1,1,"Brian Davis",28,100,1,"610FinalRoundPerformance",2013
1,1,"Ken Duke",28,100,1,"610FinalRoundPerformance",2013
1,1,"Matt Every",28,100,1,"610FinalRoundPerformance",2013
1,1,"Brian Gay",24,100,1,"610FinalRoundPerformance",2013
1,1,"Charles Howell III",26,100,1,"610FinalRoundPerformance",2013
1,1,"Zach Johnson",24,100,2,"610FinalRoundPerformance",2013
1,1,"Dustin Johnson",22,100,1,"610FinalRoundPerformance",2013
1,1,"Martin Kaymer",17,100,1,"610FinalRoundPerformance",2013
1,1,"Jerry Kelly",22,100,1,"610FinalRoundPerformance",2013
1,1,"Martin Laird",21,100,1,"610FinalRoundPerformance",2013
1,1,"Jeff Maggert",21,100,1,"610FinalRoundPerformance",2013
1,1,"Jeff Overton",24,100,1,"610FinalRoundPerformance",2013
1,1,"Ryan Palmer",22,100,2,"610FinalRoundPerformance",2013
1,1,"Dicky Pride",23,100,2,"610FinalRoundPerformance",2013
1,1,"Patrick Reed",26,100,2,"610FinalRoundPerformance",2013
1,1,"John Rollins",24,100,1,"610FinalRoundPerformance",2013
1,1,"Brandt Snedeker",23,100,2,"610FinalRoundPerformance",2013
1,1,"Shawn Stefani",21,100,1,"610FinalRoundPerformance",2013
1,1,"Henrik Stenson",18,100,1,"610FinalRoundPerformance",2013
1,1,"Daniel Summerhays",26,100,1,"610FinalRoundPerformance",2013
1,1,"Josh Teater",24,100,2,"610FinalRoundPerformance",2013
1,1,"Jimmy Walker",24,100,1,"610FinalRoundPerformance",2013
1,1,"Boo Weekley",27,100,2,"610FinalRoundPerformance",2013
1,1,"Mark Wilson",19,100,2,"610FinalRoundPerformance",2013
1,1,"Tiger Woods",16,100,1,"610FinalRoundPerformance",2013
29,29,"Jordan Spieth",23,75,3,"610FinalRoundPerformance",2013
30,30,"Jason Day",21,66.7,2,"610FinalRoundPerformance",2013
30,30,"Matt Kuchar",23,66.7,2,"610FinalRoundPerformance",2013
30,30,"Marc Leishman",23,66.7,2,"610FinalRoundPerformance",2013
30,30,"Phil Mickelson",21,66.7,2,"610FinalRoundPerformance",2013
30,30,"Justin Rose",17,66.7,2,"610FinalRoundPerformance",2013
35,35,"Keegan Bradley",25,60,3,"610FinalRoundPerformance",2013
36,36,"Charlie Beljan",24,50,1,"610FinalRoundPerformance",2013
36,36,"Brendon de Jonge",30,50,1,"610FinalRoundPerformance",2013
36,36,"Graham DeLaet",26,50,1,"610FinalRoundPerformance",2013
36,36,"Luke Donald",17,50,1,"610FinalRoundPerformance",2013
36,36,"Brian Harman",29,50,2,"610FinalRoundPerformance",2013
36,36,"JJ Henry",26,50,1,"610FinalRoundPerformance",2013
36,36,"Chris Kirk",24,50,1,"610FinalRoundPerformance",2013
36,36,"Rory McIlroy",16,50,1,"610FinalRoundPerformance",2013
36,36,"Webb Simpson",25,50,1,"610FinalRoundPerformance",2013
36,36,"Brendan Steele",26,50,1,"610FinalRoundPerformance",2013
36,36,"Brian Stuard",25,50,1,"610FinalRoundPerformance",2013
36,36,"Lee Westwood",19,50,2,"610FinalRoundPerformance",2013
48,48,"Hunter Mahan",25,40,2,"610FinalRoundPerformance",2013
48,48,"Rory Sabbatini",27,40,2,"610FinalRoundPerformance",2013
50,50,"Jim Furyk",22,33.3,1,"610FinalRoundPerformance",2013
50,50,"Tommy Gainey",28,33.3,1,"610FinalRoundPerformance",2013
50,50,"Sergio Garcia",17,33.3,1,"610FinalRoundPerformance",2013
50,50,"Jim Herman",19,33.3,1,"610FinalRoundPerformance",2013
50,50,"Billy Horschel",26,33.3,1,"610FinalRoundPerformance",2013
50,50,"Pat Perez",22,33.3,1,"610FinalRoundPerformance",2013
50,50,"Kevin Stadler",25,33.3,1,"610FinalRoundPerformance",2013
50,50,"Nick Watney",26,33.3,1,"610FinalRoundPerformance",2013
58,58,"Roberto Castro",29,25,1,"610FinalRoundPerformance",2013
58,58,"Rickie Fowler",22,25,1,"610FinalRoundPerformance",2013
58,58,"Bill Haas",25,25,1,"610FinalRoundPerformance",2013
58,58,"Scott Piercy",24,25,1,"610FinalRoundPerformance",2013
58,58,"Kevin Streelman",25,25,1,"610FinalRoundPerformance",2013
63,63,"Sangmoon Bae",26,0,NA,"610FinalRoundPerformance",2013
63,63,"Ricky Barnes",26,0,NA,"610FinalRoundPerformance",2013
63,63,"Jonas Blixt",24,0,NA,"610FinalRoundPerformance",2013
63,63,"Angel Cabrera",21,0,NA,"610FinalRoundPerformance",2013
63,63,"Bud Cauley",24,0,NA,"610FinalRoundPerformance",2013
63,63,"Greg Chalmers",25,0,NA,"610FinalRoundPerformance",2013
63,63,"Tim Clark",20,0,NA,"610FinalRoundPerformance",2013
63,63,"Will Claxton",24,0,NA,"610FinalRoundPerformance",2013
63,63,"James Driscoll",23,0,NA,"610FinalRoundPerformance",2013
63,63,"Martin Flores",25,0,NA,"610FinalRoundPerformance",2013
63,63,"Robert Garrigus",22,0,NA,"610FinalRoundPerformance",2013
63,63,"Tom Gillis",22,0,NA,"610FinalRoundPerformance",2013
63,63,"James Hahn",26,0,NA,"610FinalRoundPerformance",2013
63,63,"Peter Hanson",15,0,NA,"610FinalRoundPerformance",2013
63,63,"Padraig Harrington",17,0,NA,"610FinalRoundPerformance",2013
63,63,"Justin Hicks",25,0,NA,"610FinalRoundPerformance",2013
63,63,"Charley Hoffman",23,0,NA,"610FinalRoundPerformance",2013
63,63,"Morgan Hoffmann",20,0,NA,"610FinalRoundPerformance",2013
63,63,"John Huh",28,0,NA,"610FinalRoundPerformance",2013
63,63,"Ryo Ishikawa",23,0,NA,"610FinalRoundPerformance",2013
63,63,"Freddie Jacobson",19,0,NA,"610FinalRoundPerformance",2013
63,63,"Matt Jones",24,0,NA,"610FinalRoundPerformance",2013
63,63,"Jason Kokrak",25,0,NA,"610FinalRoundPerformance",2013
63,63,"Steve LeBrun",21,0,NA,"610FinalRoundPerformance",2013
63,63,"DH Lee",22,0,NA,"610FinalRoundPerformance",2013
63,63,"Richard Lee",24,0,NA,"610FinalRoundPerformance",2013
63,63,"David Lynn",22,0,NA,"610FinalRoundPerformance",2013
63,63,"George McNeill",21,0,NA,"610FinalRoundPerformance",2013
63,63,"Eric Meierdierks",19,0,NA,"610FinalRoundPerformance",2013
63,63,"Bryce Molder",24,0,NA,"610FinalRoundPerformance",2013
63,63,"Ryan Moore",22,0,NA,"610FinalRoundPerformance",2013
63,63,"Henrik Norlander",22,0,NA,"610FinalRoundPerformance",2013
63,63,"Carl Pettersson",24,0,NA,"610FinalRoundPerformance",2013
63,63,"DA Points",28,0,NA,"610FinalRoundPerformance",2013
63,63,"Ted Potter Jr",22,0,NA,"610FinalRoundPerformance",2013
63,63,"Ian Poulter",16,0,NA,"610FinalRoundPerformance",2013
63,63,"Alistair Presnell",23,0,NA,"610FinalRoundPerformance",2013
63,63,"Tag Ridings",24,0,NA,"610FinalRoundPerformance",2013
63,63,"Charl Schwartzel",19,0,NA,"610FinalRoundPerformance",2013
63,63,"Adam Scott",16,0,NA,"610FinalRoundPerformance",2013
63,63,"Steve Stricker",13,0,NA,"610FinalRoundPerformance",2013
63,63,"Vaughn Taylor",16,0,NA,"610FinalRoundPerformance",2013
63,63,"Nicholas Thompson",29,0,NA,"610FinalRoundPerformance",2013
63,63,"Cameron Tringale",24,0,NA,"610FinalRoundPerformance",2013
63,63,"Camilo Villegas",23,0,NA,"610FinalRoundPerformance",2013
63,63,"Johnson Wagner",24,0,NA,"610FinalRoundPerformance",2013
63,63,"Bubba Watson",21,0,NA,"610FinalRoundPerformance",2013
63,63,"Charlie Wi",23,0,NA,"610FinalRoundPerformance",2013
63,63,"Lee Williams",22,0,NA,"610FinalRoundPerformance",2013
63,63,"Gary Woodland",26,0,NA,"610FinalRoundPerformance",2013
63,63,"YE Yang",19,0,NA,"610FinalRoundPerformance",2013
