"Back9Par5ScoringAverage_RANKTHISWEEK_2012","Back9Par5ScoringAverage_RANKLASTWEEK_2012","Back9Par5ScoringAverage_PLAYERNAME_2012","Back9Par5ScoringAverage_ROUNDS_2012","Back9Par5ScoringAverage_AVG_2012","Back9Par5ScoringAverage_TOTALSTROKES_2012","Back9Par5ScoringAverage_TOTALHOLES_2012","stat_name","year"
1,1,"Rory McIlroy",60,4.4,352,80,"Back9Par5ScoringAverage",2012
2,2,"Sean OHair",84,4.46,580,130,"Back9Par5ScoringAverage",2012
3,3,"Bubba Watson",68,4.49,494,110,"Back9Par5ScoringAverage",2012
4,4,"John Daly",50,4.53,308,68,"Back9Par5ScoringAverage",2012
5,5,"Kyle Stanley",86,4.54,577,127,"Back9Par5ScoringAverage",2012
6,6,"Charlie Beljan",61,4.57,430,94,"Back9Par5ScoringAverage",2012
7,7,"Chris Couch",61,4.58,458,100,"Back9Par5ScoringAverage",2012
7,7,"Robert Garrigus",89,4.58,659,144,"Back9Par5ScoringAverage",2012
7,7,"Dustin Johnson",70,4.58,490,107,"Back9Par5ScoringAverage",2012
10,10,"Kevin Chappell",91,4.59,675,147,"Back9Par5ScoringAverage",2012
10,10,"Jason Dufner",83,4.59,606,132,"Back9Par5ScoringAverage",2012
10,10,"Charley Hoffman",88,4.59,657,143,"Back9Par5ScoringAverage",2012
10,10,"Pat Perez",81,4.59,624,136,"Back9Par5ScoringAverage",2012
14,14,"Roberto Castro",92,4.6,644,140,"Back9Par5ScoringAverage",2012
15,15,"Sergio Garcia",57,4.61,415,90,"Back9Par5ScoringAverage",2012
15,15,"Zach Johnson",95,4.61,683,148,"Back9Par5ScoringAverage",2012
15,15,"Robert Karlsson",54,4.61,406,88,"Back9Par5ScoringAverage",2012
15,15,"Russell Knox",72,4.61,521,113,"Back9Par5ScoringAverage",2012
15,15,"Marc Leishman",84,4.61,618,134,"Back9Par5ScoringAverage",2012
15,15,"Brandt Snedeker",81,4.61,581,126,"Back9Par5ScoringAverage",2012
15,15,"Jimmy Walker",101,4.61,793,172,"Back9Par5ScoringAverage",2012
22,22,"Ben Crane",73,4.62,573,124,"Back9Par5ScoringAverage",2012
22,22,"Brendon de Jonge",115,4.62,877,190,"Back9Par5ScoringAverage",2012
22,22,"JB Holmes",90,4.62,660,143,"Back9Par5ScoringAverage",2012
22,22,"John Merrick",83,4.62,582,126,"Back9Par5ScoringAverage",2012
22,22,"Jeff Overton",101,4.62,758,164,"Back9Par5ScoringAverage",2012
27,27,"Harrison Frazar",56,4.63,407,88,"Back9Par5ScoringAverage",2012
27,27,"Charles Howell III",98,4.63,703,152,"Back9Par5ScoringAverage",2012
27,27,"Jason Kokrak",79,4.63,570,123,"Back9Par5ScoringAverage",2012
27,27,"Phil Mickelson",79,4.63,639,138,"Back9Par5ScoringAverage",2012
27,27,"Ryan Palmer",81,4.63,607,131,"Back9Par5ScoringAverage",2012
27,27,"Adam Scott",59,4.63,417,90,"Back9Par5ScoringAverage",2012
33,33,"Rickie Fowler",84,4.64,631,136,"Back9Par5ScoringAverage",2012
33,33,"Martin Laird",77,4.64,575,124,"Back9Par5ScoringAverage",2012
33,33,"Bill Lunde",83,4.64,636,137,"Back9Par5ScoringAverage",2012
33,33,"Seung Yul Noh",105,4.64,729,157,"Back9Par5ScoringAverage",2012
33,33,"Webb Simpson",77,4.64,585,126,"Back9Par5ScoringAverage",2012
33,33,"Camilo Villegas",79,4.64,617,133,"Back9Par5ScoringAverage",2012
39,39,"Ricky Barnes",92,4.65,669,144,"Back9Par5ScoringAverage",2012
39,39,"Bud Cauley",99,4.65,754,162,"Back9Par5ScoringAverage",2012
39,39,"Ken Duke",104,4.65,781,168,"Back9Par5ScoringAverage",2012
39,39,"Kevin Na",80,4.65,642,138,"Back9Par5ScoringAverage",2012
39,39,"Louis Oosthuizen",65,4.65,432,93,"Back9Par5ScoringAverage",2012
39,39,"Ian Poulter",57,4.65,428,92,"Back9Par5ScoringAverage",2012
39,39,"Andres Romero",68,4.65,493,106,"Back9Par5ScoringAverage",2012
39,39,"Vijay Singh",99,4.65,735,158,"Back9Par5ScoringAverage",2012
39,39,"Kevin Streelman",89,4.65,712,153,"Back9Par5ScoringAverage",2012
39,39,"Steve Stricker",73,4.65,539,116,"Back9Par5ScoringAverage",2012
39,39,"Boo Weekley",74,4.65,502,108,"Back9Par5ScoringAverage",2012
39,39,"Lee Westwood",60,4.65,391,84,"Back9Par5ScoringAverage",2012
51,51,"Will Claxton",99,4.66,708,152,"Back9Par5ScoringAverage",2012
51,51,"Ben Curtis",62,4.66,494,106,"Back9Par5ScoringAverage",2012
51,51,"George McNeill",85,4.66,643,138,"Back9Par5ScoringAverage",2012
51,51,"Dicky Pride",62,4.66,410,88,"Back9Par5ScoringAverage",2012
51,51,"Justin Rose",69,4.66,540,116,"Back9Par5ScoringAverage",2012
51,51,"Daniel Summerhays",81,4.66,596,128,"Back9Par5ScoringAverage",2012
51,51,"Michael Thompson",80,4.66,569,122,"Back9Par5ScoringAverage",2012
58,58,"Blake Adams",107,4.67,822,176,"Back9Par5ScoringAverage",2012
58,58,"Keegan Bradley",90,4.67,663,142,"Back9Par5ScoringAverage",2012
58,58,"David Hearn",95,4.67,714,153,"Back9Par5ScoringAverage",2012
58,58,"John Huh",99,4.67,705,151,"Back9Par5ScoringAverage",2012
58,58,"Scott Piercy",95,4.67,743,159,"Back9Par5ScoringAverage",2012
58,58,"Rory Sabbatini",84,4.67,607,130,"Back9Par5ScoringAverage",2012
58,58,"Henrik Stenson",51,4.67,378,81,"Back9Par5ScoringAverage",2012
58,58,"Josh Teater",97,4.67,710,152,"Back9Par5ScoringAverage",2012
58,58,"Bo Van Pelt",84,4.67,617,132,"Back9Par5ScoringAverage",2012
58,58,"Nick Watney",97,4.67,729,156,"Back9Par5ScoringAverage",2012
68,68,"Aaron Baddeley",73,4.68,562,120,"Back9Par5ScoringAverage",2012
68,68,"Richard Lee",71,4.68,505,108,"Back9Par5ScoringAverage",2012
68,68,"DA Points",88,4.68,674,144,"Back9Par5ScoringAverage",2012
68,68,"Gary Woodland",70,4.68,557,119,"Back9Par5ScoringAverage",2012
72,72,"Mark Anderson",75,4.69,553,118,"Back9Par5ScoringAverage",2012
72,72,"Scott Brown",65,4.69,502,107,"Back9Par5ScoringAverage",2012
72,72,"KJ Choi",71,4.69,563,120,"Back9Par5ScoringAverage",2012
72,72,"Nathan Green",73,4.69,521,111,"Back9Par5ScoringAverage",2012
72,72,"Bill Haas",79,4.69,629,134,"Back9Par5ScoringAverage",2012
72,72,"Padraig Harrington",67,4.69,450,96,"Back9Par5ScoringAverage",2012
72,72,"Ryan Moore",89,4.69,694,148,"Back9Par5ScoringAverage",2012
72,72,"Garth Mulroy",59,4.69,422,90,"Back9Par5ScoringAverage",2012
80,80,"James Driscoll",83,4.7,639,136,"Back9Par5ScoringAverage",2012
80,80,"Harris English",98,4.7,714,152,"Back9Par5ScoringAverage",2012
80,80,"Martin Flores",95,4.7,695,148,"Back9Par5ScoringAverage",2012
80,80,"Tim Herron",88,4.7,644,137,"Back9Par5ScoringAverage",2012
80,80,"Billy Horschel",63,4.7,432,92,"Back9Par5ScoringAverage",2012
80,80,"Colt Knost",79,4.7,574,122,"Back9Par5ScoringAverage",2012
80,80,"Rocco Mediate",70,4.7,526,112,"Back9Par5ScoringAverage",2012
80,80,"Greg Owen",90,4.7,621,132,"Back9Par5ScoringAverage",2012
80,80,"Scott Stallings",78,4.7,592,126,"Back9Par5ScoringAverage",2012
80,80,"Roland Thatcher",55,4.7,418,89,"Back9Par5ScoringAverage",2012
80,80,"Cameron Tringale",88,4.7,714,152,"Back9Par5ScoringAverage",2012
80,80,"Jhonattan Vegas",77,4.7,587,125,"Back9Par5ScoringAverage",2012
80,80,"Mark Wilson",84,4.7,601,128,"Back9Par5ScoringAverage",2012
80,80,"Tiger Woods",69,4.7,498,106,"Back9Par5ScoringAverage",2012
94,94,"Jonathan Byrd",69,4.71,556,118,"Back9Par5ScoringAverage",2012
94,94,"Miguel Angel Carballo",73,4.71,542,115,"Back9Par5ScoringAverage",2012
94,94,"Gary Christian",91,4.71,626,133,"Back9Par5ScoringAverage",2012
94,94,"Stewart Cink",71,4.71,537,114,"Back9Par5ScoringAverage",2012
94,94,"Bobby Gates",87,4.71,673,143,"Back9Par5ScoringAverage",2012
94,94,"Mathew Goggin",65,4.71,518,110,"Back9Par5ScoringAverage",2012
94,94,"Matt Jones",53,4.71,424,90,"Back9Par5ScoringAverage",2012
94,94,"Jerry Kelly",84,4.71,622,132,"Back9Par5ScoringAverage",2012
94,94,"Davis Love III",64,4.71,476,101,"Back9Par5ScoringAverage",2012
94,94,"John Mallinger",74,4.71,528,112,"Back9Par5ScoringAverage",2012
94,94,"William McGirt",96,4.71,706,150,"Back9Par5ScoringAverage",2012
94,94,"John Rollins",81,4.71,579,123,"Back9Par5ScoringAverage",2012
94,94,"Steve Wheatcroft",56,4.71,405,86,"Back9Par5ScoringAverage",2012
107,107,"Tom Gillis",75,4.72,571,121,"Back9Par5ScoringAverage",2012
107,107,"Sung Kang",75,4.72,562,119,"Back9Par5ScoringAverage",2012
107,107,"Troy Matteson",100,4.72,741,157,"Back9Par5ScoringAverage",2012
107,107,"Ted Potter Jr",77,4.72,585,124,"Back9Par5ScoringAverage",2012
107,107,"Johnson Wagner",88,4.72,689,146,"Back9Par5ScoringAverage",2012
112,112,"Kris Blanks",65,4.73,520,110,"Back9Par5ScoringAverage",2012
112,112,"Ernie Els",80,4.73,587,124,"Back9Par5ScoringAverage",2012
112,112,"Matt Every",80,4.73,601,127,"Back9Par5ScoringAverage",2012
112,112,"Jim Furyk",85,4.73,615,130,"Back9Par5ScoringAverage",2012
112,112,"Matt Kuchar",86,4.73,596,126,"Back9Par5ScoringAverage",2012
112,112,"Justin Leonard",79,4.73,577,122,"Back9Par5ScoringAverage",2012
112,112,"Spencer Levin",81,4.73,629,133,"Back9Par5ScoringAverage",2012
112,112,"Kyle Reifers",86,4.73,690,146,"Back9Par5ScoringAverage",2012
112,112,"DJ Trahan",73,4.73,530,112,"Back9Par5ScoringAverage",2012
121,121,"Stuart Appleby",75,4.74,545,115,"Back9Par5ScoringAverage",2012
121,121,"Jonas Blixt",72,4.74,559,118,"Back9Par5ScoringAverage",2012
121,121,"Angel Cabrera",54,4.74,446,94,"Back9Par5ScoringAverage",2012
121,121,"Chris DiMarco",83,4.74,630,133,"Back9Par5ScoringAverage",2012
121,121,"Ryo Ishikawa",54,4.74,389,82,"Back9Par5ScoringAverage",2012
