"Front9Round1ScoringAverage_RANKTHISWEEK_2012","Front9Round1ScoringAverage_RANKLASTWEEK_2012","Front9Round1ScoringAverage_PLAYERNAME_2012","Front9Round1ScoringAverage__2012","Front9Round1ScoringAverage_AVG_2012","Front9Round1ScoringAverage_TOTALSTROKES_2012","Front9Round1ScoringAverage_TOTALROUNDS_2012","stat_name","year"
1,1,"Tiger Woods",NA,34.22,616,18,"Front9Round1ScoringAverage",2012
2,2,"Seung Yul Noh",NA,34.26,925,27,"Front9Round1ScoringAverage",2012
3,3,"Jason Dufner",NA,34.29,720,21,"Front9Round1ScoringAverage",2012
4,4,"Graham DeLaet",NA,34.39,791,23,"Front9Round1ScoringAverage",2012
5,5,"Steve Stricker",NA,34.44,620,18,"Front9Round1ScoringAverage",2012
6,6,"Zach Johnson",NA,34.46,827,24,"Front9Round1ScoringAverage",2012
7,7,"Keegan Bradley",NA,34.54,829,24,"Front9Round1ScoringAverage",2012
8,8,"Ernie Els",NA,34.57,726,21,"Front9Round1ScoringAverage",2012
8,8,"Jim Furyk",NA,34.57,795,23,"Front9Round1ScoringAverage",2012
8,8,"John Senden",NA,34.57,726,21,"Front9Round1ScoringAverage",2012
11,11,"Ken Duke",NA,34.6,1038,30,"Front9Round1ScoringAverage",2012
11,11,"Rory McIlroy",NA,34.6,519,15,"Front9Round1ScoringAverage",2012
13,13,"Dustin Johnson",NA,34.61,623,18,"Front9Round1ScoringAverage",2012
14,14,"Harris English",NA,34.67,936,27,"Front9Round1ScoringAverage",2012
15,15,"Stuart Appleby",NA,34.7,798,23,"Front9Round1ScoringAverage",2012
15,15,"Jeff Maggert",NA,34.7,937,27,"Front9Round1ScoringAverage",2012
17,17,"Padraig Harrington",NA,34.71,590,17,"Front9Round1ScoringAverage",2012
18,18,"Rod Pampling",NA,34.72,868,25,"Front9Round1ScoringAverage",2012
18,18,"Bubba Watson",NA,34.72,625,18,"Front9Round1ScoringAverage",2012
20,20,"Charles Howell III",NA,34.76,1008,29,"Front9Round1ScoringAverage",2012
20,20,"Matt Kuchar",NA,34.76,730,21,"Front9Round1ScoringAverage",2012
22,22,"William McGirt",NA,34.77,1043,30,"Front9Round1ScoringAverage",2012
23,23,"Ian Poulter",NA,34.79,487,14,"Front9Round1ScoringAverage",2012
23,23,"Camilo Villegas",NA,34.79,835,24,"Front9Round1ScoringAverage",2012
25,25,"Sergio Garcia",NA,34.8,522,15,"Front9Round1ScoringAverage",2012
25,25,"Charl Schwartzel",NA,34.8,522,15,"Front9Round1ScoringAverage",2012
27,27,"Luke Donald",NA,34.81,557,16,"Front9Round1ScoringAverage",2012
27,27,"Webb Simpson",NA,34.81,731,21,"Front9Round1ScoringAverage",2012
27,27,"Brandt Snedeker",NA,34.81,731,21,"Front9Round1ScoringAverage",2012
30,30,"Ryan Moore",NA,34.83,836,24,"Front9Round1ScoringAverage",2012
30,30,"Louis Oosthuizen",NA,34.83,627,18,"Front9Round1ScoringAverage",2012
30,30,"Bo Van Pelt",NA,34.83,801,23,"Front9Round1ScoringAverage",2012
33,33,"Danny Lee",NA,34.84,871,25,"Front9Round1ScoringAverage",2012
34,34,"Nick Watney",NA,34.88,872,25,"Front9Round1ScoringAverage",2012
35,35,"Mathew Goggin",NA,34.91,768,22,"Front9Round1ScoringAverage",2012
36,36,"Bud Cauley",NA,34.93,978,28,"Front9Round1ScoringAverage",2012
37,37,"Davis Love III",NA,34.95,699,20,"Front9Round1ScoringAverage",2012
38,38,"Vijay Singh",NA,34.96,944,27,"Front9Round1ScoringAverage",2012
38,38,"Charlie Wi",NA,34.96,874,25,"Front9Round1ScoringAverage",2012
40,40,"Brendon de Jonge",NA,34.97,1084,31,"Front9Round1ScoringAverage",2012
40,40,"Jeff Overton",NA,34.97,1014,29,"Front9Round1ScoringAverage",2012
42,42,"Gary Christian",NA,35,945,27,"Front9Round1ScoringAverage",2012
43,43,"JJ Killeen",NA,35.03,1121,32,"Front9Round1ScoringAverage",2012
44,44,"Greg Owen",NA,35.04,946,27,"Front9Round1ScoringAverage",2012
44,44,"Carl Pettersson",NA,35.04,911,26,"Front9Round1ScoringAverage",2012
44,44,"John Rollins",NA,35.04,876,25,"Front9Round1ScoringAverage",2012
44,44,"Jhonattan Vegas",NA,35.04,876,25,"Front9Round1ScoringAverage",2012
48,48,"Freddie Jacobson",NA,35.06,561,16,"Front9Round1ScoringAverage",2012
49,49,"Scott Piercy",NA,35.07,982,28,"Front9Round1ScoringAverage",2012
49,49,"Kyle Reifers",NA,35.07,947,27,"Front9Round1ScoringAverage",2012
49,49,"Adam Scott",NA,35.07,526,15,"Front9Round1ScoringAverage",2012
49,49,"Henrik Stenson",NA,35.07,526,15,"Front9Round1ScoringAverage",2012
49,49,"Chris Stroud",NA,35.07,982,28,"Front9Round1ScoringAverage",2012
49,49,"Lee Westwood",NA,35.07,491,14,"Front9Round1ScoringAverage",2012
55,55,"Bill Lunde",NA,35.08,842,24,"Front9Round1ScoringAverage",2012
56,56,"Pat Perez",NA,35.09,772,22,"Front9Round1ScoringAverage",2012
57,57,"Will Claxton",NA,35.11,983,28,"Front9Round1ScoringAverage",2012
57,57,"Ben Curtis",NA,35.11,667,19,"Front9Round1ScoringAverage",2012
59,59,"Robert Garrigus",NA,35.12,913,26,"Front9Round1ScoringAverage",2012
60,60,"Hunter Haas",NA,35.14,773,22,"Front9Round1ScoringAverage",2012
60,60,"Hunter Mahan",NA,35.14,773,22,"Front9Round1ScoringAverage",2012
60,60,"Rocco Mediate",NA,35.14,773,22,"Front9Round1ScoringAverage",2012
63,63,"Chris Couch",NA,35.15,703,20,"Front9Round1ScoringAverage",2012
64,64,"Billy Horschel",NA,35.19,563,16,"Front9Round1ScoringAverage",2012
64,64,"Daniel Summerhays",NA,35.19,915,26,"Front9Round1ScoringAverage",2012
66,66,"Justin Rose",NA,35.22,634,18,"Front9Round1ScoringAverage",2012
67,67,"Phil Mickelson",NA,35.23,775,22,"Front9Round1ScoringAverage",2012
68,68,"Gary Woodland",NA,35.24,740,21,"Front9Round1ScoringAverage",2012
69,69,"Greg Chalmers",NA,35.25,846,24,"Front9Round1ScoringAverage",2012
70,70,"JJ Henry",NA,35.26,952,27,"Front9Round1ScoringAverage",2012
71,71,"Matt Every",NA,35.28,882,25,"Front9Round1ScoringAverage",2012
71,71,"Justin Leonard",NA,35.28,882,25,"Front9Round1ScoringAverage",2012
71,71,"John Merrick",NA,35.28,882,25,"Front9Round1ScoringAverage",2012
74,74,"John Daly",NA,35.29,494,14,"Front9Round1ScoringAverage",2012
75,75,"James Driscoll",NA,35.3,953,27,"Front9Round1ScoringAverage",2012
75,75,"John Mallinger",NA,35.3,812,23,"Front9Round1ScoringAverage",2012
75,75,"Roland Thatcher",NA,35.3,706,20,"Front9Round1ScoringAverage",2012
78,78,"Gavin Coles",NA,35.32,777,22,"Front9Round1ScoringAverage",2012
78,78,"Troy Matteson",NA,35.32,1095,31,"Front9Round1ScoringAverage",2012
78,78,"Geoff Ogilvy",NA,35.32,671,19,"Front9Round1ScoringAverage",2012
78,78,"Jimmy Walker",NA,35.32,989,28,"Front9Round1ScoringAverage",2012
82,82,"Ricky Barnes",NA,35.33,954,27,"Front9Round1ScoringAverage",2012
82,82,"Billy Mayfair",NA,35.33,954,27,"Front9Round1ScoringAverage",2012
82,82,"Ryan Palmer",NA,35.33,848,24,"Front9Round1ScoringAverage",2012
82,82,"David Toms",NA,35.33,636,18,"Front9Round1ScoringAverage",2012
86,86,"Jonathan Byrd",NA,35.35,707,20,"Front9Round1ScoringAverage",2012
87,87,"Jonas Blixt",NA,35.38,743,21,"Front9Round1ScoringAverage",2012
87,87,"Jason Kokrak",NA,35.38,920,26,"Front9Round1ScoringAverage",2012
87,87,"Cameron Tringale",NA,35.38,920,26,"Front9Round1ScoringAverage",2012
90,90,"Kevin Kisner",NA,35.39,814,23,"Front9Round1ScoringAverage",2012
90,90,"Brendan Steele",NA,35.39,814,23,"Front9Round1ScoringAverage",2012
92,92,"Graeme McDowell",NA,35.4,531,15,"Front9Round1ScoringAverage",2012
93,93,"Ben Crane",NA,35.41,779,22,"Front9Round1ScoringAverage",2012
93,93,"Rickie Fowler",NA,35.41,779,22,"Front9Round1ScoringAverage",2012
95,95,"Tim Clark",NA,35.42,673,19,"Front9Round1ScoringAverage",2012
95,95,"Kyle Stanley",NA,35.42,921,26,"Front9Round1ScoringAverage",2012
97,97,"David Hearn",NA,35.43,992,28,"Front9Round1ScoringAverage",2012
98,98,"Jason Day",NA,35.44,567,16,"Front9Round1ScoringAverage",2012
98,98,"Brandt Jobe",NA,35.44,638,18,"Front9Round1ScoringAverage",2012
98,98,"Vaughn Taylor",NA,35.44,886,25,"Front9Round1ScoringAverage",2012
101,101,"Troy Kelly",NA,35.45,780,22,"Front9Round1ScoringAverage",2012
102,102,"Mark Anderson",NA,35.46,851,24,"Front9Round1ScoringAverage",2012
102,102,"John Huh",NA,35.46,993,28,"Front9Round1ScoringAverage",2012
102,102,"Kevin Streelman",NA,35.46,922,26,"Front9Round1ScoringAverage",2012
105,105,"Martin Flores",NA,35.47,1064,30,"Front9Round1ScoringAverage",2012
105,105,"Brian Harman",NA,35.47,1064,30,"Front9Round1ScoringAverage",2012
107,107,"Scott Stallings",NA,35.48,958,27,"Front9Round1ScoringAverage",2012
108,108,"Erik Compton",NA,35.5,852,24,"Front9Round1ScoringAverage",2012
108,108,"Bill Haas",NA,35.5,781,22,"Front9Round1ScoringAverage",2012
108,108,"JB Holmes",NA,35.5,852,24,"Front9Round1ScoringAverage",2012
108,108,"Chris Kirk",NA,35.5,923,26,"Front9Round1ScoringAverage",2012
108,108,"Alexandre Rocha",NA,35.5,710,20,"Front9Round1ScoringAverage",2012
113,113,"Bob Estes",NA,35.52,817,23,"Front9Round1ScoringAverage",2012
113,113,"Nathan Green",NA,35.52,746,21,"Front9Round1ScoringAverage",2012
113,113,"Nick OHern",NA,35.52,888,25,"Front9Round1ScoringAverage",2012
116,116,"Kevin Chappell",NA,35.54,995,28,"Front9Round1ScoringAverage",2012
116,116,"Heath Slocum",NA,35.54,995,28,"Front9Round1ScoringAverage",2012
118,118,"DA Points",NA,35.55,1031,29,"Front9Round1ScoringAverage",2012
119,119,"Robert Karlsson",NA,35.56,569,16,"Front9Round1ScoringAverage",2012
119,119,"Johnson Wagner",NA,35.56,960,27,"Front9Round1ScoringAverage",2012
121,121,"Roberto Castro",NA,35.58,925,26,"Front9Round1ScoringAverage",2012
121,121,"Kevin Stadler",NA,35.58,854,24,"Front9Round1ScoringAverage",2012
