"Scramblingfrom30yards_RANKTHISWEEK_2011","Scramblingfrom30yards_RANKLASTWEEK_2011","Scramblingfrom30yards_PLAYERNAME_2011","Scramblingfrom30yards_ROUNDS_2011","Scramblingfrom30yards_Pct_2011","Scramblingfrom30yards_SUCCESSES_2011","Scramblingfrom30yards_ATTEMPTS_2011","stat_name","year"
1,1,"Rod Pampling",72,45.45,30,66,"Scramblingfrom30yards",2011
2,2,"YE Yang",63,45.24,19,42,"Scramblingfrom30yards",2011
3,3,"Luke Donald",73,43.64,24,55,"Scramblingfrom30yards",2011
4,4,"Garrett Willis",71,40.85,29,71,"Scramblingfrom30yards",2011
5,5,"Camilo Villegas",69,40.54,30,74,"Scramblingfrom30yards",2011
6,6,"KJ Choi",77,40,26,65,"Scramblingfrom30yards",2011
6,6,"Jerry Kelly",85,40,24,60,"Scramblingfrom30yards",2011
8,8,"Charles Howell III",108,38.61,39,101,"Scramblingfrom30yards",2011
9,9,"Jason Day",76,38.55,32,83,"Scramblingfrom30yards",2011
10,10,"Greg Chalmers",88,38.54,37,96,"Scramblingfrom30yards",2011
11,11,"Ryan Moore",79,37.93,22,58,"Scramblingfrom30yards",2011
12,12,"John Merrick",71,37.5,21,56,"Scramblingfrom30yards",2011
13,13,"Charlie Wi",83,37.29,44,118,"Scramblingfrom30yards",2011
14,14,"JP Hayes",56,37.25,19,51,"Scramblingfrom30yards",2011
15,15,"Brendon de Jonge",105,36.78,32,87,"Scramblingfrom30yards",2011
16,16,"Stephen Ames",69,36.51,23,63,"Scramblingfrom30yards",2011
17,17,"Nick Watney",80,36.36,20,55,"Scramblingfrom30yards",2011
17,17,"Gary Woodland",93,36.36,24,66,"Scramblingfrom30yards",2011
19,19,"Kevin Na",84,36.26,33,91,"Scramblingfrom30yards",2011
20,20,"Nick OHern",89,35.9,28,78,"Scramblingfrom30yards",2011
21,21,"Anthony Kim",72,35.71,35,98,"Scramblingfrom30yards",2011
21,21,"Mark Wilson",89,35.71,25,70,"Scramblingfrom30yards",2011
23,23,"Jonathan Byrd",83,35.63,31,87,"Scramblingfrom30yards",2011
24,24,"Kent Jones",76,35.56,32,90,"Scramblingfrom30yards",2011
25,25,"Zach Johnson",79,35.48,22,62,"Scramblingfrom30yards",2011
26,26,"Bo Van Pelt",92,35.29,24,68,"Scramblingfrom30yards",2011
27,27,"Keegan Bradley",91,34.74,33,95,"Scramblingfrom30yards",2011
28,28,"Chris Couch",73,34.62,18,52,"Scramblingfrom30yards",2011
29,29,"Sung Kang",63,34.29,24,70,"Scramblingfrom30yards",2011
29,29,"Kevin Streelman",90,34.29,24,70,"Scramblingfrom30yards",2011
31,31,"Freddie Jacobson",92,34.15,28,82,"Scramblingfrom30yards",2011
32,32,"Phil Mickelson",79,33.9,20,59,"Scramblingfrom30yards",2011
33,33,"Brian Gay",90,33.72,29,86,"Scramblingfrom30yards",2011
34,34,"Tim Herron",85,33.67,33,98,"Scramblingfrom30yards",2011
35,35,"Jimmy Walker",79,33.66,34,101,"Scramblingfrom30yards",2011
36,36,"Briny Baird",60,33.33,14,42,"Scramblingfrom30yards",2011
36,36,"Michael Connell",76,33.33,30,90,"Scramblingfrom30yards",2011
36,36,"Ben Curtis",66,33.33,20,60,"Scramblingfrom30yards",2011
36,36,"Steve Elkington",50,33.33,15,45,"Scramblingfrom30yards",2011
36,36,"Padraig Harrington",60,33.33,23,69,"Scramblingfrom30yards",2011
36,36,"Michael Thompson",79,33.33,30,90,"Scramblingfrom30yards",2011
36,36,"Johnson Wagner",81,33.33,23,69,"Scramblingfrom30yards",2011
43,43,"Jim Furyk",87,32.89,25,76,"Scramblingfrom30yards",2011
44,44,"Matt McQuillan",59,32.86,23,70,"Scramblingfrom30yards",2011
45,45,"Martin Laird",77,32.76,19,58,"Scramblingfrom30yards",2011
46,46,"Harrison Frazar",58,32.65,16,49,"Scramblingfrom30yards",2011
46,46,"Carl Pettersson",95,32.65,32,98,"Scramblingfrom30yards",2011
48,48,"Spencer Levin",113,32.14,27,84,"Scramblingfrom30yards",2011
49,49,"David Toms",78,32.08,17,53,"Scramblingfrom30yards",2011
50,50,"Scott McCarron",65,31.88,22,69,"Scramblingfrom30yards",2011
51,51,"Steve Stricker",70,31.82,14,44,"Scramblingfrom30yards",2011
52,52,"Jim Herman",69,31.75,20,63,"Scramblingfrom30yards",2011
53,53,"Bryce Molder",82,31.58,24,76,"Scramblingfrom30yards",2011
53,53,"Justin Rose",79,31.58,18,57,"Scramblingfrom30yards",2011
55,55,"Shaun Micheel",77,31.52,29,92,"Scramblingfrom30yards",2011
56,56,"Rory Sabbatini",85,31.43,22,70,"Scramblingfrom30yards",2011
57,57,"Trevor Immelman",84,31.4,27,86,"Scramblingfrom30yards",2011
58,58,"David Duval",67,31.25,25,80,"Scramblingfrom30yards",2011
58,58,"Hunter Mahan",92,31.25,25,80,"Scramblingfrom30yards",2011
60,60,"Arjun Atwal",91,31.2,39,125,"Scramblingfrom30yards",2011
61,61,"Fabian Gomez",84,31.18,29,93,"Scramblingfrom30yards",2011
62,62,"Lucas Glover",74,31.15,19,61,"Scramblingfrom30yards",2011
63,63,"Joe Durant",71,31.11,14,45,"Scramblingfrom30yards",2011
64,64,"JJ Henry",96,30.93,30,97,"Scramblingfrom30yards",2011
65,65,"Dean Wilson",62,30.77,20,65,"Scramblingfrom30yards",2011
66,66,"Paul Goydos",81,30.68,27,88,"Scramblingfrom30yards",2011
66,66,"Nate Smith",66,30.68,27,88,"Scramblingfrom30yards",2011
68,68,"Rickie Fowler",84,30.43,21,69,"Scramblingfrom30yards",2011
68,68,"John Rollins",85,30.43,21,69,"Scramblingfrom30yards",2011
70,70,"Chris DiMarco",93,30.39,31,102,"Scramblingfrom30yards",2011
71,71,"Scott Stallings",84,30.38,24,79,"Scramblingfrom30yards",2011
72,72,"Blake Adams",116,30.36,34,112,"Scramblingfrom30yards",2011
73,73,"Shane Bertsch",62,30,21,70,"Scramblingfrom30yards",2011
73,73,"Bill Haas",93,30,15,50,"Scramblingfrom30yards",2011
73,73,"Steve Marino",76,30,18,60,"Scramblingfrom30yards",2011
76,76,"Charley Hoffman",93,29.49,23,78,"Scramblingfrom30yards",2011
77,77,"Justin Leonard",82,29.36,32,109,"Scramblingfrom30yards",2011
78,78,"Robert Garrigus",83,29.17,21,72,"Scramblingfrom30yards",2011
78,78,"Webb Simpson",98,29.17,21,72,"Scramblingfrom30yards",2011
80,80,"David Mathis",83,29.11,23,79,"Scramblingfrom30yards",2011
81,81,"Chad Campbell",99,29.07,25,86,"Scramblingfrom30yards",2011
82,82,"Aron Price",58,29.03,18,62,"Scramblingfrom30yards",2011
83,83,"Josh Teater",104,29,29,100,"Scramblingfrom30yards",2011
84,84,"Scott Gutschewski",67,28.95,22,76,"Scramblingfrom30yards",2011
