"Back9Round2ScoringAverage_RANKTHISWEEK_2014","Back9Round2ScoringAverage_RANKLASTWEEK_2014","Back9Round2ScoringAverage_PLAYERNAME_2014","Back9Round2ScoringAverage__2014","Back9Round2ScoringAverage_AVG_2014","Back9Round2ScoringAverage_TOTALSTROKES_2014","Back9Round2ScoringAverage_TOTALROUNDS_2014","stat_name","year"
1,1,"Sergio Garcia",NA,34.4,516,15,"Back9Round2ScoringAverage",2014
2,2,"Adam Scott",NA,34.65,589,17,"Back9Round2ScoringAverage",2014
3,3,"Jamie Lovemark",NA,34.68,659,19,"Back9Round2ScoringAverage",2014
4,4,"Kevin Stadler",NA,34.75,834,24,"Back9Round2ScoringAverage",2014
5,5,"John Senden",NA,34.81,940,27,"Back9Round2ScoringAverage",2014
6,6,"Matt Kuchar",NA,34.83,801,23,"Back9Round2ScoringAverage",2014
7,7,"Jim Furyk",NA,34.85,697,20,"Back9Round2ScoringAverage",2014
8,8,"Russell Knox",NA,34.88,907,26,"Back9Round2ScoringAverage",2014
9,9,"Bubba Watson",NA,34.89,663,19,"Back9Round2ScoringAverage",2014
10,10,"Rory McIlroy",NA,34.94,559,16,"Back9Round2ScoringAverage",2014
11,11,"Freddie Jacobson",NA,34.96,909,26,"Back9Round2ScoringAverage",2014
12,12,"Justin Hicks",NA,35,1015,29,"Back9Round2ScoringAverage",2014
12,12,"Billy Horschel",NA,35,910,26,"Back9Round2ScoringAverage",2014
12,12,"Brendon Todd",NA,35,1015,29,"Back9Round2ScoringAverage",2014
15,15,"Briny Baird",NA,35.06,561,16,"Back9Round2ScoringAverage",2014
15,15,"Paul Casey",NA,35.06,561,16,"Back9Round2ScoringAverage",2014
17,17,"Harris English",NA,35.07,947,27,"Back9Round2ScoringAverage",2014
18,18,"Stewart Cink",NA,35.08,877,25,"Back9Round2ScoringAverage",2014
18,18,"Billy Hurley III",NA,35.08,912,26,"Back9Round2ScoringAverage",2014
18,18,"Chris Stroud",NA,35.08,877,25,"Back9Round2ScoringAverage",2014
21,21,"Ryan Palmer",NA,35.09,807,23,"Back9Round2ScoringAverage",2014
22,22,"Jerry Kelly",NA,35.14,773,22,"Back9Round2ScoringAverage",2014
23,23,"Brendon de Jonge",NA,35.16,1090,31,"Back9Round2ScoringAverage",2014
24,24,"Andrew Svoboda",NA,35.17,844,24,"Back9Round2ScoringAverage",2014
25,25,"Kevin Chappell",NA,35.19,950,27,"Back9Round2ScoringAverage",2014
25,25,"Graeme McDowell",NA,35.19,563,16,"Back9Round2ScoringAverage",2014
27,27,"Ricky Barnes",NA,35.2,880,25,"Back9Round2ScoringAverage",2014
27,27,"Will Wilcox",NA,35.2,528,15,"Back9Round2ScoringAverage",2014
29,29,"Ben Crane",NA,35.25,846,24,"Back9Round2ScoringAverage",2014
29,29,"Brandt Snedeker",NA,35.25,846,24,"Back9Round2ScoringAverage",2014
31,31,"Jason Kokrak",NA,35.26,670,19,"Back9Round2ScoringAverage",2014
31,31,"Cameron Tringale",NA,35.26,1093,31,"Back9Round2ScoringAverage",2014
33,33,"Chad Campbell",NA,35.29,600,17,"Back9Round2ScoringAverage",2014
33,33,"Tim Clark",NA,35.29,847,24,"Back9Round2ScoringAverage",2014
33,33,"David Hearn",NA,35.29,988,28,"Back9Round2ScoringAverage",2014
36,36,"Retief Goosen",NA,35.32,883,25,"Back9Round2ScoringAverage",2014
36,36,"Jhonattan Vegas",NA,35.32,777,22,"Back9Round2ScoringAverage",2014
38,38,"Kevin Na",NA,35.33,954,27,"Back9Round2ScoringAverage",2014
39,39,"Zach Johnson",NA,35.36,884,25,"Back9Round2ScoringAverage",2014
40,40,"Jason Day",NA,35.38,460,13,"Back9Round2ScoringAverage",2014
41,41,"Dustin Johnson",NA,35.4,531,15,"Back9Round2ScoringAverage",2014
41,41,"Robert Streb",NA,35.4,708,20,"Back9Round2ScoringAverage",2014
43,43,"David Toms",NA,35.42,673,19,"Back9Round2ScoringAverage",2014
44,44,"Graham DeLaet",NA,35.43,815,23,"Back9Round2ScoringAverage",2014
45,45,"Brice Garnett",NA,35.44,957,27,"Back9Round2ScoringAverage",2014
45,45,"Martin Kaymer",NA,35.44,638,18,"Back9Round2ScoringAverage",2014
45,45,"Brooks Koepka",NA,35.44,567,16,"Back9Round2ScoringAverage",2014
45,45,"Brendan Steele",NA,35.44,886,25,"Back9Round2ScoringAverage",2014
49,49,"Robert Garrigus",NA,35.46,851,24,"Back9Round2ScoringAverage",2014
49,49,"Bill Haas",NA,35.46,922,26,"Back9Round2ScoringAverage",2014
51,51,"Scott Brown",NA,35.47,1064,30,"Back9Round2ScoringAverage",2014
51,51,"Bronson La Cassie",NA,35.47,603,17,"Back9Round2ScoringAverage",2014
53,53,"Martin Flores",NA,35.5,923,26,"Back9Round2ScoringAverage",2014
53,53,"JJ Henry",NA,35.5,923,26,"Back9Round2ScoringAverage",2014
53,53,"Heath Slocum",NA,35.5,781,22,"Back9Round2ScoringAverage",2014
56,56,"Chad Collins",NA,35.52,959,27,"Back9Round2ScoringAverage",2014
57,57,"Jim Herman",NA,35.53,675,19,"Back9Round2ScoringAverage",2014
57,57,"Shawn Stefani",NA,35.53,604,17,"Back9Round2ScoringAverage",2014
59,59,"Stuart Appleby",NA,35.54,924,26,"Back9Round2ScoringAverage",2014
59,59,"Jordan Spieth",NA,35.54,924,26,"Back9Round2ScoringAverage",2014
61,61,"Justin Leonard",NA,35.55,782,22,"Back9Round2ScoringAverage",2014
62,62,"Erik Compton",NA,35.56,960,27,"Back9Round2ScoringAverage",2014
62,62,"Rickie Fowler",NA,35.56,889,25,"Back9Round2ScoringAverage",2014
62,62,"Geoff Ogilvy",NA,35.56,889,25,"Back9Round2ScoringAverage",2014
62,62,"Bo Van Pelt",NA,35.56,889,25,"Back9Round2ScoringAverage",2014
66,66,"Ernie Els",NA,35.57,818,23,"Back9Round2ScoringAverage",2014
67,67,"Seung Yul Noh",NA,35.58,925,26,"Back9Round2ScoringAverage",2014
67,67,"Jimmy Walker",NA,35.58,925,26,"Back9Round2ScoringAverage",2014
69,69,"John Huh",NA,35.59,961,27,"Back9Round2ScoringAverage",2014
70,70,"Charley Hoffman",NA,35.6,890,25,"Back9Round2ScoringAverage",2014
71,71,"Aaron Baddeley",NA,35.61,819,23,"Back9Round2ScoringAverage",2014
71,71,"Brian Stuard",NA,35.61,997,28,"Back9Round2ScoringAverage",2014
71,71,"Camilo Villegas",NA,35.61,997,28,"Back9Round2ScoringAverage",2014
74,74,"Kevin Kisner",NA,35.62,926,26,"Back9Round2ScoringAverage",2014
74,74,"Davis Love III",NA,35.62,748,21,"Back9Round2ScoringAverage",2014
76,76,"James Driscoll",NA,35.63,855,24,"Back9Round2ScoringAverage",2014
76,76,"Brad Fritsch",NA,35.63,570,16,"Back9Round2ScoringAverage",2014
76,76,"Tyrone Van Aswegen",NA,35.63,855,24,"Back9Round2ScoringAverage",2014
79,79,"Scott Langley",NA,35.64,998,28,"Back9Round2ScoringAverage",2014
80,80,"Marc Leishman",NA,35.65,820,23,"Back9Round2ScoringAverage",2014
81,81,"Greg Chalmers",NA,35.68,892,25,"Back9Round2ScoringAverage",2014
82,82,"Patrick Reed",NA,35.69,928,26,"Back9Round2ScoringAverage",2014
83,83,"Danny Lee",NA,35.7,964,27,"Back9Round2ScoringAverage",2014
83,83,"Daniel Summerhays",NA,35.7,964,27,"Back9Round2ScoringAverage",2014
85,85,"Phil Mickelson",NA,35.71,750,21,"Back9Round2ScoringAverage",2014
85,85,"Pat Perez",NA,35.71,857,24,"Back9Round2ScoringAverage",2014
85,85,"Charl Schwartzel",NA,35.71,607,17,"Back9Round2ScoringAverage",2014
88,88,"Justin Rose",NA,35.72,643,18,"Back9Round2ScoringAverage",2014
89,89,"Jonathan Byrd",NA,35.74,822,23,"Back9Round2ScoringAverage",2014
90,90,"Ken Duke",NA,35.75,858,24,"Back9Round2ScoringAverage",2014
91,91,"Matt Jones",NA,35.76,894,25,"Back9Round2ScoringAverage",2014
91,91,"Sean OHair",NA,35.76,894,25,"Back9Round2ScoringAverage",2014
91,91,"Michael Putnam",NA,35.76,1037,29,"Back9Round2ScoringAverage",2014
91,91,"Vijay Singh",NA,35.76,894,25,"Back9Round2ScoringAverage",2014
95,95,"Michael Thompson",NA,35.77,787,22,"Back9Round2ScoringAverage",2014
96,96,"Chris Kirk",NA,35.78,966,27,"Back9Round2ScoringAverage",2014
97,97,"Andres Romero",NA,35.79,859,24,"Back9Round2ScoringAverage",2014
97,97,"Henrik Stenson",NA,35.79,501,14,"Back9Round2ScoringAverage",2014
