"RightRoughTendencyRTPScore_RANKTHISWEEK_2014","RightRoughTendencyRTPScore_RANKLASTWEEK_2014","RightRoughTendencyRTPScore_PLAYERNAME_2014","RightRoughTendencyRTPScore_ROUNDS_2014","RightRoughTendencyRTPScore_RTPSCORE_2014","stat_name","year"
29,29,"Keegan Bradley",89,0.039,"RightRoughTendencyRTPScore",2014
29,29,"Kevin Na",94,0.039,"RightRoughTendencyRTPScore",2014
31,31,"Brad Fritsch",50,0.041,"RightRoughTendencyRTPScore",2014
31,31,"Ryan Moore",86,0.041,"RightRoughTendencyRTPScore",2014
33,33,"Bronson La Cassie",51,0.042,"RightRoughTendencyRTPScore",2014
34,34,"Pat Perez",84,0.045,"RightRoughTendencyRTPScore",2014
35,35,"Andres Romero",81,0.05,"RightRoughTendencyRTPScore",2014
36,36,"Jason Day",54,0.051,"RightRoughTendencyRTPScore",2014
36,36,"Matt Kuchar",91,0.051,"RightRoughTendencyRTPScore",2014
36,36,"Jeff Maggert",54,0.051,"RightRoughTendencyRTPScore",2014
39,39,"Kevin Stadler",90,0.052,"RightRoughTendencyRTPScore",2014
40,40,"Seung Yul Noh",92,0.054,"RightRoughTendencyRTPScore",2014
41,41,"Davis Love III",74,0.055,"RightRoughTendencyRTPScore",2014
42,42,"Kevin Chappell",100,0.056,"RightRoughTendencyRTPScore",2014
42,42,"Tim Wilkinson",86,0.056,"RightRoughTendencyRTPScore",2014
44,44,"Stewart Cink",91,0.057,"RightRoughTendencyRTPScore",2014
44,44,"Luke Guthrie",85,0.057,"RightRoughTendencyRTPScore",2014
44,44,"Chris Kirk",105,0.057,"RightRoughTendencyRTPScore",2014
47,47,"Bubba Watson",76,0.058,"RightRoughTendencyRTPScore",2014
48,48,"Graham DeLaet",80,0.06,"RightRoughTendencyRTPScore",2014
48,48,"George McNeill",79,0.06,"RightRoughTendencyRTPScore",2014
48,48,"Vijay Singh",83,0.06,"RightRoughTendencyRTPScore",2014
51,51,"Bud Cauley",56,0.061,"RightRoughTendencyRTPScore",2014
51,51,"Martin Flores",85,0.061,"RightRoughTendencyRTPScore",2014
51,51,"Dustin Johnson",58,0.061,"RightRoughTendencyRTPScore",2014
51,51,"Scott Stallings",77,0.061,"RightRoughTendencyRTPScore",2014
55,55,"YE Yang",79,0.065,"RightRoughTendencyRTPScore",2014
56,56,"Retief Goosen",94,0.066,"RightRoughTendencyRTPScore",2014
56,56,"Carl Pettersson",91,0.066,"RightRoughTendencyRTPScore",2014
58,58,"Sangmoon Bae",76,0.067,"RightRoughTendencyRTPScore",2014
59,59,"Ricky Barnes",92,0.068,"RightRoughTendencyRTPScore",2014
59,59,"Erik Compton",88,0.068,"RightRoughTendencyRTPScore",2014
59,59,"John Rollins",84,0.068,"RightRoughTendencyRTPScore",2014
59,59,"Nick Watney",80,0.068,"RightRoughTendencyRTPScore",2014
59,59,"Gary Woodland",93,0.068,"RightRoughTendencyRTPScore",2014
64,64,"Tommy Gainey",73,0.069,"RightRoughTendencyRTPScore",2014
64,64,"Billy Hurley III",86,0.069,"RightRoughTendencyRTPScore",2014
66,66,"Russell Henley",92,0.07,"RightRoughTendencyRTPScore",2014
67,67,"Ben Martin",80,0.072,"RightRoughTendencyRTPScore",2014
68,68,"Matt Every",85,0.073,"RightRoughTendencyRTPScore",2014
69,69,"Harris English",95,0.077,"RightRoughTendencyRTPScore",2014
69,69,"Ted Potter Jr",68,0.077,"RightRoughTendencyRTPScore",2014
69,69,"Cameron Tringale",111,0.077,"RightRoughTendencyRTPScore",2014
72,72,"Brian Gay",81,0.078,"RightRoughTendencyRTPScore",2014
73,73,"Jason Bohn",81,0.079,"RightRoughTendencyRTPScore",2014
73,73,"Brandt Snedeker",89,0.079,"RightRoughTendencyRTPScore",2014
73,73,"Jordan Spieth",102,0.079,"RightRoughTendencyRTPScore",2014
76,76,"Stuart Appleby",92,0.081,"RightRoughTendencyRTPScore",2014
76,76,"Greg Chalmers",85,0.081,"RightRoughTendencyRTPScore",2014
78,78,"Brian Harman",111,0.082,"RightRoughTendencyRTPScore",2014
78,78,"John Peterson",62,0.082,"RightRoughTendencyRTPScore",2014
80,80,"Ryo Ishikawa",75,0.083,"RightRoughTendencyRTPScore",2014
81,81,"David Lingmerth",80,0.085,"RightRoughTendencyRTPScore",2014
82,82,"Aaron Baddeley",74,0.089,"RightRoughTendencyRTPScore",2014
82,82,"Hunter Mahan",88,0.089,"RightRoughTendencyRTPScore",2014
84,84,"Sean OHair",77,0.09,"RightRoughTendencyRTPScore",2014
85,85,"Graeme McDowell",66,0.094,"RightRoughTendencyRTPScore",2014
86,86,"Shawn Stefani",60,0.095,"RightRoughTendencyRTPScore",2014
87,87,"Russell Knox",92,0.097,"RightRoughTendencyRTPScore",2014
88,88,"Jonathan Byrd",76,0.098,"RightRoughTendencyRTPScore",2014
89,89,"Bill Haas",107,0.099,"RightRoughTendencyRTPScore",2014
89,89,"William McGirt",96,0.099,"RightRoughTendencyRTPScore",2014
89,89,"Patrick Reed",92,0.099,"RightRoughTendencyRTPScore",2014
92,92,"Marc Leishman",81,0.101,"RightRoughTendencyRTPScore",2014
93,93,"Charl Schwartzel",64,0.103,"RightRoughTendencyRTPScore",2014
93,93,"Kyle Stanley",87,0.103,"RightRoughTendencyRTPScore",2014
93,93,"David Toms",64,0.103,"RightRoughTendencyRTPScore",2014
96,96,"KJ Choi",80,0.104,"RightRoughTendencyRTPScore",2014
97,97,"Scott Langley",95,0.105,"RightRoughTendencyRTPScore",2014
98,98,"Will Ma Kenzie",82,0.106,"RightRoughTendencyRTPScore",2014
99,99,"Camilo Villegas",95,0.108,"RightRoughTendencyRTPScore",2014
100,100,"John Merrick",87,0.109,"RightRoughTendencyRTPScore",2014
101,101,"Robert Garrigus",80,0.11,"RightRoughTendencyRTPScore",2014
102,102,"Ernie Els",85,0.112,"RightRoughTendencyRTPScore",2014
103,103,"Morgan Hoffmann",103,0.113,"RightRoughTendencyRTPScore",2014
103,103,"Boo Weekley",73,0.113,"RightRoughTendencyRTPScore",2014
103,103,"Charlie Wi",72,0.113,"RightRoughTendencyRTPScore",2014
106,106,"Jhonattan Vegas",77,0.114,"RightRoughTendencyRTPScore",2014
107,107,"Heath Slocum",71,0.116,"RightRoughTendencyRTPScore",2014
108,108,"Trevor Immelman",84,0.118,"RightRoughTendencyRTPScore",2014
108,108,"Chris Stroud",88,0.118,"RightRoughTendencyRTPScore",2014
110,110,"Chesson Hadley",84,0.119,"RightRoughTendencyRTPScore",2014
111,111,"James Driscoll",71,0.12,"RightRoughTendencyRTPScore",2014
111,111,"Danny Lee",84,0.12,"RightRoughTendencyRTPScore",2014
111,111,"Bo Van Pelt",83,0.12,"RightRoughTendencyRTPScore",2014
114,114,"Charles Howell III",106,0.121,"RightRoughTendencyRTPScore",2014
115,115,"Chad Collins",78,0.122,"RightRoughTendencyRTPScore",2014
116,116,"Briny Baird",50,0.123,"RightRoughTendencyRTPScore",2014
116,116,"Wes Roach",67,0.123,"RightRoughTendencyRTPScore",2014
118,118,"Brendan Steele",89,0.124,"RightRoughTendencyRTPScore",2014
119,119,"Jim Herman",62,0.125,"RightRoughTendencyRTPScore",2014
119,119,"Brendon Todd",108,0.125,"RightRoughTendencyRTPScore",2014
121,121,"James Hahn",82,0.127,"RightRoughTendencyRTPScore",2014
122,122,"Brice Garnett",92,0.128,"RightRoughTendencyRTPScore",2014
123,123,"Richard Lee",80,0.132,"RightRoughTendencyRTPScore",2014
124,124,"Jim Furyk",84,0.133,"RightRoughTendencyRTPScore",2014
124,124,"Josh Teater",90,0.133,"RightRoughTendencyRTPScore",2014
126,126,"Ken Duke",80,0.135,"RightRoughTendencyRTPScore",2014
127,127,"Scott Brown",100,0.139,"RightRoughTendencyRTPScore",2014
128,128,"Chad Campbell",57,0.141,"RightRoughTendencyRTPScore",2014
128,128,"John Huh",87,0.141,"RightRoughTendencyRTPScore",2014
128,128,"Lee Westwood",57,0.141,"RightRoughTendencyRTPScore",2014
131,131,"Jason Dufner",57,0.146,"RightRoughTendencyRTPScore",2014
131,131,"DH Lee",54,0.146,"RightRoughTendencyRTPScore",2014
133,133,"Kevin Kisner",85,0.148,"RightRoughTendencyRTPScore",2014
133,133,"Michael Thompson",74,0.148,"RightRoughTendencyRTPScore",2014
135,135,"Spencer Levin",59,0.149,"RightRoughTendencyRTPScore",2014
136,136,"Rickie Fowler",91,0.15,"RightRoughTendencyRTPScore",2014
136,136,"Billy Horschel",92,0.15,"RightRoughTendencyRTPScore",2014
136,136,"Jeff Overton",80,0.15,"RightRoughTendencyRTPScore",2014
139,139,"Charlie Beljan",76,0.151,"RightRoughTendencyRTPScore",2014
139,139,"Ben Curtis",77,0.151,"RightRoughTendencyRTPScore",2014
141,141,"Robert Allenby",83,0.152,"RightRoughTendencyRTPScore",2014
142,142,"JJ Henry",91,0.154,"RightRoughTendencyRTPScore",2014
143,143,"Matt Jones",83,0.156,"RightRoughTendencyRTPScore",2014
144,144,"Kevin Tway",64,0.157,"RightRoughTendencyRTPScore",2014
145,145,"Jerry Kelly",80,0.158,"RightRoughTendencyRTPScore",2014
146,146,"Zach Johnson",97,0.159,"RightRoughTendencyRTPScore",2014
146,146,"Martin Kaymer",65,0.159,"RightRoughTendencyRTPScore",2014
146,146,"Will Wilcox",51,0.159,"RightRoughTendencyRTPScore",2014
149,149,"Tim Clark",75,0.16,"RightRoughTendencyRTPScore",2014
149,149,"Andrew Svoboda",77,0.16,"RightRoughTendencyRTPScore",2014
149,149,"Tyrone Van Aswegen",79,0.16,"RightRoughTendencyRTPScore",2014
152,152,"Steven Bowditch",93,0.162,"RightRoughTendencyRTPScore",2014
153,153,"Nicholas Thompson",85,0.165,"RightRoughTendencyRTPScore",2014
154,154,"Bryce Molder",77,0.168,"RightRoughTendencyRTPScore",2014
154,154,"Michael Putnam",106,0.168,"RightRoughTendencyRTPScore",2014
156,156,"Louis Oosthuizen",50,0.17,"RightRoughTendencyRTPScore",2014
156,156,"John Senden",99,0.17,"RightRoughTendencyRTPScore",2014
158,158,"Roberto Castro",76,0.173,"RightRoughTendencyRTPScore",2014
158,158,"David Hearn",97,0.173,"RightRoughTendencyRTPScore",2014
160,160,"Gonzalo Fdez Castano",83,0.175,"RightRoughTendencyRTPScore",2014
160,160,"DA Points",75,0.175,"RightRoughTendencyRTPScore",2014
162,162,"Lucas Glover",68,0.185,"RightRoughTendencyRTPScore",2014
163,163,"Derek Ernst",80,0.197,"RightRoughTendencyRTPScore",2014
164,164,"Ian Poulter",57,0.2,"RightRoughTendencyRTPScore",2014
165,165,"Brendon de Jonge",109,0.205,"RightRoughTendencyRTPScore",2014
166,166,"Kevin Streelman",79,0.21,"RightRoughTendencyRTPScore",2014
167,167,"Ben Crane",81,0.211,"RightRoughTendencyRTPScore",2014
168,168,"Luke Donald",57,0.216,"RightRoughTendencyRTPScore",2014
169,169,"Martin Laird",66,0.219,"RightRoughTendencyRTPScore",2014
170,170,"Woody Austin",63,0.222,"RightRoughTendencyRTPScore",2014
170,170,"Troy Matteson",62,0.222,"RightRoughTendencyRTPScore",2014
172,172,"Johnson Wagner",69,0.25,"RightRoughTendencyRTPScore",2014
173,173,"Hudson Swafford",75,0.252,"RightRoughTendencyRTPScore",2014
173,173,"Mark Wilson",69,0.252,"RightRoughTendencyRTPScore",2014
175,175,"Troy Merritt",62,0.256,"RightRoughTendencyRTPScore",2014
176,176,"Justin Leonard",75,0.264,"RightRoughTendencyRTPScore",2014
177,177,"Jim Renner",61,0.323,"RightRoughTendencyRTPScore",2014
