"DrivingDistanceAllDrives_RANKTHISWEEK_2008","DrivingDistanceAllDrives_RANKLASTWEEK_2008","DrivingDistanceAllDrives_PLAYERNAME_2008","DrivingDistanceAllDrives_ROUNDS_2008","DrivingDistanceAllDrives_ALLDRIVES_2008","DrivingDistanceAllDrives_TOTALDISTANCE_2008","DrivingDistanceAllDrives_OFDRIVES_2008","stat_name","year"
95,95,"YE Yang",89,280.3,313338,1118,"DrivingDistanceAllDrives",2008
97,97,"Joe Durant",92,280.2,308253,1100,"DrivingDistanceAllDrives",2008
98,98,"Mark Calcavecchia",67,280.1,211754,756,"DrivingDistanceAllDrives",2008
98,98,"Mike Weir",88,280.1,259953,928,"DrivingDistanceAllDrives",2008
100,100,"Trevor Immelman",70,280,210538,752,"DrivingDistanceAllDrives",2008
100,100,"Frank Lickliter II",107,280,389794,1392,"DrivingDistanceAllDrives",2008
100,100,"Will Ma Kenzie",62,280,221730,792,"DrivingDistanceAllDrives",2008
100,100,"Vaughn Taylor",103,280,367883,1314,"DrivingDistanceAllDrives",2008
104,104,"Ben Curtis",80,279.8,246805,882,"DrivingDistanceAllDrives",2008
105,105,"Jonathan Byrd",88,279.6,300833,1076,"DrivingDistanceAllDrives",2008
105,105,"Brad Elder",67,279.6,210289,752,"DrivingDistanceAllDrives",2008
107,107,"Eric Axley",113,279.5,381853,1366,"DrivingDistanceAllDrives",2008
107,107,"Chad Campbell",94,279.5,331433,1186,"DrivingDistanceAllDrives",2008
107,107,"David Duval",51,279.5,159875,572,"DrivingDistanceAllDrives",2008
107,107,"Retief Goosen",59,279.5,163791,586,"DrivingDistanceAllDrives",2008
111,111,"Ben Crane",86,279.4,292239,1046,"DrivingDistanceAllDrives",2008
111,111,"Brett Rumford",72,279.4,236933,848,"DrivingDistanceAllDrives",2008
113,113,"Michael Allen",91,279.3,304406,1090,"DrivingDistanceAllDrives",2008
113,113,"Tom Scherrer",56,279.3,171502,614,"DrivingDistanceAllDrives",2008
113,113,"Mark Wilson",107,279.3,405539,1452,"DrivingDistanceAllDrives",2008
116,116,"Ken Duke",116,279.1,407991,1462,"DrivingDistanceAllDrives",2008
116,116,"Peter Lonard",92,279.1,310877,1114,"DrivingDistanceAllDrives",2008
116,116,"David Lutterus",59,279.1,193940,695,"DrivingDistanceAllDrives",2008
116,116,"David Toms",70,279.1,218268,782,"DrivingDistanceAllDrives",2008
116,116,"Charlie Wi",97,279.1,342171,1226,"DrivingDistanceAllDrives",2008
121,121,"Marco Dawson",64,279,209266,750,"DrivingDistanceAllDrives",2008
121,121,"Jesper Parnevik",88,279,291604,1045,"DrivingDistanceAllDrives",2008
123,123,"Jeff Gove",50,278.8,171454,615,"DrivingDistanceAllDrives",2008
123,123,"Todd Hamilton",92,278.8,287473,1031,"DrivingDistanceAllDrives",2008
125,125,"Steve Elkington",84,278.7,283756,1018,"DrivingDistanceAllDrives",2008
125,125,"Johnson Wagner",83,278.7,264729,950,"DrivingDistanceAllDrives",2008
127,127,"Justin Bolli",87,278.4,284516,1022,"DrivingDistanceAllDrives",2008
127,127,"Carlos Franco",73,278.4,244450,878,"DrivingDistanceAllDrives",2008
127,127,"Tim Petrovic",97,278.4,314570,1130,"DrivingDistanceAllDrives",2008
130,130,"Freddie Jacobson",78,278.3,249355,896,"DrivingDistanceAllDrives",2008
130,130,"Ian Poulter",51,278.3,140249,504,"DrivingDistanceAllDrives",2008
132,132,"Stephen Ames",83,278.2,256788,923,"DrivingDistanceAllDrives",2008
132,132,"JP Hayes",67,278.2,244220,878,"DrivingDistanceAllDrives",2008
134,134,"Brett Quigley",80,277.8,282834,1018,"DrivingDistanceAllDrives",2008
135,135,"Justin Leonard",101,277.7,284912,1026,"DrivingDistanceAllDrives",2008
135,135,"Brandt Snedeker",85,277.7,260469,938,"DrivingDistanceAllDrives",2008
137,137,"Briny Baird",113,277.5,371302,1338,"DrivingDistanceAllDrives",2008
138,138,"Steve Flesch",95,277.3,313357,1130,"DrivingDistanceAllDrives",2008
138,138,"Jay Williamson",96,277.3,310027,1118,"DrivingDistanceAllDrives",2008
140,140,"Cameron Beckman",87,277.2,285791,1031,"DrivingDistanceAllDrives",2008
140,140,"Billy Mayfair",103,277.2,367539,1326,"DrivingDistanceAllDrives",2008
142,142,"Nathan Green",95,277,350714,1266,"DrivingDistanceAllDrives",2008
143,143,"Jim Furyk",95,276.9,291811,1054,"DrivingDistanceAllDrives",2008
143,143,"Scott McCarron",63,276.9,209334,756,"DrivingDistanceAllDrives",2008
145,145,"Tim Clark",90,276.7,282793,1022,"DrivingDistanceAllDrives",2008
146,146,"Alex Cejka",75,276.6,231252,836,"DrivingDistanceAllDrives",2008
146,146,"Patrick Sheehan",124,276.6,404044,1461,"DrivingDistanceAllDrives",2008
148,148,"Alejandro Canizares",52,276.5,157583,570,"DrivingDistanceAllDrives",2008
148,148,"Scott Sterling",89,276.5,285300,1032,"DrivingDistanceAllDrives",2008
150,150,"Billy Andrade",71,276.4,238227,862,"DrivingDistanceAllDrives",2008
151,151,"Tom Lehman",51,276.3,147009,532,"DrivingDistanceAllDrives",2008
152,152,"Kent Jones",68,275.8,211228,766,"DrivingDistanceAllDrives",2008
153,153,"Rocco Mediate",87,275.3,265420,964,"DrivingDistanceAllDrives",2008
153,153,"Marc Turnesa",87,275.3,291870,1060,"DrivingDistanceAllDrives",2008
155,155,"Bob Estes",90,275.2,329658,1198,"DrivingDistanceAllDrives",2008
156,156,"Cliff Kresge",84,275.1,279459,1016,"DrivingDistanceAllDrives",2008
157,157,"Kevin Na",97,275,348960,1269,"DrivingDistanceAllDrives",2008
158,158,"Bob Tway",70,274.9,218269,794,"DrivingDistanceAllDrives",2008
159,159,"Brian Davis",108,274.7,390613,1422,"DrivingDistanceAllDrives",2008
159,159,"Robert Gamez",79,274.7,271413,988,"DrivingDistanceAllDrives",2008
159,159,"Ryuji Imada",80,274.7,260409,948,"DrivingDistanceAllDrives",2008
162,162,"Tom Pernice Jr",104,274.6,374602,1364,"DrivingDistanceAllDrives",2008
162,162,"Chez Reavie",102,274.6,343799,1252,"DrivingDistanceAllDrives",2008
162,162,"Scott Verplank",82,274.6,250460,912,"DrivingDistanceAllDrives",2008
162,162,"Tim Wilkinson",95,274.6,306967,1118,"DrivingDistanceAllDrives",2008
166,166,"Doug LaBelle II",65,274.4,195956,714,"DrivingDistanceAllDrives",2008
167,167,"Heath Slocum",104,274.2,329097,1200,"DrivingDistanceAllDrives",2008
168,168,"Lee Janzen",89,274.1,285858,1043,"DrivingDistanceAllDrives",2008
169,169,"Zach Johnson",85,274,273408,998,"DrivingDistanceAllDrives",2008
170,170,"John Mallinger",95,273.8,320036,1169,"DrivingDistanceAllDrives",2008
171,171,"Jerry Kelly",89,273,281691,1032,"DrivingDistanceAllDrives",2008
172,172,"Dudley Hart",74,272.9,255983,938,"DrivingDistanceAllDrives",2008
172,172,"Jim McGovern",75,272.9,239605,878,"DrivingDistanceAllDrives",2008
172,172,"Omar Uresti",74,272.9,239607,878,"DrivingDistanceAllDrives",2008
175,175,"Bart Bryant",81,272.8,254797,934,"DrivingDistanceAllDrives",2008
175,175,"Chris DiMarco",87,272.8,289191,1060,"DrivingDistanceAllDrives",2008
177,177,"Matt Kuchar",88,272.7,267224,980,"DrivingDistanceAllDrives",2008
179,179,"Dean Wilson",109,272.1,352583,1296,"DrivingDistanceAllDrives",2008
180,180,"Greg Kraft",63,271.8,189733,698,"DrivingDistanceAllDrives",2008
181,181,"Chris Riley",51,271.7,151091,556,"DrivingDistanceAllDrives",2008
182,182,"Glen Day",64,271.3,211348,779,"DrivingDistanceAllDrives",2008
183,183,"Chad Collins",72,271.1,238017,878,"DrivingDistanceAllDrives",2008
184,184,"Ron Whittaker",54,270.7,154296,570,"DrivingDistanceAllDrives",2008
185,185,"Nick OHern",82,270.1,267967,992,"DrivingDistanceAllDrives",2008
186,186,"Shane Bertsch",96,270,337984,1252,"DrivingDistanceAllDrives",2008
187,187,"Paul Goydos",78,269.8,253361,939,"DrivingDistanceAllDrives",2008
188,188,"Paul Claxton",63,269.7,187745,696,"DrivingDistanceAllDrives",2008
188,188,"Jin Park",85,269.7,262728,974,"DrivingDistanceAllDrives",2008
190,190,"Craig Kanada",65,269.5,206957,768,"DrivingDistanceAllDrives",2008
191,191,"Olin Browne",77,268.7,261745,974,"DrivingDistanceAllDrives",2008
192,192,"Shigeki Maruyama",50,268.6,156046,581,"DrivingDistanceAllDrives",2008
193,193,"Stephen Leaney",53,268.1,168336,628,"DrivingDistanceAllDrives",2008
194,194,"Jeff Quinney",87,267.6,273258,1021,"DrivingDistanceAllDrives",2008
195,195,"Gavin Coles",54,266.2,162927,612,"DrivingDistanceAllDrives",2008
196,196,"Brian Gay",102,265.8,319551,1202,"DrivingDistanceAllDrives",2008
197,197,"Corey Pavin",69,254.7,197641,776,"DrivingDistanceAllDrives",2008
